step,linear_pred_loss,optimized_pred_loss
17572,3.2529027198889695,3.270429998729558
17672,3.252112434778684,3.269786089641185
17773,3.2513205623855828,3.2691413181572466
17873,3.2505427159215654,3.2685083746686465
17974,3.2497632717760507,3.26787451662304
18074,3.248997600276726,3.2672522201083174
18174,3.2482378916860686,3.2666351156233566
18275,3.247476576922148,3.2660170380817397
18375,3.2467286718916837,3.2654101441707333
18476,3.245979159551829,3.2648022314312333
18576,3.2452428250052843,3.2642052748626527
18677,3.244504885509159,3.263607267564762
18777,3.2437798998003027,3.2630199665552864
18877,3.243060481144111,3.2624373783869975
18978,3.24233946739679,3.2618536881464535
19078,3.241631086142146,3.2612803872186675
19179,3.2409211204845136,3.2607059259050177
19279,3.2402235818033267,3.2601416429203653
19379,3.239531368017259,3.259581773317414
19480,3.2388375918233656,3.2590207094606503
19580,3.238155947725725,3.2584694869583313
19681,3.237472759842408,3.257917056268586
19781,3.236801515403595,3.257374305844638
19882,3.2361287489196733,3.2568302795715893
19982,3.2354677435982104,3.256295698924403
20082,3.234811775448767,3.2557651451687186
20183,3.2341543236266648,3.2552333267765534
20283,3.233508371505584,3.2547106018442786
20384,3.232860965237881,3.2541865339208855
20484,3.232224891524942,3.2536714994868072
20584,3.2315936839627133,3.253160232350402
20685,3.230961072405072,3.2526473114932295
20785,3.2303395539272883,3.252143105195803
20886,3.229716669001964,3.251637541778196
20986,3.229104724325054,3.2511403429588106
21086,3.228497502560981,3.2506456357107116
21187,3.2278889768981425,3.250149361459725
21287,3.227291173058984,3.2496614309319822
21388,3.226692111508728,3.2491665251233326
21488,3.226103632857947,3.248670013459925
21589,3.2255139464309073,3.2481703208340305
21689,3.2249347095500136,3.2476782636402053
21789,3.224360042456846,3.244051898859027
21890,3.2237842498884364,3.237602168085955
21990,3.2232187177428986,3.2307914775527156
22091,3.2226521205438643,3.223753527662184
22191,3.2220956647350465,3.217993563527897
22291,3.22154370603019,3.2127389795953
22392,3.2209907819196077,3.2075395738294126
22492,3.220447832377709,3.202471758823375
22593,3.219903990845056,3.1976736579586724
22693,3.2193700206139404,3.193034033296365
22794,3.218835238082238,3.188416708627553
22894,3.218310230659708,3.1840700699780573
22994,3.217789680740003,3.1804125403725525
23095,3.2172684515105647,3.1768977145860275
23195,3.2167568680889196,3.1735162327105826
23296,3.216244704959997,3.1702084672680755
23396,3.2157421125479573,3.1670590954619513
23496,3.215244008777824,3.164010097693015
23597,3.2147454945570275,3.161050951711189
23697,3.2142564589320743,3.1591776775102005
23798,3.213767142510336,3.1583322334971253
23898,3.213287259703337,3.1577489778823975
23999,3.212807242605833,3.157282972409431
