mean_delta,median_delta,nonharm,rows,test_curve,test_label,wins,worst_delta
-54.26122522502009,-58.20753202008486,3,3,wsd_20000_24000.csv,WSD sharp,3,-40.477293275340145
-46.32810974659075,-50.664602484115804,3,3,wsdld_20000_24000.csv,WSD linear,3,-33.11707850120887
-57.69187474018319,-59.929898468179864,3,3,wsdcon_3.csv,WSD-con 3e-5,3,-47.711035089673445
-16.50722131167422,-18.66503026679952,3,3,wsdcon_9.csv,WSD-con 9e-5,3,-9.432007815100329
-12.586493382060075,-12.406401251654176,3,3,wsdcon_18.csv,WSD-con 18e-5,3,-11.916341232237782
