config_id,curvature_lambda,curvature_mode,curvature_tau,mean_delta,mean_step_curvature_coef,mean_step_primary_coef,median_delta,nonharm,pair_index,rows,shrink_curvature,signed_curvature_coef,smooth_fit_start_step,smooth_lambda,smooth_max_mode,smooth_nuisance_lambda,smooth_retention_power,smooth_rho,smooth_ridge_tau,source_decoupled_mean_delta,source_decoupled_worst_delta,source_pair_config_id,step_fit_start_step,step_lambda,step_max_mode,step_nuisance_lambda,step_retention_power,step_rho,step_ridge_tau,wins,worst_delta
1286,10.0,signed_d2_lr,0.003,-37.39769967614976,0.024165543730558018,0.04145109977444192,-40.477293275340145,15,1,15,0,0,12000,4.0,8,0.05,0.25,0.2,0.05,-36.181232262276644,-6.289579347448537,9814,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.724649109227169
4358,10.0,signed_d2_lr,0.003,-37.39754798341398,0.024165543730558018,0.04145109977444192,-40.47614276278092,15,4,15,0,0,12000,4.0,12,0.05,0.25,0.2,0.05,-36.181080569540846,-6.289579347448537,9214,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.724649109227169
5382,10.0,signed_d2_lr,0.003,-37.39753658241147,0.024165543730558018,0.04145109977444192,-40.47600157834289,15,5,15,0,0,12000,4.0,16,0.05,0.25,0.2,0.05,-36.18106916853834,-6.289579347448537,8614,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.724649109227169
6406,10.0,signed_d2_lr,0.003,-37.393325390771224,0.024205063047552863,0.041453236925103804,-40.477293275340145,15,6,15,0,0,12000,4.0,8,0.05,0.25,0.2,0.05,-36.17994103962576,-6.287910028526755,9820,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.711268027216779
7430,10.0,signed_d2_lr,0.003,-37.39317369803543,0.024205063047552863,0.041453236925103804,-40.47614276278092,15,7,15,0,0,12000,4.0,12,0.05,0.25,0.2,0.05,-36.17978934688996,-6.287910028526755,9220,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.711268027216779
8454,10.0,signed_d2_lr,0.003,-37.39316229703293,0.024205063047552863,0.041453236925103804,-40.47600157834289,15,8,15,0,0,12000,4.0,16,0.05,0.25,0.2,0.05,-36.179777945887466,-6.287910028526755,8620,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.711268027216779
37124,10.0,signed_d2_lr,0.003,-37.34386229311141,0.01865918675370171,0.04072902078503118,-39.148021331309835,15,36,15,1,0,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99493769967665,-6.3157428352411005,6796,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.831329611881024
39172,10.0,signed_d2_lr,0.003,-37.34359671788259,0.01865918675370171,0.04072902078503118,-39.14678555204869,15,38,15,1,0,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99467212444783,-6.3157428352411005,6396,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.831329611881024
40196,10.0,signed_d2_lr,0.003,-37.34357907436119,0.01865918675370171,0.04072902078503118,-39.1465988961693,15,39,15,1,0,12000,4.0,16,0.04,0.25,0.0,0.05,-35.994654480926435,-6.3157428352411005,5996,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.831329611881024
38148,10.0,signed_d2_lr,0.003,-37.34312851690756,0.018649505538208835,0.040727147872719534,-39.148021331309835,15,37,15,1,0,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99488033461768,-6.3156883827064085,6797,3000,20.0,16,0.01,0.0,0.35,0.05,15,-10.834074675190774
41220,10.0,signed_d2_lr,0.003,-37.342862941678746,0.018649505538208835,0.040727147872719534,-39.14678555204869,15,40,15,1,0,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99461475938886,-6.3156883827064085,6397,3000,20.0,16,0.01,0.0,0.35,0.05,15,-10.834074675190774
42244,10.0,signed_d2_lr,0.003,-37.34284529815735,0.018649505538208835,0.040727147872719534,-39.1465988961693,15,41,15,1,0,12000,4.0,16,0.04,0.25,0.0,0.05,-35.994597115867464,-6.3156883827064085,5997,3000,20.0,16,0.01,0.0,0.35,0.05,15,-10.834074675190774
10503,10.0,signed_d2_lr,0.003,-37.298879837562524,0.02386066088171154,0.04072714250554868,-40.477293275340145,15,10,15,0,1,12000,4.0,8,0.05,0.25,0.2,0.05,-36.179364219807674,-6.3156883827064085,9997,3000,20.0,16,0.01,0.0,0.35,0.05,15,-11.081728897339527
13575,10.0,signed_d2_lr,0.003,-37.29872814482674,0.02386066088171154,0.04072714250554868,-40.47614276278092,15,13,15,0,1,12000,4.0,12,0.05,0.25,0.2,0.05,-36.17921252707188,-6.3156883827064085,9397,3000,20.0,16,0.01,0.0,0.35,0.05,15,-11.081728897339527
14599,10.0,signed_d2_lr,0.003,-37.29871674382423,0.02386066088171154,0.04072714250554868,-40.47600157834289,15,14,15,0,1,12000,4.0,16,0.05,0.25,0.2,0.05,-36.17920112606938,-6.3156883827064085,8797,3000,20.0,16,0.01,0.0,0.35,0.05,15,-11.081728897339527
9479,10.0,signed_d2_lr,0.003,-37.29816129507038,0.023873710873345617,0.04072901540995522,-40.477293275340145,15,9,15,0,1,12000,4.0,8,0.05,0.25,0.2,0.05,-36.179421584866645,-6.3157428352411005,9996,3000,20.0,12,0.01,0.0,0.35,0.05,15,-11.079032479969275
11527,10.0,signed_d2_lr,0.003,-37.29800960233459,0.023873710873345617,0.04072901540995522,-40.47614276278092,15,11,15,0,1,12000,4.0,12,0.05,0.25,0.2,0.05,-36.17926989213085,-6.3157428352411005,9396,3000,20.0,12,0.01,0.0,0.35,0.05,15,-11.079032479969275
12551,10.0,signed_d2_lr,0.003,-37.297998201332085,0.023873710873345617,0.04072901540995522,-40.47600157834289,15,12,15,0,1,12000,4.0,16,0.05,0.25,0.2,0.05,-36.17925849112835,-6.3157428352411005,8796,3000,20.0,12,0.01,0.0,0.35,0.05,15,-11.079032479969275
15623,10.0,signed_d2_lr,0.003,-37.29413032007134,0.023941863246776742,0.04073728349207993,-40.477293275340145,15,15,15,0,1,12000,4.0,8,0.05,0.25,0.2,0.05,-36.17898289741352,-6.3129230545310495,9995,3000,20.0,8,0.01,0.0,0.35,0.05,15,-11.049525637351987
16647,10.0,signed_d2_lr,0.003,-37.293978627335555,0.023941863246776742,0.04073728349207993,-40.47614276278092,15,16,15,0,1,12000,4.0,12,0.05,0.25,0.2,0.05,-36.17883120467772,-6.3129230545310495,9395,3000,20.0,8,0.01,0.0,0.35,0.05,15,-11.049525637351987
17671,10.0,signed_d2_lr,0.003,-37.29396722633305,0.023941863246776742,0.04073728349207993,-40.47600157834289,15,17,15,0,1,12000,4.0,16,0.05,0.25,0.2,0.05,-36.17881980367522,-6.3129230545310495,8795,3000,20.0,8,0.01,0.0,0.35,0.05,15,-11.049525637351987
33802,4.0,signed_d2_lr,0.01,-37.29299547504204,0.018023152978992454,0.04145195654907642,-39.148021331309835,15,33,15,0,0,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99545715443576,-6.287910028526755,6620,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.417229297133488
33803,4.0,signed_d2_lr,0.01,-37.29299547504204,0.018023152978992454,0.04145195654907642,-39.148021331309835,15,33,15,0,1,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99545715443576,-6.287910028526755,6620,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.417229297133488
34826,4.0,signed_d2_lr,0.01,-37.29272989981324,0.018023152978992454,0.04145195654907642,-39.14678555204869,15,34,15,0,0,12000,4.0,12,0.04,0.25,0.0,0.05,-35.995191579206946,-6.287910028526755,6220,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.417229297133488
34827,4.0,signed_d2_lr,0.01,-37.29272989981324,0.018023152978992454,0.04145195654907642,-39.14678555204869,15,34,15,0,1,12000,4.0,12,0.04,0.25,0.0,0.05,-35.995191579206946,-6.287910028526755,6220,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.417229297133488
35850,4.0,signed_d2_lr,0.01,-37.29271225629183,0.018023152978992454,0.04145195654907642,-39.1465988961693,15,35,15,0,0,12000,4.0,16,0.04,0.25,0.0,0.05,-35.99517393568555,-6.287910028526755,5820,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.417229297133488
35851,4.0,signed_d2_lr,0.01,-37.29271225629183,0.018023152978992454,0.04145195654907642,-39.1465988961693,15,35,15,0,1,12000,4.0,16,0.04,0.25,0.0,0.05,-35.99517393568555,-6.287910028526755,5820,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.417229297133488
28682,4.0,signed_d2_lr,0.01,-37.29096329431825,0.017980869165890992,0.04144981569493524,-39.148021331309835,15,28,15,0,0,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99674837708665,-6.289579347448537,6614,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.430722621848709
28683,4.0,signed_d2_lr,0.01,-37.29096329431825,0.017980869165890992,0.04144981569493524,-39.148021331309835,15,28,15,0,1,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99674837708665,-6.289579347448537,6614,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.430722621848709
31754,4.0,signed_d2_lr,0.01,-37.29069771908944,0.017980869165890992,0.04144981569493524,-39.14678555204869,15,31,15,0,0,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99648280185783,-6.289579347448537,6214,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.430722621848709
31755,4.0,signed_d2_lr,0.01,-37.29069771908944,0.017980869165890992,0.04144981569493524,-39.14678555204869,15,31,15,0,1,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99648280185783,-6.289579347448537,6214,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.430722621848709
32778,4.0,signed_d2_lr,0.01,-37.29068007556804,0.017980869165890992,0.04144981569493524,-39.1465988961693,15,32,15,0,0,12000,4.0,16,0.04,0.25,0.0,0.05,-35.99646515833643,-6.289579347448537,5814,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.430722621848709
32779,4.0,signed_d2_lr,0.01,-37.29068007556804,0.017980869165890992,0.04144981569493524,-39.1465988961693,15,32,15,0,1,12000,4.0,16,0.04,0.25,0.0,0.05,-35.99646515833643,-6.289579347448537,5814,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.430722621848709
27658,4.0,signed_d2_lr,0.01,-37.29050099591566,0.01797359049904667,0.04144899477758193,-39.148021331309835,15,27,15,0,0,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99679086280489,-6.289566272098146,6617,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.432007815100329
27659,4.0,signed_d2_lr,0.01,-37.29050099591566,0.01797359049904667,0.04144899477758193,-39.148021331309835,15,27,15,0,1,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99679086280489,-6.289566272098146,6617,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.432007815100329
29706,4.0,signed_d2_lr,0.01,-37.29023542068684,0.01797359049904667,0.04144899477758193,-39.14678555204869,15,29,15,0,0,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99652528757608,-6.289566272098146,6217,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.432007815100329
29707,4.0,signed_d2_lr,0.01,-37.29023542068684,0.01797359049904667,0.04144899477758193,-39.14678555204869,15,29,15,0,1,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99652528757608,-6.289566272098146,6217,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.432007815100329
30730,4.0,signed_d2_lr,0.01,-37.290217777165445,0.01797359049904667,0.04144899477758193,-39.1465988961693,15,30,15,0,0,12000,4.0,16,0.04,0.25,0.0,0.05,-35.996507644054674,-6.289566272098146,5817,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.432007815100329
30731,4.0,signed_d2_lr,0.01,-37.290217777165445,0.01797359049904667,0.04144899477758193,-39.1465988961693,15,30,15,0,1,12000,4.0,16,0.04,0.25,0.0,0.05,-35.996507644054674,-6.289566272098146,5817,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.432007815100329
38150,10.0,signed_d2_lr,0.003,-37.28079014513206,0.025176832476581933,0.040727147872719534,-39.148021331309835,15,37,15,0,0,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99488033461768,-6.3156883827064085,6797,3000,20.0,16,0.01,0.0,0.35,0.05,15,-11.081728897339527
41222,10.0,signed_d2_lr,0.003,-37.28052456990325,0.025176832476581933,0.040727147872719534,-39.14678555204869,15,40,15,0,0,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99461475938886,-6.3156883827064085,6397,3000,20.0,16,0.01,0.0,0.35,0.05,15,-11.081728897339527
42246,10.0,signed_d2_lr,0.003,-37.28050692638184,0.025176832476581933,0.040727147872719534,-39.1465988961693,15,41,15,0,0,12000,4.0,16,0.04,0.25,0.0,0.05,-35.994597115867464,-6.3156883827064085,5997,3000,20.0,16,0.01,0.0,0.35,0.05,15,-11.081728897339527
37126,10.0,signed_d2_lr,0.003,-37.28007408827907,0.025189902117497314,0.04072902078503118,-39.148021331309835,15,36,15,0,0,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99493769967665,-6.3157428352411005,6796,3000,20.0,12,0.01,0.0,0.35,0.05,15,-11.079032479969275
39174,10.0,signed_d2_lr,0.003,-37.279808513050256,0.025189902117497314,0.04072902078503118,-39.14678555204869,15,38,15,0,0,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99467212444783,-6.3157428352411005,6396,3000,20.0,12,0.01,0.0,0.35,0.05,15,-11.079032479969275
40198,10.0,signed_d2_lr,0.003,-37.27979086952885,0.025189902117497314,0.04072902078503118,-39.1465988961693,15,39,15,0,0,12000,4.0,16,0.04,0.25,0.0,0.05,-35.994654480926435,-6.3157428352411005,5996,3000,20.0,12,0.01,0.0,0.35,0.05,15,-11.079032479969275
36874,4.0,signed_d2_lr,0.01,-37.25395930708173,0.01752733969760011,0.040727428937669174,-39.148021331309835,15,36,15,0,0,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99493769967665,-6.3157428352411005,6796,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.557365619582349
36875,4.0,signed_d2_lr,0.01,-37.25395930708173,0.01752733969760011,0.040727428937669174,-39.148021331309835,15,36,15,0,1,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99493769967665,-6.3157428352411005,6796,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.557365619582349
38922,4.0,signed_d2_lr,0.01,-37.25369373185291,0.01752733969760011,0.040727428937669174,-39.14678555204869,15,38,15,0,0,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99467212444783,-6.3157428352411005,6396,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.557365619582349
38923,4.0,signed_d2_lr,0.01,-37.25369373185291,0.01752733969760011,0.040727428937669174,-39.14678555204869,15,38,15,0,1,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99467212444783,-6.3157428352411005,6396,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.557365619582349
39946,4.0,signed_d2_lr,0.01,-37.253676088331524,0.01752733969760011,0.040727428937669174,-39.1465988961693,15,39,15,0,0,12000,4.0,16,0.04,0.25,0.0,0.05,-35.994654480926435,-6.3157428352411005,5996,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.557365619582349
39947,4.0,signed_d2_lr,0.01,-37.253676088331524,0.01752733969760011,0.040727428937669174,-39.1465988961693,15,39,15,0,1,12000,4.0,16,0.04,0.25,0.0,0.05,-35.994654480926435,-6.3157428352411005,5996,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.557365619582349
37898,4.0,signed_d2_lr,0.01,-37.25314942895332,0.017516474797314028,0.04072555615895589,-39.148021331309835,15,37,15,0,0,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99488033461768,-6.3156883827064085,6797,3000,20.0,16,0.01,0.0,0.35,0.05,15,-10.560119880225738
37899,4.0,signed_d2_lr,0.01,-37.25314942895332,0.017516474797314028,0.04072555615895589,-39.148021331309835,15,37,15,0,1,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99488033461768,-6.3156883827064085,6797,3000,20.0,16,0.01,0.0,0.35,0.05,15,-10.560119880225738
40970,4.0,signed_d2_lr,0.01,-37.252883853724505,0.017516474797314028,0.04072555615895589,-39.14678555204869,15,40,15,0,0,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99461475938886,-6.3156883827064085,6397,3000,20.0,16,0.01,0.0,0.35,0.05,15,-10.560119880225738
40971,4.0,signed_d2_lr,0.01,-37.252883853724505,0.017516474797314028,0.04072555615895589,-39.14678555204869,15,40,15,0,1,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99461475938886,-6.3156883827064085,6397,3000,20.0,16,0.01,0.0,0.35,0.05,15,-10.560119880225738
41994,4.0,signed_d2_lr,0.01,-37.252866210203116,0.017516474797314028,0.04072555615895589,-39.1465988961693,15,41,15,0,0,12000,4.0,16,0.04,0.25,0.0,0.05,-35.994597115867464,-6.3156883827064085,5997,3000,20.0,16,0.01,0.0,0.35,0.05,15,-10.560119880225738
41995,4.0,signed_d2_lr,0.01,-37.252866210203116,0.017516474797314028,0.04072555615895589,-39.1465988961693,15,41,15,0,1,12000,4.0,16,0.04,0.25,0.0,0.05,-35.994597115867464,-6.3156883827064085,5997,3000,20.0,16,0.01,0.0,0.35,0.05,15,-10.560119880225738
37125,10.0,signed_d2_lr,0.003,-37.2206052235116,0.017684230276552308,0.04072901540995522,-39.148021331309835,15,36,15,1,1,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99493769967665,-6.3157428352411005,6796,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.831329611881024
39173,10.0,signed_d2_lr,0.003,-37.22033964828278,0.017684230276552308,0.04072901540995522,-39.14678555204869,15,38,15,1,1,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99467212444783,-6.3157428352411005,6396,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.831329611881024
40197,10.0,signed_d2_lr,0.003,-37.22032200476138,0.017684230276552308,0.04072901540995522,-39.1465988961693,15,39,15,1,1,12000,4.0,16,0.04,0.25,0.0,0.05,-35.994654480926435,-6.3157428352411005,5996,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.831329611881024
38149,10.0,signed_d2_lr,0.003,-37.219873288920354,0.01767456361608262,0.04072714250554868,-39.148021331309835,15,37,15,1,1,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99488033461768,-6.3156883827064085,6797,3000,20.0,16,0.01,0.0,0.35,0.05,15,-10.834074675190774
41221,10.0,signed_d2_lr,0.003,-37.21960771369154,0.01767456361608262,0.04072714250554868,-39.14678555204869,15,40,15,1,1,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99461475938886,-6.3156883827064085,6397,3000,20.0,16,0.01,0.0,0.35,0.05,15,-10.834074675190774
42245,10.0,signed_d2_lr,0.003,-37.21959007017014,0.01767456361608262,0.04072714250554868,-39.1465988961693,15,41,15,1,1,12000,4.0,16,0.04,0.25,0.0,0.05,-35.994597115867464,-6.3156883827064085,5997,3000,20.0,16,0.01,0.0,0.35,0.05,15,-10.834074675190774
27910,10.0,signed_d2_lr,0.003,-37.213786064266245,0.024156794606580285,0.04145027878287932,-39.148021331309835,15,27,15,0,0,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99679086280489,-6.289566272098146,6617,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.725894571824545
29958,10.0,signed_d2_lr,0.003,-37.213520489037414,0.024156794606580285,0.04145027878287932,-39.14678555204869,15,29,15,0,0,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99652528757608,-6.289566272098146,6217,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.725894571824545
30982,10.0,signed_d2_lr,0.003,-37.21350284551602,0.024156794606580285,0.04145027878287932,-39.1465988961693,15,30,15,0,0,12000,4.0,16,0.04,0.25,0.0,0.05,-35.996507644054674,-6.289566272098146,5817,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.725894571824545
28934,10.0,signed_d2_lr,0.003,-37.21321579095977,0.024165543730558018,0.04145109977444192,-39.148021331309835,15,28,15,0,0,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99674837708665,-6.289579347448537,6614,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.724649109227169
32006,10.0,signed_d2_lr,0.003,-37.212950215730956,0.024165543730558018,0.04145109977444192,-39.14678555204869,15,31,15,0,0,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99648280185783,-6.289579347448537,6214,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.724649109227169
33030,10.0,signed_d2_lr,0.003,-37.21293257220955,0.024165543730558018,0.04145109977444192,-39.1465988961693,15,32,15,0,0,12000,4.0,16,0.04,0.25,0.0,0.05,-35.99646515833643,-6.289579347448537,5814,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.724649109227169
34054,10.0,signed_d2_lr,0.003,-37.20884150558122,0.024205063047552863,0.041453236925103804,-39.148021331309835,15,33,15,0,0,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99545715443576,-6.287910028526755,6620,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.711268027216779
35078,10.0,signed_d2_lr,0.003,-37.2085759303524,0.024205063047552863,0.041453236925103804,-39.14678555204869,15,34,15,0,0,12000,4.0,12,0.04,0.25,0.0,0.05,-35.995191579206946,-6.287910028526755,6220,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.711268027216779
36102,10.0,signed_d2_lr,0.003,-37.20855828683101,0.024205063047552863,0.041453236925103804,-39.1465988961693,15,35,15,0,0,12000,4.0,16,0.04,0.25,0.0,0.05,-35.99517393568555,-6.287910028526755,5820,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.711268027216779
263,10.0,signed_d2_lr,0.003,-37.20279366593103,0.022609365626017185,0.04145027038041939,-40.477293275340145,15,0,15,0,1,12000,4.0,8,0.05,0.25,0.2,0.05,-36.181274747994884,-6.289566272098146,9817,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.725894571824545
2311,10.0,signed_d2_lr,0.003,-37.20264197319524,0.022609365626017185,0.04145027038041939,-40.47614276278092,15,2,15,0,1,12000,4.0,12,0.05,0.25,0.2,0.05,-36.1811230552591,-6.289566272098146,9217,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.725894571824545
3335,10.0,signed_d2_lr,0.003,-37.20263057219274,0.022609365626017185,0.04145027038041939,-40.47600157834289,15,3,15,0,1,12000,4.0,16,0.05,0.25,0.2,0.05,-36.18111165425659,-6.289566272098146,8617,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.725894571824545
1287,10.0,signed_d2_lr,0.003,-37.2022226333369,0.02261810873652108,0.04145109136736423,-40.477293275340145,15,1,15,0,1,12000,4.0,8,0.05,0.25,0.2,0.05,-36.181232262276644,-6.289579347448537,9814,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.724649109227169
4359,10.0,signed_d2_lr,0.003,-37.20207094060111,0.02261810873652108,0.04145109136736423,-40.47614276278092,15,4,15,0,1,12000,4.0,12,0.05,0.25,0.2,0.05,-36.181080569540846,-6.289579347448537,9214,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.724649109227169
5383,10.0,signed_d2_lr,0.003,-37.202059539598615,0.02261810873652108,0.04145109136736423,-40.47600157834289,15,5,15,0,1,12000,4.0,16,0.05,0.25,0.2,0.05,-36.18106916853834,-6.289579347448537,8614,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.724649109227169
6407,10.0,signed_d2_lr,0.003,-37.19868363229363,0.022664240288323874,0.04145322848611407,-40.477293275340145,15,6,15,0,1,12000,4.0,8,0.05,0.25,0.2,0.05,-36.17994103962576,-6.287910028526755,9820,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.711268027216779
7431,10.0,signed_d2_lr,0.003,-37.19853193955784,0.022664240288323874,0.04145322848611407,-40.47614276278092,15,7,15,0,1,12000,4.0,12,0.05,0.25,0.2,0.05,-36.17978934688996,-6.287910028526755,9220,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.711268027216779
8455,10.0,signed_d2_lr,0.003,-37.198520538555336,0.022664240288323874,0.04145322848611407,-40.47600157834289,15,8,15,0,1,12000,4.0,16,0.05,0.25,0.2,0.05,-36.179777945887466,-6.287910028526755,8620,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.711268027216779
6404,10.0,signed_d2_lr,0.003,-37.16589905744602,0.013831464598601635,0.041453236925103804,-40.477293275340145,15,6,15,1,0,12000,4.0,8,0.05,0.25,0.2,0.05,-36.17994103962576,-6.287910028526755,9820,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.419100631772736
7428,10.0,signed_d2_lr,0.003,-37.165747364710235,0.013831464598601635,0.041453236925103804,-40.47614276278092,15,7,15,1,0,12000,4.0,12,0.05,0.25,0.2,0.05,-36.17978934688996,-6.287910028526755,9220,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.419100631772736
8452,10.0,signed_d2_lr,0.003,-37.165735963707725,0.013831464598601635,0.041453236925103804,-40.47600157834289,15,8,15,1,0,12000,4.0,16,0.05,0.25,0.2,0.05,-36.179777945887466,-6.287910028526755,8620,3000,20.0,8,0.015,0.0,0.75,0.05,15,-9.419100631772736
1284,10.0,signed_d2_lr,0.003,-37.16558817664365,0.013808882131747439,0.04145109977444192,-40.477293275340145,15,1,15,1,0,12000,4.0,8,0.05,0.25,0.2,0.05,-36.181232262276644,-6.289579347448537,9814,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.432901819869045
4356,10.0,signed_d2_lr,0.003,-37.16543648390787,0.013808882131747439,0.04145109977444192,-40.47614276278092,15,4,15,1,0,12000,4.0,12,0.05,0.25,0.2,0.05,-36.181080569540846,-6.289579347448537,9214,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.432901819869045
5380,10.0,signed_d2_lr,0.003,-37.165425082905365,0.013808882131747439,0.04145109977444192,-40.47600157834289,15,5,15,1,0,12000,4.0,16,0.05,0.25,0.2,0.05,-36.18106916853834,-6.289579347448537,8614,3000,20.0,12,0.015,0.0,0.75,0.05,15,-9.432901819869045
260,10.0,signed_d2_lr,0.003,-37.16528110544646,0.01380388263233159,0.04145027878287932,-40.477293275340145,15,0,15,1,0,12000,4.0,8,0.05,0.25,0.2,0.05,-36.181274747994884,-6.289566272098146,9817,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.434202832881233
2308,10.0,signed_d2_lr,0.003,-37.16512941271068,0.01380388263233159,0.04145027878287932,-40.47614276278092,15,2,15,1,0,12000,4.0,12,0.05,0.25,0.2,0.05,-36.1811230552591,-6.289566272098146,9217,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.434202832881233
3332,10.0,signed_d2_lr,0.003,-37.165118011708174,0.01380388263233159,0.04145027878287932,-40.47600157834289,15,3,15,1,0,12000,4.0,16,0.05,0.25,0.2,0.05,-36.18111165425659,-6.289566272098146,8617,3000,20.0,16,0.015,0.0,0.75,0.05,15,-9.434202832881233
18564,7.0,signed_d2_lr,0.003,-37.15447274812218,0.02410062596973735,0.04163179265449919,-40.477293275340145,15,18,15,1,0,12000,4.0,8,0.05,0.25,0.2,0.05,-36.03222964976295,-6.163530578685239,9936,3000,20.0,16,0.03,0.25,0.2,0.05,15,-8.502742136744457
20612,7.0,signed_d2_lr,0.003,-37.15432105538639,0.02410062596973735,0.04163179265449919,-40.47614276278092,15,20,15,1,0,12000,4.0,12,0.05,0.25,0.2,0.05,-36.032077957027155,-6.163530578685239,9336,3000,20.0,16,0.03,0.25,0.2,0.05,15,-8.502742136744457
