base_mae,coef,corr_gdrop_residual_after_drop,corr_mae,corr_our_residual_after_drop,delta_pct,drop_step,g_delta_max,g_delta_min,g_drop_l1,g_drop_max,g_drop_to_residual_l1,g_raw_max,g_raw_min,lambda,locality_factor,our_correction_l1,our_correction_max,our_to_residual_l1,residual_l1,residual_max,scale,target_curve,target_label
0.003408385839825258,0.04738269271226069,0.9474322190317871,0.0021431008108890254,0.9616927831992053,-37.122705245163836,20001,0.0,-0.09042270455926757,0.01156911918375327,0.09042270455926757,3.3943103062376294,0.1082065827353045,0.01778387817603693,9.026941864314445,0.8168498168498168,0.0013119683426297663,0.008110318552951733,0.3849236572045578,0.003408385839825258,0.009783294741855464,25,wsd_20000_24000.csv,WSD sharp
0.0031360955249893426,0.04738570411405721,0.9785499181881647,0.002201218501747586,0.9565747495204131,-29.810221525217518,20001,0.0,-0.0867330155602632,0.008647015935889932,0.0867330155602632,2.7572552771393397,0.1082065827353045,0.021473567175041307,9.026482506002322,0.8168498168498168,0.0009361026889674286,0.010287809748132357,0.29849304063230336,0.0031360955249893426,0.01018362816145002,25,wsdld_20000_24000.csv,WSD linear
0.004487187642230267,0.0186012135954047,-0.381730135725783,0.0024838955358124364,0.9379055126568984,-44.644714376645375,8000,0.002709081940709998,-0.09190812887363896,0.04558158445581596,0.09190812887363896,10.158163217163912,0.10742174441344572,0.01280453359909677,18.05070782708191,0.9998554913294798,0.00254297189750861,0.016738673002882166,0.5667184214843034,0.004487187642230267,0.02223272655889863,25,wsdcon_3.csv,WSD-con 3e-5
0.002926482771138891,0.0186012135954047,-0.53256576751874,0.0023063724919035614,0.8534293201514451,-21.189609771527984,8000,0.003070394533308471,-0.07091335260727322,0.0358096323929016,0.07091335260727322,12.236406359899966,0.10742174441344572,0.033437997272864034,18.05070782708191,0.9998554913294798,0.0007298980958714846,0.013018967891130575,0.249411376369536,0.002926482771138891,0.012688512095077709,25,wsdcon_9.csv,WSD-con 9e-5
0.002504818961791151,0.0186012135954047,-0.7263563136643997,0.0022746632188245137,0.8664494823906914,-9.188518071663621,8000,0.0022129333347346847,-0.03996453090478949,0.020458685429376608,0.03996453090478949,8.16773017988772,0.10742174441344572,0.06524428017392155,18.05070782708191,0.9998554913294798,0.00023015574296662999,0.007439410223503184,0.09188518071663342,0.002504818961791151,0.010485433208724082,25,wsdcon_18.csv,WSD-con 18e-5
0.0037480705220761528,0.08194692666912794,0.9645356672904705,0.0016529256015572712,0.9511638236145415,-55.89929293428361,20001,0.0,-0.11009916280884055,0.013907599615211964,0.11009916280884055,3.710602437519822,0.13048393783184667,0.02038477502300612,9.026941864314445,0.8168498168498168,0.0022557403057006974,0.014026549393425002,0.6018404115969475,0.0037480705220761528,0.015493333710125956,100,wsd_20000_24000.csv,WSD sharp
0.003248313740665229,0.08195208763827826,0.9953496174085771,0.0016562184795922428,0.9805690423315893,-49.012976829847034,20001,0.0,-0.10586291542369294,0.010364026418589101,0.10586291542369294,3.1905866384897386,0.13048393783184667,0.02462102240815372,9.026482506002322,0.8168498168498168,0.0016094926089754143,0.0177924439838547,0.4954855772785676,0.003248313740665229,0.01688244050216925,100,wsdld_20000_24000.csv,WSD linear
0.0056693997340904675,0.03271892621544682,-0.3258981746755092,0.003245398207353299,0.925695332544913,-42.755876114388094,8000,0.003962587714636978,-0.11116503995014242,0.06261587097608436,0.11116503995014242,11.044532739431139,0.12969020741390766,0.014562579749128265,18.05070782708191,0.9998554913294798,0.003982394615872762,0.02944277824222672,0.7024367309869447,0.0056693997340904675,0.032656977845781476,100,wsdcon_3.csv,WSD-con 3e-5
0.004934623402238123,0.03271892621544682,-0.45910851735697594,0.004448863421130836,0.8487997180721957,-9.843911916094106,8000,0.004411946240015646,-0.08540055075021122,0.04887341545496863,0.08540055075021122,9.904183454567546,0.12969020741390766,0.0398777104236808,18.05070782708191,0.9998554913294798,0.0011190062965515698,0.022899938632843005,0.22676630116171356,0.004934623402238123,0.01726046143768345,100,wsdcon_9.csv,WSD-con 9e-5
0.0013816404339982303,0.03271892621544682,-0.49802158257587675,0.0012048097507307812,0.7681618142974564,-12.798603668230202,8000,0.0031448414909881206,-0.04800472795253913,0.027768763813178204,0.04800472795253913,20.098401240922115,0.12969020741390766,0.07854063797038041,18.05070782708191,0.9998554913294798,0.0003528390846110283,0.013085679218767429,0.25537692436372356,0.0013816404339982303,0.00797345802470506,100,wsdcon_18.csv,WSD-con 18e-5
