candidate,coef_0,coef_1,fit_objective,fit_start,kind,lambdas,localization,nuisance_lambda,residualized_corr,scale,signed,target_lambda,test_curve,test_label
continuous_lambda_projected_7_20,0.21348988519742867,,0.0024168312645421373,5000,adaptive_projected_raw,"7,20",1.0,0.05,0.10439294918393961,400,0,20.0,wsdcon_9.csv,WSD-con 9e-5
continuous_lambda_projected_7_20,0.21348988519742867,,0.0024168312645421373,5000,adaptive_projected_raw,"7,20",1.0,0.05,0.10439294918393961,400,0,20.0,wsdcon_18.csv,WSD-con 18e-5
continuous_lambda_projected_7_20,0.042079141149133935,,0.00019509819612777615,8000,adaptive_projected_raw,"7,20",1.0,0.01,0.012581038529510646,25,0,7.008313029715088,wsd_20000_24000.csv,WSD sharp
continuous_lambda_projected_7_20,0.0420826270779066,,0.00019509449885479004,8000,adaptive_projected_raw,"7,20",1.0,0.01,0.01258241097899933,25,0,7.00325081270318,wsdld_20000_24000.csv,WSD linear
continuous_lambda_projected_7_20,0.030435154786451212,,0.00020003250335340456,8000,adaptive_projected_raw,"7,20",1.0,0.01,0.008927808936397877,25,0,20.0,wsdcon_3.csv,WSD-con 3e-5
continuous_lambda_projected_7_20,0.030435154786451212,,0.00020003250335340456,8000,adaptive_projected_raw,"7,20",1.0,0.01,0.008927808936397877,25,0,20.0,wsdcon_9.csv,WSD-con 9e-5
continuous_lambda_projected_7_20,0.030435154786451212,,0.00020003250335340456,8000,adaptive_projected_raw,"7,20",1.0,0.01,0.008927808936397877,25,0,20.0,wsdcon_18.csv,WSD-con 18e-5
continuous_lambda_projected_7_20,0.058766601860241525,,0.0002230428076532427,8000,adaptive_projected_raw,"7,20",1.0,0.01,0.02264872748828753,100,0,7.008313029715088,wsd_20000_24000.csv,WSD sharp
continuous_lambda_projected_7_20,0.058770589677471466,,0.00022303604567116,8000,adaptive_projected_raw,"7,20",1.0,0.01,0.022650519475708206,100,0,7.00325081270318,wsdld_20000_24000.csv,WSD linear
continuous_lambda_projected_7_20,0.04304751774595571,,0.00023252901193713,8000,adaptive_projected_raw,"7,20",1.0,0.01,0.016485038893276804,100,0,20.0,wsdcon_3.csv,WSD-con 3e-5
continuous_lambda_projected_7_20,0.04304751774595571,,0.00023252901193713,8000,adaptive_projected_raw,"7,20",1.0,0.01,0.016485038893276804,100,0,20.0,wsdcon_9.csv,WSD-con 9e-5
continuous_lambda_projected_7_20,0.04304751774595571,,0.00023252901193713,8000,adaptive_projected_raw,"7,20",1.0,0.01,0.016485038893276804,100,0,20.0,wsdcon_18.csv,WSD-con 18e-5
continuous_lambda_projected_7_20,0.08316779045009834,,0.0003015947225084213,8000,adaptive_projected_raw,"7,20",1.0,0.01,0.03841392276666686,400,0,7.008313029715088,wsd_20000_24000.csv,WSD sharp
continuous_lambda_projected_7_20,0.08317398002762025,,0.0003015807242666961,8000,adaptive_projected_raw,"7,20",1.0,0.01,0.03841750051702459,400,0,7.00325081270318,wsdld_20000_24000.csv,WSD linear
