base_mae,candidate,corr_mae,delta_pct,fit_start,kind,lambdas,localization,nuisance_lambda,scale,signed,target_lambda,test_curve,test_label,win
0.003248313740665229,raw_drop_l20,0.0017035932452942482,-47.55453502021126,5000,raw,20,,0.05,100,0,,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,raw_drop_l20,0.015904130098129996,180.52582008810268,5000,raw,20,,0.05,100,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.004934623402238123,raw_drop_l20,0.008216787709744834,66.512964414226,5000,raw,20,,0.05,100,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0013816404339982303,raw_drop_l20,0.002356298883045724,70.54356727437394,5000,raw,20,,0.05,100,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.004701998914275349,raw_drop_l20,0.002193610997603459,-53.34726703267373,5000,raw,20,,0.05,400,0,,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,raw_drop_l20,0.0021252574171996,-44.849453372451734,5000,raw,20,,0.05,400,0,,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,raw_drop_l20,0.019528270915570637,138.91864930695155,5000,raw,20,,0.05,400,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.006687305974578527,raw_drop_l20,0.010394738749649956,55.43985558855922,5000,raw,20,,0.05,400,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0025579541942073844,raw_drop_l20,0.003784310425484027,47.942853474616065,5000,raw,20,,0.05,400,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.003408385839825258,raw_drop_l20,0.002899670078576391,-14.925415875890025,8000,raw,20,,0.01,25,0,,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,raw_drop_l20,0.0027419683648125747,-12.567447548591726,8000,raw,20,,0.01,25,0,,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,raw_drop_l20,0.001925827099706994,-57.08164549254731,8000,raw,20,,0.01,25,0,,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,raw_drop_l20,0.0023405053646304817,-20.023265207208652,8000,raw,20,,0.01,25,0,,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,raw_drop_l20,0.002193292470898778,-12.437086098613914,8000,raw,20,,0.01,25,0,,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,raw_drop_l20,0.003032750134411567,-19.085030109528233,8000,raw,20,,0.01,100,0,,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,raw_drop_l20,0.002694119798817094,-17.06097335704525,8000,raw,20,,0.01,100,0,,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,raw_drop_l20,0.003322186323631867,-41.40144495976627,8000,raw,20,,0.01,100,0,,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,raw_drop_l20,0.004673263869062348,-5.296443352845004,8000,raw,20,,0.01,100,0,,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,raw_drop_l20,0.001264872834214382,-8.45137395450587,8000,raw,20,,0.01,100,0,,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,raw_drop_l20,0.003700271941828688,-21.30427911000575,8000,raw,20,,0.01,400,0,,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,raw_drop_l20,0.0030713273161880332,-20.298887565777424,8000,raw,20,,0.01,400,0,,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,raw_drop_l20,0.0032081357570570863,-60.750059993367515,8000,raw,20,,0.01,400,0,,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,raw_drop_l20,0.0057642622615026035,-13.802923278594259,8000,raw,20,,0.01,400,0,,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,raw_drop_l20,0.0023935004638786323,-6.429111619792327,8000,raw,20,,0.01,400,0,,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,raw_drop_l20,0.00257768708641328,-24.372204100418582,8000,raw,20,,0.02,25,0,,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,raw_drop_l20,0.002477025426452734,-21.015625744973065,8000,raw,20,,0.02,25,0,,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,raw_drop_l20,0.0044758295837790145,-0.25312198545830444,8000,raw,20,,0.02,25,0,,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,raw_drop_l20,0.0028328618962864018,-3.199091953514388,8000,raw,20,,0.02,25,0,,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,raw_drop_l20,0.0022401012462080175,-10.568337257948512,8000,raw,20,,0.02,25,0,,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,raw_drop_l20,0.0025424314153061666,-32.16692694731239,8000,raw,20,,0.02,100,0,,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,raw_drop_l20,0.0023134896787707347,-28.778749115011582,8000,raw,20,,0.02,100,0,,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,raw_drop_l20,0.006598317505488531,16.384764083795677,8000,raw,20,,0.02,100,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.004934623402238123,raw_drop_l20,0.005595939185068917,13.401545141841043,8000,raw,20,,0.02,100,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0013816404339982303,raw_drop_l20,0.0015216014451080431,10.130060445957678,8000,raw,20,,0.02,100,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.004701998914275349,raw_drop_l20,0.003098749784603063,-34.09718204750737,8000,raw,20,,0.02,400,0,,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,raw_drop_l20,0.0025762703805626073,-33.145642217963164,8000,raw,20,,0.02,400,0,,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,raw_drop_l20,0.006859656061899756,-16.07553131022088,8000,raw,20,,0.02,400,0,,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,raw_drop_l20,0.006826805243747926,2.0860309024246737,8000,raw,20,,0.02,400,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0025579541942073844,raw_drop_l20,0.0026674992762645696,4.2825271189474545,8000,raw,20,,0.02,400,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.003408385839825258,raw_drop_l20,0.002170941632003573,-36.305872221471446,8000,raw,20,,0.05,25,0,,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,raw_drop_l20,0.002149882688525154,-31.447155502941516,8000,raw,20,,0.05,25,0,,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,raw_drop_l20,0.010832669102068251,141.41332981306056,8000,raw,20,,0.05,25,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.002926482771138891,raw_drop_l20,0.004599178922368601,57.157218478301594,8000,raw,20,,0.05,25,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.002504818961791151,raw_drop_l20,0.0026326314506984272,5.102663739653268,8000,raw,20,,0.05,25,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.0037480705220761528,raw_drop_l20,0.001772683441777611,-52.70410651730011,8000,raw,20,,0.05,100,0,,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,raw_drop_l20,0.001671701725332681,-48.536321956686066,8000,raw,20,,0.05,100,0,,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,raw_drop_l20,0.015164748392446945,167.48419768781395,8000,raw,20,,0.05,100,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.004934623402238123,raw_drop_l20,0.008008551466727873,62.29306299434227,8000,raw,20,,0.05,100,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0013816404339982303,raw_drop_l20,0.002289979041629647,65.74348761658926,8000,raw,20,,0.05,100,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.004701998914275349,raw_drop_l20,0.0021910443731456473,-53.40185284829396,8000,raw,20,,0.05,400,0,,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,raw_drop_l20,0.0019702654116609155,-48.87150442338832,8000,raw,20,,0.05,400,0,,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,raw_drop_l20,0.017981416870182277,119.9936620002409,8000,raw,20,,0.05,400,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.006687305974578527,raw_drop_l20,0.009959089514036628,48.92528548709494,8000,raw,20,,0.05,400,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0025579541942073844,raw_drop_l20,0.0036455631595700825,42.51870372916149,8000,raw,20,,0.05,400,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.003408385839825258,raw_drop_l7,0.0024242016469465783,-28.875375005346726,5000,raw,7,,0.01,25,0,,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,raw_drop_l7,0.002143796929341525,-31.641210790324692,5000,raw,7,,0.01,25,0,,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,raw_drop_l7,0.010473315714224489,133.40489743858663,5000,raw,7,,0.01,25,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.002926482771138891,raw_drop_l7,0.005370343524987519,83.50846203333562,5000,raw,7,,0.01,25,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.002504818961791151,raw_drop_l7,0.0020655768145953603,-17.535883985870836,5000,raw,7,,0.01,25,0,,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,raw_drop_l7,0.0015533610744941752,-58.555713790739226,5000,raw,7,,0.01,100,0,,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,raw_drop_l7,0.001619671129995034,-50.138094429778256,5000,raw,7,,0.01,100,0,,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,raw_drop_l7,0.013146461674964796,131.88454318918934,5000,raw,7,,0.01,100,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.004934623402238123,raw_drop_l7,0.008061661898371323,63.36934434986296,5000,raw,7,,0.01,100,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0013816404339982303,raw_drop_l7,0.0022138942519286764,60.2366431562839,5000,raw,7,,0.01,100,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.004701998914275349,raw_drop_l7,0.0022008735247103423,-53.192810869682404,5000,raw,7,,0.01,400,0,,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,raw_drop_l7,0.0019416226921398724,-49.61478456710219,5000,raw,7,,0.01,400,0,,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,raw_drop_l7,0.018594457809444135,127.49391196151754,5000,raw,7,,0.01,400,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.006687305974578527,raw_drop_l7,0.01109943898638818,65.97773495907266,5000,raw,7,,0.01,400,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0025579541942073844,raw_drop_l7,0.0038657657741031064,51.12724781613864,5000,raw,7,,0.01,400,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.003408385839825258,raw_drop_l7,0.0034109685023768687,0.07577377306975386,5000,raw,7,,0.02,25,0,,wsd_20000_24000.csv,WSD sharp,0
0.0031360955249893426,raw_drop_l7,0.002818313511422102,-10.133046364023635,5000,raw,7,,0.02,25,0,,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,raw_drop_l7,0.016741121250451196,273.08716695721586,5000,raw,7,,0.02,25,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.002926482771138891,raw_drop_l7,0.007606076163585195,159.9050381774556,5000,raw,7,,0.02,25,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.002504818961791151,raw_drop_l7,0.00255437794405078,1.9785454763640908,5000,raw,7,,0.02,25,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.0037480705220761528,raw_drop_l7,0.0028907205665980496,-22.874435004045623,5000,raw,7,,0.02,100,0,,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,raw_drop_l7,0.0022843448435773445,-29.675978801557246,5000,raw,7,,0.02,100,0,,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,raw_drop_l7,0.021887553676074725,286.0647458753605,5000,raw,7,,0.02,100,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.004934623402238123,raw_drop_l7,0.01089572473134771,120.80154539059458,5000,raw,7,,0.02,100,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0013816404339982303,raw_drop_l7,0.0030609336989247753,121.54343659927194,5000,raw,7,,0.02,100,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.004701998914275349,raw_drop_l7,0.004061217574023192,-13.627849600448316,5000,raw,7,,0.02,400,0,,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,raw_drop_l7,0.0032561631580365507,-15.50238732453092,5000,raw,7,,0.02,400,0,,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,raw_drop_l7,0.030015419859481574,267.22368315212594,5000,raw,7,,0.02,400,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.006687305974578527,raw_drop_l7,0.014802377252995467,121.3503809944691,5000,raw,7,,0.02,400,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0025579541942073844,raw_drop_l7,0.004973226431518194,94.4220284624453,5000,raw,7,,0.02,400,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.003408385839825258,raw_drop_l7,0.005639194374878981,65.45058687276124,5000,raw,7,,0.05,25,0,,wsd_20000_24000.csv,WSD sharp,0
0.0031360955249893426,raw_drop_l7,0.004373106821641041,39.4443117817944,5000,raw,7,,0.05,25,0,,wsdld_20000_24000.csv,WSD linear,0
0.004487187642230267,raw_drop_l7,0.0308650291798512,587.8479716197103,5000,raw,7,,0.05,25,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.002926482771138891,raw_drop_l7,0.01264408855241854,332.05750866245063,5000,raw,7,,0.05,25,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.002504818961791151,raw_drop_l7,0.003866542595061078,54.36415381877271,5000,raw,7,,0.05,25,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.0037480705220761528,raw_drop_l7,0.006283009031902229,67.63315937881309,5000,raw,7,,0.05,100,0,,wsd_20000_24000.csv,WSD sharp,0
0.003248313740665229,raw_drop_l7,0.004651388273633762,43.19393522256241,5000,raw,7,,0.05,100,0,,wsdld_20000_24000.csv,WSD linear,0
0.0056693997340904675,raw_drop_l7,0.04290193681965645,656.7280282193603,5000,raw,7,,0.05,100,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.004934623402238123,raw_drop_l7,0.017709070502973052,258.8737996691098,5000,raw,7,,0.05,100,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0013816404339982303,raw_drop_l7,0.005097293855601221,268.9305647237413,5000,raw,7,,0.05,100,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.004701998914275349,raw_drop_l7,0.00850908949470137,80.96749169523687,5000,raw,7,,0.05,400,0,,wsd_20000_24000.csv,WSD sharp,0
0.0038535563963712593,raw_drop_l7,0.006399080528087886,66.05649093688221,5000,raw,7,,0.05,400,0,,wsdld_20000_24000.csv,WSD linear,0
0.008173606778800102,raw_drop_l7,0.05732164659117436,601.3017403754927,5000,raw,7,,0.05,400,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.006687305974578527,raw_drop_l7,0.023655683256328944,253.74010619904172,5000,raw,7,,0.05,400,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0025579541942073844,raw_drop_l7,0.007621039433200155,197.9349454520484,5000,raw,7,,0.05,400,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.003408385839825258,raw_drop_l7,0.0022112570964952115,-35.12304062944415,8000,raw,7,,0.01,25,0,,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,raw_drop_l7,0.0020754224291173323,-33.8214536968103,8000,raw,7,,0.01,25,0,,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,raw_drop_l7,0.009110353877787846,103.03037457242877,8000,raw,7,,0.01,25,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.002926482771138891,raw_drop_l7,0.004884173645390547,66.89569108550697,8000,raw,7,,0.01,25,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.002504818961791151,raw_drop_l7,0.001968174078456464,-21.424497798872533,8000,raw,7,,0.01,25,0,,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,raw_drop_l7,0.0015523772623418203,-58.58196228704047,8000,raw,7,,0.01,100,0,,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,raw_drop_l7,0.0015993598617027067,-50.76338096038806,8000,raw,7,,0.01,100,0,,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,raw_drop_l7,0.013484941756428167,137.85484158653233,8000,raw,7,,0.01,100,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.004934623402238123,raw_drop_l7,0.008171404916572762,65.59328342800346,8000,raw,7,,0.01,100,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0013816404339982303,raw_drop_l7,0.0022466940418159765,62.610617533422165,8000,raw,7,,0.01,100,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.004701998914275349,raw_drop_l7,0.0019420119094278492,-58.69816338043235,8000,raw,7,,0.01,400,0,,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,raw_drop_l7,0.0017748524829863236,-53.94248064832705,8000,raw,7,,0.01,400,0,,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,raw_drop_l7,0.01700526322715994,108.0509093154141,8000,raw,7,,0.01,400,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.006687305974578527,raw_drop_l7,0.01058418559476992,58.27278780132379,8000,raw,7,,0.01,400,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0025579541942073844,raw_drop_l7,0.0037116657544072193,45.10290148324283,8000,raw,7,,0.01,400,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.003408385839825258,raw_drop_l7,0.0031484949768128983,-7.625042328707821,8000,raw,7,,0.02,25,0,,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,raw_drop_l7,0.0026351668714460525,-15.973003677717767,8000,raw,7,,0.02,25,0,,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,raw_drop_l7,0.015077397677935719,236.00996615425242,8000,raw,7,,0.02,25,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.002926482771138891,raw_drop_l7,0.007012624265440239,139.62636426904905,8000,raw,7,,0.02,25,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.002504818961791151,raw_drop_l7,0.0024130559150375226,-3.663460240176808,8000,raw,7,,0.02,25,0,,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,raw_drop_l7,0.0029031558437684606,-22.54265690389604,8000,raw,7,,0.02,100,0,,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,raw_drop_l7,0.002293021830050706,-29.40885600597456,8000,raw,7,,0.02,100,0,,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,raw_drop_l7,0.02196458712462379,287.42350433590536,8000,raw,7,,0.02,100,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.004934623402238123,raw_drop_l7,0.010920700745031278,121.30768358286753,8000,raw,7,,0.02,100,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0013816404339982303,raw_drop_l7,0.0030683984836051012,122.08372077861695,8000,raw,7,,0.02,100,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.004701998914275349,raw_drop_l7,0.0037211694993669886,-20.8598392468902,8000,raw,7,,0.02,400,0,,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,raw_drop_l7,0.0030158812840192424,-21.737715143881697,8000,raw,7,,0.02,400,0,,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,raw_drop_l7,0.0279278080775258,241.68279479705586,8000,raw,7,,0.02,400,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.006687305974578527,raw_drop_l7,0.014125525555270167,111.22894045775196,8000,raw,7,,0.02,400,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0025579541942073844,raw_drop_l7,0.004770796206608661,86.5082735809878,8000,raw,7,,0.02,400,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.003408385839825258,raw_drop_l7,0.005339748219837719,56.665015956980945,8000,raw,7,,0.05,25,0,,wsd_20000_24000.csv,WSD sharp,0
0.0031360955249893426,raw_drop_l7,0.004164161721247729,32.78172453824983,8000,raw,7,,0.05,25,0,,wsdld_20000_24000.csv,WSD linear,0
0.004487187642230267,raw_drop_l7,0.028966949646798097,545.5479903309916,8000,raw,7,,0.05,25,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.002926482771138891,raw_drop_l7,0.011967041643708003,308.9223337218153,8000,raw,7,,0.05,25,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.002504818961791151,raw_drop_l7,0.0036850714492838686,47.11927310901305,8000,raw,7,,0.05,25,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.0037480705220761528,raw_drop_l7,0.006285689555520948,67.70467680632495,8000,raw,7,,0.05,100,0,,wsd_20000_24000.csv,WSD sharp,0
0.003248313740665229,raw_drop_l7,0.004653258667583347,43.251515681191435,8000,raw,7,,0.05,100,0,,wsdld_20000_24000.csv,WSD linear,0
0.0056693997340904675,raw_drop_l7,0.04291854199664096,657.0209194911587,8000,raw,7,,0.05,100,0,,wsdcon_3.csv,WSD-con 3e-5,0
0.004934623402238123,raw_drop_l7,0.017714454282816663,258.98290181135576,8000,raw,7,,0.05,100,0,,wsdcon_9.csv,WSD-con 9e-5,0
0.0013816404339982303,raw_drop_l7,0.005098902949742834,269.04702730706015,8000,raw,7,,0.05,100,0,,wsdcon_18.csv,WSD-con 18e-5,0
0.004701998914275349,raw_drop_l7,0.008127209691044157,72.84584363407254,8000,raw,7,,0.05,400,0,,wsd_20000_24000.csv,WSD sharp,0
0.0038535563963712593,raw_drop_l7,0.0061292398740424555,59.05411115337813,8000,raw,7,,0.05,400,0,,wsdld_20000_24000.csv,WSD linear,0
0.008173606778800102,raw_drop_l7,0.05497722285576058,572.6188859287322,8000,raw,7,,0.05,400,0,,wsdcon_3.csv,WSD-con 3e-5,0
