A,B,C,K,L0,alpha,beta,gamma,heldout_curve,model,objective,scale
0.5350792493770749,499.9951725202267,0.9787703966774737,0.0,3.0210775965140284,0.5103211470190719,0.2445294746245505,0.6723030332886025,cosine_72000.csv,mpl,8.870539219388781e-05,25
0.5315997337415989,499.8653708290561,15.332178163359387,19.293352115102028,3.0240682887527393,0.5106788570875486,0.21170801885255872,0.47476931996430277,cosine_72000.csv,joint_lag,7.851382681603598e-05,25
0.49369141021092705,445.52419154273883,9.543264870213772,0.0,3.060516596564944,0.5475072991812315,0.34592432877320617,0.41175011215822144,wsd_20000_24000.csv,mpl,0.00024921831632053617,25
0.5186545144271155,499.9917335813472,1.021959093656015,99.99902987414971,3.0399235249983203,0.5197329166797559,0.14395592434603685,1.0825874205344412,wsd_20000_24000.csv,joint_lag,0.00023403699959463183,25
0.4932491229841958,447.1357056453507,11.734250834325323,0.0,3.0606611104820947,0.5478723897354213,0.34216866909797566,0.39344887697770836,wsdld_20000_24000.csv,mpl,0.00024013045010346705,25
0.502184800684505,435.07289976869447,1.8191443435372727,44.39957444687394,3.0543698451494934,0.5365446343109834,0.32369551260884755,0.662037501863194,wsdld_20000_24000.csv,joint_lag,0.0002369401742080134,25
0.5064177084704164,499.99145459139737,1.0254891835579139,0.0,3.0515004396737826,0.5341436698033724,0.15607518302435613,0.9939186250549108,wsdcon_3.csv,mpl,0.00028021716413746743,25
0.5152393556188124,487.1584221164106,1.1112097200292326e-05,16.737180042568337,3.044678341114642,0.5224185946192934,0.14605939908234974,2.3773772499024406,wsdcon_3.csv,joint_lag,0.0002473860664918843,25
0.5132278512724973,499.99064471791866,1.0041041015323113,0.0,3.047157803684002,0.5291027808603809,0.17073364556831122,0.8769502600031142,wsdcon_9.csv,mpl,0.00031494815982986083,25
0.49934250771037125,397.1927913225479,100.0,40.40892705958488,3.0587650598450553,0.533737925312711,0.45767782555892805,0.21738932072058442,wsdcon_9.csv,joint_lag,0.0002805994800012543,25
0.49187067706084986,421.12828525133585,16.559371484661618,0.0,3.0636319934782095,0.5479880371078849,0.4193196934581964,0.3285175000569401,wsdcon_18.csv,mpl,0.0003107451755580891,25
0.4957810826495886,405.9488407326924,2.6100929483470754,17.428438967792314,3.0615828658113697,0.5417726014437798,0.48381061882675847,0.5180960920344279,wsdcon_18.csv,joint_lag,0.00030527003958711756,25
0.5870513131216593,499.9976487780282,0.9551848527364285,0.0,2.6536818756876857,0.4732619807714523,0.695586941539391,0.4692817135067946,cosine_72000.csv,mpl,0.00018820182921240218,100
0.6035490794680907,499.59271230939055,58.0445136660637,97.76207224900429,2.6380552463169065,0.4539637576144564,0.4235342371192634,0.2910675725372897,cosine_72000.csv,joint_lag,0.00010630309752581086,100
0.5453125615473503,499.9947001617955,0.9693416944248687,0.0,2.6940882020696466,0.5112126277826018,0.6295912069530863,0.5063022329197545,wsd_20000_24000.csv,mpl,0.0004326321184799631,100
0.5698840265496394,499.98082241216196,0.9339657301471538,100.00271232818223,2.6735442666213682,0.48585206124170377,0.3651043877178655,0.7730066891644242,wsd_20000_24000.csv,joint_lag,0.000349867388306812,100
0.5442123210272675,499.9946832373047,0.9727000550846852,0.0,2.6949027825404164,0.5123225836413688,0.6530997942790405,0.4927668808030804,wsdld_20000_24000.csv,mpl,0.00042820777366403843,100
0.5866212306757039,455.32644755796815,0.20059954441122105,226.32938827099406,2.6585400400206356,0.4598932248554662,3.511265606019702,1.005810639072397,wsdld_20000_24000.csv,joint_lag,0.00026228627639960327,100
0.5563637001519346,490.21896373851223,0.038646036592714136,0.0,2.687795241651496,0.5004302940876156,0.4887357340035512,0.966068808679962,wsdcon_3.csv,mpl,0.0004521022966615984,100
0.5751943698802053,499.9835468957699,1.1146385300771033,99.99482436017506,2.670138606158006,0.47558066662097626,0.1503207950762917,1.736093033865922,wsdcon_3.csv,joint_lag,0.0003042633892903182,100
0.5570479207081248,477.51275886044925,1.490451556243508,0.0,2.6882137275227005,0.4984665421099616,0.6283904053299534,0.47712971204706434,wsdcon_9.csv,mpl,0.0004384593697999298,100
0.5728047645014188,450.37809630148655,2.663487370236531,88.20482267105287,2.674514123012751,0.47440898825246186,0.9832833266601989,0.45517226685756046,wsdcon_9.csv,joint_lag,0.0003207085179078071,100
0.5503873870961508,499.99241683198414,0.9758524774670628,0.0,2.6912046006862553,0.5087346669206553,0.5399150830880788,0.5407067090741213,wsdcon_18.csv,mpl,0.000516748423497066,100
0.5667366187797469,461.87574878974203,98.28559626157191,102.45116157523815,2.677104782773126,0.4804310366911685,0.7922439244840274,0.13376033241394206,wsdcon_18.csv,joint_lag,0.0003547312045368023,100
0.7438495443109603,1188.7465371513747,1.2462838077357667,0.0,2.264401694791881,0.40533683440720825,0.11962790842020629,0.5945616367709177,cosine_72000.csv,mpl,0.00025929995056072296,400
0.6563822479180117,523.4314043703412,2.0156928673038035,100.00194672344603,2.368766171309227,0.4248308319247452,1.1147098610927508,0.3711354153066316,cosine_72000.csv,joint_lag,0.00027195413036360926,400
0.5953958678379311,564.3044073790819,0.6010394371579022,0.0,2.420283170379919,0.48179099808149156,0.9263148726459541,0.43966128600678417,wsd_20000_24000.csv,mpl,0.0007037779594287452,400
0.6311567627605207,523.4337722254086,2.0144113271325534,100.00307968745192,2.3919868918962837,0.4420529418015736,1.1266367319676336,0.3753504593583289,wsd_20000_24000.csv,joint_lag,0.0006431925550314504,400
0.5962703654704011,572.7203939377958,0.5288109871644499,0.0,2.4192951123895186,0.48353215878612565,0.7986528349339933,0.47431993465506295,wsdld_20000_24000.csv,mpl,0.0007139771563601506,400
0.6310245123257423,523.4333026847642,2.0140995257397867,100.00302750653162,2.392220802053112,0.44235163456160553,1.1028043767286908,0.3777880203401348,wsdld_20000_24000.csv,joint_lag,0.0006436069258532334,400
0.6006347785370908,532.4104906309311,0.002785386684520998,0.0,2.4190983289800045,0.47099004465854677,4.9975679172483005,0.776614659286964,wsdcon_3.csv,mpl,0.0007157959456436674,400
0.6498543272315064,691.1983187729603,4.6013487632669715e-06,64.29845582590758,2.3714147506866494,0.44302880825357993,0.16216907714335185,2.349936198062277,wsdcon_3.csv,joint_lag,0.0004874045089910331,400
0.6158379398078087,556.7155373497679,0.18105973364598324,0.0,2.4071682560416394,0.4687002043297896,0.7060682014284986,0.6154589961190927,wsdcon_9.csv,mpl,0.0006585089125077303,400
0.6365660749341122,523.4297005706246,2.018038823925834,100.00200509216192,2.3880977053220587,0.4393979593492114,0.8862987090667465,0.42748903191497223,wsdcon_9.csv,joint_lag,0.0005465821904180755,400
0.5969383950362722,555.4347389999717,0.24213529595712904,0.0,2.420709417967228,0.4820435344378137,1.0448810585837465,0.5088908066007817,wsdcon_18.csv,mpl,0.0007693670532272962,400
0.6606982447280471,525.0161234643324,4.72869803894794,272.0563029815006,2.361780569718896,0.4176072083959311,0.5469454461424794,0.9462863473415335,wsdcon_18.csv,joint_lag,0.0006272415520111994,400
