heldout_curve,heldout_label,mean_delta,nonharm,rows,wins,worst_delta
cosine_72000.csv,Cosine,-31.29388159413284,3,3,3,-7.869590818725469
wsd_20000_24000.csv,WSD sharp,-15.177879927443806,2,3,2,17.57639056957934
wsdld_20000_24000.csv,WSD linear,-27.432147251380083,3,3,3,-3.2252640824662837
wsdcon_3.csv,WSD-con 3e-5,82.08859988547233,0,3,0,132.34354334029982
wsdcon_9.csv,WSD-con 9e-5,-26.256257957089066,3,3,3,-22.41921810410028
wsdcon_18.csv,WSD-con 18e-5,-27.189254543286978,3,3,3,-12.295654442551262
ALL,ALL,-7.543470231310073,14,18,14,132.34354334029982
