attenuation,attenuation_factor,base_mae,coefficient,cooldown_support_span,corr_mae,delta_pct,effective_tau_steps,fit_start,group,ld_component,nonharm,split,tau_rule,tau_steps,test_curve,test_label,test_scale,train_scale,variant,win
linear_support,0.9998554913294798,0.002926482771138891,1.0,2,0.006932736670165074,136.89654825704238,1024.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,1024,wsdcon_9.csv,WSD-con 9e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.002504818961791151,1.0,2,0.0034500788968902184,37.73765487718639,1024.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,1024,wsdcon_18.csv,WSD-con 18e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004428106847791531,1.0,21840,0.004428106847791531,0.0,1024.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,1024,cosine_24000.csv,Cosine 24k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.003761619732988638,1.0,0,0.003761619732988638,0.0,1024.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,1024,constant_24000.csv,Constant 24k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.0015795124507172926,1.0,0,0.0015795124507172926,0.0,1024.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,1024,constant_72000.csv,Constant 72k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.0037480705220761528,1.0,4000,0.0026726843198248973,-28.691728074944844,1024.0,,core_wsd,cooldown,1,direct_no_source_fit,fixed_grid,1024,wsd_20000_24000.csv,WSD sharp,100,,cooldown_adiabatic_mpl_ld_lag,1
linear_support,0.8168498168498168,0.003248313740665229,1.0,4000,0.00253504056559959,-21.958259946884517,1024.0,,core_wsd,cooldown,1,direct_no_source_fit,fixed_grid,1024,wsdld_20000_24000.csv,WSD linear,100,,cooldown_adiabatic_mpl_ld_lag,1
linear_support,0.9998554913294798,0.0056693997340904675,1.0,2,0.006528147615105616,15.147068848425738,1024.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,1024,wsdcon_3.csv,WSD-con 3e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.004934623402238123,1.0,2,0.009584848571984784,94.23667807430915,1024.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,1024,wsdcon_9.csv,WSD-con 9e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0013816404339982303,1.0,2,0.004360659196281979,215.61461933065894,1024.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,1024,wsdcon_18.csv,WSD-con 18e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.0032781062167547585,1.0,21840,0.0032781062167547585,0.0,1024.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,1024,cosine_24000.csv,Cosine 24k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.001848699219840022,1.0,0,0.001848699219840022,0.0,1024.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,1024,constant_24000.csv,Constant 24k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004776169698442608,1.0,0,0.004776169698442608,0.0,1024.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,1024,constant_72000.csv,Constant 72k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.004701998914275349,1.0,4000,0.0029707223930879713,-36.82001107935589,1024.0,,core_wsd,cooldown,1,direct_no_source_fit,fixed_grid,1024,wsd_20000_24000.csv,WSD sharp,400,,cooldown_adiabatic_mpl_ld_lag,1
linear_support,0.8168498168498168,0.0038535563963712593,1.0,4000,0.0027606038227780635,-28.362179274770337,1024.0,,core_wsd,cooldown,1,direct_no_source_fit,fixed_grid,1024,wsdld_20000_24000.csv,WSD linear,400,,cooldown_adiabatic_mpl_ld_lag,1
linear_support,0.9998554913294798,0.008173606778800102,1.0,2,0.005552670735805228,-32.065844539925756,1024.0,,core_wsd,cooldown,1,direct_no_source_fit,fixed_grid,1024,wsdcon_3.csv,WSD-con 3e-5,400,,cooldown_adiabatic_mpl_ld_lag,1
linear_support,0.9998554913294798,0.006687305974578527,1.0,2,0.011120880540040652,66.29836562460498,1024.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,1024,wsdcon_9.csv,WSD-con 9e-5,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0025579541942073844,1.0,2,0.005903207697942078,130.77847567834436,1024.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,1024,wsdcon_18.csv,WSD-con 18e-5,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.007134640765897494,1.0,21840,0.007134640765897494,0.0,1024.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,1024,cosine_24000.csv,Cosine 24k,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.001679822173746335,1.0,0,0.001679822173746335,0.0,1024.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,1024,constant_24000.csv,Constant 24k,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004118245803084534,1.0,0,0.004118245803084534,0.0,1024.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,1024,constant_72000.csv,Constant 72k,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.003408385839825258,1.0,4000,0.0050648847787843135,48.60068715236716,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsd_20000_24000.csv,WSD sharp,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.0031360955249893426,1.0,4000,0.004412428588961901,40.69815647522077,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsdld_20000_24000.csv,WSD linear,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.004487187642230267,1.0,2,0.012748982183462826,184.1196580120326,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsdcon_3.csv,WSD-con 3e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.002926482771138891,1.0,2,0.012493504763059578,326.9119533615951,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsdcon_9.csv,WSD-con 9e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.002504818961791151,1.0,2,0.006263693671371486,150.06572398719115,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsdcon_18.csv,WSD-con 18e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004428106847791531,1.0,21840,0.004428106847791531,0.0,2048.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,2048,cosine_24000.csv,Cosine 24k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.003761619732988638,1.0,0,0.003761619732988638,0.0,2048.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,2048,constant_24000.csv,Constant 24k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.0015795124507172926,1.0,0,0.0015795124507172926,0.0,2048.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,2048,constant_72000.csv,Constant 72k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.0037480705220761528,1.0,4000,0.004708254792059271,25.618095079258207,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsd_20000_24000.csv,WSD sharp,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.003248313740665229,1.0,4000,0.004083676389184349,25.716809249713823,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsdld_20000_24000.csv,WSD linear,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0056693997340904675,1.0,2,0.0145474461424667,156.59588007160554,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsdcon_3.csv,WSD-con 3e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.004934623402238123,1.0,2,0.015869369638149583,221.59231504783023,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsdcon_9.csv,WSD-con 9e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0013816404339982303,1.0,2,0.007766557646818177,462.1258220087763,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsdcon_18.csv,WSD-con 18e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.0032781062167547585,1.0,21840,0.0032781062167547585,0.0,2048.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,2048,cosine_24000.csv,Cosine 24k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.001848699219840022,1.0,0,0.001848699219840022,0.0,2048.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,2048,constant_24000.csv,Constant 24k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004776169698442608,1.0,0,0.004776169698442608,0.0,2048.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,2048,constant_72000.csv,Constant 72k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.004701998914275349,1.0,4000,0.00512240432458285,8.940993351383874,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsd_20000_24000.csv,WSD sharp,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.0038535563963712593,1.0,4000,0.004617177486522425,19.8160092030893,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsdld_20000_24000.csv,WSD linear,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.008173606778800102,1.0,2,0.014810450639799388,81.198472603469,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsdcon_3.csv,WSD-con 3e-5,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.006687305974578527,1.0,2,0.01859320476654043,178.03729689087962,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsdcon_9.csv,WSD-con 9e-5,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0025579541942073844,1.0,2,0.010194458770776958,298.53953576896805,2048.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,2048,wsdcon_18.csv,WSD-con 18e-5,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.007134640765897494,1.0,21840,0.007134640765897494,0.0,2048.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,2048,cosine_24000.csv,Cosine 24k,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.001679822173746335,1.0,0,0.001679822173746335,0.0,2048.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,2048,constant_24000.csv,Constant 24k,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004118245803084534,1.0,0,0.004118245803084534,0.0,2048.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,2048,constant_72000.csv,Constant 72k,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.003408385839825258,1.0,4000,0.006701395103780551,96.61492033789578,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsd_20000_24000.csv,WSD sharp,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.0031360955249893426,1.0,4000,0.00552788950656573,76.26661759878999,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsdld_20000_24000.csv,WSD linear,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.004487187642230267,1.0,2,0.022103802011454347,392.5981210018686,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsdcon_3.csv,WSD-con 3e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.002926482771138891,1.0,2,0.019881998711974325,579.3820523411763,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsdcon_9.csv,WSD-con 9e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.002504818961791151,1.0,2,0.010519726127550571,319.9794990384497,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsdcon_18.csv,WSD-con 18e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004428106847791531,1.0,21840,0.004428106847791531,0.0,4096.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,4096,cosine_24000.csv,Cosine 24k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.003761619732988638,1.0,0,0.003761619732988638,0.0,4096.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,4096,constant_24000.csv,Constant 24k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.0015795124507172926,1.0,0,0.0015795124507172926,0.0,4096.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,4096,constant_72000.csv,Constant 72k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.0037480705220761528,1.0,4000,0.0066942811463601894,78.60606162372994,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsd_20000_24000.csv,WSD sharp,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.003248313740665229,1.0,4000,0.0054368297415816405,67.3739107623336,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsdld_20000_24000.csv,WSD linear,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0056693997340904675,1.0,2,0.026705371769877403,371.0440791340973,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsdcon_3.csv,WSD-con 3e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.004934623402238123,1.0,2,0.025422571462093018,415.1876726917496,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsdcon_9.csv,WSD-con 9e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0013816404339982303,1.0,2,0.013239059001529293,858.2130542617175,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsdcon_18.csv,WSD-con 18e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.0032781062167547585,1.0,21840,0.0032781062167547585,0.0,4096.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,4096,cosine_24000.csv,Cosine 24k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.001848699219840022,1.0,0,0.001848699219840022,0.0,4096.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,4096,constant_24000.csv,Constant 24k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004776169698442608,1.0,0,0.004776169698442608,0.0,4096.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,4096,constant_72000.csv,Constant 72k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.004701998914275349,1.0,4000,0.007496553709542545,59.43333561355959,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsd_20000_24000.csv,WSD sharp,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.0038535563963712593,1.0,4000,0.006242215853377988,61.985844018165515,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsdld_20000_24000.csv,WSD linear,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.008173606778800102,1.0,2,0.029199885926681688,257.2460324665664,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsdcon_3.csv,WSD-con 3e-5,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.006687305974578527,1.0,2,0.029929176985706837,347.55208000772154,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsdcon_9.csv,WSD-con 9e-5,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0025579541942073844,1.0,2,0.016715413782411735,553.4680652321541,4096.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,4096,wsdcon_18.csv,WSD-con 18e-5,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.007134640765897494,1.0,21840,0.007134640765897494,0.0,4096.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,4096,cosine_24000.csv,Cosine 24k,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.001679822173746335,1.0,0,0.001679822173746335,0.0,4096.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,4096,constant_24000.csv,Constant 24k,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004118245803084534,1.0,0,0.004118245803084534,0.0,4096.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,4096,constant_72000.csv,Constant 72k,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.003408385839825258,1.0,4000,0.00786289063159181,130.6925037569962,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsd_20000_24000.csv,WSD sharp,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.0031360955249893426,1.0,4000,0.006294903398722011,100.72422375410275,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsdld_20000_24000.csv,WSD linear,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.004487187642230267,1.0,2,0.03068381486035001,583.8094884104117,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsdcon_3.csv,WSD-con 3e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.002926482771138891,1.0,2,0.026674709829665254,811.4938277693785,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsdcon_9.csv,WSD-con 9e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.002504818961791151,1.0,2,0.014437555731844291,476.39118643210264,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsdcon_18.csv,WSD-con 18e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004428106847791531,1.0,21840,0.004428106847791531,0.0,8192.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,8192,cosine_24000.csv,Cosine 24k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.003761619732988638,1.0,0,0.003761619732988638,0.0,8192.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,8192,constant_24000.csv,Constant 24k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.0015795124507172926,1.0,0,0.0015795124507172926,0.0,8192.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,8192,constant_72000.csv,Constant 72k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.0037480705220761528,1.0,4000,0.008103553923939848,116.20601523396843,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsd_20000_24000.csv,WSD sharp,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.003248313740665229,1.0,4000,0.00636795429470318,96.0387697463938,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsdld_20000_24000.csv,WSD linear,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0056693997340904675,1.0,2,0.03940998540040421,595.135062772685,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsdcon_3.csv,WSD-con 3e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.004934623402238123,1.0,2,0.03542688873245232,617.9248717619317,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsdcon_9.csv,WSD-con 9e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0013816404339982303,1.0,2,0.018993159217378895,1274.6817732031734,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsdcon_18.csv,WSD-con 18e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.0032781062167547585,1.0,21840,0.0032781062167547585,0.0,8192.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,8192,cosine_24000.csv,Cosine 24k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.001848699219840022,1.0,0,0.001848699219840022,0.0,8192.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,8192,constant_24000.csv,Constant 24k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004776169698442608,1.0,0,0.004776169698442608,0.0,8192.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,8192,constant_72000.csv,Constant 72k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.004701998914275349,1.0,4000,0.009184694752368001,95.33596072264312,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsd_20000_24000.csv,WSD sharp,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.0038535563963712593,1.0,4000,0.007361563475548511,91.03297625229001,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsdld_20000_24000.csv,WSD linear,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.008173606778800102,1.0,2,0.044206713501711,440.84707887306286,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsdcon_3.csv,WSD-con 3e-5,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.006687305974578527,1.0,2,0.04178250163071131,524.8031986205727,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsdcon_9.csv,WSD-con 9e-5,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0025579541942073844,1.0,2,0.023543396391655865,820.3994522251833,8192.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,8192,wsdcon_18.csv,WSD-con 18e-5,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.007134640765897494,1.0,21840,0.007134640765897494,0.0,8192.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,8192,cosine_24000.csv,Cosine 24k,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.001679822173746335,1.0,0,0.001679822173746335,0.0,8192.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,8192,constant_24000.csv,Constant 24k,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004118245803084534,1.0,0,0.004118245803084534,0.0,8192.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,8192,constant_72000.csv,Constant 72k,400,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.003408385839825258,1.0,4000,0.008562975275497476,151.23256808086273,16384.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,16384,wsd_20000_24000.csv,WSD sharp,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.0031360955249893426,1.0,4000,0.006749688239384627,115.22584964651435,16384.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,16384,wsdld_20000_24000.csv,WSD linear,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.004487187642230267,1.0,2,0.03669326759444664,717.7341916597225,16384.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,16384,wsdcon_3.csv,WSD-con 3e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.002926482771138891,1.0,2,0.03143878115811101,974.2855371697976,16384.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,16384,wsdcon_9.csv,WSD-con 9e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.002504818961791151,1.0,2,0.01718731809671885,586.1700729232947,16384.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,16384,wsdcon_18.csv,WSD-con 18e-5,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.004428106847791531,1.0,21840,0.004428106847791531,0.0,16384.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,16384,cosine_24000.csv,Cosine 24k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.003761619732988638,1.0,0,0.003761619732988638,0.0,16384.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,16384,constant_24000.csv,Constant 24k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.0015795124507172926,1.0,0,0.0015795124507172926,0.0,16384.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,16384,constant_72000.csv,Constant 72k,25,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.0037480705220761528,1.0,4000,0.008952853341777136,138.8656587181268,16384.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,16384,wsd_20000_24000.csv,WSD sharp,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.8168498168498168,0.003248313740665229,1.0,4000,0.006920003649539161,113.0337215555416,16384.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,16384,wsdld_20000_24000.csv,WSD linear,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0056693997340904675,1.0,2,0.049109553893883384,766.2214025690314,16384.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,16384,wsdcon_3.csv,WSD-con 3e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.004934623402238123,1.0,2,0.04307480082038644,772.9095882139587,16384.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,16384,wsdcon_9.csv,WSD-con 9e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.9998554913294798,0.0013816404339982303,1.0,2,0.02339501483049579,1593.2780957194943,16384.0,,core_wsd,cooldown,0,direct_no_source_fit,fixed_grid,16384,wsdcon_18.csv,WSD-con 18e-5,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.0032781062167547585,1.0,21840,0.0032781062167547585,0.0,16384.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,16384,cosine_24000.csv,Cosine 24k,100,,cooldown_adiabatic_mpl_ld_lag,0
linear_support,0.0,0.001848699219840022,1.0,0,0.001848699219840022,0.0,16384.0,,extra_control,cooldown,1,direct_no_source_fit,fixed_grid,16384,constant_24000.csv,Constant 24k,100,,cooldown_adiabatic_mpl_ld_lag,0
