density_projection,effective_drop_count,group,label,q2,qinf,support_projection,support_span
0.8698569499653171,2842.3242127574727,core_wsd,WSD sharp,0.0003518247480395113,0.0006394638242375368,0.816849816849817,4000.0
0.8168956043956048,3998.9999999999995,core_wsd,WSD linear,0.00025006251562890725,0.00025006251562922964,0.816849816849817,4000.0
0.9999277456647405,1.0,core_wsd,WSD-con 3e-5,1.0,1.0,0.9998554913294798,2.0
0.9999277456647405,1.0,core_wsd,WSD-con 9e-5,1.0,1.0,0.9998554913294798,2.0
0.9999277456647405,1.0,core_wsd,WSD-con 18e-5,1.0,1.0,0.9998554913294798,2.0
0.18943053784924493,17702.83705337249,extra_control,Cosine 24k,5.648812091446634e-05,7.192290886014244e-05,0.0,21840.0
0.0,0.0,extra_control,Constant 24k,0.0,0.0,0.0,0.0
0.0,0.0,extra_control,Constant 72k,0.0,0.0,0.0,0.0
