base_mae,corr_mae,delta_pct,kappa_hat,kappa_star,lambda,n_cal,protocol,ridge,source_dot,source_energy,target_curve,target_label,terminal_corr_error,terminal_mpl_error,test_scale,train_scales
0.003408385839825258,0.002079373853786942,-38.99241601433398,0.04738269271226069,0.043800658227505104,9.026941864314445,500,same_scale,0.002,0.00010294575349582092,0.00017264464307624282,wsd_20000_24000.csv,WSD sharp,0.0002717898126762819,-0.009656985814928465,25,25
0.003408385839825258,0.009454184143169694,177.38010270733886,0.26501776450028347,0.043800658227505104,9.026941864314445,1000,leave_one_scale_out_pooled,0.001,0.0003461012966121676,0.00030595508291595053,wsd_20000_24000.csv,WSD sharp,0.045875989844173404,-0.009656985814928465,25,"100,400"
0.003408385839825258,0.013761539773800742,303.7553381722262,0.3920896072620074,0.043800658227505104,9.026941864314445,1500,all_scale_pooled,0.0006666666666666666,0.00044904705010798845,0.00047859972599219346,wsd_20000_24000.csv,WSD sharp,0.07250317675879403,-0.009656985814928465,25,"25,100,400"
0.003408385839825258,0.003248629970047287,-4.687141576264764,0.08194692666912794,0.043800658227505104,9.026941864314445,500,single_source_100M,0.002,0.00017595109962028612,0.00014713481971951253,wsd_20000_24000.csv,WSD sharp,0.007514529810206394,-0.009656985814928465,25,100
0.003408385839825258,0.003142510636146793,-7.800619301132173,0.07881628678987389,0.043800658227505104,9.026941864314445,500,single_source_400M,0.002,0.00017015019699188148,0.00015882026319643798,wsd_20000_24000.csv,WSD sharp,0.006858521906208281,-0.009656985814928465,25,400
0.003408385839825258,0.003195570303097036,-6.243880438698579,0.08038160672950091,0.043800658227505104,9.026941864314445,1000,leave_one_scale_out_mean_kappa,0.002,0.0001730506483060838,0.00015297754145797524,wsd_20000_24000.csv,WSD sharp,0.007186525858207116,-0.009656985814928465,25,"100,400"
0.003408385839825258,0.003195570303097036,-6.243880438698579,0.08038160672950091,0.043800658227505104,9.026941864314445,1000,leave_one_scale_out_median_kappa,0.002,0.0001730506483060838,0.00015297754145797524,wsd_20000_24000.csv,WSD sharp,0.007186525858207116,-0.009656985814928465,25,"100,400"
0.003408385839825258,0.0028227154544599644,-17.183218476090133,0.06938196872375417,0.043800658227505104,9.026941864314445,1500,all_scale_mean_kappa,0.002,0.0001496823500359962,0.0001595332419973978,wsd_20000_24000.csv,WSD sharp,0.004881613843030319,-0.009656985814928465,25,"25,100,400"
0.003408385839825258,0.003142510636146793,-7.800619301132173,0.07881628678987389,0.043800658227505104,9.026941864314445,1500,all_scale_median_kappa,0.002,0.0001496823500359962,0.0001595332419973978,wsd_20000_24000.csv,WSD sharp,0.006858521906208281,-0.009656985814928465,25,"25,100,400"
0.0031360955249893426,0.0020878167978967536,-33.42623713913023,0.04738570411405721,0.04733106255709994,9.026482506002322,500,same_scale,0.002,0.00010295321110044684,0.0001726639505585662,wsdld_20000_24000.csv,WSD linear,0.002410865386711869,-0.01018362816145002,25,25
0.0031360955249893426,0.007152721446506541,128.07728238861117,0.2650294144934442,0.04733106255709994,9.026482506002322,1000,leave_one_scale_out_pooled,0.001,0.0003461257106315128,0.0003059897947292736,wsdld_20000_24000.csv,WSD linear,0.06025768559167055,-0.01018362816145002,25,"100,400"
0.0031360955249893426,0.010225811970023679,226.06825552797628,0.39209894195948164,0.04733106255709994,9.026482506002322,1500,all_scale_pooled,0.0006666666666666666,0.00044907892173195964,0.0004786537452878398,wsdld_20000_24000.csv,WSD linear,0.09403108568691687,-0.01018362816145002,25,"25,100,400"
0.0031360955249893426,0.002735979343658237,-12.758418171349073,0.08195208763827826,0.04733106255709994,9.026482506002322,500,single_source_100M,0.002,0.00017596354950810943,0.00014715151961449514,wsdld_20000_24000.csv,WSD linear,0.011598153038515413,-0.01018362816145002,25,100
0.0031360955249893426,0.002660748298707513,-15.157294237185114,0.07882117112934564,0.04733106255709994,9.026482506002322,500,single_source_400M,0.002,0.00017016216112340332,0.00015883827511477847,wsdld_20000_24000.csv,WSD linear,0.010765996832148517,-0.01018362816145002,25,400
0.0031360955249893426,0.00269836382118288,-13.957856204266928,0.08038662938381194,0.04733106255709994,9.026482506002322,1000,leave_one_scale_out_mean_kappa,0.002,0.00017306285531575638,0.0001529948973646368,wsdld_20000_24000.csv,WSD linear,0.011182074935331965,-0.01018362816145002,25,"100,400"
0.0031360955249893426,0.00269836382118288,-13.957856204266928,0.08038662938381194,0.04733106255709994,9.026482506002322,1000,leave_one_scale_out_median_kappa,0.002,0.00017306285531575638,0.0001529948973646368,wsdld_20000_24000.csv,WSD linear,0.011182074935331965,-0.01018362816145002,25,"100,400"
0.0031360955249893426,0.0024340435510318164,-22.386179514092184,0.06938632096056037,0.04733106255709994,9.026482506002322,1500,all_scale_mean_kappa,0.002,0.0001496929739106532,0.00015955124842927993,wsdld_20000_24000.csv,WSD linear,0.008258338419125266,-0.01018362816145002,25,"25,100,400"
0.0031360955249893426,0.002660748298707513,-15.157294237185114,0.07882117112934564,0.04733106255709994,9.026482506002322,1500,all_scale_median_kappa,0.002,0.0001496929739106532,0.00015955124842927993,wsdld_20000_24000.csv,WSD linear,0.010765996832148517,-0.01018362816145002,25,"25,100,400"
0.004487187642230267,0.0024836553507489863,-44.6500670626171,0.0186012135954047,0.024281379919932757,18.05070782708191,500,same_scale,0.002,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_3.csv,WSD-con 3e-5,0.004216202462315799,0.003615250427559946,25,25
0.004487187642230267,0.014872623182604197,231.4464285521177,0.12263375591865665,0.024281379919932757,18.05070782708191,1000,leave_one_scale_out_pooled,0.001,0.00013127613729323965,7.047310350924527e-05,wsdcon_3.csv,WSD-con 3e-5,0.007577196500114791,0.003615250427559946,25,"100,400"
0.004487187642230267,0.02787481587747919,521.2090534200296,0.2177278516860714,0.024281379919932757,18.05070782708191,1500,all_scale_pooled,0.0006666666666666666,0.00016922426088871343,0.00011056169239833557,wsdcon_3.csv,WSD-con 3e-5,0.010649414882619723,0.003615250427559946,25,"25,100,400"
0.004487187642230267,0.002578590282944353,-42.534378133054496,0.03271892621544682,0.024281379919932757,18.05070782708191,500,single_source_100M,0.002,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_3.csv,WSD-con 3e-5,0.004672305397836585,0.003615250427559946,25,100
0.004487187642230267,0.0024506623669853234,-45.38533793591769,0.031783300219353904,0.024281379919932757,18.05070782708191,500,single_source_400M,0.002,6.472565485639192e-05,3.646740299732384e-05,wsdcon_3.csv,WSD-con 3e-5,0.004642077996638516,0.003615250427559946,25,400
0.004487187642230267,0.0025146263249648474,-43.95985803448589,0.03225111321740036,0.024281379919932757,18.05070782708191,1000,leave_one_scale_out_mean_kappa,0.002,6.563806864661985e-05,3.523655175462263e-05,wsdcon_3.csv,WSD-con 3e-5,0.0046571916972375504,0.003615250427559946,25,"100,400"
0.004487187642230267,0.0025146263249648474,-43.95985803448589,0.03225111321740036,0.024281379919932757,18.05070782708191,1000,leave_one_scale_out_median_kappa,0.002,6.563806864661985e-05,3.523655175462263e-05,wsdcon_3.csv,WSD-con 3e-5,0.0046571916972375504,0.003615250427559946,25,"100,400"
0.004487187642230267,0.0018927868923633137,-57.817968775147065,0.02770114667673514,0.024281379919932757,18.05070782708191,1500,all_scale_mean_kappa,0.002,5.640808696290449e-05,3.685389746611186e-05,wsdcon_3.csv,WSD-con 3e-5,0.004510195285596819,0.003615250427559946,25,"25,100,400"
0.004487187642230267,0.0024506623669853234,-45.38533793591769,0.031783300219353904,0.024281379919932757,18.05070782708191,1500,all_scale_median_kappa,0.002,5.640808696290449e-05,3.685389746611186e-05,wsdcon_3.csv,WSD-con 3e-5,0.004642077996638516,0.003615250427559946,25,"25,100,400"
0.002926482771138891,0.00230631066406806,-21.191722472689644,0.0186012135954047,0.02058761784683075,18.05070782708191,500,same_scale,0.002,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_9.csv,WSD-con 9e-5,0.004934483685784308,0.004933881393385686,25,25
0.002926482771138891,0.005771285960321089,97.20895052715773,0.12263375591865665,0.02058761784683075,18.05070782708191,1000,leave_one_scale_out_pooled,0.001,0.00013127613729323965,7.047310350924527e-05,wsdcon_9.csv,WSD-con 9e-5,0.004937852176186475,0.004933881393385686,25,"100,400"
0.002926482771138891,0.009503248432828593,224.7327654394576,0.2177278516860714,0.02058761784683075,18.05070782708191,1500,all_scale_pooled,0.0006666666666666666,0.00016922426088871343,0.00011056169239833557,wsdcon_9.csv,WSD-con 9e-5,0.004940931246848024,0.004933881393385686,25,"25,100,400"
0.002926482771138891,0.0023678389199794946,-19.0892581589329,0.03271892621544682,0.02058761784683075,18.05070782708191,500,single_source_100M,0.002,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_9.csv,WSD-con 9e-5,0.0049349408060122,0.004933881393385686,25,100
0.002926482771138891,0.0023465115182627447,-19.818030661101083,0.031783300219353904,0.02058761784683075,18.05070782708191,500,single_source_400M,0.002,6.472565485639192e-05,3.646740299732384e-05,wsdcon_9.csv,WSD-con 9e-5,0.00493491051119177,0.004933881393385686,25,400
0.002926482771138891,0.0023571752191211244,-19.453644410016825,0.03225111321740036,0.02058761784683075,18.05070782708191,1000,leave_one_scale_out_mean_kappa,0.002,6.563806864661985e-05,3.523655175462263e-05,wsdcon_9.csv,WSD-con 9e-5,0.004934925658602207,0.004933881393385686,25,"100,400"
0.002926482771138891,0.0023571752191211244,-19.453644410016825,0.03225111321740036,0.02058761784683075,18.05070782708191,1000,leave_one_scale_out_median_kappa,0.002,6.563806864661985e-05,3.523655175462263e-05,wsdcon_9.csv,WSD-con 9e-5,0.004934925658602207,0.004933881393385686,25,"100,400"
0.002926482771138891,0.002272335484157624,-22.35267856118949,0.02770114667673514,0.02058761784683075,18.05070782708191,1500,all_scale_mean_kappa,0.002,5.640808696290449e-05,3.685389746611186e-05,wsdcon_9.csv,WSD-con 9e-5,0.004934778334329426,0.004933881393385686,25,"25,100,400"
0.002926482771138891,0.0023465115182627447,-19.818030661101083,0.031783300219353904,0.02058761784683075,18.05070782708191,1500,all_scale_median_kappa,0.002,5.640808696290449e-05,3.685389746611186e-05,wsdcon_9.csv,WSD-con 9e-5,0.00493491051119177,0.004933881393385686,25,"25,100,400"
0.002504818961791151,0.002274629954517116,-9.18984608410305,0.0186012135954047,0.03376118027071087,18.05070782708191,500,same_scale,0.002,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0013362921558219831,-0.0013362921717416931,25,25
0.002504818961791151,0.002862853130116315,14.29381419522393,0.12263375591865665,0.03376118027071087,18.05070782708191,1000,leave_one_scale_out_pooled,0.001,0.00013127613729323965,7.047310350924527e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0013362920667860934,-0.0013362921717416931,25,"100,400"
0.002504818961791151,0.003911322217279289,56.15189268937717,0.2177278516860714,0.03376118027071087,18.05070782708191,1500,all_scale_pooled,0.0006666666666666666,0.00016922426088871343,0.00011056169239833557,wsdcon_18.csv,WSD-con 18e-5,-0.0013362919854000843,-0.0013362921717416931,25,"25,100,400"
0.002504818961791151,0.0021547058655566748,-13.977580878105321,0.03271892621544682,0.03376118027071087,18.05070782708191,500,single_source_100M,0.002,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_18.csv,WSD-con 18e-5,-0.001336292143739204,-0.0013362921717416931,25,100
0.002504818961791151,0.0021584052306508005,-13.829890959170799,0.031783300219353904,0.03376118027071087,18.05070782708191,500,single_source_400M,0.002,6.472565485639192e-05,3.646740299732384e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0013362921445398968,-0.0013362921717416931,25,400
0.002504818961791151,0.002156555548103747,-13.903735918637693,0.03225111321740036,0.03376118027071087,18.05070782708191,1000,leave_one_scale_out_mean_kappa,0.002,6.563806864661985e-05,3.523655175462263e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0013362921441397724,-0.0013362921717416931,25,"100,400"
0.002504818961791151,0.002156555548103747,-13.903735918637693,0.03225111321740036,0.03376118027071087,18.05070782708191,1000,leave_one_scale_out_median_kappa,0.002,6.563806864661985e-05,3.523655175462263e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0013362921441397724,-0.0013362921717416931,25,"100,400"
