finite_sample_floor,fit_start,max_retention,median_retention,passes
0.0019120458891013384,5000,0.01374791909509116,0.01170082542194259,0
0.001953125,6500,0.004225380580244276,0.003823833399358388,0
0.002,8000,0.0014778432790477976,0.0013126684937354327,1
0.002066115702479339,10000,0.0004892950194853848,0.00046206239294130597,1
0.0021321961620469083,12000,0.0003533398856519274,0.0002700084592533135,1
