base_mae,corr_mae,delta_pct,kappa_hat,kappa_star,lambda,lambda_rule,n_cal,ridge,scale,source_dot,source_energy,target_curve,target_label,terminal_corr_error,terminal_mpl_error,uses_target_loss_for_lambda
0.0031360955249893426,0.0029273307926416274,-6.656835886669132,0.01612115983101774,0.08688617987051594,20.0,wrong_fast_lambda20,500,0.002,25,3.276747841898438e-05,3.2575742840690245e-05,wsdld_20000_24000.csv,WSD linear,-0.00765508045616059,-0.01018362816145002,0
0.0031360955249893426,0.0020877656469717966,-33.427868177615814,0.047393104006591434,0.047326772609632396,9.025353913540956,oracle_grid_best,500,0.002,25,0.00010297153739287033,0.00017271140076727292,wsdld_20000_24000.csv,WSD linear,0.0024138316341435484,-0.01018362816145002,1
0.004487187642230267,0.0024836553507489863,-44.6500670626171,0.0186012135954047,0.024281379919932757,18.05070782708191,q2_half_life,500,0.002,25,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_3.csv,WSD-con 3e-5,0.004216202462315799,0.003615250427559946,0
0.004487187642230267,0.0024836553507489863,-44.6500670626171,0.0186012135954047,0.024281379919932757,18.05070782708191,fixed_1obs,500,0.002,25,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_3.csv,WSD-con 3e-5,0.004216202462315799,0.003615250427559946,0
0.004487187642230267,0.008873532585223878,97.75265250136643,0.047393104006591434,0.016520969267837173,9.025353913540956,fixed_2obs,500,0.002,25,0.00010297153739287033,0.00017271140076727292,wsdcon_3.csv,WSD-con 3e-5,0.01169663312668856,0.003615250427559946,0
0.004487187642230267,0.02774609918378953,518.3405151739739,0.0939365434120795,0.011303682439547718,4.512676956770478,fixed_4obs,500,0.002,25,0.00026607730410687036,0.0008325217688673746,wsdcon_3.csv,WSD-con 3e-5,0.04041468027921713,0.003615250427559946,0
0.004487187642230267,0.002804941306670073,-37.48999305774669,0.01612115983101774,0.025439901195420556,20.0,wrong_fast_lambda20,500,0.002,25,3.276747841898438e-05,3.2575742840690245e-05,wsdcon_3.csv,WSD-con 3e-5,0.003978877002355663,0.003615250427559946,0
0.004487187642230267,0.0024836553507489863,-44.6500670626171,0.0186012135954047,0.024281379919932757,18.05070782708191,oracle_grid_best,500,0.002,25,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_3.csv,WSD-con 3e-5,0.004216202462315799,0.003615250427559946,1
0.002926482771138891,0.00230631066406806,-21.191722472689644,0.0186012135954047,0.02058761784683075,18.05070782708191,q2_half_life,500,0.002,25,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_9.csv,WSD-con 9e-5,0.004934483685784308,0.004933881393385686,0
0.002926482771138891,0.00230631066406806,-21.191722472689644,0.0186012135954047,0.02058761784683075,18.05070782708191,fixed_1obs,500,0.002,25,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_9.csv,WSD-con 9e-5,0.004934483685784308,0.004933881393385686,0
0.002926482771138891,0.004473198933761712,52.85239256750829,0.047393104006591434,0.015169571235271986,9.025353913540956,fixed_2obs,500,0.002,25,0.00010297153739287033,0.00017271140076727292,wsdcon_9.csv,WSD-con 9e-5,0.0051595115916085454,0.004933881393385686,0
0.002926482771138891,0.01355229612075005,363.09160793302544,0.0939365434120795,0.008455361563127001,4.512676956770478,fixed_4obs,500,0.002,25,0.00026607730410687036,0.0008325217688673746,wsdcon_9.csv,WSD-con 9e-5,0.01035669442463849,0.004933881393385686,0
0.002926482771138891,0.002408978988105056,-17.683472738588492,0.01612115983101774,0.02111228692734436,20.0,wrong_fast_lambda20,500,0.002,25,3.276747841898438e-05,3.2575742840690245e-05,wsdcon_9.csv,WSD-con 9e-5,0.004934059035031968,0.004933881393385686,0
0.002926482771138891,0.00230631066406806,-21.191722472689644,0.0186012135954047,0.02058761784683075,18.05070782708191,oracle_grid_best,500,0.002,25,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_9.csv,WSD-con 9e-5,0.004934483685784308,0.004933881393385686,1
0.002504818961791151,0.002274629954517116,-9.18984608410305,0.0186012135954047,0.03376118027071087,18.05070782708191,q2_half_life,500,0.002,25,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0013362921558219831,-0.0013362921717416931,0
0.002504818961791151,0.002274629954517116,-9.18984608410305,0.0186012135954047,0.03376118027071087,18.05070782708191,fixed_1obs,500,0.002,25,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0013362921558219831,-0.0013362921717416931,0
0.002504818961791151,0.0020705434904560874,-17.337599162237293,0.047393104006591434,0.030288813575582465,9.025353913540956,fixed_2obs,500,0.002,25,0.00010297153739287033,0.00017271140076727292,wsdcon_18.csv,WSD-con 18e-5,-0.0013354152855979962,-0.0013362921717416931,0
0.002504818961791151,0.0038404912372900714,53.32410429150558,0.0939365434120795,0.024869818969482847,4.512676956770478,fixed_4obs,500,0.002,25,0.00026607730410687036,0.0008325217688673746,wsdcon_18.csv,WSD-con 18e-5,-0.0010807405755497435,-0.0013362921717416931,0
0.002504818961791151,0.0023209763994560912,-7.339554879590859,0.01612115983101774,0.03400035447658001,20.0,wrong_fast_lambda20,500,0.002,25,3.276747841898438e-05,3.2575742840690245e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0013362921701438601,-0.0013362921717416931,0
0.002504818961791151,0.002024320497960973,-19.1829617692842,0.03255578343275082,0.03206690199738644,12.033805218054608,oracle_grid_best,500,0.002,25,6.813411511230762e-05,9.284212905057374e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0013362705489270432,-0.0013362921717416931,1
0.0037480705220761528,0.001886005814306846,-49.680620916862075,0.08194692666912794,0.06926088194817957,9.026941864314445,q2_half_life,500,0.002,100,0.00017595109962028612,0.00014713481971951253,wsd_20000_24000.csv,WSD sharp,0.001786979523181298,-0.015384536101953561,0
0.0037480705220761528,0.0031495591804086417,-15.968518685608412,0.03271892621544682,0.12779878145900275,18.05070782708191,fixed_1obs,500,0.002,100,6.655048243684779e-05,3.4005700511921416e-05,wsd_20000_24000.csv,WSD sharp,-0.011904236725065687,-0.015384536101953561,0
0.0037480705220761528,0.001886993247775311,-49.65427580241856,0.08196476967207476,0.06925088913222512,9.025353913540956,fixed_2obs,500,0.002,100,0.00017599414375641292,0.00014719256163997724,wsd_20000_24000.csv,WSD sharp,0.001793547296205844,-0.015384536101953561,0
0.0037480705220761528,0.00804565721284736,114.66130814397442,0.16307737273850853,0.04211374653074227,4.512676956770478,fixed_4obs,500,0.002,100,0.0004462630320155271,0.0007365110470052848,wsd_20000_24000.csv,WSD sharp,0.04552249321286572,-0.015384536101953561,0
0.0037480705220761528,0.0032752271949482215,-12.615646486449005,0.028455405251416835,0.14063189302011903,20.0,wrong_fast_lambda20,500,0.002,100,5.76983534730498e-05,2.7676392701415518e-05,wsd_20000_24000.csv,WSD sharp,-0.012652302706861907,-0.015384536101953561,0
0.0037480705220761528,0.001886993247775311,-49.65427580241856,0.08196476967207476,0.06925088913222512,9.025353913540956,oracle_grid_best,500,0.002,100,0.00017599414375641292,0.00014719256163997724,wsd_20000_24000.csv,WSD sharp,0.001793547296205844,-0.015384536101953561,1
0.003248313740665229,0.0016393179181859504,-49.533264054406544,0.08195208763827826,0.07309102076755729,9.026482506002322,q2_half_life,500,0.002,100,0.00017596354950810943,0.00014715151961449514,wsdld_20000_24000.csv,WSD linear,0.004899340697796184,-0.01688244050216925,0
0.003248313740665229,0.002789965132197982,-14.110355250764073,0.03271892621544682,0.1239851791056133,18.05070782708191,fixed_1obs,500,0.002,100,6.655048243684779e-05,3.4005700511921416e-05,wsdld_20000_24000.csv,WSD linear,-0.011376197126395038,-0.01688244050216925,0
0.003248313740665229,0.0016395865181280515,-49.52499515049069,0.08196476967207476,0.07308437616285073,9.025353913540956,fixed_2obs,500,0.002,100,0.00017599414375641292,0.00014719256163997724,wsdld_20000_24000.csv,WSD linear,0.004904439936289862,-0.01688244050216925,0
0.003248313740665229,0.0058124942674914705,78.93881969360254,0.16307737273850853,0.04607770990188149,4.512676956770478,fixed_4obs,500,0.002,100,0.0004462630320155271,0.0007365110470052848,wsdld_20000_24000.csv,WSD linear,0.04859744035180524,-0.01688244050216925,0
0.003248313740665229,0.0028819787223202903,-11.277698141002723,0.028455405251416835,0.13450090695066966,20.0,wrong_fast_lambda20,500,0.002,100,5.76983534730498e-05,2.7676392701415518e-05,wsdld_20000_24000.csv,WSD linear,-0.012419309411991097,-0.01688244050216925,0
0.003248313740665229,0.0016395865181280515,-49.52499515049069,0.08196476967207476,0.07308437616285073,9.025353913540956,oracle_grid_best,500,0.002,100,0.00017599414375641292,0.00014719256163997724,wsdld_20000_24000.csv,WSD linear,0.004904439936289862,-0.01688244050216925,1
0.0056693997340904675,0.003245220745718448,-42.759006280599245,0.03271892621544682,0.03170588603525045,18.05070782708191,q2_half_life,500,0.002,100,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_3.csv,WSD-con 3e-5,0.009897373312384605,0.009496824379844337,0
0.0056693997340904675,0.003245220745718448,-42.759006280599245,0.03271892621544682,0.03170588603525045,18.05070782708191,fixed_1obs,500,0.002,100,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_3.csv,WSD-con 3e-5,0.009897373312384605,0.009496824379844337,0
0.0056693997340904675,0.016181817929221614,185.42383123771106,0.08196476967207476,0.01966734333269402,9.025353913540956,fixed_2obs,500,0.002,100,0.00017599414375641292,0.00014719256163997724,wsdcon_3.csv,WSD-con 3e-5,0.01810035573271751,0.009496824379844337,0
0.0056693997340904675,0.050624033313225444,792.9346260208089,0.16307737273850853,0.011350817122941559,4.512676956770478,fixed_4obs,500,0.002,100,0.0004462630320155271,0.0007365110470052848,wsdcon_3.csv,WSD-con 3e-5,0.05962013200830407,0.009496824379844337,0
0.0056693997340904675,0.0034760643212783525,-38.6872599514098,0.028455405251416835,0.03344061548716119,20.0,wrong_fast_lambda20,500,0.002,100,5.76983534730498e-05,2.7676392701415518e-05,wsdcon_3.csv,WSD-con 3e-5,0.009715837775892133,0.009496824379844337,0
0.0056693997340904675,0.003245220745718448,-42.759006280599245,0.03271892621544682,0.03170588603525045,18.05070782708191,oracle_grid_best,500,0.002,100,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_3.csv,WSD-con 3e-5,0.009897373312384605,0.009496824379844337,1
0.004934623402238123,0.004449025150614375,-9.84063447280501,0.03271892621544682,0.022653397725304992,18.05070782708191,q2_half_life,500,0.002,100,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_9.csv,WSD-con 9e-5,0.010202561872461047,0.010202504230444998,0
0.004934623402238123,0.004449025150614375,-9.84063447280501,0.03271892621544682,0.022653397725304992,18.05070782708191,fixed_1obs,500,0.002,100,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_9.csv,WSD-con 9e-5,0.010202561872461047,0.010202504230444998,0
0.004934623402238123,0.008652683608425523,75.34638214744118,0.08196476967207476,0.01385341307358802,9.025353913540956,fixed_2obs,500,0.002,100,0.00017599414375641292,0.00014719256163997724,wsdcon_9.csv,WSD-con 9e-5,0.010293526215616744,0.010202504230444998,0
0.004934623402238123,0.023221838292949354,370.58987890376744,0.16307737273850853,0.0029212569246797374,4.512676956770478,fixed_4obs,500,0.002,100,0.0004462630320155271,0.0007365110470052848,wsdcon_9.csv,WSD-con 9e-5,0.014749266697615226,0.010202504230444998,0
0.004934623402238123,0.0044184954996719745,-10.459316962912634,0.028455405251416835,0.023483954100053484,20.0,wrong_fast_lambda20,500,0.002,100,5.76983534730498e-05,2.7676392701415518e-05,wsdcon_9.csv,WSD-con 9e-5,0.010202516688579077,0.010202504230444998,0
0.004934623402238123,0.004449025150614375,-9.84063447280501,0.03271892621544682,0.022653397725304992,18.05070782708191,oracle_grid_best,500,0.002,100,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_9.csv,WSD-con 9e-5,0.010202561872461047,0.010202504230444998,1
0.0013816404339982303,0.0012048413440084672,-12.796317018468894,0.03271892621544682,0.021721690706812492,18.05070782708191,q2_half_life,500,0.002,100,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0018822257843189583,-0.001882225784402003,0
0.0013816404339982303,0.0012048413440084672,-12.796317018468894,0.03271892621544682,0.021721690706812492,18.05070782708191,fixed_1obs,500,0.002,100,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0018822257843189583,-0.001882225784402003,0
0.0013816404339982303,0.0024016319017253285,73.82466831659073,0.08196476967207476,0.01734334193300493,9.025353913540956,fixed_2obs,500,0.002,100,0.00017599414375641292,0.00014719256163997724,wsdcon_18.csv,WSD-con 18e-5,-0.0018821432700879548,-0.001882225784402003,0
0.0013816404339982303,0.006797409242730933,391.9810592876468,0.16307737273850853,0.010396329074113015,4.512676956770478,fixed_4obs,500,0.002,100,0.0004462630320155271,0.0007365110470052848,wsdcon_18.csv,WSD-con 18e-5,-0.0017787414197156792,-0.001882225784402003,0
0.0013816404339982303,0.0012154043158983155,-12.031793077946917,0.028455405251416835,0.021945203815692597,20.0,wrong_fast_lambda20,500,0.002,100,5.76983534730498e-05,2.7676392701415518e-05,wsdcon_18.csv,WSD-con 18e-5,-0.001882225784397562,-0.001882225784402003,0
0.0013816404339982303,0.0012048413440084672,-12.796317018468894,0.03271892621544682,0.021721690706812492,18.05070782708191,oracle_grid_best,500,0.002,100,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0018822257843189583,-0.001882225784402003,1
0.004701998914275349,0.002192595446586084,-53.36886531535925,0.07881628678987389,0.09299964240306824,9.026941864314445,q2_half_life,500,0.002,400,0.00017015019699188148,0.00015882026319643798,wsd_20000_24000.csv,WSD sharp,-0.00523045039261083,-0.021748173844712948,0
0.004701998914275349,0.004116159956562599,-12.459359697726269,0.031783300219353904,0.17098320538891365,18.05070782708191,fixed_1obs,500,0.002,400,6.472565485639192e-05,3.646740299732384e-05,wsd_20000_24000.csv,WSD sharp,-0.018367400733020567,-0.021748173844712948,0
0.004701998914275349,0.002191892589661838,-53.38381336058554,0.07883317335826752,0.09298631329837434,9.025353913540956,fixed_2obs,500,0.002,400,0.00017019156165592726,0.00015888254152182575,wsd_20000_24000.csv,WSD sharp,-0.005224188967926757,-0.021748173844712948,0
0.004701998914275349,0.007004598534247398,48.97065401230351,0.15395797268002098,0.056737529015510574,4.512676956770478,fixed_4obs,500,0.002,400,0.00042915949550518964,0.0007875106955138629,wsd_20000_24000.csv,WSD sharp,0.03578902912768234,-0.021748173844712948,0
0.004701998914275349,0.004238795930860672,-9.851192904540774,0.02766802722895817,0.18806578447562985,20.0,wrong_fast_lambda20,500,0.002,400,5.615580291206212e-05,2.9628005183101986e-05,wsd_20000_24000.csv,WSD sharp,-0.019091553587193832,-0.021748173844712948,0
0.004701998914275349,0.002191892589661838,-53.38381336058554,0.07883317335826752,0.09298631329837434,9.025353913540956,oracle_grid_best,500,0.002,400,0.00017019156165592726,0.00015888254152182575,wsd_20000_24000.csv,WSD sharp,-0.005224188967926757,-0.021748173844712948,1
0.0038535563963712593,0.0020041384122843563,-47.99249819798735,0.07882117112934564,0.09432344274255343,9.026482506002322,q2_half_life,500,0.002,400,0.00017016216112340332,0.00015883827511477847,wsdld_20000_24000.csv,WSD linear,-0.0025327179106735542,-0.023834165468386015,0
0.0038535563963712593,0.0034065476486342043,-11.599901539211555,0.031783300219353904,0.15965896557456138,18.05070782708191,fixed_1obs,500,0.002,400,6.472565485639192e-05,3.646740299732384e-05,wsdld_20000_24000.csv,WSD linear,-0.0183669222353946,-0.023834165468386015,0
0.0038535563963712593,0.0020037716220835714,-48.00201642383012,0.07883317335826752,0.09431491612015694,9.025353913540956,fixed_2obs,500,0.002,400,0.00017019156165592726,0.00015888254152182575,wsdld_20000_24000.csv,WSD linear,-0.0025278018829424376,-0.023834165468386015,0
0.0038535563963712593,0.0052559368807248924,36.39185054289589,0.15395797268002098,0.05966301188727476,4.512676956770478,fixed_4obs,500,0.002,400,0.00042915949550518964,0.0007875106955138629,wsdld_20000_24000.csv,WSD linear,0.03877491738768368,-0.023834165468386015,0
0.0038535563963712593,0.003496161559415732,-9.274415635698807,0.02766802722895817,0.1731597313922227,20.0,wrong_fast_lambda20,500,0.002,400,5.615580291206212e-05,2.9628005183101986e-05,wsdld_20000_24000.csv,WSD linear,-0.01939458903268143,-0.023834165468386015,0
0.0038535563963712593,0.0020037716220835714,-48.00201642383012,0.07883317335826752,0.09431491612015694,9.025353913540956,oracle_grid_best,500,0.002,400,0.00017019156165592726,0.00015888254152182575,wsdld_20000_24000.csv,WSD linear,-0.0025278018829424376,-0.023834165468386015,1
0.008173606778800102,0.005233453951382069,-35.97130259610619,0.031783300219353904,0.0504005806684353,18.05070782708191,q2_half_life,500,0.002,400,6.472565485639192e-05,3.646740299732384e-05,wsdcon_3.csv,WSD-con 3e-5,0.00925028230980951,0.00886118742045916,0
0.008173606778800102,0.005233453951382069,-35.97130259610619,0.031783300219353904,0.0504005806684353,18.05070782708191,fixed_1obs,500,0.002,400,6.472565485639192e-05,3.646740299732384e-05,wsdcon_3.csv,WSD-con 3e-5,0.00925028230980951,0.00886118742045916,0
0.008173606778800102,0.012827926127787883,56.94327455364865,0.07883317335826752,0.03414886710135819,9.025353913540956,fixed_2obs,500,0.002,400,0.00017019156165592726,0.00015888254152182575,wsdcon_3.csv,WSD-con 3e-5,0.017136006972174656,0.00886118742045916,0
0.008173606778800102,0.04503181585882784,450.941794455135,0.15395797268002098,0.021916490710198404,4.512676956770478,fixed_4obs,500,0.002,400,0.00042915949550518964,0.0007875106955138629,wsdcon_3.csv,WSD-con 3e-5,0.05618156483951742,0.00886118742045916,0
0.008173606778800102,0.005781052802775633,-29.2717039218236,0.02766802722895817,0.05261910458803428,20.0,wrong_fast_lambda20,500,0.002,400,5.615580291206212e-05,2.9628005183101986e-05,wsdcon_3.csv,WSD-con 3e-5,0.00907414058530831,0.00886118742045916,0
0.008173606778800102,0.005233453951382069,-35.97130259610619,0.031783300219353904,0.0504005806684353,18.05070782708191,oracle_grid_best,500,0.002,400,6.472565485639192e-05,3.646740299732384e-05,wsdcon_3.csv,WSD-con 3e-5,0.00925028230980951,0.00886118742045916,1
0.006687305974578527,0.0060741550821926315,-9.168877492921057,0.031783300219353904,0.03759393801515421,18.05070782708191,q2_half_life,500,0.002,400,6.472565485639192e-05,3.646740299732384e-05,wsdcon_9.csv,WSD-con 9e-5,0.013847471505246567,0.013847415511553773,0
0.006687305974578527,0.0060741550821926315,-9.168877492921057,0.031783300219353904,0.03759393801515421,18.05070782708191,fixed_1obs,500,0.002,400,6.472565485639192e-05,3.646740299732384e-05,wsdcon_9.csv,WSD-con 9e-5,0.013847471505246567,0.013847415511553773,0
0.006687305974578527,0.008851705846558517,32.36579693239479,0.07883317335826752,0.026174702197515515,9.025353913540956,fixed_2obs,500,0.002,400,0.00017019156165592726,0.00015888254152182575,wsdcon_9.csv,WSD-con 9e-5,0.013934959854875917,0.013847415511553773,0
0.006687305974578527,0.022511854291492498,236.63562542330547,0.15395797268002098,0.010443702409274122,4.512676956770478,fixed_4obs,500,0.002,400,0.00042915949550518964,0.0007875106955138629,wsdcon_9.csv,WSD-con 9e-5,0.018139919860551412,0.013847415511553773,0
0.006687305974578527,0.006193223789748299,-7.388359179443227,0.02766802722895817,0.03847845244116927,20.0,wrong_fast_lambda20,500,0.002,400,5.615580291206212e-05,2.9628005183101986e-05,wsdcon_9.csv,WSD-con 9e-5,0.013847427624964048,0.013847415511553773,0
0.006687305974578527,0.0060741550821926315,-9.168877492921057,0.031783300219353904,0.03759393801515421,18.05070782708191,oracle_grid_best,500,0.002,400,6.472565485639192e-05,3.646740299732384e-05,wsdcon_9.csv,WSD-con 9e-5,0.013847471505246567,0.013847415511553773,1
0.0025579541942073844,0.002438607371776436,-4.66571382322698,0.031783300219353904,0.027662472359065323,18.05070782708191,q2_half_life,500,0.002,400,6.472565485639192e-05,3.646740299732384e-05,wsdcon_18.csv,WSD-con 18e-5,4.47818050983706e-05,4.478180501799045e-05,0
0.0025579541942073844,0.002438607371776436,-4.66571382322698,0.031783300219353904,0.027662472359065323,18.05070782708191,fixed_1obs,500,0.002,400,6.472565485639192e-05,3.646740299732384e-05,wsdcon_18.csv,WSD-con 18e-5,4.47818050983706e-05,4.478180501799045e-05,0
0.0025579541942073844,0.003203288249810147,25.22852274149998,0.07883317335826752,0.023984981652673907,9.025353913540956,fixed_2obs,500,0.002,400,0.00017019156165592726,0.00015888254152182575,wsdcon_18.csv,WSD-con 18e-5,4.4861166739629255e-05,4.478180501799045e-05,0
0.0025579541942073844,0.007375611234373918,188.34023889389263,0.15395797268002098,0.014081278592285817,4.512676956770478,fixed_4obs,500,0.002,400,0.00042915949550518964,0.0007875106955138629,wsdcon_18.csv,WSD-con 18e-5,0.00014247925208632495,4.478180501799045e-05,0
0.0025579541942073844,0.002468664763136314,-3.490657935676522,0.02766802722895817,0.027379748876155078,20.0,wrong_fast_lambda20,500,0.002,400,5.615580291206212e-05,2.9628005183101986e-05,wsdcon_18.csv,WSD-con 18e-5,4.478180502243134e-05,4.478180501799045e-05,0
0.0025579541942073844,0.002438607371776436,-4.66571382322698,0.031783300219353904,0.027662472359065323,18.05070782708191,oracle_grid_best,500,0.002,400,6.472565485639192e-05,3.646740299732384e-05,wsdcon_18.csv,WSD-con 18e-5,4.47818050983706e-05,4.478180501799045e-05,1
