kernel,mean_delta_pct,mean_kappa_hat,mean_kappa_star,median_delta_pct,pearson_kappa_star,rows,wins,worst_delta_pct
lr_time_exp,-30.881825929441106,0.044374345942904,0.046078323479564046,-35.97130259610619,0.9102546005024416,15,15,-4.66571382322698
eta_level,0.0,0.0,0.0008375796900371187,0.0,nan,15,0,0.0
drop_cumsum,27.1462296048389,0.014177039561659359,0.009903670595782845,1.535715530283177,0.12090834769627813,15,7,221.99145907681617
drop_impulse,-0.0032020488922842225,3.2659583190706e-05,15.188365172263754,-0.0034736193833095896,0.14511569909601318,15,15,-2.5025672845124802e-05
step_time_exp,-3.054027534834773,0.009028754703458921,0.06681131814602474,-2.106484577626122,0.8704606978639763,15,15,-0.4203496908481208
power_law_lr_time,119.0747082242314,0.14520409630421285,0.03574752403885465,108.66717182732101,0.4607506717606629,15,1,350.43953524110935
signed_lr_time_exp,-30.2351758067396,0.044374304379037194,0.0440888581032668,-35.8481514674016,0.8913315960011807,15,15,-5.6694108177901885
