fit_start,mean_delta_pct,mean_kappa_hat,mean_kappa_star,median_delta_pct,pearson_kappa_star,rows,wins,worst_delta_pct
5000,139.63844502714684,0.2351648435454718,0.046078323479564046,113.65402015397441,0.742743032607982,15,0,399.5916940615127
6500,21.0703431053058,0.11446320019373844,0.046078323479564046,17.292667266606077,0.8564874959672878,15,4,90.41947697792305
8000,-30.881825929441106,0.044374345942904,0.046078323479564046,-35.97130259610619,0.9102546005024416,15,15,-4.66571382322698
10000,-9.846712146328679,0.012094759088368238,0.046078323479564046,-7.8320790721657545,0.9364076325040988,15,15,-1.3680072363387419
12000,-1.8243117507516184,0.002396798250448166,0.046078323479564046,0.0,0.9445341874428126,15,6,0.0
