base_mae,corr_mae,delta_pct,fit_start,kappa_hat,kappa_star,n_cal,ridge,scale,selected_by_source_rule,source_dot,source_energy,target_curve,target_label,terminal_corr_error,terminal_mpl_error
0.003408385839825258,0.0067687394228588115,98.59076234179618,5000,0.1857941204579984,0.043800658227505104,523,0.0019120458891013384,25,0,0.0006158859385522809,0.0014028380105294432,wsd_20000_24000.csv,WSD sharp,0.029275122711657442,-0.009656985814928465
0.0031360955249893426,0.005236518712224726,66.97574007228373,5000,0.1857961559509506,0.04733106255709994,523,0.0019120458891013384,25,0,0.0006159166272854682,0.0014029668684719006,wsdld_20000_24000.csv,WSD linear,0.039198533212899456,-0.01018362816145002
0.004487187642230267,0.01654934501150764,268.81330425669734,5000,0.1348967910785575,0.024281379919932757,523,0.0019120458891013384,25,0,0.00031137201531165545,0.0003961781451555411,wsdcon_3.csv,WSD-con 3e-5,0.007973380108986738,0.003615250427559946
0.002926482771138891,0.006252548089651675,113.65402015397441,5000,0.1348967910785575,0.02058761784683075,523,0.0019120458891013384,25,0,0.00031137201531165545,0.0003961781451555411,wsdcon_9.csv,WSD-con 9e-5,0.004938249243443771,0.004933881393385686
0.002504818961791151,0.002989577383763492,19.353032269673463,5000,0.1348967910785575,0.03376118027071087,523,0.0019120458891013384,25,0,0.00031137201531165545,0.0003961781451555411,wsdcon_18.csv,WSD-con 18e-5,-0.001336292056290489,-0.0013362921717416931
0.0037480705220761528,0.010934625842385968,191.74013076811045,5000,0.3504834590200141,0.06926088194817957,523,0.0019120458891013384,100,0,0.001087105246791867,0.0011896846457191044,wsd_20000_24000.csv,WSD sharp,0.05805729311042507,-0.015384536101953561
0.003248313740665229,0.008050271611041234,147.82925092059003,5000,0.35048837142297756,0.07309102076755729,523,0.0019120458891013384,100,0,0.0010871596707484655,0.001189796452584959,wsdld_20000_24000.csv,WSD linear,0.07627273393540968,-0.01688244050216925
0.0056693997340904675,0.028323850174661463,399.5916940615127,5000,0.24456558171388873,0.03170588603525045,523,0.0019120458891013384,100,0,0.00054795481047227,0.0003284771094018156,wsdcon_3.csv,WSD-con 3e-5,0.012490824917835486,0.009496824379844337
0.004934623402238123,0.011695351075100125,137.00595003451815,5000,0.24456558171388873,0.022653397725304992,523,0.0019120458891013384,100,0,0.00054795481047227,0.0003284771094018156,wsdcon_9.csv,WSD-con 9e-5,0.010202935089731913,0.010202504230444998
0.0013816404339982303,0.003437647316365429,148.8091135562288,5000,0.24456558171388873,0.021721690706812492,523,0.0019120458891013384,100,0,0.00054795481047227,0.0003284771094018156,wsdcon_18.csv,WSD-con 18e-5,-0.0018822257837824985,-0.001882225784402003
0.004701998914275349,0.009280707811551688,97.37792332055417,5000,0.31717996931053977,0.09299964240306824,523,0.0019120458891013384,400,0,0.0010204017101973742,0.0013050605139777749,wsd_20000_24000.csv,WSD sharp,0.04472401396064907,-0.021748173844712948
0.0038535563963712593,0.0070789770770819105,83.69984370146759,5000,0.3171837121838019,0.09432344274255343,523,0.0019120458891013384,400,0,0.0010204522472727895,0.0013051818816659602,wsdld_20000_24000.csv,WSD linear,0.06188483761717389,-0.023834165468386015
0.008173606778800102,0.02355227788853398,188.15036648963294,5000,0.22738658215281868,0.0504005806684353,523,0.0019120458891013384,400,0,0.0005175644239707176,0.0003640973163182336,wsdcon_3.csv,WSD-con 3e-5,0.011644880630790055,0.00886118742045916
0.006687305974578527,0.011510123802823352,72.11899450359434,5000,0.22738658215281868,0.03759393801515421,523,0.0019120458891013384,400,0,0.0005175644239707176,0.0003640973163182336,wsdcon_9.csv,WSD-con 9e-5,0.013847816106028255,0.013847415511553773
0.0025579541942073844,0.004114892636111208,60.86654895656807,5000,0.22738658215281868,0.027662472359065323,523,0.0019120458891013384,400,0,0.0005175644239707176,0.0003640973163182336,wsdcon_18.csv,WSD-con 18e-5,4.4781805593974155e-05,4.478180501799045e-05
0.003408385839825258,0.004438033017121964,30.209231750284893,6500,0.11703565626075602,0.043800658227505104,512,0.001953125,25,0,0.000285173597998388,0.0004835136032220801,wsd_20000_24000.csv,WSD sharp,0.014867174905507152,-0.009656985814928465
0.0031360955249893426,0.003579087461298545,14.125588100850583,6500,0.11704001079638486,0.04733106255709994,512,0.001953125,25,0,0.00028519000944024963,0.0004835631675737048,wsdld_20000_24000.csv,WSD linear,0.020924059028421205,-0.01018362816145002
0.004487187642230267,0.006724443839581127,49.85876178422697,6500,0.06304044231694965,0.024281379919932757,512,0.001953125,25,0,0.0001308009502642869,0.0001217486121909874,wsdcon_3.csv,WSD-con 3e-5,0.005651906900965731,0.003615250427559946
0.002926482771138891,0.0034325496993664923,17.292667266606077,6500,0.06304044231694965,0.02058761784683075,512,0.001953125,25,0,0.0001308009502642869,0.0001217486121909874,wsdcon_9.csv,WSD-con 9e-5,0.004935922592419484,0.004933881393385686
0.002504818961791151,0.0023062353415876902,-7.928062795462754,6500,0.06304044231694965,0.03376118027071087,512,0.001953125,25,0,0.0001308009502642869,0.0001217486121909874,wsdcon_18.csv,WSD-con 18e-5,-0.001336292117788851,-0.0013362921717416931
0.0037480705220761528,0.00561007614978436,49.679044637527106,6500,0.19247924444270828,0.06926088194817957,512,0.001953125,100,0,0.0004543556228448922,0.0004074184661820475,wsd_20000_24000.csv,WSD sharp,0.024948402396241853,-0.015384536101953561
0.003248313740665229,0.004253979618724329,30.95962885201933,6500,0.1924869573020009,0.07309102076755729,512,0.001953125,100,0,0.0004543820664739962,0.00040746125915675424,wsdld_20000_24000.csv,WSD linear,0.03427804739540763,-0.01688244050216925
0.0056693997340904675,0.010795641321442829,90.41947697792305,6500,0.10057651203544883,0.03170588603525045,512,0.001953125,100,0,0.0002064996894627528,0.00010003517908804246,wsdcon_3.csv,WSD-con 3e-5,0.01072809383743989,0.009496824379844337
0.004934623402238123,0.00677012945194762,37.196476814765525,6500,0.10057651203544883,0.022653397725304992,512,0.001953125,100,0,0.0002064996894627528,0.00010003517908804246,wsdcon_9.csv,WSD-con 9e-5,0.010202681419417825,0.010202504230444998
0.0013816404339982303,0.0018846567940151062,36.40718291380869,6500,0.10057651203544883,0.021721690706812492,512,0.001953125,100,0,0.0002064996894627528,0.00010003517908804246,wsdcon_18.csv,WSD-con 18e-5,-0.0018822257841470957,-0.001882225784402003
0.004701998914275349,0.004258501516870295,-9.432103356268073,6500,0.1694264871497794,0.09299964240306824,512,0.001953125,400,0,0.0004064242709325902,0.0004456986890805381,wsd_20000_24000.csv,WSD sharp,0.013758952590489315,-0.021748173844712948
0.0038535563963712593,0.003467610444412656,-10.015318637143434,6500,0.1694330825718001,0.09432344274255343,512,0.001953125,400,0,0.00040644794878073306,0.00044574505897147635,wsdld_20000_24000.csv,WSD linear,0.021955181114933886,-0.023834165468386015
0.008173606778800102,0.006754594895375888,-17.360902253148613,6500,0.08939856710848373,0.0504005806684353,512,0.001953125,400,0,0.00018448270902846075,0.00011047305302688964,wsdcon_3.csv,WSD-con 3e-5,0.009955615165126552,0.00886118742045916
0.006687305974578527,0.006790171399838881,1.5382192119127058,6500,0.08939856710848373,0.03759393801515421,512,0.001953125,400,0,0.00018448270902846075,0.00011047305302688964,wsdcon_9.csv,WSD-con 9e-5,0.013847573007971015,0.013847415511553773
0.0025579541942073844,0.002637385202693478,3.1052553116849735,6500,0.08939856710848373,0.027662472359065323,512,0.001953125,400,0,0.00018448270902846075,0.00011047305302688964,wsdcon_18.csv,WSD-con 18e-5,4.478180524447595e-05,4.478180501799045e-05
0.003408385839825258,0.002079373853786942,-38.99241601433398,8000,0.04738269271226069,0.043800658227505104,500,0.002,25,1,0.00010294575349582092,0.00017264464307624282,wsd_20000_24000.csv,WSD sharp,0.0002717898126762819,-0.009656985814928465
0.0031360955249893426,0.0020878167978967536,-33.42623713913023,8000,0.04738570411405721,0.04733106255709994,500,0.002,25,1,0.00010295321110044684,0.0001726639505585662,wsdld_20000_24000.csv,WSD linear,0.002410865386711869,-0.01018362816145002
0.004487187642230267,0.0024836553507489863,-44.6500670626171,8000,0.0186012135954047,0.024281379919932757,500,0.002,25,1,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_3.csv,WSD-con 3e-5,0.004216202462315799,0.003615250427559946
0.002926482771138891,0.00230631066406806,-21.191722472689644,8000,0.0186012135954047,0.02058761784683075,500,0.002,25,1,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_9.csv,WSD-con 9e-5,0.004934483685784308,0.004933881393385686
0.002504818961791151,0.002274629954517116,-9.18984608410305,8000,0.0186012135954047,0.03376118027071087,500,0.002,25,1,3.7948123595473736e-05,4.008858888909031e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0013362921558219831,-0.0013362921717416931
0.0037480705220761528,0.001886005814306846,-49.680620916862075,8000,0.08194692666912794,0.06926088194817957,500,0.002,100,1,0.00017595109962028612,0.00014713481971951253,wsd_20000_24000.csv,WSD sharp,0.001786979523181298,-0.015384536101953561
0.003248313740665229,0.0016393179181859504,-49.533264054406544,8000,0.08195208763827826,0.07309102076755729,500,0.002,100,1,0.00017596354950810943,0.00014715151961449514,wsdld_20000_24000.csv,WSD linear,0.004899340697796184,-0.01688244050216925
0.0056693997340904675,0.003245220745718448,-42.759006280599245,8000,0.03271892621544682,0.03170588603525045,500,0.002,100,1,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_3.csv,WSD-con 3e-5,0.009897373312384605,0.009496824379844337
0.004934623402238123,0.004449025150614375,-9.84063447280501,8000,0.03271892621544682,0.022653397725304992,500,0.002,100,1,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_9.csv,WSD-con 9e-5,0.010202561872461047,0.010202504230444998
0.0013816404339982303,0.0012048413440084672,-12.796317018468894,8000,0.03271892621544682,0.021721690706812492,500,0.002,100,1,6.655048243684779e-05,3.4005700511921416e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0018822257843189583,-0.001882225784402003
0.004701998914275349,0.002192595446586084,-53.36886531535925,8000,0.07881628678987389,0.09299964240306824,500,0.002,400,1,0.00017015019699188148,0.00015882026319643798,wsd_20000_24000.csv,WSD sharp,-0.00523045039261083,-0.021748173844712948
0.0038535563963712593,0.0020041384122843563,-47.99249819798735,8000,0.07882117112934564,0.09432344274255343,500,0.002,400,1,0.00017016216112340332,0.00015883827511477847,wsdld_20000_24000.csv,WSD linear,-0.0025327179106735542,-0.023834165468386015
0.008173606778800102,0.005233453951382069,-35.97130259610619,8000,0.031783300219353904,0.0504005806684353,500,0.002,400,1,6.472565485639192e-05,3.646740299732384e-05,wsdcon_3.csv,WSD-con 3e-5,0.00925028230980951,0.00886118742045916
