blend_mae,channel,delta_vs_first_error_pct,delta_vs_pure_pct,first_error_mae,pure_mpl_mae,scale,test_curve,test_label,variant,weight,win_vs_first_error,win_vs_pure
0.0019578634501983853,step,-1.3995517558006654,-26.705384359528427,0.001985653701441024,0.0026712241180200675,100,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.1,1,1
0.004404764019772827,smooth,-0.07865353761701277,-39.46550921938271,0.004408231249596974,0.007276453411883992,400,wsd_20000_24000.csv,WSD sharp,smooth_only,0.1,1,1
0.004128050495165381,smooth,-0.3837463911152472,-31.943457582097878,0.004143952764348088,0.006065618893503333,400,wsdld_20000_24000.csv,WSD linear,smooth_only,0.1,1,1
0.00591811866004153,step,0.41637706058488266,-61.516758701741495,0.005893579148420095,0.015378430871178581,400,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.1,0,1
0.0065314160483600095,step,-0.405206909125988,-27.69292077564438,0.006557989474811701,0.009032886016726277,400,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.1,1,1
0.004178630352969678,step,0.9996698889591871,-14.176230740197493,0.004137271297583188,0.004868849724276598,400,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.1,0,1
0.0034530667398549484,smooth,13.831891564108933,-19.758182896543374,0.0030334791879569334,0.004303325702859985,25,wsd_20000_24000.csv,WSD sharp,smooth_only,0.15,0,1
0.003584924206389085,smooth,11.717845696322971,-7.140807045332087,0.0032089091801266964,0.003860602372604268,25,wsdld_20000_24000.csv,WSD linear,smooth_only,0.15,0,1
0.003617506106515333,step,-10.644201670585174,-57.89389906387545,0.004048429060170452,0.008591406057766149,25,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.15,1,1
0.0042824595852063874,step,-1.174978315073305,-29.2414192147613,0.004333375811299792,0.006052212378600692,25,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.15,1,1
0.0036614169553211198,step,3.305927182561641,-11.439926958955382,0.003544246738960761,0.004134387912738256,25,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.15,0,1
0.002212378216313921,smooth,-3.1554487226222006,-49.080918943414375,0.002284463283822057,0.004344890305179187,100,wsd_20000_24000.csv,WSD sharp,smooth_only,0.15,1,1
0.0023890500570932336,smooth,-3.1540192070007467,-33.96548398454446,0.0024668551420834305,0.0036178807709199698,100,wsdld_20000_24000.csv,WSD linear,smooth_only,0.15,1,1
0.0035266901072324394,step,-0.6043744905511739,-55.51643443423715,0.003548134124773109,0.007928074250295227,100,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.15,1,1
0.004476543120493661,step,-0.8036290797590939,-28.45197536235998,0.004512809368896204,0.0062566970131816045,100,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.15,1,1
0.001945900667375657,step,-2.0020124373407944,-27.153223338745004,0.001985653701441024,0.0026712241180200675,100,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.15,1,1
0.0044048926797715235,smooth,-0.07573490673283834,-39.46374105031168,0.004408231249596974,0.007276453411883992,400,wsd_20000_24000.csv,WSD sharp,smooth_only,0.15,1,1
0.004121961635484788,smooth,-0.5306800080468244,-32.04384073816979,0.004143952764348088,0.006065618893503333,400,wsdld_20000_24000.csv,WSD linear,smooth_only,0.15,1,1
0.0059303884158524445,step,0.6245655908806658,-61.43697321573389,0.005893579148420095,0.015378430871178581,400,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.15,0,1
0.006518129335134245,step,-0.607810363687733,-27.840013445707545,0.006557989474811701,0.009032886016726277,400,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.15,1,1
0.004201450440435112,step,1.551243276925418,-13.707535077818545,0.004137271297583188,0.004868849724276598,400,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.15,0,1
0.0036022519661065497,smooth,18.749849361343006,-16.291440275773283,0.0030334791879569334,0.004303325702859985,25,wsd_20000_24000.csv,WSD sharp,smooth_only,0.2,0,1
0.0037172633045062103,smooth,15.84196048700397,-3.712867948152987,0.0032089091801266964,0.003860602372604268,25,wsdld_20000_24000.csv,WSD linear,smooth_only,0.2,0,1
0.0038081714024980552,step,-5.934589790299583,-55.67464304570168,0.004048429060170452,0.008591406057766149,25,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.2,1,1
0.004312304331163975,step,-0.4862601595935989,-28.748297954458003,0.004333375811299792,0.006052212378600692,25,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.2,1,1
0.0037130434460919967,step,4.762555193342144,-10.191217552375198,0.003544246738960761,0.004134387912738256,25,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.2,0,1
0.0021899206656112377,smooth,-4.138504605451276,-49.59779161741292,0.002284463283822057,0.004344890305179187,100,wsd_20000_24000.csv,WSD sharp,smooth_only,0.2,1,1
0.00236323672585839,smooth,-4.200425653592587,-34.67897712788759,0.0024668551420834305,0.0036178807709199698,100,wsdld_20000_24000.csv,WSD linear,smooth_only,0.2,1,1
0.003519733020681669,step,-0.8004518175663944,-55.60418697452789,0.003548134124773109,0.007928074250295227,100,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.2,1,1
