attenuation,audit,base_mae,base_tau,corr_mae,delta_pct,description,kappa,mode,nonharm,nuisance,route,scale,source_kappa,target_curve,target_label,tau,train_curves,win
1.0,fixed_tau_1024,0.002926482771138891,768.0,0.0027998942157975173,-4.325621069421482,one universal response time,0.0294283141811255,fixed_tau_1024,1,none,medium_step_drop,25,0.0294283141811255,wsdcon_9.csv,WSD-con 9e-5,1024.0,wsdcon_3+wsdcon_18,1
1.0,fixed_tau_1024,0.004934623402238123,768.0,0.005270732399937048,6.811239081516973,one universal response time,0.03552552622999952,fixed_tau_1024,0,none,medium_step_drop,100,0.03552552622999952,wsdcon_9.csv,WSD-con 9e-5,1024.0,wsdcon_3+wsdcon_18,0
1.0,fixed_tau_1024,0.006687305974578527,768.0,0.006661147756977851,-0.3911622662416736,one universal response time,0.053525155084339936,fixed_tau_1024,1,none,medium_step_drop,400,0.053525155084339936,wsdcon_9.csv,WSD-con 9e-5,1024.0,wsdcon_3+wsdcon_18,1
1.0,fixed_tau_1024,0.002504818961791151,512.0,0.0019014927417106927,-24.08661980301484,one universal response time,0.01687392772472973,fixed_tau_1024,1,none,weak_step_drop,25,0.01687392772472973,wsdcon_18.csv,WSD-con 18e-5,1024.0,wsdcon_9,1
1.0,fixed_tau_1024,0.0013816404339982303,512.0,0.00136994431650631,-0.8465384483626992,one universal response time,0.016631760126325456,fixed_tau_1024,1,none,weak_step_drop,100,0.016631760126325456,wsdcon_18.csv,WSD-con 18e-5,1024.0,wsdcon_9,1
1.0,fixed_tau_1024,0.0025579541942073844,512.0,0.0026978559946845273,5.469284821204279,one universal response time,0.029972285972073538,fixed_tau_1024,0,none,weak_step_drop,400,0.029972285972073538,wsdcon_18.csv,WSD-con 18e-5,1024.0,wsdcon_9,0
1.0,no_short_smooth_gate,0.00744534704076948,8192.0,0.006376339058971219,-14.358067877085535,allows short smooth cosine to receive transient correction,0.010778379494651007,no_short_smooth_gate,1,none,smooth_decay_no_short_gate,25,0.010778379494651007,cosine_72000.csv,Cosine,8192.0,wsdcon_3,1
1.0,no_short_smooth_gate,0.007265129575917493,8192.0,0.0062209427233865825,-14.372584020967627,allows short smooth cosine to receive transient correction,0.010529130678293495,no_short_smooth_gate,1,none,smooth_decay_no_short_gate,100,0.010529130678293495,cosine_72000.csv,Cosine,8192.0,wsdcon_3,1
1.0,no_short_smooth_gate,0.005612615040270773,8192.0,0.004228840341558729,-24.654723133216805,allows short smooth cosine to receive transient correction,0.020647941159521073,no_short_smooth_gate,1,none,smooth_decay_no_short_gate,400,0.020647941159521073,cosine_72000.csv,Cosine,8192.0,wsdcon_3,1
1.0,no_short_smooth_gate,0.003408385839825258,5120.0,0.002015953973310823,-40.8531173391397,allows short smooth cosine to receive transient correction,0.017661820970813195,no_short_smooth_gate,1,none,finite_tail,25,0.017661820970813195,wsd_20000_24000.csv,WSD sharp,5120.0,wsdld_20000_24000,1
1.0,no_short_smooth_gate,0.0037480705220761528,5120.0,0.0015319686879696078,-59.126471101696055,allows short smooth cosine to receive transient correction,0.02722931495058765,no_short_smooth_gate,1,none,finite_tail,100,0.02722931495058765,wsd_20000_24000.csv,WSD sharp,5120.0,wsdld_20000_24000,1
1.0,no_short_smooth_gate,0.004701998914275349,5120.0,0.0017404710026445599,-62.98444482068126,allows short smooth cosine to receive transient correction,0.03539944906810893,no_short_smooth_gate,1,none,finite_tail,400,0.03539944906810893,wsd_20000_24000.csv,WSD sharp,5120.0,wsdld_20000_24000,1
1.0,no_short_smooth_gate,0.0031360955249893426,5120.0,0.002071816228986321,-33.93644382074867,allows short smooth cosine to receive transient correction,0.017299103194726963,no_short_smooth_gate,1,none,finite_tail,25,0.017299103194726963,wsdld_20000_24000.csv,WSD linear,5120.0,wsd_20000_24000,1
1.0,no_short_smooth_gate,0.003248313740665229,5120.0,0.0015788212898153425,-51.39566507845967,allows short smooth cosine to receive transient correction,0.027361447541414962,no_short_smooth_gate,1,none,finite_tail,100,0.027361447541414962,wsdld_20000_24000.csv,WSD linear,5120.0,wsd_20000_24000,1
1.0,no_short_smooth_gate,0.0038535563963712593,5120.0,0.0017453231921253076,-54.70876736697537,allows short smooth cosine to receive transient correction,0.03694554593362135,no_short_smooth_gate,1,none,finite_tail,400,0.03694554593362135,wsdld_20000_24000.csv,WSD linear,5120.0,wsd_20000_24000,1
1.0,no_short_smooth_gate,0.004487187642230267,1536.0,0.0018681653954806699,-58.366675422734595,allows short smooth cosine to receive transient correction,0.029234822517060725,no_short_smooth_gate,1,none,full_step_drop,25,0.029234822517060725,wsdcon_3.csv,WSD-con 3e-5,1536.0,wsd_20000_24000+wsdld_20000_24000,1
1.0,no_short_smooth_gate,0.0056693997340904675,1536.0,0.0032348401535444594,-42.94210489175501,allows short smooth cosine to receive transient correction,0.04558388881020212,no_short_smooth_gate,1,none,full_step_drop,100,0.04558388881020212,wsdcon_3.csv,WSD-con 3e-5,1536.0,wsd_20000_24000+wsdld_20000_24000,1
1.0,no_short_smooth_gate,0.008173606778800102,1536.0,0.0034115360398824447,-58.26155903742578,allows short smooth cosine to receive transient correction,0.06008455401630307,no_short_smooth_gate,1,none,full_step_drop,400,0.06008455401630307,wsdcon_3.csv,WSD-con 3e-5,1536.0,wsd_20000_24000+wsdld_20000_24000,1
1.0,no_short_smooth_gate,0.002926482771138891,768.0,0.002454975997545174,-16.11172217529311,allows short smooth cosine to receive transient correction,0.03116516808947806,no_short_smooth_gate,1,none,medium_step_drop,25,0.03116516808947806,wsdcon_9.csv,WSD-con 9e-5,768.0,wsdcon_3+wsdcon_18,1
1.0,no_short_smooth_gate,0.004934623402238123,768.0,0.004914389617512897,-0.410037060093571,allows short smooth cosine to receive transient correction,0.03787927416574922,no_short_smooth_gate,1,none,medium_step_drop,100,0.03787927416574922,wsdcon_9.csv,WSD-con 9e-5,768.0,wsdcon_3+wsdcon_18,1
1.0,no_short_smooth_gate,0.006687305974578527,768.0,0.006082274405733512,-9.04746352484862,allows short smooth cosine to receive transient correction,0.056161019345171766,no_short_smooth_gate,1,none,medium_step_drop,400,0.056161019345171766,wsdcon_9.csv,WSD-con 9e-5,768.0,wsdcon_3+wsdcon_18,1
1.0,no_short_smooth_gate,0.002504818961791151,512.0,0.00209613761197458,-16.315803898431447,allows short smooth cosine to receive transient correction,0.02147010144323278,no_short_smooth_gate,1,none,weak_step_drop,25,0.02147010144323278,wsdcon_18.csv,WSD-con 18e-5,512.0,wsdcon_9,1
1.0,no_short_smooth_gate,0.0013816404339982303,512.0,0.0012184901180827513,-11.808449716787027,allows short smooth cosine to receive transient correction,0.024039524082155365,no_short_smooth_gate,1,none,weak_step_drop,100,0.024039524082155365,wsdcon_18.csv,WSD-con 18e-5,512.0,wsdcon_9,1
1.0,no_short_smooth_gate,0.0025579541942073844,512.0,0.002378104999390537,-7.030977928538551,allows short smooth cosine to receive transient correction,0.039003369467519484,no_short_smooth_gate,1,none,weak_step_drop,400,0.039003369467519484,wsdcon_18.csv,WSD-con 18e-5,512.0,wsdcon_9,1
1.0,no_short_smooth_gate,0.004428106847791531,8192.0,0.005646997654307747,27.526228440583456,allows short smooth cosine to receive transient correction,0.010778379494651007,no_short_smooth_gate,0,none,smooth_decay_no_short_gate,25,0.010778379494651007,cosine_24000.csv,Cosine 24k,8192.0,wsdcon_3,0
1.0,no_short_smooth_gate,0.0032781062167547585,8192.0,0.004507504299012479,37.503302241218805,allows short smooth cosine to receive transient correction,0.010529130678293495,no_short_smooth_gate,0,none,smooth_decay_no_short_gate,100,0.010529130678293495,cosine_24000.csv,Cosine 24k,8192.0,wsdcon_3,0
1.0,no_short_smooth_gate,0.007134640765897494,8192.0,0.011923612444100102,67.12281438321561,allows short smooth cosine to receive transient correction,0.020647941159521073,no_short_smooth_gate,0,none,smooth_decay_no_short_gate,400,0.020647941159521073,cosine_24000.csv,Cosine 24k,8192.0,wsdcon_3,0
1.0,no_short_smooth_gate,0.003761619732988638,0.0,0.003761619732988638,0.0,allows short smooth cosine to receive transient correction,0.0,no_short_smooth_gate,1,none,no_lr_drop,25,0.0,constant_24000.csv,Constant 24k,0.0,none,0
1.0,no_short_smooth_gate,0.001848699219840022,0.0,0.001848699219840022,0.0,allows short smooth cosine to receive transient correction,0.0,no_short_smooth_gate,1,none,no_lr_drop,100,0.0,constant_24000.csv,Constant 24k,0.0,none,0
1.0,no_short_smooth_gate,0.001679822173746335,0.0,0.001679822173746335,0.0,allows short smooth cosine to receive transient correction,0.0,no_short_smooth_gate,1,none,no_lr_drop,400,0.0,constant_24000.csv,Constant 24k,0.0,none,0
1.0,no_short_smooth_gate,0.0015795124507172926,0.0,0.0015795124507172926,0.0,allows short smooth cosine to receive transient correction,0.0,no_short_smooth_gate,1,none,no_lr_drop,25,0.0,constant_72000.csv,Constant 72k,0.0,none,0
1.0,no_short_smooth_gate,0.004776169698442608,0.0,0.004776169698442608,0.0,allows short smooth cosine to receive transient correction,0.0,no_short_smooth_gate,1,none,no_lr_drop,100,0.0,constant_72000.csv,Constant 72k,0.0,none,0
1.0,no_short_smooth_gate,0.004118245803084534,0.0,0.004118245803084534,0.0,allows short smooth cosine to receive transient correction,0.0,no_short_smooth_gate,1,none,no_lr_drop,400,0.0,constant_72000.csv,Constant 72k,0.0,none,0
1.0,strict_cross_family_p3,0.00744534704076948,8192.0,0.006376339058971219,-14.358067877085535,"no same-family source, no nuisance, drop-cubed weak-step attenuation",0.010778379494651007,strict_cross_family_p3,1,none,smooth_from_full_step,25,0.010778379494651007,cosine_72000.csv,Cosine,8192.0,wsdcon_3,1
1.0,strict_cross_family_p3,0.007265129575917493,8192.0,0.0062209427233865825,-14.372584020967627,"no same-family source, no nuisance, drop-cubed weak-step attenuation",0.010529130678293495,strict_cross_family_p3,1,none,smooth_from_full_step,100,0.010529130678293495,cosine_72000.csv,Cosine,8192.0,wsdcon_3,1
1.0,strict_cross_family_p3,0.005612615040270773,8192.0,0.004228840341558729,-24.654723133216805,"no same-family source, no nuisance, drop-cubed weak-step attenuation",0.020647941159521073,strict_cross_family_p3,1,none,smooth_from_full_step,400,0.020647941159521073,cosine_72000.csv,Cosine,8192.0,wsdcon_3,1
1.0,strict_cross_family_p3,0.003408385839825258,3072.0,0.0023975871670285235,-29.656227912522848,"no same-family source, no nuisance, drop-cubed weak-step attenuation",0.014310314488262638,strict_cross_family_p3,1,none,finite_tail_from_steps,25,0.014310314488262638,wsd_20000_24000.csv,WSD sharp,3072.0,wsdcon_18+wsdcon_3+wsdcon_9,1
1.0,strict_cross_family_p3,0.0037480705220761528,3072.0,0.002835207270058507,-24.355551653600884,"no same-family source, no nuisance, drop-cubed weak-step attenuation",0.012999822684978587,strict_cross_family_p3,1,none,finite_tail_from_steps,100,0.012999822684978587,wsd_20000_24000.csv,WSD sharp,3072.0,wsdcon_18+wsdcon_3+wsdcon_9,1
1.0,strict_cross_family_p3,0.004701998914275349,3072.0,0.0030324667375916663,-35.506860106133885,"no same-family source, no nuisance, drop-cubed weak-step attenuation",0.02358505053557881,strict_cross_family_p3,1,none,finite_tail_from_steps,400,0.02358505053557881,wsd_20000_24000.csv,WSD sharp,3072.0,wsdcon_18+wsdcon_3+wsdcon_9,1
1.0,strict_cross_family_p3,0.0031360955249893426,3072.0,0.0023448523506054563,-25.230200039476646,"no same-family source, no nuisance, drop-cubed weak-step attenuation",0.014310314488262638,strict_cross_family_p3,1,none,finite_tail_from_steps,25,0.014310314488262638,wsdld_20000_24000.csv,WSD linear,3072.0,wsdcon_18+wsdcon_3+wsdcon_9,1
1.0,strict_cross_family_p3,0.003248313740665229,3072.0,0.002533733442190611,-21.99850000721535,"no same-family source, no nuisance, drop-cubed weak-step attenuation",0.012999822684978587,strict_cross_family_p3,1,none,finite_tail_from_steps,100,0.012999822684978587,wsdld_20000_24000.csv,WSD linear,3072.0,wsdcon_18+wsdcon_3+wsdcon_9,1
1.0,strict_cross_family_p3,0.0038535563963712593,3072.0,0.002545794045851396,-33.93650477650544,"no same-family source, no nuisance, drop-cubed weak-step attenuation",0.02358505053557881,strict_cross_family_p3,1,none,finite_tail_from_steps,400,0.02358505053557881,wsdld_20000_24000.csv,WSD linear,3072.0,wsdcon_18+wsdcon_3+wsdcon_9,1
1.0,strict_cross_family_p3,0.004487187642230267,1536.0,0.0018681653954806699,-58.366675422734595,"no same-family source, no nuisance, drop-cubed weak-step attenuation",0.029234822517060725,strict_cross_family_p3,1,none,full_step_from_finite_tail,25,0.029234822517060725,wsdcon_3.csv,WSD-con 3e-5,1536.0,wsd_20000_24000+wsdld_20000_24000,1
