base_mae,coef,corr_mae,delta_pct,denominator,group,lambda,locality,locality_factor,response_rule,scale,shrinkage,source_dot,source_full_norm,source_perp_norm,source_retention,test_curve,test_label,win
0.002926482771138891,0.03208308197767467,0.0023533449816484976,-19.58452635165684,0.0030469413165982065,core_wsd,18.05070782708191,none,1.0,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,0.03208308197767467,0.0021572199256494127,-13.877211944019152,0.0030469413165982065,core_wsd,18.05070782708191,none,1.0,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,wsdcon_18.csv,WSD-con 18e-5,1
0.004428106847791531,0.03208308197767467,0.004650269363310542,5.017099251564172,0.0030469413165982065,extra_control,18.05070782708191,none,1.0,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,cosine_24000.csv,Cosine 24k,0
0.003761619732988638,0.03208308197767467,0.003761619732988638,0.0,0.0030469413165982065,extra_control,18.05070782708191,none,1.0,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,constant_24000.csv,Constant 24k,0
0.0015795124507172926,0.03208308197767467,0.0015795124507172926,0.0,0.0030469413165982065,extra_control,18.05070782708191,none,1.0,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,constant_72000.csv,Constant 72k,0
0.0037480705220761528,0.0453488872370202,0.0029185254702417994,-22.132589206855346,0.0030469413165982065,core_wsd,18.05070782708191,none,1.0,fixed_lambda_obs,100,ridge_tau_0p05,0.00013817539818422993,0.1697216607782859,0.023386776532865874,0.018987430013762012,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,0.0453488872370202,0.0026130361883471087,-19.55714881740519,0.0030469413165982065,core_wsd,18.05070782708191,none,1.0,fixed_lambda_obs,100,ridge_tau_0p05,0.00013817539818422993,0.1697216607782859,0.023386776532865874,0.018987430013762012,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,0.0453488872370202,0.0040726216915784865,-28.16485196678673,0.0030469413165982065,core_wsd,18.05070782708191,none,1.0,fixed_lambda_obs,100,ridge_tau_0p05,0.00013817539818422993,0.1697216607782859,0.023386776532865874,0.018987430013762012,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,0.0453488872370202,0.004881039589362692,-1.085874412445098,0.0030469413165982065,core_wsd,18.05070782708191,none,1.0,fixed_lambda_obs,100,ridge_tau_0p05,0.00013817539818422993,0.1697216607782859,0.023386776532865874,0.018987430013762012,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,0.0453488872370202,0.001295473814660953,-6.236544416113099,0.0030469413165982065,core_wsd,18.05070782708191,none,1.0,fixed_lambda_obs,100,ridge_tau_0p05,0.00013817539818422993,0.1697216607782859,0.023386776532865874,0.018987430013762012,wsdcon_18.csv,WSD-con 18e-5,1
0.0032781062167547585,0.0453488872370202,0.003590204307922596,9.520682690898475,0.0030469413165982065,extra_control,18.05070782708191,none,1.0,fixed_lambda_obs,100,ridge_tau_0p05,0.00013817539818422993,0.1697216607782859,0.023386776532865874,0.018987430013762012,cosine_24000.csv,Cosine 24k,0
0.001848699219840022,0.0453488872370202,0.001848699219840022,0.0,0.0030469413165982065,extra_control,18.05070782708191,none,1.0,fixed_lambda_obs,100,ridge_tau_0p05,0.00013817539818422993,0.1697216607782859,0.023386776532865874,0.018987430013762012,constant_24000.csv,Constant 24k,0
0.004776169698442608,0.0453488872370202,0.004776169698442608,0.0,0.0030469413165982065,extra_control,18.05070782708191,none,1.0,fixed_lambda_obs,100,ridge_tau_0p05,0.00013817539818422993,0.1697216607782859,0.023386776532865874,0.018987430013762012,constant_72000.csv,Constant 72k,0
0.004701998914275349,0.06381815428261353,0.0035401105523859824,-24.71051956991852,0.0030494507368039473,core_wsd,18.05070782708191,none,1.0,fixed_lambda_obs,400,ridge_tau_0p05,0.00019461031759858383,0.16972427165544524,0.02344036554330898,0.019073959353122782,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,0.06381815428261353,0.002956000981046907,-23.291612292726384,0.0030494507368039473,core_wsd,18.05070782708191,none,1.0,fixed_lambda_obs,400,ridge_tau_0p05,0.00019461031759858383,0.16972427165544524,0.02344036554330898,0.019073959353122782,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,0.06381815428261353,0.0036406167332505446,-55.4588710739888,0.0030494507368039473,core_wsd,18.05070782708191,none,1.0,fixed_lambda_obs,400,ridge_tau_0p05,0.00019461031759858383,0.16972427165544524,0.02344036554330898,0.019073959353122782,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,0.06381815428261353,0.005915179967082861,-11.546144447866835,0.0030494507368039473,core_wsd,18.05070782708191,none,1.0,fixed_lambda_obs,400,ridge_tau_0p05,0.00019461031759858383,0.16972427165544524,0.02344036554330898,0.019073959353122782,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,0.06381815428261353,0.002393310344397601,-6.436544101635111,0.0030494507368039473,core_wsd,18.05070782708191,none,1.0,fixed_lambda_obs,400,ridge_tau_0p05,0.00019461031759858383,0.16972427165544524,0.02344036554330898,0.019073959353122782,wsdcon_18.csv,WSD-con 18e-5,1
0.007134640765897494,0.06381815428261353,0.008419457014897614,18.008142121763825,0.0030494507368039473,extra_control,18.05070782708191,none,1.0,fixed_lambda_obs,400,ridge_tau_0p05,0.00019461031759858383,0.16972427165544524,0.02344036554330898,0.019073959353122782,cosine_24000.csv,Cosine 24k,0
0.001679822173746335,0.06381815428261353,0.001679822173746335,0.0,0.0030494507368039473,extra_control,18.05070782708191,none,1.0,fixed_lambda_obs,400,ridge_tau_0p05,0.00019461031759858383,0.16972427165544524,0.02344036554330898,0.019073959353122782,constant_24000.csv,Constant 24k,0
0.004118245803084534,0.06381815428261353,0.004118245803084534,0.0,0.0030494507368039473,extra_control,18.05070782708191,none,1.0,fixed_lambda_obs,400,ridge_tau_0p05,0.00019461031759858383,0.16972427165544524,0.02344036554330898,0.019073959353122782,constant_72000.csv,Constant 72k,0
0.003408385839825258,0.03208308197767467,0.0029261729354304908,-14.147837922583594,0.0030469413165982065,core_wsd,18.05070782708191,linear,0.8168498168498168,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,0.03208308197767467,0.0027668099353487124,-11.77532975950677,0.0030469413165982065,core_wsd,18.05070782708191,linear,0.8168498168498168,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,0.03208308197767467,0.0024910175363086415,-44.48599579690118,0.0030469413165982065,core_wsd,18.05070782708191,linear,0.9998554913294798,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,0.03208308197767467,0.002353239298521284,-19.588137619362065,0.0030469413165982065,core_wsd,18.05070782708191,linear,0.9998554913294798,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,0.03208308197767467,0.0021572382570184765,-13.876480099948052,0.0030469413165982065,core_wsd,18.05070782708191,linear,0.9998554913294798,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,wsdcon_18.csv,WSD-con 18e-5,1
0.004428106847791531,0.03208308197767467,0.004428106847791531,0.0,0.0030469413165982065,extra_control,18.05070782708191,linear,0.0,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,cosine_24000.csv,Cosine 24k,0
0.003761619732988638,0.03208308197767467,0.003761619732988638,0.0,0.0030469413165982065,extra_control,18.05070782708191,linear,0.0,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,constant_24000.csv,Constant 24k,0
0.0015795124507172926,0.03208308197767467,0.0015795124507172926,0.0,0.0030469413165982065,extra_control,18.05070782708191,linear,0.0,fixed_lambda_obs,25,ridge_tau_0p05,9.775526804158425e-05,0.1697216607782859,0.023386776532865874,0.018987430013762012,constant_72000.csv,Constant 72k,0
