base_mae,basis,corr_mae,delta_pct,estimator,kappa,scale,test_curve,test_label,train_curve,train_label,win
0.004701998914275349,mpl_all7,0.0037648535611774924,-19.930786250346998,current_smooth_cap,0.03,400,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.0038535563963712593,mpl_all7,0.00318024871497847,-17.472371288683263,current_smooth_cap,0.03,400,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.008173606778800102,mpl_all7,0.005189834252286286,-36.504967846665096,current_smooth_cap,0.03,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,mpl_all7,0.006139416293167459,-8.192980603756506,current_smooth_cap,0.03,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.0025579541942073844,mpl_all7,0.002378562626322739,-7.013087579554256,current_smooth_cap,0.03,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.00744534704076948,mpl_all7,0.007262155632494842,-2.4604817918024824,current_smooth_cap,0.016123998342434335,25,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.003408385839825258,mpl_all7,0.002906008026121521,-14.739464289333304,current_smooth_cap,0.016123998342434335,25,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.0031360955249893426,mpl_all7,0.0027745860048918867,-11.527375911123894,current_smooth_cap,0.016123998342434335,25,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.004487187642230267,mpl_all7,0.00276877336715227,-38.29601995926103,current_smooth_cap,0.016123998342434335,25,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,mpl_all7,0.0021995980141996815,-24.838169700084368,current_smooth_cap,0.016123998342434335,25,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,mpl_all7,0.002174911768190958,-13.170899719007313,current_smooth_cap,0.016123998342434335,25,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.007265129575917493,mpl_all7,0.0070900242569639175,-2.4102160480938384,current_smooth_cap,0.015417429288355378,100,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.0037480705220761528,mpl_all7,0.0032705165265943486,-12.741328976309518,current_smooth_cap,0.015417429288355378,100,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.003248313740665229,mpl_all7,0.0029046673633412096,-10.579223706809893,current_smooth_cap,0.015417429288355378,100,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.0056693997340904675,mpl_all7,0.004487043306870582,-20.855054903084348,current_smooth_cap,0.015417429288355378,100,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,mpl_all7,0.004657592517362759,-5.61402284011614,current_smooth_cap,0.015417429288355378,100,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,mpl_all7,0.0012209074353852583,-11.633489774748295,current_smooth_cap,0.015417429288355378,100,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.005612615040270773,mpl_all7,0.005402783176065694,-3.7385757387514817,current_smooth_cap,0.028319874737456927,400,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.004701998914275349,mpl_all7,0.0038173376139246373,-18.814579000962006,current_smooth_cap,0.028319874737456927,400,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.0038535563963712593,mpl_all7,0.0032179567564775504,-16.493845542061557,current_smooth_cap,0.028319874737456927,400,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.008173606778800102,mpl_all7,0.005271658542672359,-35.50388848720411,current_smooth_cap,0.028319874737456927,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,mpl_all7,0.006143511909890546,-8.131735959969365,current_smooth_cap,0.028319874737456927,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,mpl_all7,0.002381746108595886,-6.888633346544304,current_smooth_cap,0.028319874737456927,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.00744534704076948,mpl_all7,0.007104504643522665,-4.577924915795317,current_smooth_cap,0.03,25,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,mpl_all7,0.0024765307546488566,-27.340070313875486,current_smooth_cap,0.03,25,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0031360955249893426,mpl_all7,0.002463477891782212,-21.447613054115,current_smooth_cap,0.03,25,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.004487187642230267,mpl_all7,0.004499920167834441,0.28375291205440245,current_smooth_cap,0.03,25,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,0
0.002926482771138891,mpl_all7,0.0029828555483020704,1.9262979341320818,current_smooth_cap,0.03,25,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,0
0.002504818961791151,mpl_all7,0.0019498494402122508,-22.156073155165323,current_smooth_cap,0.03,25,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.007265129575917493,mpl_all7,0.007058682444499193,-2.8416166464894532,current_smooth_cap,0.018176969548648343,100,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,mpl_all7,0.0031850399239553543,-15.021878451980708,current_smooth_cap,0.018176969548648343,100,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.003248313740665229,mpl_all7,0.0028431586645955792,-12.472781523458298,current_smooth_cap,0.018176969548648343,100,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.0056693997340904675,mpl_all7,0.004429667023703562,-21.86708943686424,current_smooth_cap,0.018176969548648343,100,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.004934623402238123,mpl_all7,0.004677685497038885,-5.206839190255175,current_smooth_cap,0.018176969548648343,100,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0013816404339982303,mpl_all7,0.001223030488182998,-11.47982802994859,current_smooth_cap,0.018176969548648343,100,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.005612615040270773,mpl_all7,0.005426573858749628,-3.3146969850290975,current_smooth_cap,0.024969897457568967,400,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,mpl_all7,0.003921984801952314,-16.58898963066321,current_smooth_cap,0.024969897457568967,400,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0038535563963712593,mpl_all7,0.0032931422709788828,-14.542777313966294,current_smooth_cap,0.024969897457568967,400,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.008173606778800102,mpl_all7,0.005481177532129967,-32.9405282090826,current_smooth_cap,0.024969897457568967,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.006687305974578527,mpl_all7,0.006164121117131616,-7.8235519570328265,current_smooth_cap,0.024969897457568967,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0025579541942073844,mpl_all7,0.0023918133686931047,-6.495066482836709,current_smooth_cap,0.024969897457568967,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.00744534704076948,mpl_all7,0.007399896011591509,-0.610462197787276,eb_q75,0.004000473199206422,25,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.003408385839825258,mpl_all7,0.003283742501559181,-3.656960922958974,eb_q75,0.004000473199206422,25,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0031360955249893426,mpl_all7,0.0030464025644907173,-2.8600200403312015,eb_q75,0.004000473199206422,25,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.004487187642230267,mpl_all7,0.003877875747226974,-13.57892612443653,eb_q75,0.004000473199206422,25,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.002926482771138891,mpl_all7,0.002713219853113182,-7.287345756104147,eb_q75,0.004000473199206422,25,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.002504818961791151,mpl_all7,0.0024229667525441714,-3.2677894289193765,eb_q75,0.004000473199206422,25,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.007265129575917493,mpl_all7,0.007214554788501453,-0.6961305629521797,eb_q75,0.004452938456810804,100,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.0037480705220761528,mpl_all7,0.0036101410065965058,-3.6800138809353067,eb_q75,0.004452938456810804,100,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.003248313740665229,mpl_all7,0.003149060088158733,-3.0555439046404897,eb_q75,0.004452938456810804,100,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.0056693997340904675,mpl_all7,0.005186450944408025,-8.518517168201068,eb_q75,0.004452938456810804,100,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.004934623402238123,mpl_all7,0.004802885484555057,-2.669665077649397,eb_q75,0.004452938456810804,100,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0013816404339982303,mpl_all7,0.0013154668014456403,-4.789497391958553,eb_q75,0.004452938456810804,100,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.005612615040270773,mpl_all7,0.005590571294862075,-0.39275356051561294,eb_q75,0.002845347927568272,400,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.004701998914275349,mpl_all7,0.004613115427999776,-1.8903340450743378,eb_q75,0.002845347927568272,400,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0038535563963712593,mpl_all7,0.0037896965758423685,-1.6571658478652385,eb_q75,0.002845347927568272,400,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.008173606778800102,mpl_all7,0.007774089841272921,-4.887890356597646,eb_q75,0.002845347927568272,400,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.006687305974578527,mpl_all7,0.006578919216236778,-1.6207835973675477,eb_q75,0.002845347927568272,400,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0025579541942073844,mpl_all7,0.0025170716854547104,-1.5982502284542233,eb_q75,0.002845347927568272,400,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.00744534704076948,mpl_all7,0.007104504643522665,-4.577924915795317,eb_q75,0.03,25,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.003408385839825258,mpl_all7,0.0024765307546488566,-27.340070313875486,eb_q75,0.03,25,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,mpl_all7,0.002463477891782212,-21.447613054115,eb_q75,0.03,25,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.004487187642230267,mpl_all7,0.004499920167834441,0.28375291205440245,eb_q75,0.03,25,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,0
0.002926482771138891,mpl_all7,0.0029828555483020704,1.9262979341320818,eb_q75,0.03,25,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.002504818961791151,mpl_all7,0.0019498494402122508,-22.156073155165323,eb_q75,0.03,25,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.007265129575917493,mpl_all7,0.006924400945329565,-4.689918149806682,eb_q75,0.03,100,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.0037480705220761528,mpl_all7,0.002818822228051241,-24.792711037629502,eb_q75,0.03,100,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,mpl_all7,0.0025796295439096018,-20.585579169415013,eb_q75,0.03,100,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.0056693997340904675,mpl_all7,0.004962184624574027,-12.474250232593597,eb_q75,0.03,100,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1
0.004934623402238123,mpl_all7,0.0050991892433450816,3.3349219928783036,eb_q75,0.03,100,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.0013816404339982303,mpl_all7,0.0013346454793919133,-3.4013881940557877,eb_q75,0.03,100,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.005612615040270773,mpl_all7,0.00539085135574248,-3.95116506186739,eb_q75,0.03,400,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.004701998914275349,mpl_all7,0.0037648535611774924,-19.930786250346998,eb_q75,0.03,400,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,mpl_all7,0.00318024871497847,-17.472371288683263,eb_q75,0.03,400,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.008173606778800102,mpl_all7,0.005189834252286286,-36.504967846665096,eb_q75,0.03,400,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1
0.006687305974578527,mpl_all7,0.006139416293167459,-8.192980603756506,eb_q75,0.03,400,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1
0.0025579541942073844,mpl_all7,0.002378562626322739,-7.013087579554256,eb_q75,0.03,400,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.00744534704076948,mpl_all7,0.007104504643522665,-4.577924915795317,eb_q75,0.03,25,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.003408385839825258,mpl_all7,0.0024765307546488566,-27.340070313875486,eb_q75,0.03,25,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.0031360955249893426,mpl_all7,0.002463477891782212,-21.447613054115,eb_q75,0.03,25,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,mpl_all7,0.004499920167834441,0.28375291205440245,eb_q75,0.03,25,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,0
