amp_raw,bic,corr,drop_eff_steps,edf,estimator,feature_l2,feature_max,feature_mean,feature_peak_to_mean,gcv,kappa,lambda,max_drop,max_mode,nuisance_family,orth_corr,orth_feature_l2,orth_feature_retention,orth_projection_dot,orth_raw_kappa,orth_resid_scale,phi_norm,positive_overlap,projection_dot,r2,raw_kappa,resid_robust_scale,resid_std,scale,smooth_id_weight,smooth_order,tau,total_drop,train_curve,train_label
0.14844057858281434,-6889.8569268356105,-0.038338926020639534,56610.171676919636,3.2864511803832452,fixed_lam0p025,0.09507465016576863,0.021193750734399514,0.01136141324156027,1.865415004611606,5.906181918725236e-09,0.013726751746260557,0.025,2.0242220699289173e-05,12,soft_dct_sobolev_auto,0.15401899231290866,0.0018439629526421082,0.019394896004634704,0.0002758509265382592,0.14959678346194988,0.0011466097085358763,0.30834177492803116,1.0,0.04577043147156886,-1.723657766871502,0.4814157232423704,0.0033523329863594025,0.00295752667238241,25,8.414274335231301e-05,2,0.030898198785299612,0.899999999544725,cosine_72000.csv,Cosine
0.16522964359660816,-7227.718162689886,0.42486160576900356,56610.171676919636,3.2864511803832452,fixed_lam0p025,0.09507465016576863,0.021193750734399514,0.01136141324156027,1.865415004611606,3.1810334012402216e-09,0.024663936315154514,0.025,2.0242220699289173e-05,12,soft_dct_sobolev_auto,0.3770840681741032,0.0018439629526421082,0.019394896004634704,0.0004956430924358649,0.2687923267252666,0.0015148531384746168,0.30834177492803116,0.999987037612911,0.05094720157730417,-0.16542168679991298,0.5358652541815775,0.005447659472037359,0.0038620886323853807,100,8.414274335231301e-05,2,0.030898198785299612,0.899999999544725,cosine_72000.csv,Cosine
0.10557334737191665,-6499.321254533153,0.5519162762632617,56610.171676919636,3.2864511803832452,fixed_lam0p025,0.09508274050125376,0.021193824707322208,0.011363254984441705,1.8651191701972967,1.2076560006682299e-08,0.04354280271463634,0.025,2.0242220699289173e-05,12,soft_dct_sobolev_auto,0.34105300632588476,0.0018539808962029205,0.01949860601860202,0.0008758239058169527,0.47240179637810714,0.0013040098700053257,0.30835489375272407,0.9545670409774167,0.03255405831198679,0.26323285722447143,0.3423761046470629,0.00695246595891458,0.006097469982571264,400,8.414356205870405e-05,2,0.030898198785299612,0.899999999544725,cosine_72000.csv,Cosine
0.046337416182712206,-2107.7759943600963,0.7998285798301223,2842.3242127574717,3.2864511803832452,fixed_lam0p025,0.9438286145394619,0.19020175165830108,0.03115714868201178,6.104594281058583,2.2840658944875416e-08,0.01592261990143338,0.025,0.0005754806207201073,12,soft_dct_sobolev_auto,0.6321081086693016,0.1827538078843698,0.1936302895134663,0.006808474100701291,0.0372548959691668,0.0018810695523709807,0.9715084222689281,1.0,0.04501719008768543,0.4716764687439958,0.04769636075258369,0.0015772934021270055,0.003323870938767359,25,0.8876272844795522,2,0.07351091520805572,0.8999424188010638,wsd_20000_24000.csv,WSD sharp
0.07327143445958952,-2054.979553328232,0.9645067924639876,2842.3242127574717,3.2864511803832452,fixed_lam0p025,0.9438286145394619,0.19020175165830108,0.030974943134163758,6.140503659182457,3.3253914595963316e-08,0.02651047811615648,0.025,0.0005754806207201073,12,soft_dct_sobolev_auto,0.8667710586433557,0.18461354364959767,0.1956007063206907,0.01139005230496033,0.06169673188538653,0.0016072378014742245,0.9715084222689281,1.0,0.071183815689217,0.8341842773155973,0.07542027714846399,0.0012062006480936325,0.004656444054153262,100,0.8876272844795522,2,0.07351091520805572,0.8999424188010638,wsd_20000_24000.csv,WSD sharp
0.09880355762866455,-1859.9392539463856,0.9630825252534042,2842.3242127574717,3.2864511803832452,fixed_lam0p025,0.9529421754440708,0.19021940771026472,0.031238178436595314,6.089324577499179,1.0403829353884651e-07,0.0468009749861305,0.025,0.0005754806207201073,12,soft_dct_sobolev_auto,0.8693028662068965,0.18434656401645,0.1934498952473633,0.020190793822043373,0.10952628235718928,0.0022398598484212697,0.9761875718549539,1.0,0.09645080501215705,0.8864955854076416,0.10121370162592605,0.001953267821735734,0.007813071286942936,400,0.8876316940905121,2,0.07351091520805572,0.8999424188010638,wsd_20000_24000.csv,WSD sharp
0.038587065976002644,-2125.91455337295,0.7421776614409937,3999.000000000001,3.2864511803832452,fixed_lam0p025,0.5721837247862505,0.24895816290543804,0.022420587773571067,11.103998049458134,2.0529129502500734e-08,0.018467299542585414,0.025,0.0002250000000002901,12,soft_dct_sobolev_auto,0.6084431130234056,0.13942632798017607,0.2436740542249105,0.005426859001907614,0.03892277076019112,0.0016305845255073501,0.7564282681036256,1.0,0.029188347487428018,0.31811865147097595,0.0510121945505036,0.001547371771584771,0.002939418314843967,25,0.7652294183995945,2,0.07506249912819138,0.899775,wsdld_20000_24000.csv,WSD linear
0.05960235876750827,-2093.98449699978,0.9575628569010615,3999.000000000001,3.2864511803832452,fixed_lam0p025,0.5721837247862505,0.24895816290543804,0.02228947322518761,11.169315685043184,2.64716250522827e-08,0.030249615848197745,0.025,0.0002250000000002901,12,soft_dct_sobolev_auto,0.8721144528773501,0.14076693149846634,0.2460170141173665,0.008928577152861761,0.06342808682278507,0.0013600221402810598,0.7564282681036256,1.0,0.04508490901739723,0.75809798956189,0.07879446245039477,0.0012062006480936325,0.003785289883168282,100,0.7652294183995945,2,0.07506249912819138,0.899775,wsdld_20000_24000.csv,WSD linear
0.07801302235327828,-1897.9846400536514,0.9545284127726327,3999.000000000001,3.2864511803832452,fixed_lam0p025,0.5890891345460179,0.25331762618423714,0.022663865639948686,11.177158839916714,8.328524481585169e-08,0.05248056730681305,0.025,0.0002250000000002901,12,soft_dct_sobolev_auto,0.8647459107841973,0.14415180048405948,0.24470286758072735,0.01589098196037136,0.11023783197302908,0.0018281150455821953,0.7675214228580319,0.9999883258396075,0.05987666591804361,0.8540846239539963,0.1016427946242594,0.001595459654683224,0.006381838618732896,400,0.7655415869579296,2,0.07506249912819138,0.899775,wsdld_20000_24000.csv,WSD linear
0.05744581636839312,-1033.3016509907952,0.8694804302664776,1.0,3.2864511803832452,fixed_lam0p025,10.70275226864739,0.8999999999999999,0.21316602486886502,4.22206118706609,1.8225470233167604e-07,0.010178591150180298,0.025,0.8999999999999999,12,soft_dct_sobolev_auto,0.8506274865673419,2.601148585623532,0.24303548473632608,0.053714911241388774,0.020650458623651655,0.0017989384657414497,3.271506116247896,0.9774041637917499,0.18793433960205158,0.7094428624214087,0.017559440308880722,0.004347085353796467,0.0062155954412196745,25,0.9996571526506726,2,0.02145866287055983,0.8999999999999999,wsdcon_3.csv,WSD-con 3e-5
