heldout_tests,inner_mean,inner_worst,max_kappa,mean_heldout,mean_kappa,mean_retention,median_heldout,rule,selected_lambda,train_id,train_label,train_size,wins,worst_heldout
9,-8.190831521879632,-1.9052913532479065,0.026994811854961626,-18.7113814100566,0.018398242212167362,0.5682943956402079,-15.722112519934427,inner_cv_band_mean,0.03,cosine_72000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 9e-5 + WSD-con 18e-5,3,9,-8.882226534733274
12,-17.079846159085687,-3.015264679063556,0.055207256473038306,-13.845511935615916,0.03542381568883523,0.22887723583890396,-15.08423183587444,inner_cv_band_mean,0.03,cosine_72000.csv|wsdld_20000_24000.csv,Cosine + WSD linear,2,9,5.552850605051862
9,-7.650203239519401,-2.2979719053006886,0.029053966612638975,-19.84498597615275,0.020091256693999384,0.3509394959057514,-19.30227994270748,inner_cv_band_mean,0.01,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 18e-5,3,9,-5.466622060141058
9,-14.127641559816178,-1.3619357419684786,0.02149430793857572,-9.706399232519141,0.014715316877107906,0.2022835838378471,-8.141098400093616,inner_cv_band_mean,0.01,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD linear + WSD-con 3e-5,3,9,-5.639380326848387
6,-13.67101355235281,-1.7335003899644152,0.025181395237438266,-12.296652415197693,0.017547904292421625,0.28139966676984407,-11.84611763960482,inner_cv_band_mean,0.03,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-5.544459116558665
6,-13.871862187371704,-1.6696142586994256,0.02547997006858034,-11.208935130460342,0.017475901350033792,0.3146833601123148,-10.802640163377308,inner_cv_band_mean,0.03,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,4,6,-6.554991569189883
3,-12.999397226286254,-1.7157060485202935,0.025409833889923874,-13.436985474442443,0.017522391319731944,0.3275838020118923,-13.150895527943373,inner_cv_band_mean,0.03,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-10.27879529815403
9,-7.600136330893643,-1.5399903861082032,0.02632960703470733,-16.796343747143933,0.01714739651239834,0.40624405829122995,-12.503897166640455,inner_cv_band_mean,0.01,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,Cosine + WSD linear + WSD-con 9e-5,3,9,-6.654809844990661
6,-9.017086358087022,-2.036081311839044,0.030451289172691975,-23.614001703583444,0.02048056268532001,0.5177284976645323,-20.984614937928335,inner_cv_band_mean,0.03,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-12.144466878407012
15,0.0,0.0,0.04808967259435133,-13.467423665832174,0.03056465210273129,0.1942269636938401,-11.699583465969532,inner_cv_band_mean,0.025,wsd_20000_24000.csv,WSD sharp,1,14,0.13503777298313757
12,-11.719351279404817,-4.236368245492306,0.031096406770903168,-15.312068548983552,0.021200449336582227,0.326625652593626,-11.363489006085231,inner_cv_band_mean,0.015,wsd_20000_24000.csv|wsdcon_18.csv,WSD sharp + WSD-con 18e-5,2,12,-2.2439622734230835
12,-21.256597220284128,-7.787314380753319,0.02150821754667251,-7.34794344392833,0.014700692740877895,0.19986531090023385,-6.79999126657655,inner_cv_band_mean,0.01,wsd_20000_24000.csv|wsdcon_3.csv,WSD sharp + WSD-con 3e-5,2,12,-1.3554804004757282
9,-18.14676103013884,-6.556284033026072,0.02533130256821682,-8.321781504347515,0.01760580813362758,0.2787468525905704,-7.871738113858518,inner_cv_band_mean,0.03,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD sharp + WSD-con 3e-5 + WSD-con 18e-5,3,9,-1.7310611055114888
9,-18.31200492442525,-5.5151285682286115,0.02558906847479772,-7.59828382641357,0.017518341615822913,0.31175124154722433,-7.814524261681011,inner_cv_band_mean,0.03,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD sharp + WSD-con 3e-5 + WSD-con 9e-5,3,9,-1.6679853945691936
6,-16.115113164621352,-5.53868961051831,0.025516723308296865,-6.903399705093544,0.017563571357668017,0.32449635227739587,-5.705535964107444,inner_cv_band_mean,0.03,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.713376955071566
12,-11.44985863809008,-4.278178874591221,0.025956299573158922,-12.5470901890845,0.016872848760492654,0.3809053527108261,-9.101708169671374,inner_cv_band_mean,0.01,wsd_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD-con 9e-5,2,12,-1.4954718648628962
9,-11.918797428349942,-4.037136387319196,0.03043490198638913,-15.817611930435154,0.020388605596324667,0.49191269388026315,-12.110126431050372,inner_cv_band_mean,0.03,wsd_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.9963496940939351
12,-23.890020828737565,-12.115881372656167,0.05283125035873584,-9.85753557835588,0.03369682997820673,0.2300880846280877,-5.700753870802794,inner_cv_band_mean,0.03,wsd_20000_24000.csv|wsdld_20000_24000.csv,WSD sharp + WSD linear,2,9,3.5557590954992557
9,-13.866243150105745,1.8214880601335581,0.04209708478028282,-15.340051111235782,0.027924192626546596,0.34303514594921564,-5.432346166894275,inner_cv_band_mean,0.03,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 18e-5,3,9,-2.4444922891979304
9,-17.485682783935864,-6.3504359871728315,0.02242475776893379,-6.805153967080809,0.015255235095525723,0.19802112296919985,-6.058187325523345,inner_cv_band_mean,0.01,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,WSD sharp + WSD linear + WSD-con 3e-5,3,9,-1.3997441060828786
6,-16.31508146185247,-6.730632030126671,0.026725763488033877,-6.99304559562864,0.018438130347845694,0.2780430993512207,-4.490492627355891,inner_cv_band_mean,0.03,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-1.7894500736564067
6,-16.94118171758124,-5.414968361098749,0.026754154816250434,-5.890329304402275,0.01822541666926376,0.3098447909887887,-5.122574756356463,inner_cv_band_mean,0.03,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,4,6,-1.720331259065777
3,-15.461139201430138,-5.444115328640642,0.026615134707549986,-2.622258899077908,0.018225771483406237,0.3221583891132555,-2.583230591268171,inner_cv_band_mean,0.03,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-1.7606742418748267
9,-11.854457820028788,0.20708349501059597,0.03152834011582178,-14.531654040561307,0.020584080657749665,0.3987515930281689,-9.843192940983114,inner_cv_band_mean,0.02,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 9e-5,3,9,-1.8388263156794205
6,-12.281732900202227,-2.4444922891979304,0.03297154424692537,-17.621698246658003,0.02192039563659535,0.4614482281664379,-13.141743344752776,inner_cv_band_mean,0.03,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-2.0933375044599134
15,0.0,0.0,0.02528343848519805,-14.782913195304515,0.01932223272400048,0.7306681316818505,-12.702860611521372,inner_cv_band_mean,0.025,wsdcon_18.csv,WSD-con 18e-5,1,15,-2.3316778255444315
15,0.0,0.0,0.022818017205926373,-8.76062386983777,0.01592606007307935,0.2550406027181505,-8.24071987699817,inner_cv_band_mean,0.025,wsdcon_3.csv,WSD-con 3e-5,1,15,-1.5394651573755525
12,-19.773133080077564,-6.2483208308975025,0.023484595664765587,-9.14005617907741,0.016531417678790124,0.2845414082561539,-8.871492060177616,inner_cv_band_mean,0.03,wsdcon_3.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 18e-5,2,12,-1.662030492712674
12,-19.852737995900238,-5.61606304472445,0.024051601075025394,-8.662351205114804,0.01660209899154878,0.3190589822971493,-9.097082580004184,inner_cv_band_mean,0.03,wsdcon_3.csv|wsdcon_9.csv,WSD-con 3e-5 + WSD-con 9e-5,2,12,-1.6039350859009982
9,-16.646273167700326,-5.6170471728336775,0.024108045734140406,-8.671182257611994,0.016734685510736345,0.33245729980827327,-9.938054563047583,inner_cv_band_mean,0.03,wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.6589749680396504
15,0.0,0.0,0.025764467500442024,-12.812556357957229,0.01709677684530956,0.545691707418849,-10.31184836784178,inner_cv_band_mean,0.025,wsdcon_9.csv,WSD-con 9e-5,1,15,-1.601981966700039
12,-10.853127732644998,-5.621643778729313,0.026496855114218922,-14.475250863850633,0.018036770230666962,0.5741725752056426,-11.942128860911367,inner_cv_band_mean,0.025,wsdcon_9.csv|wsdcon_18.csv,WSD-con 9e-5 + WSD-con 18e-5,2,12,-1.8509046680291186
15,0.0,0.0,0.05442078924432002,-12.33746204448098,0.03499623651449894,0.2447979786410015,-9.645935980157727,inner_cv_band_mean,0.025,wsdld_20000_24000.csv,WSD linear,1,12,5.001948118398092
12,-10.229900124619986,-3.76200545026083,0.029636107355111962,-15.83097422196323,0.020603751079360213,0.38254442969995206,-13.955553661114916,inner_cv_band_mean,0.01,wsdld_20000_24000.csv|wsdcon_18.csv,WSD linear + WSD-con 18e-5,2,12,-2.2979719053006886
12,-19.898446655042566,-6.090268848509894,0.02149381544619933,-7.81828542451226,0.014726855907964872,0.2038476224989898,-7.268580696758364,inner_cv_band_mean,0.01,wsdld_20000_24000.csv|wsdcon_3.csv,WSD linear + WSD-con 3e-5,2,12,-1.3619357419684786
9,-17.331530346876022,-6.5310223179607,0.02513489103016353,-9.03337637994074,0.017523986726285187,0.28349824119752687,-7.8455505561952465,inner_cv_band_mean,0.03,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 18e-5,3,9,-1.7335003899644152
9,-17.66224442639085,-5.5244006771521414,0.025447794162549497,-8.30628146480057,0.017459342065714843,0.3167149087248079,-8.937404879004218,inner_cv_band_mean,0.03,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5,3,9,-1.6696142586994256
6,-15.622171216285315,-5.547234048560212,0.025380494148200223,-7.974596471837626,0.01750786251922042,0.3296397246855194,-6.8222757199094595,inner_cv_band_mean,0.03,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.7157060485202935
12,-10.068414773379553,-2.1540252842217167,0.026503800541110095,-13.287703739464353,0.017284585254164233,0.4188208043672456,-10.433820619266932,inner_cv_band_mean,0.01,wsdld_20000_24000.csv|wsdcon_9.csv,WSD linear + WSD-con 9e-5,2,12,-1.5399903861082032
9,-11.01713498936865,-4.0206975518192305,0.029678700868954785,-16.452484463378052,0.019956227576750852,0.5180534180099013,-14.262438913801834,inner_cv_band_mean,0.025,wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.9733846170081226
15,0.0,0.0,0.06508729347827592,-12.512793488972259,0.04085836050002618,0.019429466009290474,-16.79036666304492,inner_cv_band_worst,0.025,cosine_72000.csv,Cosine,1,9,13.213719605467444
12,-19.354931396192235,-2.586096414214223,0.04984517945783994,-15.195752153838916,0.03165122979713736,0.1925865834436997,-14.564870282318253,inner_cv_band_worst,0.03,cosine_72000.csv|wsd_20000_24000.csv,Cosine + WSD sharp,2,10,1.3211854339588491
9,-8.595545162938429,-2.378230690299943,0.033266581252628484,-19.836201754763994,0.022545120696210775,0.3252848407078978,-19.374868638368948,inner_cv_band_worst,0.02,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 18e-5,3,9,-4.949513502726665
9,-13.817964436614089,-1.6780687959678908,0.02554182606193696,-10.434209968457344,0.017630360187213208,0.2598006100238687,-8.988918155805347,inner_cv_band_worst,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv,Cosine + WSD sharp + WSD-con 3e-5,3,9,-5.512054052868464
6,-14.251764590469056,-1.7310611055114888,0.025376769888076654,-11.222530314919497,0.01762939369932566,0.2767480319351892,-9.602017259259053,inner_cv_band_worst,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 18e-5,4,6,-5.535948953354497
6,-14.364312691125498,-1.6679853945691936,0.02562079047714301,-10.142147949161583,0.017534812236266874,0.309805481020695,-9.972227513632648,inner_cv_band_worst,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 9e-5,4,6,-6.571535635586201
3,-13.396245878631078,-1.713376955071566,0.02554570987114448,-11.285729719960516,0.01757807710080637,0.32252546235538276,-10.95095441665218,inner_cv_band_worst,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-8.028097153175551
9,-8.35550138194397,-1.652508706611222,0.02906911611983559,-17.195169032294974,0.019028135122268877,0.4178771717658005,-11.557801830141933,inner_cv_band_worst,0.02,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD-con 9e-5,3,9,-6.976656803536363
6,-9.66353378389117,-1.9963496940939351,0.030407407937964672,-22.242947757610796,0.020359604796115417,0.4802864585471465,-19.712256954731984,inner_cv_band_worst,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 9e-5 + WSD-con 18e-5,4,6,-9.321071164155125
9,-17.21203449241993,-2.7581183990788793,0.05242463859527074,-11.855915675390596,0.03343601617286316,0.2177752294760813,-12.54875358081894,inner_cv_band_worst,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv,Cosine + WSD sharp + WSD linear,3,6,3.290192828930505
6,-10.601551502570125,-2.3258097373388575,0.034829977212512055,-22.39107750194451,0.023246546489308406,0.275483015559208,-23.065776021492283,inner_cv_band_worst,0.015,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 18e-5,4,6,-4.608047982914676
6,-12.769830974659422,-1.7432182957261566,0.027017477675377526,-10.188863863309944,0.018516581209519985,0.2599581962862197,-8.69133864399223,inner_cv_band_worst,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5,4,6,-5.412438818148613
3,-13.609494328811577,-1.7894500736564067,0.026763912869102766,-11.333450192500797,0.018457497892827416,0.27613921895688526,-8.030247027108405,inner_cv_band_worst,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,5,3,-5.441851774902007
3,-14.07859741641796,-1.720331259065777,0.026781184794631176,-9.160873639729276,0.018239150889654682,0.3079871410994124,-9.210495729602474,inner_cv_band_worst,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,5,3,-6.707862754859429
6,-9.576937767527772,-1.7256660710534,0.029669464113976623,-19.786891662398656,0.01931651928166304,0.36876944392133676,-16.531157394437066,inner_cv_band_worst,0.015,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD linear + WSD-con 9e-5,4,6,-7.004224765342704
3,-10.457903847149721,-2.0933375044599134,0.03292896659090248,-32.09252621360663,0.021884038585000366,0.45199028285108955,-36.609566752809016,inner_cv_band_worst,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,5,3,-21.959806440171768
12,-5.050332030697422,-2.1755566358264478,0.022707554475117322,-16.453265633043916,0.01690433150323976,0.5592249850049504,-13.397455189922336,inner_cv_band_worst,0.01,cosine_72000.csv|wsdcon_18.csv,Cosine + WSD-con 18e-5,2,12,-5.596793961519364
12,-10.334273485377869,-1.4762268935322176,0.02216819621883598,-10.085827964903752,0.015418083624924422,0.24011295800056828,-9.365936306635925,inner_cv_band_worst,0.02,cosine_72000.csv|wsdcon_3.csv,Cosine + WSD-con 3e-5,2,12,-5.629221238529936
9,-13.998643437311797,-1.662030492712674,0.023540019284475352,-11.405383277762612,0.016560483216164906,0.28232720902268776,-10.459942734132866,inner_cv_band_worst,0.03,cosine_72000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD-con 3e-5 + WSD-con 18e-5,3,9,-5.61665978310354
9,-14.026397061402964,-1.6039350859009982,0.024089244031707525,-10.761426799191995,0.01662185756675827,0.3169223567362498,-10.471997928859134,inner_cv_band_worst,0.03,cosine_72000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD-con 3e-5 + WSD-con 9e-5,3,9,-6.373599103224814
6,-13.081839906830233,-1.6589749680396504,0.024142342637102188,-11.811041698708777,0.016752070952852787,0.3302953103642472,-11.526227300338626,inner_cv_band_worst,0.03,cosine_72000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-7.773818190168569
12,-5.262052775899459,-1.3735432427215089,0.02330771109383796,-13.997245940496873,0.015204601428006581,0.46361407764300494,-11.333964258823194,inner_cv_band_worst,0.01,cosine_72000.csv|wsdcon_9.csv,Cosine + WSD-con 9e-5,2,12,-6.225502541072803
9,-8.190831521879632,-1.9052913532479065,0.026994811854961626,-18.7113814100566,0.018398242212167362,0.5682943956402079,-15.722112519934427,inner_cv_band_worst,0.03,cosine_72000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 9e-5 + WSD-con 18e-5,3,9,-8.882226534733274
12,-17.079846159085687,-3.015264679063556,0.055207256473038306,-13.845511935615916,0.03542381568883523,0.22887723583890396,-15.08423183587444,inner_cv_band_worst,0.03,cosine_72000.csv|wsdld_20000_24000.csv,Cosine + WSD linear,2,9,5.552850605051862
9,-7.650203239519401,-2.2979719053006886,0.029053966612638975,-19.84498597615275,0.020091256693999384,0.3509394959057514,-19.30227994270748,inner_cv_band_worst,0.01,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 18e-5,3,9,-5.466622060141058
9,-11.053294066084199,-1.6787874976820327,0.025328109737836165,-11.139976377272925,0.017537235144692177,0.26408320728667983,-10.063595040811379,inner_cv_band_worst,0.03,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD linear + WSD-con 3e-5,3,9,-5.5212776380293205
6,-13.67101355235281,-1.7335003899644152,0.025181395237438266,-12.296652415197693,0.017547904292421625,0.28139966676984407,-11.84611763960482,inner_cv_band_worst,0.03,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-5.544459116558665
6,-13.871862187371704,-1.6696142586994256,0.02547997006858034,-11.208935130460342,0.017475901350033792,0.3146833601123148,-10.802640163377308,inner_cv_band_worst,0.03,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,4,6,-6.554991569189883
3,-12.999397226286254,-1.7157060485202935,0.025409833889923874,-13.436985474442443,0.017522391319731944,0.3275838020118923,-13.150895527943373,inner_cv_band_worst,0.03,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-10.27879529815403
9,-7.600136330893643,-1.5399903861082032,0.02632960703470733,-16.796343747143933,0.01714739651239834,0.40624405829122995,-12.503897166640455,inner_cv_band_worst,0.01,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,Cosine + WSD linear + WSD-con 9e-5,3,9,-6.654809844990661
6,-9.017086358087022,-2.036081311839044,0.030451289172691975,-23.614001703583444,0.02048056268532001,0.5177284976645323,-20.984614937928335,inner_cv_band_worst,0.03,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-12.144466878407012
15,0.0,0.0,0.04808967259435133,-13.467423665832174,0.03056465210273129,0.1942269636938401,-11.699583465969532,inner_cv_band_worst,0.025,wsd_20000_24000.csv,WSD sharp,1,14,0.13503777298313757
12,-11.662192224982249,-6.1002293588591545,0.027910449057484292,-14.522688337250486,0.01909072920323415,0.3008052882769482,-10.267555141669842,inner_cv_band_worst,0.01,wsd_20000_24000.csv|wsdcon_18.csv,WSD sharp + WSD-con 18e-5,2,12,-2.0578459417855077
12,-19.270120621236,-9.543516545854558,0.025490971311021123,-8.453372996072085,0.01760305479811074,0.2617360676883038,-7.8773959136018705,inner_cv_band_worst,0.03,wsd_20000_24000.csv|wsdcon_3.csv,WSD sharp + WSD-con 3e-5,2,12,-1.6780687959678908
9,-18.14676103013884,-6.556284033026072,0.02533130256821682,-8.321781504347515,0.01760580813362758,0.2787468525905704,-7.871738113858518,inner_cv_band_worst,0.03,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD sharp + WSD-con 3e-5 + WSD-con 18e-5,3,9,-1.7310611055114888
9,-16.241875114402216,-5.639906349694734,0.021853213713802742,-6.616155847721611,0.014765413964184522,0.24728026832719796,-6.333505889024238,inner_cv_band_worst,0.01,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD sharp + WSD-con 3e-5 + WSD-con 9e-5,3,9,-1.3518667247746974
6,-14.447255937752962,-5.63449603259929,0.021847769168674338,-5.8344582871843755,0.014854560933148625,0.2601050260354935,-4.737221394115087,inner_cv_band_worst,0.01,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.4002214842728455
12,-11.44985863809008,-4.278178874591221,0.025956299573158922,-12.5470901890845,0.016872848760492654,0.3809053527108261,-9.101708169671374,inner_cv_band_worst,0.01,wsd_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD-con 9e-5,2,12,-1.4954718648628962
9,-11.1527020258583,-5.573618110311463,0.025541823898354306,-13.998587926184715,0.016976440305027037,0.4152106124014949,-10.067996539638946,inner_cv_band_worst,0.01,wsd_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.6350966579243842
12,-23.890020828737565,-12.115881372656167,0.05283125035873584,-9.85753557835588,0.03369682997820673,0.2300880846280877,-5.700753870802794,inner_cv_band_worst,0.03,wsd_20000_24000.csv|wsdld_20000_24000.csv,WSD sharp + WSD linear,2,9,3.5557590954992557
9,-12.482543532528497,-5.360772154170612,0.03121475739528932,-15.70315928118781,0.020938080473737238,0.25939466167034236,-8.179382956370883,inner_cv_band_worst,0.01,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 18e-5,3,9,-2.110724226807603
9,-15.976020529129853,-7.8617650739365335,0.0269749931709347,-7.67759780716741,0.018494171147636,0.26180425345360875,-6.730632030126671,inner_cv_band_worst,0.03,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,WSD sharp + WSD linear + WSD-con 3e-5,3,9,-1.7432182957261566
6,-16.31508146185247,-6.730632030126671,0.026725763488033877,-6.99304559562864,0.018438130347845694,0.2780430993512207,-4.490492627355891,inner_cv_band_worst,0.03,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-1.7894500736564067
6,-14.928246756609703,-5.632973605628166,0.022552799118244652,-5.282046178152933,0.01519497303668072,0.24387279679904536,-4.5440765255881255,inner_cv_band_worst,0.01,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,4,6,-1.3867467136642664
3,-13.734126457975401,-5.635349829906467,0.022493742563639802,-2.1991144975748647,0.015247010758632301,0.25630592004267516,-2.168662175086178,inner_cv_band_worst,0.01,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-1.4306027741770366
9,-11.642374618561663,-3.511154200751143,0.0274704816860953,-13.538882291608964,0.01783091308465498,0.34828755201767914,-8.419843320994257,inner_cv_band_worst,0.01,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 9e-5,3,9,-1.5729275617548777
6,-11.326373298192834,-5.314023655318523,0.02684053456450444,-15.960578333899264,0.01776234555738033,0.3812816354571245,-12.198901991215994,inner_cv_band_worst,0.01,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.6858348407294055
15,0.0,0.0,0.02528343848519805,-14.782913195304515,0.01932223272400048,0.7306681316818505,-12.702860611521372,inner_cv_band_worst,0.025,wsdcon_18.csv,WSD-con 18e-5,1,15,-2.3316778255444315
15,0.0,0.0,0.022818017205926373,-8.76062386983777,0.01592606007307935,0.2550406027181505,-8.24071987699817,inner_cv_band_worst,0.025,wsdcon_3.csv,WSD-con 3e-5,1,15,-1.5394651573755525
12,-19.773133080077564,-6.2483208308975025,0.023484595664765587,-9.14005617907741,0.016531417678790124,0.2845414082561539,-8.871492060177616,inner_cv_band_worst,0.03,wsdcon_3.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 18e-5,2,12,-1.662030492712674
