heldout_tests,inner_mean,inner_worst,max_kappa,mean_heldout,mean_kappa,mean_retention,median_heldout,rule,selected_lambda,train_id,train_label,train_size,wins,worst_heldout
12,-18.627278037057206,-5.637673867786342,0.022000582680307322,-7.924978223079905,0.015035422415984994,0.27758794937179904,-7.995795856412562,inner_cv_band_worst,0.015,wsdcon_3.csv|wsdcon_9.csv,WSD-con 3e-5 + WSD-con 9e-5,2,12,-1.4097637787735096
9,-15.774614796604238,-5.638176403297446,0.02208876893642907,-7.862218659050269,0.015190547776436816,0.29110033030019133,-8.783654968341425,inner_cv_band_worst,0.015,wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.4662692409193268
15,0.0,0.0,0.025764467500442024,-12.812556357957229,0.01709677684530956,0.545691707418849,-10.31184836784178,inner_cv_band_worst,0.025,wsdcon_9.csv,WSD-con 9e-5,1,15,-1.601981966700039
12,-10.556786780125154,-5.636792962966131,0.02436526688365376,-13.382671284217642,0.016363804430779286,0.5118870969090678,-10.683082876708145,inner_cv_band_worst,0.01,wsdcon_9.csv|wsdcon_18.csv,WSD-con 9e-5 + WSD-con 18e-5,2,12,-1.6213322269105102
15,0.0,0.0,0.05442078924432002,-12.33746204448098,0.03499623651449894,0.2447979786410015,-9.645935980157727,inner_cv_band_worst,0.025,wsdld_20000_24000.csv,WSD linear,1,12,5.001948118398092
12,-10.229900124619986,-3.76200545026083,0.029636107355111962,-15.83097422196323,0.020603751079360213,0.38254442969995206,-13.955553661114916,inner_cv_band_worst,0.01,wsdld_20000_24000.csv|wsdcon_18.csv,WSD linear + WSD-con 18e-5,2,12,-2.2979719053006886
12,-15.612954391644555,-7.212405972793667,0.024565575185161583,-8.780828397698224,0.016995142478266275,0.25452094203593933,-8.227505681105152,inner_cv_band_worst,0.025,wsdld_20000_24000.csv|wsdcon_3.csv,WSD linear + WSD-con 3e-5,2,12,-1.6225306971023645
9,-17.331530346876022,-6.5310223179607,0.02513489103016353,-9.03337637994074,0.017523986726285187,0.28349824119752687,-7.8455505561952465,inner_cv_band_worst,0.03,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 18e-5,3,9,-1.7335003899644152
9,-15.808572328977602,-5.6391389466086235,0.021871365175818416,-7.239214317557448,0.014801577467197019,0.25184446328744853,-7.269500016579955,inner_cv_band_worst,0.01,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5,3,9,-1.3580296568874273
6,-14.109506983930673,-5.638951574839213,0.021864849878532152,-6.7715985775476595,0.014890266490140636,0.26486318076542825,-5.672194417930249,inner_cv_band_worst,0.01,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.4068603984017436
12,-10.068414773379553,-2.1540252842217167,0.026503800541110095,-13.287703739464353,0.017284585254164233,0.4188208043672456,-10.433820619266932,inner_cv_band_worst,0.01,wsdld_20000_24000.csv|wsdcon_9.csv,WSD linear + WSD-con 9e-5,2,12,-1.5399903861082032
9,-10.64795818387886,-5.410735246892284,0.026024835890216088,-14.946648702422996,0.017361139677457445,0.4520147161741019,-12.413623658458006,inner_cv_band_worst,0.01,wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.6843235822625369
15,0.0,0.0,0.06508729347827592,-12.512793488972259,0.04085836050002618,0.019429466009290474,-16.79036666304492,inner_cv_mean,0.025,cosine_72000.csv,Cosine,1,9,13.213719605467444
12,-27.44657926445222,-2.8787542909224917,0.060123203007086894,-10.543625611259154,0.03791425306721539,0.2668910193035576,-8.548116226502977,inner_cv_mean,0.07,cosine_72000.csv|wsd_20000_24000.csv,Cosine + WSD sharp,2,8,8.835711109707912
9,-8.60385656570576,-2.2439622734230835,0.03080321647739509,-19.269504063393363,0.020928822021191784,0.3066638558109452,-17.940174505957717,inner_cv_mean,0.015,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 18e-5,3,9,-5.349385796355155
9,-14.961806355928596,-1.4669411015579392,0.022860816054129342,-9.569450894865774,0.01568494982015077,0.21901633525004874,-7.84317814666694,inner_cv_mean,0.015,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv,Cosine + WSD sharp + WSD-con 3e-5,3,9,-5.626539554838638
6,-14.352794592967006,-1.8224145675897696,0.026649527682392756,-11.676104414038297,0.018530270554338563,0.2960215816599185,-10.101347663407328,inner_cv_mean,0.04,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 18e-5,4,6,-5.428118703063667
6,-15.68438077121396,-2.0644414569697345,0.03141845449579066,-11.845445210246472,0.02157712767792692,0.40122680671429345,-11.240328314221726,inner_cv_mean,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 9e-5,4,6,-7.04461622472251
3,-14.637028280074679,-2.1090020178571423,0.031239018802626875,-13.838768946504958,0.021548953467959514,0.41322487504272093,-13.411932594529164,inner_cv_mean,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-9.910383071197327
9,-8.450866219418344,-1.6254705724064067,0.027649394346331315,-16.635396601877638,0.018042993610591366,0.3979637746189664,-11.6063294570665,inner_cv_mean,0.015,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD-con 9e-5,3,9,-6.809863001951733
6,-9.713935969283456,-2.1012704184190434,0.03198024780472593,-22.869199609033164,0.021423753035731213,0.5018506052779105,-20.281273485163652,inner_cv_mean,0.04,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 9e-5 + WSD-con 18e-5,4,6,-9.829492005735862
9,-21.441920399395965,-3.1011907322131327,0.06625289627852955,-0.6959179021106101,0.041643529874991196,0.3329363813244819,8.746668795479206,inner_cv_mean,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv,Cosine + WSD sharp + WSD linear,3,3,14.24170630148116
6,-12.348446752116523,11.178439509781679,0.0540415340685627,-12.619335656983152,0.035088289598582185,0.4330745238201443,-13.79228299822009,inner_cv_mean,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 18e-5,4,4,4.4173982360023345
6,-13.70085143457269,-1.520599991421645,0.023990133594797736,-9.530262326534269,0.01636943601623479,0.21794097843911767,-7.911303446095186,inner_cv_mean,0.015,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5,4,6,-5.617841465934559
3,-13.609494328811577,-1.7894500736564067,0.026763912869102766,-11.333450192500797,0.018457497892827416,0.27613921895688526,-8.030247027108405,inner_cv_mean,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,5,3,-5.441851774902007
3,-15.242470267734438,-2.117108082441721,0.03293440850605132,-9.853692195031625,0.02246074875771123,0.40084448463624717,-11.348705686902672,inner_cv_mean,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,5,3,-6.844992367677916
6,-9.645419367886221,1.713542404906776,0.0328759685240166,-20.581439606577796,0.02147605478775985,0.40653554323680946,-16.69598343898476,inner_cv_mean,0.025,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD linear + WSD-con 9e-5,4,6,-6.853439406085515
3,-10.53681318973188,-1.2902381819402398,0.0347836240652805,-32.41725935385678,0.02310556889522006,0.47463380751173495,-37.284539621029246,inner_cv_mean,0.04,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,5,3,-21.935750372504938
12,-5.050332030697422,-2.1755566358264478,0.022707554475117322,-16.453265633043916,0.01690433150323976,0.5592249850049504,-13.397455189922336,inner_cv_mean,0.01,cosine_72000.csv|wsdcon_18.csv,Cosine + WSD-con 18e-5,2,12,-5.596793961519364
12,-15.144837025221326,-1.2999485506912767,0.020299973392106804,-9.249383999824403,0.01397568484750016,0.2044974214662002,-8.388902601718856,inner_cv_mean,0.01,cosine_72000.csv|wsdcon_3.csv,Cosine + WSD-con 3e-5,2,12,-5.593768314794123
9,-14.533876713568807,-2.037154909354122,0.028655851742154747,-13.52946748786585,0.020226391470880577,0.3690881613677348,-12.770502453161791,inner_cv_mean,0.1,cosine_72000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD-con 3e-5 + WSD-con 18e-5,3,9,-5.093262008358734
9,-15.580707761064954,-1.9952422776056689,0.029249359307059887,-12.796449032295534,0.020328243136440723,0.4064460929519343,-11.99742961456376,inner_cv_mean,0.1,cosine_72000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD-con 3e-5 + WSD-con 9e-5,3,9,-6.992960297517403
6,-14.273041506974456,-2.0493905016235714,0.029206835037835038,-14.388678848321165,0.02039020719977029,0.4191073771268872,-13.983086070995189,inner_cv_mean,0.1,cosine_72000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-9.63362152084073
12,-5.262052775899459,-1.3735432427215089,0.02330771109383796,-13.997245940496873,0.015204601428006581,0.46361407764300494,-11.333964258823194,inner_cv_mean,0.01,cosine_72000.csv|wsdcon_9.csv,Cosine + WSD-con 9e-5,2,12,-6.225502541072803
9,-8.254146578920665,-1.9982400438953607,0.027970536953922466,-19.26261767275836,0.01912425613890881,0.5883580034347591,-16.290386893425712,inner_cv_mean,0.04,cosine_72000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 9e-5 + WSD-con 18e-5,3,9,-9.339056678121349
12,-24.64232639724469,-3.277588050765279,0.06550600620321294,-8.357682463575895,0.041700866467290515,0.306665654780028,-5.289020576174968,inner_cv_mean,0.07,cosine_72000.csv|wsdld_20000_24000.csv,Cosine + WSD linear,2,6,13.582997296455556
9,-7.650203239519401,-2.2979719053006886,0.029053966612638975,-19.84498597615275,0.020091256693999384,0.3509394959057514,-19.30227994270748,inner_cv_mean,0.01,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 18e-5,3,9,-5.466622060141058
9,-14.127641559816178,-1.3619357419684786,0.02149430793857572,-9.706399232519141,0.014715316877107906,0.2022835838378471,-8.141098400093616,inner_cv_mean,0.01,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD linear + WSD-con 3e-5,3,9,-5.639380326848387
6,-13.675315405889245,-1.823348314890627,0.026388986007653176,-12.793027565364477,0.018411338307972116,0.3006373460150182,-12.443762663740443,inner_cv_mean,0.04,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-5.441568763150306
6,-15.091709997485358,-2.0618882922123993,0.03104685057398097,-13.117424793380922,0.021388649673668395,0.40582025764414803,-11.8982510128534,inner_cv_mean,0.1,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,4,6,-7.0411572764810915
3,-14.142785984281984,-2.107356539886751,0.030878457411244353,-16.395092993587806,0.021367015785835327,0.417988871833118,-16.00823143636998,inner_cv_mean,0.1,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-12.662649730928333
9,-7.600136330893643,-1.5399903861082032,0.02632960703470733,-16.796343747143933,0.01714739651239834,0.40624405829122995,-12.503897166640455,inner_cv_mean,0.01,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,Cosine + WSD linear + WSD-con 9e-5,3,9,-6.654809844990661
6,-9.017086358087022,-2.036081311839044,0.030451289172691975,-23.614001703583444,0.02048056268532001,0.5177284976645323,-20.984614937928335,inner_cv_mean,0.03,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-12.144466878407012
15,0.0,0.0,0.04808967259435133,-13.467423665832174,0.03056465210273129,0.1942269636938401,-11.699583465969532,inner_cv_mean,0.025,wsd_20000_24000.csv,WSD sharp,1,14,0.13503777298313757
12,-11.719351279404817,-4.236368245492306,0.031096406770903168,-15.312068548983552,0.021200449336582227,0.326625652593626,-11.363489006085231,inner_cv_mean,0.015,wsd_20000_24000.csv|wsdcon_18.csv,WSD sharp + WSD-con 18e-5,2,12,-2.2439622734230835
12,-21.256597220284128,-7.787314380753319,0.02150821754667251,-7.34794344392833,0.014700692740877895,0.19986531090023385,-6.79999126657655,inner_cv_mean,0.01,wsd_20000_24000.csv|wsdcon_3.csv,WSD sharp + WSD-con 3e-5,2,12,-1.3554804004757282
9,-18.22859287007064,-6.706490848753144,0.026583751765231926,-8.66119624533711,0.018491214007480865,0.2981592715256647,-8.01849586626966,inner_cv_mean,0.04,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD sharp + WSD-con 3e-5 + WSD-con 18e-5,3,9,-1.8224145675897696
9,-19.87780877262301,-4.512858957964438,0.031297972396887454,-8.90431478833027,0.021495180828961385,0.4037399951869604,-9.671923929811898,inner_cv_mean,0.1,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD sharp + WSD-con 3e-5 + WSD-con 9e-5,3,9,-2.0644414569697345
6,-17.51330395643183,-4.635025572573948,0.0311243641175768,-8.435538093867619,0.02147135735389363,0.41574162792651403,-6.987018765937914,inner_cv_mean,0.1,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-2.1090020178571423
12,-11.44985863809008,-4.278178874591221,0.025956299573158922,-12.5470901890845,0.016872848760492654,0.3809053527108261,-9.101708169671374,inner_cv_mean,0.01,wsd_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD-con 9e-5,2,12,-1.4954718648628962
9,-11.918797428349942,-4.037136387319196,0.03043490198638913,-15.817611930435154,0.020388605596324667,0.49191269388026315,-12.110126431050372,inner_cv_mean,0.03,wsd_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.9963496940939351
12,-29.033371219482262,-13.837258797792762,0.06610284887470042,-2.1893537277031334,0.04143289861922453,0.3519951240307358,1.8291527802481,inner_cv_mean,0.1,wsd_20000_24000.csv|wsdld_20000_24000.csv,WSD sharp + WSD linear,2,6,14.10937414264093
9,-14.702647307960442,11.073833392084698,0.05380843216953708,-10.250417912009803,0.034889797553762036,0.4527773082215984,-6.792429088036167,inner_cv_mean,0.1,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 18e-5,3,7,4.112997558694098
9,-17.485682783935864,-6.3504359871728315,0.02242475776893379,-6.805153967080809,0.015255235095525723,0.19802112296919985,-6.058187325523345,inner_cv_mean,0.01,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,WSD sharp + WSD linear + WSD-con 3e-5,3,9,-1.3997441060828786
6,-16.31508146185247,-6.730632030126671,0.026725763488033877,-6.99304559562864,0.018438130347845694,0.2780430993512207,-4.490492627355891,inner_cv_mean,0.03,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-1.7894500736564067
6,-18.248434238591056,-4.117114906967078,0.03282343502412089,-6.527725840635313,0.022384775079202435,0.403256571344683,-5.582743776238841,inner_cv_mean,0.1,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,4,6,-2.117108082441721
3,-16.753777211977283,-4.255573912549537,0.03258024431276576,-3.1981474233843676,0.02231586075730635,0.4148143229149679,-3.163021720002779,inner_cv_mean,0.1,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-2.156879639877185
9,-11.854457820028788,0.20708349501059597,0.03152834011582178,-14.531654040561307,0.020584080657749665,0.3987515930281689,-9.843192940983114,inner_cv_mean,0.02,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 9e-5,3,9,-1.8388263156794205
6,-12.321046386406225,-1.2421434561990075,0.034787642266943794,-17.860597442413898,0.023111539937572517,0.4845559320667006,-13.240975642203567,inner_cv_mean,0.04,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-2.2034875826991263
15,0.0,0.0,0.02528343848519805,-14.782913195304515,0.01932223272400048,0.7306681316818505,-12.702860611521372,inner_cv_mean,0.025,wsdcon_18.csv,WSD-con 18e-5,1,15,-2.3316778255444315
15,0.0,0.0,0.022818017205926373,-8.76062386983777,0.01592606007307935,0.2550406027181505,-8.24071987699817,inner_cv_mean,0.025,wsdcon_3.csv,WSD-con 3e-5,1,15,-1.5394651573755525
12,-20.011538915447076,-6.720695671976429,0.026873057433704422,-10.328575602608817,0.0189810424202753,0.3441458465431944,-10.278604272115826,inner_cv_mean,0.07,wsdcon_3.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 18e-5,2,12,-1.9256460589608504
12,-21.846334139878355,-5.073630824937069,0.029114818345136493,-10.289195563783462,0.020237542047033968,0.40917716480448396,-11.070532598742023,inner_cv_mean,0.1,wsdcon_3.csv|wsdcon_9.csv,WSD-con 3e-5 + WSD-con 9e-5,2,12,-1.9952422776056689
9,-18.021256865461297,-5.122727913391922,0.029079164917803154,-10.525924814088047,0.02030455723638902,0.4218399647739132,-12.276830584245758,inner_cv_mean,0.1,wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,3,9,-2.0493905016235714
15,0.0,0.0,0.025764467500442024,-12.812556357957229,0.01709677684530956,0.545691707418849,-10.31184836784178,inner_cv_mean,0.025,wsdcon_9.csv,WSD-con 9e-5,1,15,-1.601981966700039
12,-10.853127732644998,-5.621643778729313,0.026496855114218922,-14.475250863850633,0.018036770230666962,0.5741725752056426,-11.942128860911367,inner_cv_mean,0.025,wsdcon_9.csv|wsdcon_18.csv,WSD-con 9e-5 + WSD-con 18e-5,2,12,-1.8509046680291186
15,0.0,0.0,0.05442078924432002,-12.33746204448098,0.03499623651449894,0.2447979786410015,-9.645935980157727,inner_cv_mean,0.025,wsdld_20000_24000.csv,WSD linear,1,12,5.001948118398092
12,-10.229900124619986,-3.76200545026083,0.029636107355111962,-15.83097422196323,0.020603751079360213,0.38254442969995206,-13.955553661114916,inner_cv_mean,0.01,wsdld_20000_24000.csv|wsdcon_18.csv,WSD linear + WSD-con 18e-5,2,12,-2.2979719053006886
12,-19.898446655042566,-6.090268848509894,0.02149381544619933,-7.81828542451226,0.014726855907964872,0.2038476224989898,-7.268580696758364,inner_cv_mean,0.01,wsdld_20000_24000.csv|wsdcon_3.csv,WSD linear + WSD-con 3e-5,2,12,-1.3619357419684786
9,-17.331530346876022,-6.5310223179607,0.02513489103016353,-9.03337637994074,0.017523986726285187,0.28349824119752687,-7.8455505561952465,inner_cv_mean,0.03,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 18e-5,3,9,-1.7335003899644152
9,-19.09664537324861,-4.60734201765538,0.030923154343859626,-9.739014204811504,0.021304697932336022,0.4084324593921036,-11.037238324219512,inner_cv_mean,0.1,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5,3,9,-2.0618882922123993
6,-16.903429564594514,-4.725838799110904,0.030760890605721534,-9.695757319396854,0.02128762590260626,0.42060285410784287,-8.335758428159522,inner_cv_mean,0.1,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-2.107356539886751
12,-10.068414773379553,-2.1540252842217167,0.026503800541110095,-13.287703739464353,0.017284585254164233,0.4188208043672456,-10.433820619266932,inner_cv_mean,0.01,wsdld_20000_24000.csv|wsdcon_9.csv,WSD linear + WSD-con 9e-5,2,12,-1.5399903861082032
9,-11.01713498936865,-4.0206975518192305,0.029678700868954785,-16.452484463378052,0.019956227576750852,0.5180534180099013,-14.262438913801834,inner_cv_mean,0.025,wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.9733846170081226
15,0.0,0.0,0.06508729347827592,-12.512793488972259,0.04085836050002618,0.019429466009290474,-16.79036666304492,inner_cv_safe,0.025,cosine_72000.csv,Cosine,1,9,13.213719605467444
12,-15.370918017078665,-2.3775171417988794,0.044880595033568504,-16.51240930718252,0.028495129424225427,0.16171915727905228,-14.931021789674748,inner_cv_safe,0.02,cosine_72000.csv|wsd_20000_24000.csv,Cosine + WSD sharp,2,12,-1.652508706611222
9,-8.595545162938429,-2.378230690299943,0.033266581252628484,-19.836201754763994,0.022545120696210775,0.3252848407078978,-19.374868638368948,inner_cv_safe,0.02,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 18e-5,3,9,-4.949513502726665
9,-12.01168454590934,-1.8418663780058742,0.027926233367340344,-11.10018166630415,0.01930651590467879,0.2953324064173832,-9.882799480880111,inner_cv_safe,0.05,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv,Cosine + WSD sharp + WSD-con 3e-5,3,9,-5.280741564151525
6,-13.848928313650111,-2.112274675317616,0.031247174419558345,-12.974480444056402,0.021691049311854536,0.36592106144672104,-11.805135421591428,inner_cv_safe,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 18e-5,4,6,-4.594300553637454
6,-15.68438077121396,-2.0644414569697345,0.03141845449579066,-11.845445210246472,0.02157712767792692,0.40122680671429345,-11.240328314221726,inner_cv_safe,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 9e-5,4,6,-7.04461622472251
3,-14.637028280074679,-2.1090020178571423,0.031239018802626875,-13.838768946504958,0.021548953467959514,0.41322487504272093,-13.411932594529164,inner_cv_safe,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-9.910383071197327
9,-8.35550138194397,-1.652508706611222,0.02906911611983559,-17.195169032294974,0.019028135122268877,0.4178771717658005,-11.557801830141933,inner_cv_safe,0.02,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD-con 9e-5,3,9,-6.976656803536363
6,-9.689457919714812,-2.1845091665015026,0.033275752073044666,-23.29988697410494,0.022289159939009984,0.5194371107119095,-20.67516037493732,inner_cv_safe,0.05,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 9e-5 + WSD-con 18e-5,4,6,-10.234675140988337
9,-18.314673694279538,-2.8773388524185206,0.05587563422692122,-9.274629617103578,0.03555460293174073,0.24380793490719724,-8.27188077229657,inner_cv_safe,0.04,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv,Cosine + WSD sharp + WSD linear,3,6,5.740999848658901
6,-10.601551502570125,-2.3258097373388575,0.034829977212512055,-22.39107750194451,0.023246546489308406,0.275483015559208,-23.065776021492283,inner_cv_safe,0.015,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 18e-5,4,6,-4.608047982914676
6,-11.5463946135144,-1.909841331447426,0.029608210873820876,-10.616884390765444,0.020302499373641952,0.29632724078257217,-9.22065313093951,inner_cv_safe,0.05,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5,4,6,-5.05460712836835
3,-12.912318535766184,-2.170904373679794,0.033040730473859206,-11.987643942834206,0.022722733927280386,0.36706680377592943,-8.123811792343504,inner_cv_safe,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,5,3,-4.218197709412108
3,-15.242470267734438,-2.117108082441721,0.03293440850605132,-9.853692195031625,0.02246074875771123,0.40084448463624717,-11.348705686902672,inner_cv_safe,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,5,3,-6.844992367677916
6,-9.576937767527772,-1.7256660710534,0.029669464113976623,-19.786891662398656,0.01931651928166304,0.36876944392133676,-16.531157394437066,inner_cv_safe,0.015,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD linear + WSD-con 9e-5,4,6,-7.004224765342704
3,-10.457903847149721,-2.0933375044599134,0.03292896659090248,-32.09252621360663,0.021884038585000366,0.45199028285108955,-36.609566752809016,inner_cv_safe,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,5,3,-21.959806440171768
12,-5.050332030697422,-2.1755566358264478,0.022707554475117322,-16.453265633043916,0.01690433150323976,0.5592249850049504,-13.397455189922336,inner_cv_safe,0.01,cosine_72000.csv|wsdcon_18.csv,Cosine + WSD-con 18e-5,2,12,-5.596793961519364
