base_mae,corr_mae,delta_pct,group,kappa,mode,scale,selected_lambda,target_factor,target_retention,test_curve,test_label,train_id,train_label,train_size,win
0.0037480705220761528,0.0026040795145366885,-30.5221313420159,main_matrix,0.036932787982351674,no_predictive_shrinkage,100,0.025,1.0,0.19560070632069068,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1,1
0.0037480705220761528,0.002985409850383169,-20.34808756134414,main_matrix,0.024621858654901116,rho0p5_shrinkage,100,0.025,1.0,0.19560070632069068,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1,1
0.0037480705220761528,0.002985409850383169,-20.34808756134414,main_matrix,0.024621858654901116,rho0p5_plus_Rtarget_gate,100,0.025,1.0,0.19560070632069068,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1,1
0.003248313740665229,0.002425101351801072,-25.34276103193066,main_matrix,0.036932787982351674,no_predictive_shrinkage,100,0.025,1.0,0.2460170141173665,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1,1
0.003248313740665229,0.002699505481422466,-16.89517402128684,main_matrix,0.024621858654901116,rho0p5_shrinkage,100,0.025,1.0,0.2460170141173665,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1,1
0.003248313740665229,0.002699505481422466,-16.89517402128684,main_matrix,0.024621858654901116,rho0p5_plus_Rtarget_gate,100,0.025,1.0,0.2460170141173665,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1,1
0.0056693997340904675,0.00594234943550538,4.814437404610006,main_matrix,0.036932787982351674,no_predictive_shrinkage,100,0.025,1.0,0.2610431617090627,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1,0
0.0056693997340904675,0.004543348873529426,-19.861906257729988,main_matrix,0.024621858654901116,rho0p5_shrinkage,100,0.025,1.0,0.2610431617090627,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1,1
0.0056693997340904675,0.004543348873529426,-19.861906257729988,main_matrix,0.024621858654901116,rho0p5_plus_Rtarget_gate,100,0.025,1.0,0.2610431617090627,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1,1
0.004934623402238123,0.005508069391670714,11.62086632938395,main_matrix,0.036932787982351674,no_predictive_shrinkage,100,0.025,1.0,0.5584955389588916,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1,0
0.004934623402238123,0.004827707940146291,-2.1666387356599426,main_matrix,0.024621858654901116,rho0p5_shrinkage,100,0.025,1.0,0.5584955389588916,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1,1
0.004934623402238123,0.004827707940146291,-2.1666387356599426,main_matrix,0.024621858654901116,rho0p5_plus_Rtarget_gate,100,0.025,1.0,0.5584955389588916,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1,1
0.0013816404339982303,0.001458263182917274,5.545780728008265,main_matrix,0.036932787982351674,no_predictive_shrinkage,100,0.025,1.0,0.7413329414952441,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1,0
0.0013816404339982303,0.0012415578952275736,-10.13885634233227,main_matrix,0.024621858654901116,rho0p5_shrinkage,100,0.025,1.0,0.7413329414952441,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1,1
0.0013816404339982303,0.0012415578952275736,-10.13885634233227,main_matrix,0.024621858654901116,rho0p5_plus_Rtarget_gate,100,0.025,1.0,0.7413329414952441,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1,1
0.0032781062167547585,0.003791155663403982,15.65078776358655,extra_holdout,0.036932787982351674,no_predictive_shrinkage,100,0.025,1.0,0.005450424819241895,cosine_24000.csv,Cosine 24k,cosine_72000.csv,Cosine,1,0
0.0032781062167547585,0.0035858034937502193,9.386434015554057,extra_holdout,0.024621858654901116,rho0p5_shrinkage,100,0.025,1.0,0.005450424819241895,cosine_24000.csv,Cosine 24k,cosine_72000.csv,Cosine,1,0
0.0032781062167547585,0.0032781062167547585,0.0,extra_holdout,0.024621858654901116,rho0p5_plus_Rtarget_gate,100,0.025,0.0,0.005450424819241895,cosine_24000.csv,Cosine 24k,cosine_72000.csv,Cosine,1,0
0.001848699219840022,0.001848699219840022,0.0,extra_holdout,0.036932787982351674,no_predictive_shrinkage,100,0.025,1.0,0.0,constant_24000.csv,Constant 24k,cosine_72000.csv,Cosine,1,0
0.001848699219840022,0.001848699219840022,0.0,extra_holdout,0.024621858654901116,rho0p5_shrinkage,100,0.025,1.0,0.0,constant_24000.csv,Constant 24k,cosine_72000.csv,Cosine,1,0
0.001848699219840022,0.001848699219840022,0.0,extra_holdout,0.024621858654901116,rho0p5_plus_Rtarget_gate,100,0.025,0.0,0.0,constant_24000.csv,Constant 24k,cosine_72000.csv,Cosine,1,0
0.004776169698442608,0.004776169698442608,0.0,extra_holdout,0.036932787982351674,no_predictive_shrinkage,100,0.025,1.0,0.0,constant_72000.csv,Constant 72k,cosine_72000.csv,Cosine,1,0
0.004776169698442608,0.004776169698442608,0.0,extra_holdout,0.024621858654901116,rho0p5_shrinkage,100,0.025,1.0,0.0,constant_72000.csv,Constant 72k,cosine_72000.csv,Cosine,1,0
0.004776169698442608,0.004776169698442608,0.0,extra_holdout,0.024621858654901116,rho0p5_plus_Rtarget_gate,100,0.025,0.0,0.0,constant_72000.csv,Constant 72k,cosine_72000.csv,Cosine,1,0
0.003408385839825258,0.002767950647437327,-18.789985127410482,main_matrix,0.020555000039450946,no_predictive_shrinkage,25,0.025,1.0,0.19363028951346634,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1,1
0.003408385839825258,0.0029814290448999733,-12.526656751606913,main_matrix,0.013703333359633963,rho0p5_shrinkage,25,0.025,1.0,0.19363028951346634,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1,1
0.003408385839825258,0.0029814290448999733,-12.526656751606913,main_matrix,0.013703333359633963,rho0p5_plus_Rtarget_gate,25,0.025,1.0,0.19363028951346634,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1,1
0.0031360955249893426,0.0026752403424190763,-14.695189572448763,main_matrix,0.020555000039450946,no_predictive_shrinkage,25,0.025,1.0,0.24367405422491062,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1,1
0.0031360955249893426,0.0028288587366091713,-9.79679304829898,main_matrix,0.013703333359633963,rho0p5_shrinkage,25,0.025,1.0,0.24367405422491062,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1,1
0.0031360955249893426,0.0028288587366091713,-9.79679304829898,main_matrix,0.013703333359633963,rho0p5_plus_Rtarget_gate,25,0.025,1.0,0.24367405422491062,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1,1
0.004487187642230267,0.002905343263709773,-35.2524677959371,main_matrix,0.020555000039450946,no_predictive_shrinkage,25,0.025,1.0,0.24303548473632608,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1,1
0.004487187642230267,0.002843139237393469,-36.63872643444116,main_matrix,0.013703333359633963,rho0p5_shrinkage,25,0.025,1.0,0.24303548473632608,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1,1
0.004487187642230267,0.002843139237393469,-36.63872643444116,main_matrix,0.013703333359633963,rho0p5_plus_Rtarget_gate,25,0.025,1.0,0.24303548473632608,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1,1
0.002926482771138891,0.0023455307260374795,-19.851545029780716,main_matrix,0.020555000039450946,no_predictive_shrinkage,25,0.025,1.0,0.520084044338764,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1,1
0.002926482771138891,0.0022512194348145538,-23.074229002262214,main_matrix,0.013703333359633963,rho0p5_shrinkage,25,0.025,1.0,0.520084044338764,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1,1
0.002926482771138891,0.0022512194348145538,-23.074229002262214,main_matrix,0.013703333359633963,rho0p5_plus_Rtarget_gate,25,0.025,1.0,0.520084044338764,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1,1
0.002504818961791151,0.0020842506738609416,-16.79036666304492,main_matrix,0.020555000039450946,no_predictive_shrinkage,25,0.025,1.0,0.7093385120550632,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1,1
0.002504818961791151,0.0022244401031710145,-11.193577775363151,main_matrix,0.013703333359633963,rho0p5_shrinkage,25,0.025,1.0,0.7093385120550632,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1,1
0.002504818961791151,0.0022244401031710145,-11.193577775363151,main_matrix,0.013703333359633963,rho0p5_plus_Rtarget_gate,25,0.025,1.0,0.7093385120550632,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1,1
0.004428106847791531,0.00469483089550178,6.023432967595954,extra_holdout,0.020555000039450946,no_predictive_shrinkage,25,0.025,1.0,0.005450424819241895,cosine_24000.csv,Cosine 24k,cosine_72000.csv,Cosine,1,0
