mean_delta,median_delta,nonharm,rows,test_curve,test_label,wins,worst_delta
-43.92588311420465,-43.14495490848622,3,3,wsd_20000_24000.csv,WSD sharp,3,-25.213615561587755
-35.8092508115413,-34.49224374598423,3,3,wsdld_20000_24000.csv,WSD linear,3,-18.986120758717494
-53.511286943099385,-53.62670977182863,3,3,wsdcon_3.csv,WSD-con 3e-5,3,-46.638518684957795
-14.10286819545855,-13.14794373576339,3,3,wsdcon_9.csv,WSD-con 9e-5,3,-6.991012799088658
-8.97447237574283,-9.663333048143086,3,3,wsdcon_18.csv,WSD-con 18e-5,3,-6.14035873473272
