config_id,max_mode,mean_delta,mean_kappa,mean_source_retention,mean_target_retention,median_delta,nonharm,nuisance_lambda,retention_power,rho,ridge_tau,rows,smooth_lambda,step_lambda,wins,worst_delta
89195,16,-29.593342673310087,0.058806095181663805,0.02920536926364812,0.5389438673390402,-32.66883659346639,15,0.025,0.0,0.75,0.05,15,10.0,30.0,15,-0.9260023481970747
60977,8,-29.589180318159272,0.04164699715626451,0.02820721790103606,0.5408520801633485,-25.450644156422765,15,0.05,0.25,0.75,0.05,15,7.0,20.0,15,-6.170949836770556
61103,12,-29.58900883627373,0.04164728194367252,0.028200659157831747,0.5405863275831577,-25.447424271846643,15,0.05,0.25,0.75,0.05,15,7.0,20.0,15,-6.169767001911353
61229,16,-29.58898763508638,0.04164719603290053,0.028200261312215612,0.54054244145749,-25.447179932197393,15,0.05,0.25,0.75,0.05,15,7.0,20.0,15,-6.169718018809212
65133,8,-29.570857075138996,0.04763401665977244,0.03212820019189193,0.5858739081380205,-31.775931486788565,15,0.05,0.25,0.4,0.05,15,7.0,30.0,15,-0.9237704396672819
65259,12,-29.570205208260255,0.04763385528900806,0.032120876502885434,0.5856026953649198,-31.772006567076062,15,0.05,0.25,0.4,0.05,15,7.0,30.0,15,-0.9237717518047472
65385,16,-29.570122355551625,0.04763373171037693,0.032120441944146656,0.58555655243579,-31.771708726118174,15,0.05,0.25,0.4,0.05,15,7.0,30.0,15,-0.9237718013170304
34891,8,-29.541335890651816,0.03411578250048332,0.021195131750140997,0.49205180941371895,-20.587278671683574,15,0.025,0.25,0.2,0.05,15,4.0,20.0,15,-6.159609860972526
35017,12,-29.539277629866994,0.03411520119112467,0.021183575626008685,0.4915310235101395,-20.576199938093442,15,0.025,0.25,0.2,0.05,15,4.0,20.0,15,-6.161004801355774
35143,16,-29.538968631038546,0.0341148873228115,0.02118287398015218,0.4914458786400873,-20.57540312109837,15,0.025,0.25,0.2,0.05,15,4.0,20.0,15,-6.161061265516887
