base_mae,channel,config_id,corr_mae,delta_pct,drop_concentration,kappa,max_mode,nuisance_lambda,raw_map,response_lambda,retention_power,rho,ridge_tau,scale,shrink,smooth_lambda,source_corr,source_dot,source_full_l2,source_l2,source_retention,step_lambda,target_factor,target_retention,test_curve,test_label,train_curve,win
0.003408385839825258,smooth,10702,0.0027748164097896044,-18.588547770405462,0.0006394638242375368,0.00805488069566374,8,0.04,0.04936893072233093,2.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.13011047257525069,0.00051361233375704,2.203108165768006,0.00790355394054988,0.0035874561509759975,20.0,1.0,0.2522741824113199,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0031360955249893426,smooth,10702,0.0026914323259382635,-14.17887929458368,0.00025006251562922964,0.00805488069566374,8,0.04,0.04936893072233093,2.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.13011047257525069,0.00051361233375704,2.203108165768006,0.00790355394054988,0.0035874561509759975,20.0,1.0,0.3059039177051577,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.004487187642230267,step,10702,0.002080856548414082,-53.62670977182863,1.0,0.024424215431891036,8,0.04,0.08532750700170771,20.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,20.0,1.0,0.44266050369750576,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.002926482771138891,step,10702,0.0022776918404889238,-22.169648051523605,1.0,0.024424215431891036,8,0.04,0.08532750700170771,20.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,20.0,1.0,0.7364994292451671,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.002504818961791151,step,10702,0.0022262899728667084,-11.119725344352682,1.0,0.024424215431891036,8,0.04,0.08532750700170771,20.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,20.0,1.0,0.8578372424999297,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.0037480705220761528,smooth,10702,0.0023615386123344035,-36.99321828591724,0.0006394638242375368,0.017731356268760302,8,0.04,0.10867673058356359,2.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.3303371592326839,0.0011306242287087106,2.203108165768006,0.00790355394054988,0.0035874561509759975,20.0,1.0,0.2546819352709893,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.003248313740665229,smooth,10702,0.002275192745011347,-29.957728019664575,0.00025006251562922964,0.017731356268760302,8,0.04,0.10867673058356359,2.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.3303371592326839,0.0011306242287087106,2.203108165768006,0.00790355394054988,0.0035874561509759975,20.0,1.0,0.3084270414508565,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.0056693997340904675,step,10702,0.003025275679781737,-46.638518684957795,1.0,0.04036801642736617,8,0.04,0.1410281617420392,20.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,20.0,1.0,0.4740862633020452,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.004934623402238123,step,10702,0.004589643248600832,-6.991012799088658,1.0,0.04036801642736617,8,0.04,0.1410281617420392,20.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,20.0,1.0,0.7666790347659259,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0013816404339982303,step,10702,0.0012481279173331718,-9.663333048143086,1.0,0.04036801642736617,8,0.04,0.1410281617420392,20.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,20.0,1.0,0.8763904665067679,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.004701998914275349,smooth,10702,0.0016967089592673657,-63.915156294142726,0.0006394638242375368,0.03976588517424923,8,0.04,0.24341552799998048,2.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.4182147327612577,0.0025429658421874998,2.2038880779394603,0.00794701569814274,0.0036059071137463814,20.0,1.0,0.25136686949607145,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0038535563963712593,smooth,10702,0.0016679416366239968,-56.71682297955647,0.00025006251562922964,0.03976588517424923,8,0.04,0.24341552799998048,2.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.4182147327612577,0.0025429658421874998,2.2038880779394603,0.00794701569814274,0.0036059071137463814,20.0,1.0,0.305406069541994,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.008173606778800102,step,10702,0.0032474857577103693,-60.268632372511746,1.0,0.06347895597414333,8,0.04,0.22147475044700646,20.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,20.0,1.0,0.4740862633020452,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.006687305974578527,step,10702,0.005808062747602599,-13.14794373576339,1.0,0.06347895597414333,8,0.04,0.22147475044700646,20.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,20.0,1.0,0.7666790347659259,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0025579541942073844,step,10702,0.0024008866304129095,-6.14035873473272,1.0,0.06347895597414333,8,0.04,0.22147475044700646,20.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,20.0,1.0,0.8763904665067679,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.003408385839825258,smooth,10828,0.0027749137894305933,-18.585690710038318,0.0006394638242375368,0.008053642660251688,12,0.04,0.04936453809659664,2.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.1301031258121974,0.0005134656251995552,2.203108165768006,0.00790150774215297,0.003586527372975578,20.0,1.0,0.2522056199617309,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0031360955249893426,smooth,10828,0.0026915006706857117,-14.176700000397524,0.00025006251562922964,0.008053642660251688,12,0.04,0.04936453809659664,2.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.1301031258121974,0.0005134656251995552,2.203108165768006,0.00790150774215297,0.003586527372975578,20.0,1.0,0.30590320036916885,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.004487187642230267,step,10828,0.0020814880681067527,-53.61263592996992,1.0,0.024416745565750755,12,0.04,0.085307892321757,20.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,20.0,1.0,0.4423789721448926,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.002926482771138891,step,10828,0.002277685648733549,-22.169859628213406,1.0,0.024416745565750755,12,0.04,0.085307892321757,20.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,20.0,1.0,0.7360245011432663,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.002504818961791151,step,10828,0.002226375157763197,-11.11632450390122,1.0,0.024416745565750755,12,0.04,0.085307892321757,20.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,20.0,1.0,0.8573935099645585,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.0037480705220761528,smooth,10828,0.0023615631448518607,-36.99256374867434,0.0006394638242375368,0.017731042540093746,12,0.04,0.10868184272475274,2.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.3303344463901901,0.001130455028532967,2.203108165768006,0.00790150774215297,0.003586527372975578,20.0,1.0,0.25461304089015463,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.003248313740665229,smooth,10828,0.0022752099628681015,-29.95719796443811,0.00025006251562922964,0.017731042540093746,12,0.04,0.10868184272475274,2.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.3303344463901901,0.001130455028532967,2.203108165768006,0.00790150774215297,0.003586527372975578,20.0,1.0,0.30842621496552214,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.0056693997340904675,step,10828,0.003024769795216392,-46.64744175598952,1.0,0.040363451018924135,12,0.04,0.14102292723592214,20.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,20.0,1.0,0.4737842955395346,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.004934623402238123,step,10828,0.004589500773475369,-6.993900053370283,1.0,0.040363451018924135,12,0.04,0.14102292723592214,20.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,20.0,1.0,0.7659653303784687,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0013816404339982303,step,10828,0.001248099539999653,-9.665386935161768,1.0,0.040363451018924135,12,0.04,0.14102292723592214,20.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,20.0,1.0,0.8757025148197191,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.004701998914275349,smooth,10828,0.0016968451522011566,-63.91225980402706,0.0006394638242375368,0.03977214858151345,12,0.04,0.2434696138405806,2.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.41835142461960834,0.0025430303858468106,2.2038880779394603,0.007944960033131443,0.0036049743690068125,20.0,1.0,0.251297725605961,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0038535563963712593,smooth,10828,0.0016676642714467513,-56.72402062113002,0.00025006251562922964,0.03977214858151345,12,0.04,0.2434696138405806,2.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.41835142461960834,0.0025430303858468106,2.2038880779394603,0.007944960033131443,0.0036049743690068125,20.0,1.0,0.3054053437624318,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.008173606778800102,step,10828,0.003247708788370646,-60.26590370368399,1.0,0.063487127970979,12,0.04,0.2215200516853008,20.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,20.0,1.0,0.4737842955395346,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.006687305974578527,step,10828,0.005808215280283038,-13.145662807075231,1.0,0.063487127970979,12,0.04,0.2215200516853008,20.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,20.0,1.0,0.7659653303784687,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0025579541942073844,step,10828,0.002400929651104453,-6.138676894938988,1.0,0.063487127970979,12,0.04,0.2215200516853008,20.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,20.0,1.0,0.8757025148197191,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.003408385839825258,smooth,10954,0.002774923849065509,-18.58539556637241,0.0006394638242375368,0.008053514767150664,16,0.04,0.049363975211551225,2.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.13010533037526933,0.0005134527844643908,2.203108165768006,0.007901366224336046,0.003586463137447281,20.0,1.0,0.25220277498057014,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0031360955249893426,smooth,10954,0.002691507730921308,-14.176474872191447,0.00025006251562922964,0.008053514767150664,16,0.04,0.049363975211551225,2.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.13010533037526933,0.0005134527844643908,2.203108165768006,0.007901366224336046,0.003586463137447281,20.0,1.0,0.30589962362022854,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.004487187642230267,step,10954,0.002081535138248675,-53.6115869401421,1.0,0.024416188801388027,16,0.04,0.08530633373825876,20.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.2244820748155623,0.0002811551323382933,0.02342440756601477,0.0007958295125066305,0.033974370974540986,20.0,1.0,0.4423430747094959,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.002926482771138891,step,10954,0.002277685187232807,-22.169875398022356,1.0,0.024416188801388027,16,0.04,0.08530633373825876,20.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.2244820748155623,0.0002811551323382933,0.02342440756601477,0.0007958295125066305,0.033974370974540986,20.0,1.0,0.7359463410389084,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.002504818961791151,step,10954,0.002226381506995406,-11.116071023218343,1.0,0.024416188801388027,16,0.04,0.08530633373825876,20.0,0.25,0.5,0.05,25,0.6666666666666666,2.0,0.2244820748155623,0.0002811551323382933,0.02342440756601477,0.0007958295125066305,0.033974370974540986,20.0,1.0,0.8573002027211308,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.0037480705220761528,smooth,10954,0.0023615721809426135,-36.992322662208664,0.0006394638242375368,0.017730926984048292,16,0.04,0.1086816210592304,2.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.33033302764174594,0.0011304373424915683,2.203108165768006,0.007901366224336046,0.003586463137447281,20.0,1.0,0.25461031565508807,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.003248313740665229,smooth,10954,0.0022752163047413503,-29.957002728578676,0.00025006251562922964,0.017730926984048292,16,0.04,0.1086816210592304,2.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.33033302764174594,0.0011304373424915683,2.203108165768006,0.007901366224336046,0.003586463137447281,20.0,1.0,0.3084227565271586,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.0056693997340904675,step,10954,0.0030247169624383207,-46.64837364967403,1.0,0.040362974223964614,16,0.04,0.14102190058517727,20.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.427954778270494,0.00046478414185840343,0.02342440756601477,0.0007958295125066305,0.033974370974540986,20.0,1.0,0.47373250153935587,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.004934623402238123,step,10954,0.004589485893881865,-6.994201587900695,1.0,0.040362974223964614,16,0.04,0.14102190058517727,20.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.427954778270494,0.00046478414185840343,0.02342440756601477,0.0007958295125066305,0.033974370974540986,20.0,1.0,0.7658529255217296,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0013816404339982303,step,10954,0.00124809657637223,-9.665601435790872,1.0,0.040362974223964614,16,0.04,0.14102190058517727,20.0,0.25,0.5,0.05,100,0.6666666666666666,2.0,0.427954778270494,0.00046478414185840343,0.02342440756601477,0.0007958295125066305,0.033974370974540986,20.0,1.0,0.8755876316867179,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.004701998914275349,smooth,10954,0.001696853311646032,-63.912086272619995,0.0006394638242375368,0.03977252382804734,16,0.04,0.24347299974087686,2.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.41837074474405533,0.002543031150193285,2.2038880779394603,0.00794481791779696,0.0036049098850904535,20.0,1.0,0.25129479823629697,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0038535563963712593,smooth,10954,0.0016676476542419202,-56.72445183850747,0.00025006251562922964,0.03977252382804734,16,0.04,0.24347299974087686,2.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.41837074474405533,0.002543031150193285,2.2038880779394603,0.00794481791779696,0.0036049098850904535,20.0,1.0,0.3054016634355045,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.008173606778800102,step,10954,0.003247717940832558,-60.265791727879915,1.0,0.06348746332348053,16,0.04,0.22152222265169544,20.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.37899003440659257,0.0007310392712975911,0.023425091978756998,0.000800071941075732,0.034154484507521926,20.0,1.0,0.47373250153935587,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.006687305974578527,step,10954,0.005808221539734307,-13.145569205088226,1.0,0.06348746332348053,16,0.04,0.22152222265169544,20.0,0.25,0.5,0.05,400,0.6666666666666666,2.0,0.37899003440659257,0.0007310392712975911,0.023425091978756998,0.000800071941075732,0.034154484507521926,20.0,1.0,0.7658529255217296,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
