base_config_id,config_id,fit_start_step,max_mode,mean_delta,mean_kappa,mean_source_retention,mean_target_retention,median_delta,nonharm,nuisance_lambda,retention_power,rho,ridge_tau,rows,smooth_lambda,step_lambda,wins,worst_delta
10700,1011,5000,8,-32.002197244333,0.035260265199144755,0.02109897173882047,0.529957914697898,-36.35703973426778,15,0.04,0.25,0.35,0.05,15,2.0,20.0,15,-6.095700915412183
36279,1235,5000,16,-31.981849868350547,0.044301502890601446,0.024356544896885636,0.5428919853183819,-32.71658804649896,15,0.05,0.25,0.4,0.05,15,4.0,20.0,15,-1.9999346981485533
36153,1243,5000,12,-31.981771231046025,0.04430158668815245,0.024356850742001453,0.5429345910734116,-32.71645260642669,15,0.05,0.25,0.4,0.05,15,4.0,20.0,15,-1.9997631036185126
36027,1227,5000,8,-31.980103975709735,0.04430277299158477,0.024361911031878094,0.5431959145327,-32.715572968297145,15,0.05,0.25,0.4,0.05,15,4.0,20.0,15,-1.996467860816653
35520,1218,3000,16,-31.977933025799864,0.045416612448613176,0.021932109882187707,0.5045212965250775,-34.21902353642538,15,0.03,0.25,0.0,0.05,15,4.0,20.0,15,-2.9724142227049
35394,1210,3000,12,-31.977758827340136,0.045416932766507684,0.021932670698574398,0.5045922690852699,-34.21716227886608,15,0.03,0.25,0.0,0.05,15,4.0,20.0,15,-2.9718119722197733
35268,1202,3000,8,-31.97635235696856,0.04541848369198197,0.021941922876793987,0.5050267730742137,-34.195380134293394,15,0.03,0.25,0.0,0.05,15,4.0,20.0,15,-2.9647638841839297
15868,1595,5000,16,-31.963447069317777,0.04216721027694914,0.028570066066053883,0.6163495354992526,-38.70372310107828,15,0.07,0.25,0.5,0.05,15,2.0,30.0,15,-0.9238410257543683
15742,1587,5000,12,-31.963433581468774,0.04216727213041629,0.028570285351327496,0.6163810551570219,-38.70382364180385,15,0.07,0.25,0.5,0.05,15,2.0,30.0,15,-0.9238410863967261
15616,1571,5000,8,-31.96316353487715,0.042168271958202594,0.0285740342505585,0.6165687858816892,-38.70447043584916,15,0.07,0.25,0.5,0.05,15,2.0,30.0,15,-0.923841558066818
40564,485,12000,8,-31.903411395095485,0.04148658693370518,0.02844181107006625,0.6124827069376649,-40.50797569690033,15,0.07,0.25,0.5,0.05,15,4.0,30.0,15,-0.9207115618924955
40690,493,12000,12,-31.90324307012492,0.041486271192636134,0.028438940508414404,0.6122919550268947,-40.506787811426214,15,0.07,0.25,0.5,0.05,15,4.0,30.0,15,-0.9207111033121773
40816,501,12000,16,-31.903234064037246,0.04148625752145043,0.028438770480164372,0.6122599033538468,-40.50670640050219,15,0.07,0.25,0.5,0.05,15,4.0,30.0,15,-0.9207110718833178
40183,868,8000,8,-31.873913760089504,0.04433154415213855,0.027130022299770497,0.5882177425073724,-36.9057466218947,15,0.05,0.25,0.2,0.05,15,4.0,30.0,15,-0.921830434435067
40309,876,8000,12,-31.873446623932402,0.044330127502999424,0.02712508220258671,0.587950958855174,-36.90439795407029,15,0.05,0.25,0.2,0.05,15,4.0,30.0,15,-0.9218296888698796
