mean_delta,median_delta,nonharm,rows,test_curve,test_label,wins,worst_delta
-51.94710736418762,-56.3505572637391,3,3,wsd_20000_24000.csv,WSD sharp,3,-40.873168385152916
-43.87553856813346,-46.640638783202895,3,3,wsdld_20000_24000.csv,WSD linear,3,-33.01334508818162
-54.02289050387609,-58.37660390871391,3,3,wsdcon_3.csv,WSD-con 3e-5,3,-44.466579146558146
-13.613567774774856,-13.877147359176945,3,3,wsdcon_9.csv,WSD-con 9e-5,3,-6.288234382364233
-9.173387900397538,-9.163402204667037,3,3,wsdcon_18.csv,WSD-con 18e-5,3,-6.081117679037651
