base_mae,coef,corr_mae,delta_pct,fit_objective,group,lambda,localization,residualized_corr,scale,test_curve,test_label,variant,win
0.006687305974578527,0.06381815428261355,0.005915179967082861,-11.546144447866835,0.00031925201568877765,core_wsd,18.05070782708191,1.0,0.029093201914880976,400,wsdcon_9.csv,WSD-con 9e-5,strict_exact,1
0.0025579541942073844,0.06381815428261355,0.002393310344397601,-6.436544101635111,0.00031925201568877765,core_wsd,18.05070782708191,1.0,0.029093201914880976,400,wsdcon_18.csv,WSD-con 18e-5,strict_exact,1
0.007134640765897494,0.08290170979424194,0.011160788863124,56.43098551605972,0.00030217539847214033,extra_control,7.221062086481109,1.0,0.03826196787374511,400,cosine_24000.csv,Cosine 24k,strict_exact,0
0.001679822173746335,0.08290270488454092,0.001679822173746335,0.0,0.00030217329921958534,extra_control,7.220283130832764,1.0,0.03826252988048882,400,constant_24000.csv,Constant 24k,strict_exact,0
0.004118245803084534,0.08290270488454092,0.004118245803084534,0.0,0.00030217329921958534,extra_control,7.220283130832764,1.0,0.03826252988048882,400,constant_72000.csv,Constant 72k,strict_exact,0
0.003408385839825258,0.041925777138522614,0.002015090918748546,-40.87843884330137,0.0001952557255847522,core_wsd,7.227208795627145,0.9037974423784441,0.012521473100467126,25,wsd_20000_24000.csv,WSD sharp,strict_exact_sqrtlocalized,1
0.0031360955249893426,0.04192877982244451,0.0021015935623371843,-32.98694042987334,0.00019525273313871766,core_wsd,7.222991414077641,0.9037974423784441,0.012522624892802972,25,wsdld_20000_24000.csv,WSD linear,strict_exact_sqrtlocalized,1
0.004487187642230267,0.03208308197767467,0.0024913344838188856,-44.4789324080814,0.00019964498142824742,core_wsd,18.05070782708191,0.9999277430542068,0.009417420546899232,25,wsdcon_3.csv,WSD-con 3e-5,strict_exact_sqrtlocalized,1
0.002926482771138891,0.03208308197767467,0.0023532921381757372,-19.58633205074659,0.00019964498142824742,core_wsd,18.05070782708191,0.9999277430542068,0.009417420546899232,25,wsdcon_9.csv,WSD-con 9e-5,strict_exact_sqrtlocalized,1
0.002504818961791151,0.03208308197767467,0.0021572290916651022,-13.876846008762778,0.00019964498142824742,core_wsd,18.05070782708191,0.9999277430542068,0.009417420546899232,25,wsdcon_18.csv,WSD-con 18e-5,strict_exact_sqrtlocalized,1
0.004428106847791531,0.041930152843259766,0.004428106847791531,0.0,0.0001952513636332912,extra_control,7.221062086481109,0.0,0.01252315174787187,25,cosine_24000.csv,Cosine 24k,strict_exact_sqrtlocalized,0
0.003761619732988638,0.04193070708296342,0.003761619732988638,0.0,0.0001952508106050036,extra_control,7.220283130832764,0.0,0.012523364452831073,25,constant_24000.csv,Constant 24k,strict_exact_sqrtlocalized,0
