base_config_id,config_id,max_mode,mean_delta,mean_kappa,mean_source_retention,mean_target_retention,median_delta,nonharm,nuisance_lambda,retention_power,rho,ridge_tau,rows,smooth_fit_start,smooth_lambda,step_fit_start,step_lambda,wins,worst_delta
35520,356,16,-34.040116587307004,0.03941886051011337,0.02030536018290052,0.5045212965250775,-41.50201217562669,15,0.03,0.25,0.0,0.05,15,8000,4.0,8000,20.0,15,-6.014264609424513
35394,420,12,-34.04007101600008,0.03941889383125633,0.020305801957504328,0.5045922690852699,-41.501677659251065,15,0.03,0.25,0.0,0.05,15,8000,4.0,8000,20.0,15,-6.0143198770992505
35268,484,8,-34.038305443976554,0.03942226055970572,0.020313099787434372,0.5050267730742137,-41.501413390562945,15,0.03,0.25,0.0,0.05,15,8000,4.0,8000,20.0,15,-6.014715959277694
35773,596,12,-34.022693389286935,0.04229596755786087,0.02227817620996037,0.5258623854471114,-38.89528243634056,15,0.04,0.25,0.2,0.05,15,3000,4.0,8000,20.0,15,-4.485519798515581
35899,532,16,-34.0226188877862,0.04229591102935028,0.022277831306515002,0.5258091386717108,-38.89545158454049,15,0.04,0.25,0.2,0.05,15,3000,4.0,8000,20.0,15,-4.485574530105662
35647,660,8,-34.02194743273379,0.042297199931451215,0.022283857069537373,0.5261887482191262,-38.88387427354362,15,0.04,0.25,0.2,0.05,15,3000,4.0,8000,20.0,15,-4.4818284385829905
59459,84,8,-33.90617821696243,0.05000183941303044,0.02061555139841244,0.475275719197431,-35.2584286516905,15,0.02,0.0,0.75,0.05,15,3000,7.0,8000,20.0,15,-6.0812286163267615
59585,20,12,-33.90396457182837,0.050002564777715655,0.02060242166966606,0.4746148908293079,-35.24982077400952,15,0.02,0.0,0.75,0.05,15,3000,7.0,8000,20.0,15,-6.081117679037651
35899,548,16,-33.85501911322391,0.0413444921804836,0.02206846009054953,0.5258091386717108,-38.89545158454049,15,0.04,0.25,0.2,0.05,15,8000,4.0,8000,20.0,15,-4.485574530105662
35773,612,12,-33.854978184397076,0.04134449334031355,0.022068791535611042,0.5258623854471114,-38.89528243634056,15,0.04,0.25,0.2,0.05,15,8000,4.0,8000,20.0,15,-4.485519798515581
35647,676,8,-33.85327380964372,0.04134627849201325,0.02207427302616203,0.5261887482191262,-38.88387427354362,15,0.04,0.25,0.2,0.05,15,8000,4.0,8000,20.0,15,-4.4818284385829905
35268,469,8,-33.84445708353159,0.03735947185560573,0.019334714424930552,0.5050267730742137,-40.27125352117977,15,0.03,0.25,0.0,0.05,15,3000,4.0,12000,20.0,15,-5.364892596483628
35394,405,12,-33.84226558003387,0.03735818941546243,0.01932830952944649,0.5045922690852699,-40.26865834153875,15,0.03,0.25,0.0,0.05,15,3000,4.0,12000,20.0,15,-5.3644193269997364
35520,341,16,-33.842136955712924,0.03735804284146219,0.019327918051548414,0.5045212965250775,-40.2684059870979,15,0.03,0.25,0.0,0.05,15,3000,4.0,12000,20.0,15,-5.364384924147281
36027,1046,8,-33.840313125911756,0.03636506438102698,0.021433119378534028,0.5431959145327,-41.25529542515547,15,0.05,0.25,0.4,0.05,15,3000,4.0,16000,20.0,15,-5.229331227783418
36153,982,12,-33.83974868173744,0.03636533888093609,0.021429879280955855,0.5429345910734116,-41.253656489776866,15,0.05,0.25,0.4,0.05,15,3000,4.0,16000,20.0,15,-5.229139444615516
36279,918,16,-33.839691389862104,0.036365290215206215,0.02142967997252574,0.5428919853183819,-41.253522361141236,15,0.05,0.25,0.4,0.05,15,3000,4.0,16000,20.0,15,-5.229129059597016
