mean_delta,median_delta,nonharm,rows,test_curve,test_label,wins,worst_delta
-52.92815336706904,-53.75358631833356,3,3,wsd_20000_24000.csv,WSD sharp,3,-41.25529542515547
-43.7508353549216,-42.97331647339578,3,3,wsdld_20000_24000.csv,WSD linear,3,-32.83330132780552
-53.18796449018908,-56.10626332941621,3,3,wsdcon_3.csv,WSD-con 3e-5,3,-45.0900883839096
-13.897370001275052,-13.577112812421044,3,3,wsdcon_9.csv,WSD-con 9e-5,3,-6.489984397450588
-9.073469849108049,-9.306919781206503,3,3,wsdcon_18.csv,WSD-con 18e-5,3,-5.8729794757903075
