base_mae,channel,config_id,corr_mae,delta_pct,drop_concentration,kappa,max_mode,nuisance_lambda,raw_map,response_lambda,retention_power,rho,ridge_tau,scale,shrink,smooth_fit_start,smooth_lambda,source_corr,source_dot,source_full_l2,source_l2,source_retention,step_fit_start,step_lambda,target_factor,target_retention,test_curve,test_label,train_curve,win
0.004487187642230267,step,925,0.00186818957984451,-58.36613645789139,1.0,0.02710378549135475,16,0.05,0.08996270262067849,20.0,0.25,0.4,0.05,25,0.7142857142857143,5000,4.0,0.4549464699462551,0.00029144976341528687,0.023369959197071296,0.0007396732748699716,0.03165060189590176,12000,20.0,1.0,0.4614781245612423,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.002926482771138891,step,925,0.0022936156639255293,-21.625519666636215,1.0,0.02710378549135475,16,0.05,0.08996270262067849,20.0,0.25,0.4,0.05,25,0.7142857142857143,5000,4.0,0.4549464699462551,0.00029144976341528687,0.023369959197071296,0.0007396732748699716,0.03165060189590176,12000,20.0,1.0,0.7489617745948403,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.002504818961791151,step,925,0.0022032291203984804,-12.040384793997605,1.0,0.02710378549135475,16,0.05,0.08996270262067849,20.0,0.25,0.4,0.05,25,0.7142857142857143,5000,4.0,0.4549464699462551,0.00029144976341528687,0.023369959197071296,0.0007396732748699716,0.03165060189590176,12000,20.0,1.0,0.8648889816832777,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.0037480705220761528,smooth,925,0.001704399922359171,-54.525937750630696,0.0006394638242375368,0.034934302606689685,16,0.05,0.15973008576430958,4.0,0.25,0.4,0.05,100,0.7142857142857143,5000,4.0,0.4309884160146904,0.0012287577741448962,0.5907732197866994,0.005192713418798229,0.008789689926488332,12000,20.0,1.0,0.26856455156151915,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.003248313740665229,smooth,925,0.0018323486717479003,-43.59077299680265,0.00025006251562922964,0.034934302606689685,16,0.05,0.15973008576430958,4.0,0.25,0.4,0.05,100,0.7142857142857143,5000,4.0,0.4309884160146904,0.0012287577741448962,0.5907732197866994,0.005192713418798229,0.008789689926488332,12000,20.0,1.0,0.3223716594822317,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.0056693997340904675,step,925,0.003112910825028999,-45.09276164968815,1.0,0.04115888900842243,16,0.05,0.1366143077410085,20.0,0.25,0.4,0.05,100,0.7142857142857143,5000,4.0,0.4684988445518216,0.00044258572175340715,0.023369959197071296,0.0007396732748699716,0.03165060189590176,12000,20.0,1.0,0.4927652641767089,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.004934623402238123,step,925,0.004614324429190346,-6.4908493909080045,1.0,0.04115888900842243,16,0.05,0.1366143077410085,20.0,0.25,0.4,0.05,100,0.7142857142857143,5000,4.0,0.4684988445518216,0.00044258572175340715,0.023369959197071296,0.0007396732748699716,0.03165060189590176,12000,20.0,1.0,0.7777581181647101,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0013816404339982303,step,925,0.0012530437655666402,-9.30753510589245,1.0,0.04115888900842243,16,0.05,0.1366143077410085,20.0,0.25,0.4,0.05,100,0.7142857142857143,5000,4.0,0.4684988445518216,0.00044258572175340715,0.023369959197071296,0.0007396732748699716,0.03165060189590176,12000,20.0,1.0,0.8824745460146127,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.004701998914275349,smooth,925,0.0018214678394552252,-61.2618404924506,0.0006394638242375368,0.04944710357955659,16,0.05,0.22577724919602643,4.0,0.25,0.4,0.05,400,0.7142857142857143,5000,4.0,0.47610547521672836,0.0017435556596836076,0.5909084724661684,0.005222459485587059,0.008838017610055614,12000,20.0,1.0,0.26537905254912825,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0038535563963712593,smooth,925,0.0018540606698834409,-51.88702385076456,0.00025006251562922964,0.04944710357955659,16,0.05,0.22577724919602643,4.0,0.25,0.4,0.05,400,0.7142857142857143,5000,4.0,0.47610547521672836,0.0017435556596836076,0.5909084724661684,0.005222459485587059,0.008838017610055614,12000,20.0,1.0,0.31973273225503973,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
