center,config_id,gate_sign,gate_tau,mean_delta,mean_step_curvature_coef,mean_step_gate_coef,mean_step_primary_coef,median_delta,nonharm,rows,shrink_gate,time_power,width,wins,worst_delta
0.5,774,signed,0.03,-37.53378084651087,0.01870163174231592,0.004718729849549858,0.04077889312916283,-40.477293275340145,15,15,1,2.0,0.05,15,-10.783202583526752
0.5,775,signed,0.03,-37.533739249032486,0.01870163174231592,0.006370285296892309,0.04077889312916283,-40.477293275340145,15,15,0,2.0,0.05,15,-10.78313422135395
0.5,738,signed,0.1,-37.53201724518365,0.018701770954491187,0.0012801811458879573,0.04077309045210682,-40.477293275340145,15,15,1,0.0,0.05,15,-10.78380708182185
0.5,758,signed,0.1,-37.53160126424395,0.01870223823975652,0.0007748663360254751,0.04074943561869029,-40.477293275340145,15,15,1,1.0,0.05,15,-10.79583239026427
0.5,739,signed,0.1,-37.5315908920817,0.018701770954491187,0.0017282445469487425,0.04077309045210682,-40.477293275340145,15,15,0,0.0,0.05,15,-10.783734081073037
0.5,759,signed,0.1,-37.531528939448,0.01870223823975652,0.001046069553634391,0.04074943561869029,-40.477293275340145,15,15,0,1.0,0.05,15,-10.79581023660533
0.5,778,signed,0.1,-37.53127300134565,0.018702402045477486,0.00045579461659212364,0.040741307600836114,-40.477293275340145,15,15,1,2.0,0.05,15,-10.799702475822926
0.5,779,signed,0.1,-37.531268978009145,0.018702402045477486,0.000615322732399367,0.040741307600836114,-40.477293275340145,15,15,0,2.0,0.05,15,-10.799695872246984
0.2,0,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.05,15,-10.801466736917275
0.2,1,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.05,15,-10.801466736917275
0.2,4,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.05,15,-10.801466736917275
0.2,5,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.05,15,-10.801466736917275
0.2,8,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.05,15,-10.801466736917275
0.2,9,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.05,15,-10.801466736917275
0.2,12,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.05,15,-10.801466736917275
0.2,13,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.05,15,-10.801466736917275
0.2,16,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.05,15,-10.801466736917275
0.2,17,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.05,15,-10.801466736917275
0.2,20,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.05,15,-10.801466736917275
0.2,21,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.05,15,-10.801466736917275
0.2,24,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.05,15,-10.801466736917275
0.2,25,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.05,15,-10.801466736917275
0.2,28,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.05,15,-10.801466736917275
0.2,29,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.05,15,-10.801466736917275
0.2,32,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.05,15,-10.801466736917275
0.2,33,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.05,15,-10.801466736917275
0.2,36,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.05,15,-10.801466736917275
0.2,37,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.05,15,-10.801466736917275
0.2,40,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.05,15,-10.801466736917275
0.2,41,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.05,15,-10.801466736917275
0.2,44,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.05,15,-10.801466736917275
0.2,45,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.05,15,-10.801466736917275
0.2,48,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.05,15,-10.801466736917275
0.2,49,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.05,15,-10.801466736917275
0.2,52,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.05,15,-10.801466736917275
0.2,53,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.05,15,-10.801466736917275
0.2,56,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.05,15,-10.801466736917275
0.2,57,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.05,15,-10.801466736917275
0.2,60,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.1,15,-10.801466736917275
0.2,61,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.1,15,-10.801466736917275
0.2,64,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.1,15,-10.801466736917275
0.2,65,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.1,15,-10.801466736917275
0.2,68,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.1,15,-10.801466736917275
0.2,69,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.1,15,-10.801466736917275
0.2,72,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.1,15,-10.801466736917275
0.2,73,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.1,15,-10.801466736917275
0.2,76,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.1,15,-10.801466736917275
0.2,77,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.1,15,-10.801466736917275
0.2,80,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.1,15,-10.801466736917275
0.2,81,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.1,15,-10.801466736917275
0.2,84,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.1,15,-10.801466736917275
0.2,85,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.1,15,-10.801466736917275
0.2,88,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.1,15,-10.801466736917275
0.2,89,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.1,15,-10.801466736917275
0.2,92,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.1,15,-10.801466736917275
0.2,93,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.1,15,-10.801466736917275
0.2,96,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.1,15,-10.801466736917275
0.2,97,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.1,15,-10.801466736917275
0.2,100,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.1,15,-10.801466736917275
0.2,101,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.1,15,-10.801466736917275
0.2,104,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.1,15,-10.801466736917275
0.2,105,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.1,15,-10.801466736917275
0.2,108,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.1,15,-10.801466736917275
0.2,109,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.1,15,-10.801466736917275
0.2,112,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.1,15,-10.801466736917275
0.2,113,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.1,15,-10.801466736917275
0.2,116,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.1,15,-10.801466736917275
0.2,117,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.1,15,-10.801466736917275
0.2,120,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.15,15,-10.801466736917275
0.2,121,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.15,15,-10.801466736917275
0.2,124,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.15,15,-10.801466736917275
0.2,125,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.15,15,-10.801466736917275
0.2,128,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.15,15,-10.801466736917275
0.2,129,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.15,15,-10.801466736917275
0.2,132,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.15,15,-10.801466736917275
0.2,133,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.15,15,-10.801466736917275
0.2,136,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.15,15,-10.801466736917275
0.2,137,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.15,15,-10.801466736917275
0.2,140,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.15,15,-10.801466736917275
0.2,141,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.15,15,-10.801466736917275
0.2,144,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.15,15,-10.801466736917275
0.2,145,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.15,15,-10.801466736917275
0.2,148,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.15,15,-10.801466736917275
0.2,149,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.15,15,-10.801466736917275
0.2,152,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.15,15,-10.801466736917275
0.2,153,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.15,15,-10.801466736917275
0.2,156,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.15,15,-10.801466736917275
0.2,157,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.15,15,-10.801466736917275
0.2,160,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.15,15,-10.801466736917275
0.2,161,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.15,15,-10.801466736917275
0.2,164,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.15,15,-10.801466736917275
0.2,165,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.15,15,-10.801466736917275
0.2,168,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.15,15,-10.801466736917275
0.2,169,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.15,15,-10.801466736917275
0.2,172,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.15,15,-10.801466736917275
0.2,173,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.15,15,-10.801466736917275
0.2,176,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.15,15,-10.801466736917275
0.2,177,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.15,15,-10.801466736917275
0.2,180,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.25,15,-10.801466736917275
0.2,181,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.25,15,-10.801466736917275
0.2,184,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.25,15,-10.801466736917275
0.2,185,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.25,15,-10.801466736917275
0.2,188,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.25,15,-10.801466736917275
0.2,189,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.25,15,-10.801466736917275
0.2,192,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.25,15,-10.801466736917275
0.2,193,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.25,15,-10.801466736917275
0.2,196,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.25,15,-10.801466736917275
0.2,197,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.25,15,-10.801466736917275
0.2,200,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.25,15,-10.801466736917275
0.2,201,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.25,15,-10.801466736917275
0.2,204,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.25,15,-10.801466736917275
0.2,205,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.25,15,-10.801466736917275
0.2,208,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.25,15,-10.801466736917275
0.2,209,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.25,15,-10.801466736917275
0.2,212,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.25,15,-10.801466736917275
0.2,213,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.25,15,-10.801466736917275
0.2,216,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.25,15,-10.801466736917275
0.2,217,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.25,15,-10.801466736917275
0.2,220,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.25,15,-10.801466736917275
0.2,221,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.25,15,-10.801466736917275
0.2,224,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.25,15,-10.801466736917275
0.2,225,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.25,15,-10.801466736917275
0.2,228,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.25,15,-10.801466736917275
0.2,229,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.25,15,-10.801466736917275
0.2,232,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.25,15,-10.801466736917275
0.2,233,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.25,15,-10.801466736917275
0.2,236,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.25,15,-10.801466736917275
0.2,237,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.25,15,-10.801466736917275
0.3,240,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.05,15,-10.801466736917275
0.3,241,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.05,15,-10.801466736917275
0.3,244,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.05,15,-10.801466736917275
0.3,245,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.05,15,-10.801466736917275
0.3,248,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.05,15,-10.801466736917275
0.3,249,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.05,15,-10.801466736917275
0.3,252,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.05,15,-10.801466736917275
0.3,253,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.05,15,-10.801466736917275
0.3,256,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,0.0,0.05,15,-10.801466736917275
0.3,257,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,0.0,0.05,15,-10.801466736917275
0.3,260,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.05,15,-10.801466736917275
0.3,261,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.05,15,-10.801466736917275
0.3,264,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.05,15,-10.801466736917275
0.3,265,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.05,15,-10.801466736917275
0.3,268,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.05,15,-10.801466736917275
0.3,269,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.05,15,-10.801466736917275
0.3,272,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.05,15,-10.801466736917275
0.3,273,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.05,15,-10.801466736917275
0.3,276,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,1.0,0.05,15,-10.801466736917275
0.3,277,nonpos,0.1,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,1.0,0.05,15,-10.801466736917275
0.3,280,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.05,15,-10.801466736917275
0.3,281,nonpos,0.001,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.05,15,-10.801466736917275
0.3,284,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.05,15,-10.801466736917275
0.3,285,nonpos,0.003,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.05,15,-10.801466736917275
0.3,288,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.05,15,-10.801466736917275
0.3,289,nonpos,0.01,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,0,2.0,0.05,15,-10.801466736917275
0.3,292,nonpos,0.03,-37.530973471456385,0.018702484406347673,0.0,0.040737288942212055,-40.477293275340145,15,15,1,2.0,0.05,15,-10.801466736917275
