mean_delta,median_delta,nonharm,rows,test_curve,test_label,wins,worst_delta
-54.26122522502009,-58.20753202008486,3,3,wsd_20000_24000.csv,WSD sharp,3,-40.477293275340145
-46.32810974659075,-50.664602484115804,3,3,wsdld_20000_24000.csv,WSD linear,3,-33.11707850120887
-57.531599068963935,-59.64479408879983,3,3,wsdcon_3.csv,WSD-con 3e-5,3,-47.03073446811954
-16.836088400028792,-18.796858727625743,3,3,wsdcon_9.csv,WSD-con 9e-5,3,-10.478625347560723
-12.981988733679302,-13.380831353685807,3,3,wsdcon_18.csv,WSD-con 18e-5,3,-12.01998792743244
