estimator,train_curve,train_label,test_curve,test_label,base_mae,corr_mae,delta_pct,wins,tests,mean_kappa,max_kappa
susceptibility_prior,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,0.00484947071598518,0.004766230191785967,-1.7164867894722824,3,3,0.0020483976372803483,0.002608659412447494
susceptibility_prior,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,0.0021481378633322556,0.0021141595905223446,-1.5817547555911027,3,3,0.0020483976372803483,0.002608659412447494
susceptibility_prior,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,0.006774363885652582,0.006663323881967397,-1.6391207434303334,3,3,0.010665801643777707,0.013520471702571346
susceptibility_prior,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,0.003952818425392253,0.0036209074329155108,-8.396818592642674,3,3,0.010665801643777707,0.013520471702571346
susceptibility_prior,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,0.003412655220675277,0.003173909297342815,-6.995899318690057,3,3,0.010665801643777707,0.013520471702571346
susceptibility_prior,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,0.0061100647183736125,0.004898351919569262,-19.831423309815378,3,3,0.010665801643777707,0.013520471702571346
susceptibility_prior,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,0.00484947071598518,0.004458196528806863,-8.068389523181786,3,3,0.010665801643777707,0.013520471702571346
susceptibility_prior,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,0.0021481378633322556,0.0019864261628923835,-7.527994510977054,3,3,0.010665801643777707,0.013520471702571346
susceptibility_prior,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,0.006774363885652582,0.006666192886117522,-1.5967698423191456,3,3,0.010410000832197648,0.013109016730151357
susceptibility_prior,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,0.003952818425392253,0.0036288583798328167,-8.195672320245484,3,3,0.010410000832197648,0.013109016730151357
susceptibility_prior,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,0.003412655220675277,0.003179630433249802,-6.828254609891871,3,3,0.010410000832197648,0.013109016730151357
susceptibility_prior,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,0.0061100647183736125,0.004912811791669205,-19.5947666986921,3,3,0.010410000832197648,0.013109016730151357
susceptibility_prior,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,0.00484947071598518,0.00446280759350614,-7.973305647655371,3,3,0.010410000832197648,0.013109016730151357
susceptibility_prior,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,0.0021481378633322556,0.0019904600522247223,-7.340209108503803,3,3,0.010410000832197648,0.013109016730151357
susceptibility_prior,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,0.006774363885652582,0.006634109968536366,-2.070362907626788,3,3,0.013987479143249715,0.01471866159452681
susceptibility_prior,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,0.003952818425392253,0.0035174712236896617,-11.013589668222368,3,3,0.013987479143249715,0.01471866159452681
susceptibility_prior,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,0.003412655220675277,0.0030995539462289664,-9.174711601377538,3,3,0.013987479143249715,0.01471866159452681
susceptibility_prior,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,0.0061100647183736125,0.004598976264983611,-24.731136625214432,3,3,0.013987479143249715,0.01471866159452681
susceptibility_prior,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,0.00484947071598518,0.004413833214783815,-8.983196862399534,3,3,0.013987479143249715,0.01471866159452681
susceptibility_prior,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,0.0021481378633322556,0.0019672027287284803,-8.42288279966833,3,3,0.013987479143249715,0.01471866159452681
susceptibility_prior,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,0.006774363885652582,0.0066430433322716,-1.938492758841981,3,3,0.013230806259939248,0.01497574654770657
susceptibility_prior,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0.003952818425392253,0.0035409207920804307,-10.420352998403871,3,3,0.013230806259939248,0.01497574654770657
susceptibility_prior,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0.003412655220675277,0.003116431208722663,-8.680162301716464,3,3,0.013230806259939248,0.01497574654770657
susceptibility_prior,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,0.0061100647183736125,0.004630991135536622,-24.207167207071624,3,3,0.013230806259939248,0.01497574654770657
susceptibility_prior,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,0.00484947071598518,0.0044214152182975594,-8.826849830779116,3,3,0.013230806259939248,0.01497574654770657
susceptibility_prior,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,0.0021481378633322556,0.0019732685401104063,-8.140507469599124,3,3,0.013230806259939248,0.01497574654770657
susceptibility_prior,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,0.006774363885652582,0.006629957186654392,-2.1316643368394894,3,3,0.014357841059043848,0.014992462108157602
susceptibility_prior,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,0.003952818425392253,0.0035058793199304367,-11.306846340088716,3,3,0.014357841059043848,0.014992462108157602
susceptibility_prior,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,0.003412655220675277,0.0030912129490905777,-9.41912530856529,3,3,0.014357841059043848,0.014992462108157602
susceptibility_prior,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,0.0061100647183736125,0.004582050021217598,-25.008158957156578,3,3,0.014357841059043848,0.014992462108157602
susceptibility_prior,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,0.00484947071598518,0.0043974066293776285,-9.321926310791495,3,3,0.014357841059043848,0.014992462108157602
susceptibility_prior,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,0.0021481378633322556,0.0019543677494261624,-9.020376076119764,3,3,0.014357841059043848,0.014992462108157602
