adiabatic_factor,backbone_params,base_mae,base_vs_official_baseline_pct,cooldown_support_span,corr_mae,corr_vs_official_baseline_pct,delta_vs_own_baseline_pct,description,effective_tau_steps,group,nonharm_vs_own_baseline,residual_params,scale,test_curve,test_label,variant,win_vs_own_baseline
0.9998554913294798,15,0.005756741512171154,96.71195637795671,2.0,0.005078554936617008,73.53783820981121,-11.780736969347927,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",130.0,core_wsd,1,0,25,wsdcon_9.csv,WSD-con 9e-5,median_c_beta_gamma_refit,1
0.9998554913294798,15,0.003965497826525239,58.31474797242764,2.0,0.003577702005450666,42.8327579767408,-9.779246844635859,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",130.0,core_wsd,1,0,25,wsdcon_18.csv,WSD-con 18e-5,median_c_beta_gamma_refit,1
0.0,15,0.005151211814736997,16.329889765557624,21840.0,0.005151211814736997,16.329889765557624,0.0,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",256.0,extra_control,1,0,25,cosine_24000.csv,Cosine 24k,median_c_beta_gamma_refit,0
1.0,15,0.0027723688332442382,-26.298535470474892,0.0,0.0027723688332442382,-26.298535470474892,0.0,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",128.0,extra_control,1,0,25,constant_24000.csv,Constant 24k,median_c_beta_gamma_refit,0
1.0,15,0.00931219373580512,489.5612745297601,0.0,0.00931219373580512,489.5612745297601,0.0,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",128.0,extra_control,1,0,25,constant_72000.csv,Constant 72k,median_c_beta_gamma_refit,0
0.8168498168498168,15,0.004345970553434845,15.952208685430502,4000.0,0.0037107357396347026,-0.9961067226869957,-14.616638699912121,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",256.0,core_wsd,1,0,100,wsd_20000_24000.csv,WSD sharp,median_c_beta_gamma_refit,1
0.8168498168498168,15,0.003618984767753082,11.411183053147521,4000.0,0.0031132431144277103,-4.15817673479586,-13.974683116430231,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",256.0,core_wsd,1,0,100,wsdld_20000_24000.csv,WSD linear,median_c_beta_gamma_refit,1
0.9998554913294798,15,0.0079284522870158,39.84641512119007,2.0,0.00701471759618948,23.729458588173436,-11.524754867008758,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",130.0,core_wsd,1,0,100,wsdcon_3.csv,WSD-con 3e-5,median_c_beta_gamma_refit,1
0.9998554913294798,15,0.006257906454597091,26.816292642692563,2.0,0.0055468312128752716,12.406373510883896,-11.362829516242757,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",130.0,core_wsd,1,0,100,wsdcon_9.csv,WSD-con 9e-5,median_c_beta_gamma_refit,1
0.9998554913294798,15,0.002672584707431292,93.43561766626142,2.0,0.0022661449589391675,64.01843078530447,-15.207740557745197,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",130.0,core_wsd,1,0,100,wsdcon_18.csv,WSD-con 18e-5,median_c_beta_gamma_refit,1
