base_mae,config_id,corr_mae,delta_pct,extra_center,extra_tau,extra_time_power,extra_width,route,scale,shrink_gates,target_retention,test_curve,test_label,win
0.002926482771138891,24,0.002279061729261704,-22.122837976771404,0.1,0.01,2.0,0.03,ratio_0.3_two_gate,25,0,0.657286865920778,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,24,0.004351148512766603,-11.824101697545597,0.1,0.01,2.0,0.03,ratio_0.3_two_gate,100,0,0.676953286206576,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,24,0.0054429179637920785,-18.60821107209585,0.1,0.01,2.0,0.03,ratio_0.3_two_gate,400,0,0.6836402940565681,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,25,0.0022789575415143623,-22.12639814628169,0.1,0.01,2.0,0.03,ratio_0.3_two_gate,25,1,0.6571482698000404,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,25,0.004351839424014013,-11.810100401173173,0.1,0.01,2.0,0.03,ratio_0.3_two_gate,100,1,0.6769333304450224,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,25,0.005441865552591161,-18.62394851860897,0.1,0.01,2.0,0.03,ratio_0.3_two_gate,400,1,0.6834101075335801,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,26,0.0022762538830981595,-22.21878407941843,0.1,0.03,2.0,0.03,ratio_0.3_two_gate,25,0,0.6553029109266585,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,26,0.0043515848528844015,-11.815259277724854,0.1,0.03,2.0,0.03,ratio_0.3_two_gate,100,0,0.6755617794160994,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,26,0.0054400765562951595,-18.650700641254502,0.1,0.03,2.0,0.03,ratio_0.3_two_gate,400,0,0.6820644160599528,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,28,0.002276323458430747,-22.216406640764987,0.1,0.1,2.0,0.03,ratio_0.3_two_gate,25,0,0.6545872101661603,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,28,0.004352226249976733,-11.802261384267766,0.1,0.1,2.0,0.03,ratio_0.3_two_gate,100,0,0.6750526746268644,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,28,0.005439152581577338,-18.664517486503296,0.1,0.1,2.0,0.03,ratio_0.3_two_gate,400,0,0.6814837084693918,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,38,0.002278730971966514,-22.134140189053397,0.1,0.1,0.0,0.05,ratio_0.3_two_gate,25,0,0.6545652541166656,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,38,0.004355075419360841,-11.744523049406874,0.1,0.1,0.0,0.05,ratio_0.3_two_gate,100,0,0.6752053563001101,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,38,0.005436259878804825,-18.707774110075036,0.1,0.1,0.0,0.05,ratio_0.3_two_gate,400,0,0.6805643433334944,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,48,0.002278108704818515,-22.15540350056632,0.1,0.1,1.0,0.05,ratio_0.3_two_gate,25,0,0.6545664453154959,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,48,0.004354380087873032,-11.758613921822658,0.1,0.1,1.0,0.05,ratio_0.3_two_gate,100,0,0.6751644696321154,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,48,0.005436925038492305,-18.69782750840899,0.1,0.1,1.0,0.05,ratio_0.3_two_gate,400,0,0.680772435216643,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,58,0.0022775948497446596,-22.172962294314324,0.1,0.1,2.0,0.05,ratio_0.3_two_gate,25,0,0.6545652355524442,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,58,0.00435378961290696,-11.770579879869313,0.1,0.1,2.0,0.05,ratio_0.3_two_gate,100,0,0.6751278002216454,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,58,0.005437504174435458,-18.689167280428475,0.1,0.1,2.0,0.05,ratio_0.3_two_gate,400,0,0.6809546598535969,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,68,0.00227799547537709,-22.159272631201276,0.1,0.1,0.0,0.08,ratio_0.3_two_gate,25,0,0.6544383673071096,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,68,0.004354239055386486,-11.761471941068502,0.1,0.1,0.0,0.08,ratio_0.3_two_gate,100,0,0.6750534791579595,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,68,0.005436994292377415,-18.69679190624912,0.1,0.1,0.0,0.08,ratio_0.3_two_gate,400,0,0.6807748492764867,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,78,0.002278157814086026,-22.153725401928746,0.1,0.1,1.0,0.08,ratio_0.3_two_gate,25,0,0.6545584247280783,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,78,0.004354410116000458,-11.758005402692051,0.1,0.1,1.0,0.08,ratio_0.3_two_gate,100,0,0.6751595735498243,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,78,0.005436922708537654,-18.697862349863236,0.1,0.1,1.0,0.08,ratio_0.3_two_gate,400,0,0.6807688376678207,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,88,0.0022779752763439627,-22.159962846545323,0.1,0.1,2.0,0.08,ratio_0.3_two_gate,25,0,0.6545976697573428,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,88,0.004354183664413976,-11.76259443751848,0.1,0.1,2.0,0.08,ratio_0.3_two_gate,100,0,0.6751692125592466,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,88,0.005437138160771868,-18.694640540736618,0.1,0.1,2.0,0.08,ratio_0.3_two_gate,400,0,0.6808453372131698,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,98,0.0022749576808749994,-22.263076232303913,0.1,0.1,0.0,0.1,ratio_0.3_two_gate,25,0,0.6543816453979738,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,98,0.004351512859180563,-11.816718228043255,0.1,0.1,0.0,0.1,ratio_0.3_two_gate,100,0,0.6748017575795021,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,98,0.005440836443867406,-18.63933750675557,0.1,0.1,0.0,0.1,ratio_0.3_two_gate,400,0,0.6818488402421485,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,106,0.0022787074812154434,-22.134942884743335,0.1,0.03,1.0,0.1,ratio_0.3_two_gate,25,0,0.6558177802408909,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,106,0.004354618551322834,-11.753781466934743,0.1,0.03,1.0,0.1,ratio_0.3_two_gate,100,0,0.6762177952076078,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,106,0.005438105192482777,-18.680179833920086,0.1,0.03,1.0,0.1,ratio_0.3_two_gate,400,0,0.6812531982791463,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,107,0.002276916946481732,-22.1961267314883,0.1,0.03,1.0,0.1,ratio_0.3_two_gate,25,1,0.6560532592117396,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,107,0.004351837130447429,-11.810146880233429,0.1,0.03,1.0,0.1,ratio_0.3_two_gate,100,1,0.6762384560540395,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,107,0.005446243936093833,-18.558475463849454,0.1,0.03,1.0,0.1,ratio_0.3_two_gate,400,1,0.6831389465858085,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,108,0.00227662724051683,-22.20602619058504,0.1,0.1,1.0,0.1,ratio_0.3_two_gate,25,0,0.6546627064925516,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,108,0.004352593377537957,-11.794821554896851,0.1,0.1,1.0,0.1,ratio_0.3_two_gate,100,0,0.6751431944206489,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,108,0.005438921563159328,-18.66797206774854,0.1,0.1,1.0,0.1,ratio_0.3_two_gate,400,0,0.681390847901943,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,118,0.002277306895470242,-22.182801896899974,0.1,0.1,2.0,0.1,ratio_0.3_two_gate,25,0,0.6547513788006188,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,118,0.004353306568927861,-11.780368752083547,0.1,0.1,2.0,0.1,ratio_0.3_two_gate,100,0,0.6752343574791065,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,118,0.005438197012815549,-18.678806779761636,0.1,0.1,2.0,0.1,ratio_0.3_two_gate,400,0,0.6811865219485529,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,128,0.0022740405846313557,-22.294414063938817,0.1,0.1,0.0,0.15,ratio_0.3_two_gate,25,0,0.654445183044249,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,128,0.004351583630909534,-11.815284041010067,0.1,0.1,0.0,0.15,ratio_0.3_two_gate,100,0,0.6747758146402341,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,128,0.0054423660885720565,-18.61646365126779,0.1,0.1,0.0,0.15,ratio_0.3_two_gate,400,0,0.6820963307395161,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,138,0.0022744692759919644,-22.27976537491059,0.1,0.1,1.0,0.15,ratio_0.3_two_gate,25,0,0.6547802100608096,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,138,0.004351652464467938,-11.813889130947164,0.1,0.1,1.0,0.15,ratio_0.3_two_gate,100,0,0.6750845300490682,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,138,0.005443530491206063,-18.599051517914944,0.1,0.1,1.0,0.15,ratio_0.3_two_gate,400,0,0.6823517678464606,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,148,0.0022756794056052244,-22.238414384390694,0.1,0.1,2.0,0.15,ratio_0.3_two_gate,25,0,0.6550253153506639,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,148,0.00435157661142126,-11.815426290736164,0.1,0.1,2.0,0.15,ratio_0.3_two_gate,100,0,0.6753306941043387,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,148,0.00544075062859749,-18.64062076297627,0.1,0.1,2.0,0.15,ratio_0.3_two_gate,400,0,0.6820022817437015,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,168,0.0022784006039211864,-22.145429100390434,0.1,0.1,1.0,0.25,ratio_0.3_two_gate,25,0,0.6542683759349248,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,168,0.004355178049856148,-11.742443245398714,0.1,0.1,1.0,0.25,ratio_0.3_two_gate,100,0,0.6749333993477186,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,168,0.005433866512420989,-18.743563804653597,0.1,0.1,1.0,0.25,ratio_0.3_two_gate,400,0,0.6798123029413726,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,178,0.0022757136575008645,-22.23724397272868,0.1,0.1,2.0,0.25,ratio_0.3_two_gate,25,0,0.6547592788751548,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,178,0.004351539801513938,-11.816172242439492,0.1,0.1,2.0,0.25,ratio_0.3_two_gate,100,0,0.675137924913628,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,178,0.005439788406328084,-18.65500955082393,0.1,0.1,2.0,0.25,ratio_0.3_two_gate,400,0,0.6816630884761236,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,188,0.0022788836539938953,-22.128922935465333,0.15,0.1,0.0,0.03,ratio_0.3_two_gate,25,0,0.6544658083567877,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,188,0.004354501905941537,-11.756145282200636,0.15,0.1,0.0,0.03,ratio_0.3_two_gate,100,0,0.6751062046187223,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,188,0.005437837328674065,-18.68418539026415,0.15,0.1,0.0,0.03,ratio_0.3_two_gate,400,0,0.6810283654828754,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,198,0.002278348206599435,-22.147219554182552,0.15,0.1,1.0,0.03,ratio_0.3_two_gate,25,0,0.6544776873931781,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,198,0.004354092994914394,-11.764431852295477,0.15,0.1,1.0,0.03,ratio_0.3_two_gate,100,0,0.6750877658181543,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,198,0.0054379734983475425,-18.68214914915307,0.15,0.1,1.0,0.03,ratio_0.3_two_gate,400,0,0.6810716754672026,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,208,0.0022779194715237126,-22.161869736987338,0.15,0.1,2.0,0.03,ratio_0.3_two_gate,25,0,0.6544861010117917,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,208,0.00435375545616429,-11.77127206526798,0.15,0.1,2.0,0.03,ratio_0.3_two_gate,100,0,0.6750718340367018,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,208,0.005438105366883372,-18.68017722598504,0.15,0.1,2.0,0.03,ratio_0.3_two_gate,400,0,0.6811137009820603,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,218,0.002279938128091469,-22.09289080474607,0.15,0.1,0.0,0.05,ratio_0.3_two_gate,25,0,0.6543896991554264,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,218,0.004355975824697777,-11.726276361391585,0.15,0.1,0.0,0.05,ratio_0.3_two_gate,100,0,0.675131170822953,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,218,0.005435755661006314,-18.715314034230246,0.15,0.1,0.0,0.05,ratio_0.3_two_gate,400,0,0.6803861678559344,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,228,0.002279311235625372,-22.11431216667169,0.15,0.1,1.0,0.05,ratio_0.3_two_gate,25,0,0.6544437337959915,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,228,0.004355405977236033,-11.737824303661814,0.15,0.1,1.0,0.05,ratio_0.3_two_gate,100,0,0.67513444950301,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,228,0.005436213075316278,-18.708473995630214,0.15,0.1,1.0,0.05,ratio_0.3_two_gate,400,0,0.6805303132055351,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,238,0.0022787333890088557,-22.134057596995603,0.15,0.1,2.0,0.05,ratio_0.3_two_gate,25,0,0.6544729455219547,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,238,0.0043548573777215695,-11.748941656897216,0.15,0.1,2.0,0.05,ratio_0.3_two_gate,100,0,0.6751207485491261,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,238,0.005436658999356875,-18.701805779127312,0.15,0.1,2.0,0.05,ratio_0.3_two_gate,400,0,0.6806704067237842,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,248,0.0022748933508133897,-22.26527443631332,0.15,0.1,0.0,0.08,ratio_0.3_two_gate,25,0,0.6543455882886862,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,248,0.004351511944548552,-11.816736763034397,0.15,0.1,0.0,0.08,ratio_0.3_two_gate,100,0,0.6747761433079259,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,248,0.005440744750470176,-18.640708662757376,0.15,0.1,0.0,0.08,ratio_0.3_two_gate,400,0,0.6818256844595038,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,256,0.0022785979213655306,-22.1386866228235,0.15,0.03,1.0,0.08,ratio_0.3_two_gate,25,0,0.6555614977714642,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,256,0.004354586653818755,-11.754427868928952,0.15,0.03,1.0,0.08,ratio_0.3_two_gate,100,0,0.676002636999492,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,256,0.005438015465407352,-18.681521586125914,0.15,0.03,1.0,0.08,ratio_0.3_two_gate,400,0,0.6811476236167678,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,257,0.0022764966667499155,-22.210487989171458,0.15,0.03,1.0,0.08,ratio_0.3_two_gate,25,1,0.6558573855465921,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,257,0.0043518975622400015,-11.808922231711206,0.15,0.03,1.0,0.08,ratio_0.3_two_gate,100,1,0.6760255831282443,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,257,0.005450713589039082,-18.491637592780897,0.15,0.03,1.0,0.08,ratio_0.3_two_gate,400,1,0.6834065118740688,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,258,0.0022766071922539063,-22.206711254003874,0.15,0.1,1.0,0.08,ratio_0.3_two_gate,25,0,0.6546280242241341,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,258,0.004352582936339291,-11.795033145484723,0.15,0.1,1.0,0.08,ratio_0.3_two_gate,100,0,0.6751133573677167,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,258,0.005438913340122549,-18.668095032613774,0.15,0.1,1.0,0.08,ratio_0.3_two_gate,400,0,0.6813785809205917,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,268,0.0022774070349652303,-22.179380059055042,0.15,0.1,2.0,0.08,ratio_0.3_two_gate,25,0,0.6547284292093204,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,268,0.004353409834331151,-11.778276081683547,0.15,0.1,2.0,0.08,ratio_0.3_two_gate,100,0,0.6752184237368084,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,268,0.005438106802063592,-18.680155764723594,0.15,0.1,2.0,0.08,ratio_0.3_two_gate,400,0,0.6811475845024033,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,278,0.0022737003797506728,-22.306039106943953,0.15,0.1,0.0,0.1,ratio_0.3_two_gate,25,0,0.6543928647321817,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,278,0.004351602260428407,-11.814906514350909,0.15,0.1,0.0,0.1,ratio_0.3_two_gate,100,0,0.6746959335826149,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,278,0.005446252019421663,-18.558354588150628,0.15,0.1,0.0,0.1,ratio_0.3_two_gate,400,0,0.6824498014552149,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,288,0.0022750005090492837,-22.261612763094163,0.15,0.1,1.0,0.1,ratio_0.3_two_gate,25,0,0.6547326324332834,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,288,0.004351601038898516,-11.814931268618666,0.15,0.1,1.0,0.1,ratio_0.3_two_gate,100,0,0.675091845949676,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,288,0.005441671367173429,-18.62685231003813,0.15,0.1,1.0,0.1,ratio_0.3_two_gate,400,0,0.6820599851533601,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,298,0.002276354124616581,-22.21535875536015,0.15,0.1,2.0,0.1,ratio_0.3_two_gate,25,0,0.654907661273647,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,298,0.00435207233748521,-11.80538041644057,0.15,0.1,2.0,0.1,ratio_0.3_two_gate,100,0,0.6752835753445766,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,298,0.005439659711035395,-18.656934022250514,0.15,0.1,2.0,0.1,ratio_0.3_two_gate,400,0,0.6816504993556654,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,309,0.002275201762614708,-22.25473578546733,0.15,0.1,0.0,0.15,ratio_0.3_two_gate,25,1,0.6551137978710989,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,309,0.004351661665724975,-11.813702667740422,0.15,0.1,0.0,0.15,ratio_0.3_two_gate,100,1,0.6753897960461437,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,309,0.005444059046361462,-18.59114766010721,0.15,0.1,0.0,0.15,ratio_0.3_two_gate,400,1,0.682591243420914,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,316,0.0022746585804872487,-22.273296705518398,0.15,0.03,1.0,0.15,ratio_0.3_two_gate,25,0,0.6549767695505535,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,316,0.004351907350302448,-11.808723876909866,0.15,0.03,1.0,0.15,ratio_0.3_two_gate,100,0,0.6751476242133335,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,316,0.005441932475915132,-18.622947766972576,0.15,0.03,1.0,0.15,ratio_0.3_two_gate,400,0,0.6820857142361807,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,318,0.002275897594762053,-22.23095870554712,0.15,0.1,1.0,0.15,ratio_0.3_two_gate,25,0,0.6545506516379679,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,318,0.0043516018736632755,-11.814914352135064,0.15,0.1,1.0,0.15,ratio_0.3_two_gate,100,0,0.67500647901603,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,318,0.0054392710476539406,-18.662745979755247,0.15,0.1,1.0,0.15,ratio_0.3_two_gate,400,0,0.6814856311094297,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,328,0.0022755191615127543,-22.243890039127166,0.15,0.1,2.0,0.15,ratio_0.3_two_gate,25,0,0.6549192662706216,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,328,0.004351577568300957,-11.81540689959688,0.15,0.1,2.0,0.15,ratio_0.3_two_gate,100,0,0.6752507394698263,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,328,0.00544084744539591,-18.63917299314507,0.15,0.1,2.0,0.15,ratio_0.3_two_gate,400,0,0.681984416047553,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,348,0.0022816769503242046,-22.033474010979702,0.15,0.1,1.0,0.25,ratio_0.3_two_gate,25,0,0.6539307992207705,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,348,0.004359812225158199,-11.648531817427354,0.15,0.1,1.0,0.25,ratio_0.3_two_gate,100,0,0.6748651712823617,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,348,0.005427870696968455,-18.833223459458193,0.15,0.1,1.0,0.25,ratio_0.3_two_gate,400,0,0.6780511185869667,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,349,0.0022741679987519432,-22.290060232717114,0.15,0.1,1.0,0.25,ratio_0.3_two_gate,25,1,0.654575601298187,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,349,0.004351536579659416,-11.816237533227858,0.15,0.1,1.0,0.25,ratio_0.3_two_gate,100,1,0.6748724664258176,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,349,0.0054438938957172885,-18.59361727410126,0.15,0.1,1.0,0.25,ratio_0.3_two_gate,400,1,0.6823246893437505,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,350,0.002276313601612658,-22.216743455257326,0.15,0.001,2.0,0.25,ratio_0.3_two_gate,25,0,0.6545060486738576,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,350,0.004354518555176356,-11.755807885940339,0.15,0.001,2.0,0.25,ratio_0.3_two_gate,100,0,0.6746626471526284,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,350,0.005423454104586513,-18.899267878522174,0.15,0.001,2.0,0.25,ratio_0.3_two_gate,400,0,0.6680428376657938,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,351,0.0022745969394873887,-22.27540302237315,0.15,0.001,2.0,0.25,ratio_0.3_two_gate,25,1,0.6550347946220122,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,351,0.004351772468003662,-11.811457262779278,0.15,0.001,2.0,0.25,ratio_0.3_two_gate,100,1,0.6747339136429409,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,351,0.005423300165882719,-18.901569832468645,0.15,0.001,2.0,0.25,ratio_0.3_two_gate,400,1,0.6746952278992095,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,352,0.002276314423774959,-22.216715361386107,0.15,0.003,2.0,0.25,ratio_0.3_two_gate,25,0,0.6545057263176053,wsdcon_9.csv,WSD-con 9e-5,1
