base_gate_coef,config_id,curvature_coef,extra_center,extra_gate_coef,extra_tau,extra_time_power,extra_width,primary_coef,primary_retention,primary_scale,scale,shrink_gates
0.07204888113499024,18,0.05101184036030694,0.1,-0.00719090067898917,0.1,1.0,0.03,0.04994462800972533,0.02256683658042501,0.7407407407407407,400,0
-0.009226672912363582,24,0.0,0.1,-0.13659543485186468,0.01,2.0,0.03,0.025592057576829745,0.02246245799217717,0.7407407407407407,25,0
-0.014309114559868651,24,0.0059128161781508105,0.1,-0.18263847832275093,0.01,2.0,0.03,0.03317519124047531,0.02246245799217717,0.7407407407407407,100,0
-0.0050203080350858026,24,0.051195180678384515,0.1,-0.21779772779643905,0.01,2.0,0.03,0.0550978541957233,0.02256683658042501,0.7407407407407407,400,0
-0.0068345725276767275,25,0.0,0.1,-0.10118180359397383,0.01,2.0,0.03,0.025592057576829745,0.02246245799217717,0.7407407407407407,25,1
-0.010599344118421223,25,0.0059128161781508105,0.1,-0.13528776172055623,0.01,2.0,0.03,0.03317519124047531,0.02246245799217717,0.7407407407407407,100,1
-0.0037187466926561497,25,0.051195180678384515,0.1,-0.16133165021958448,0.01,2.0,0.03,0.0550978541957233,0.02256683658042501,0.7407407407407407,400,1
0.026207227775606808,26,0.0,0.1,-0.040096443707136234,0.03,2.0,0.03,0.023247303623702736,0.02246245799217717,0.7407407407407407,25,0
0.033068696014558675,26,0.005799076509208146,0.1,-0.053611991311085946,0.03,2.0,0.03,0.03004007737848128,0.02246245799217717,0.7407407407407407,100,0
0.05132982857612672,26,0.051061905430684305,0.1,-0.06406566296373703,0.03,2.0,0.03,0.051296265785613124,0.02256683658042501,0.7407407407407407,400,0
0.03930102278641639,28,0.0,0.1,-0.004437428349903303,0.1,2.0,0.03,0.022380852936170797,0.02246245799217717,0.7407407407407407,25,0
0.050576091606325785,28,0.0057570465936313655,0.1,-0.005933178750074673,0.1,2.0,0.03,0.028881567140425064,0.02246245799217717,0.7407407407407407,100,0
0.0722121011460982,28,0.05101251619728266,0.1,-0.007095528131051753,0.1,2.0,0.03,0.04988747052524867,0.02256683658042501,0.7407407407407407,400,0
0.04017047187880685,38,0.0,0.1,-0.0051580122233353684,0.1,0.0,0.05,0.022617668522269967,0.02246245799217717,0.7407407407407407,25,0
0.05182319874887318,38,0.0057524158920898875,0.1,-0.0063225297597304005,0.1,0.0,0.05,0.029159846950099905,0.02246245799217717,0.7407407407407407,100,0
0.07379449633791034,38,0.05100700166151685,0.1,-0.006945114049707071,0.1,0.0,0.05,0.0501800149511811,0.02256683658042501,0.7407407407407407,400,0
0.040040359716810955,48,0.0,0.1,-0.004968468285522115,0.1,1.0,0.05,0.022549676886331797,0.02246245799217717,0.7407407407407407,25,0
0.05164357868475955,48,0.005753505917243089,0.1,-0.006202576815216209,0.1,1.0,0.05,0.02908276250295389,0.02246245799217717,0.7407407407407407,100,0
0.07357667251050728,48,0.051008214860342224,0.1,-0.0069268796578562325,0.1,1.0,0.05,0.05010123380658457,0.02256683658042501,0.7407407407407407,400,0
0.03996559038616725,58,0.0,0.1,-0.004781439137564025,0.1,2.0,0.05,0.02249164696969503,0.02246245799217717,0.7407407407407407,25,0
0.051529504881562216,58,0.005754414880175839,0.1,-0.006071837493436618,0.1,2.0,0.05,0.02901501634903223,0.02246245799217717,0.7407407407407407,100,0
0.0734289003998388,58,0.051009260088655965,0.1,-0.006881435993034961,0.1,2.0,0.05,0.05002978864657497,0.02256683658042501,0.7407407407407407,400,0
0.04238473392142664,68,0.0,0.1,-0.004985941291847054,0.1,0.0,0.08,0.022597481732425158,0.02246245799217717,0.7407407407407407,25,0
0.05451220306823172,68,0.005752059201774143,0.1,-0.006025322654977967,0.1,0.0,0.08,0.029129487596792663,0.02246245799217717,0.7407407407407407,100,0
0.0767205387539532,68,0.05100661623786978,0.1,-0.006523225073497346,0.1,0.0,0.08,0.050139993281027626,0.02256683658042501,0.7407407407407407,400,0
0.04177583734136074,78,0.0,0.1,-0.004895656207497661,0.1,1.0,0.08,0.022545072637733005,0.02246245799217717,0.7407407407407407,25,0
0.05379349427235062,78,0.005753113678466016,0.1,-0.006015354147526904,0.1,1.0,0.08,0.029071662041057354,0.02246245799217717,0.7407407407407407,100,0
0.07595959533153933,78,0.05100776709263637,0.1,-0.00661552187744227,0.1,1.0,0.08,0.0500828373939272,0.02256683658042501,0.7407407407407407,400,0
0.041313033621625826,88,0.0,0.1,-0.004775068146010146,0.1,2.0,0.08,0.022496361877412507,0.02246245799217717,0.7407407407407407,25,0
0.05323245513225294,88,0.005754012260671838,0.1,-0.005962204418197101,0.1,2.0,0.08,0.029016254535840738,0.02246245799217717,0.7407407407407407,100,0
0.07534980175793099,88,0.05100877818779452,0.1,-0.006651959051054626,0.1,2.0,0.08,0.0500260553207778,0.02256683658042501,0.7407407407407407,400,0
0.04280237101907712,98,0.0,0.1,-0.004099498833755037,0.1,0.0,0.1,0.02253537942120085,0.02246245799217717,0.7407407407407407,25,0
0.05505985077757251,98,0.005750821908857158,0.1,-0.005048147124981465,0.1,0.0,0.1,0.029060458476931485,0.02246245799217717,0.7407407407407407,100,0
0.07733531485271312,98,0.05100525986032031,0.1,-0.005514974722838306,0.1,0.0,0.1,0.05006775252878628,0.02256683658042501,0.7407407407407407,400,0
0.05152500570556948,106,0.0,0.1,-0.034427887059594244,0.03,1.0,0.1,0.02415483201965687,0.02246245799217717,0.7407407407407407,25,0
0.06596667512513801,106,0.005754181151459844,0.1,-0.042933223748959845,0.03,1.0,0.1,0.031084097042991303,0.02246245799217717,0.7407407407407407,100,0
0.08947257321605262,106,0.05100875955238032,0.1,-0.047543945873578415,0.03,1.0,0.1,0.052332930057932166,0.02256683658042501,0.7407407407407407,400,0
0.038166670893014426,107,0.0,0.1,-0.0255021385626624,0.03,1.0,0.1,0.02415483201965687,0.02246245799217717,0.7407407407407407,25,1
0.048864203796398525,107,0.005754181151459844,0.1,-0.03180238796219247,0.03,1.0,0.1,0.031084097042991303,0.02246245799217717,0.7407407407407407,100,1
0.06627598016003898,107,0.05100875955238032,0.1,-0.03521773768413216,0.03,1.0,0.1,0.052332930057932166,0.02256683658042501,0.7407407407407407,400,1
0.04224673233405369,108,0.0,0.1,-0.004277447801012745,0.1,1.0,0.1,0.02250683318243928,0.02246245799217717,0.7407407407407407,25,0
0.05439622378732318,108,0.005752110176428255,0.1,-0.0053341822340502495,0.1,1.0,0.1,0.029028963585920806,0.02246245799217717,0.7407407407407407,100,0
0.07663597406019153,108,0.051006662653436195,0.1,-0.005912411584865366,0.1,1.0,0.1,0.05003793705532926,0.02256683658042501,0.7407407407407407,400,0
0.04175689605512057,118,0.0,0.1,-0.004345862086928629,0.1,2.0,0.1,0.022473305972131884,0.02246245799217717,0.7407407407407407,25,0
0.05379835040591254,118,0.00575323583995707,0.1,-0.005487729167208528,0.1,2.0,0.1,0.028990297903602497,0.02246245799217717,0.7407407407407407,100,0
0.0759876810523481,118,0.051007920630283234,0.1,-0.006159940792041351,0.1,2.0,0.1,0.04999851175749977,0.02256683658042501,0.7407407407407407,400,0
0.0414507360127335,128,0.0,0.1,-0.0009224576223554376,0.1,0.0,0.15,0.02233844017219074,0.02246245799217717,0.7407407407407407,25,0
0.05343888808271575,128,0.005750339036617497,0.1,-0.001212949382582614,0.1,0.0,0.15,0.028823408273257585,0.02246245799217717,0.7407407407407407,100,0
0.07539414461332014,128,0.05100510393994178,0.1,-0.0010291877133921348,0.1,0.0,0.15,0.0497854656959232,0.02256683658042501,0.7407407407407407,400,0
0.04179638717642612,138,0.0,0.1,-0.0021030792495001123,0.1,1.0,0.15,0.022396968162174517,0.02246245799217717,0.7407407407407407,25,0
0.05387964060847147,138,0.005750078652040456,0.1,-0.0027319733668799617,0.1,1.0,0.15,0.02889839976042469,0.02246245799217717,0.7407407407407407,100,0
0.07601349037956408,138,0.051004491524057755,0.1,-0.00291186064538244,0.1,1.0,0.15,0.04988487150996318,0.02256683658042501,0.7407407407407407,400,0
0.041744699902412065,148,0.0,0.1,-0.002854636301314402,0.1,2.0,0.15,0.022412089015097243,0.02246245799217717,0.7407407407407407,25,0
0.05381490243880757,148,0.005751035769085211,0.1,-0.003716704660840976,0.1,2.0,0.15,0.028918453041855773,0.02246245799217717,0.7407407407407407,100,0
0.07599689638314795,148,0.051005462242421966,0.1,-0.004143965321742155,0.1,2.0,0.15,0.04991553763700814,0.02256683658042501,0.7407407407407407,400,0
0.04057358325485209,168,0.0,0.1,0.0009440432993510694,0.1,1.0,0.25,0.02221030798620956,0.02246245799217717,0.7407407407407407,25,0
0.05224929603665639,168,0.005754028881075934,0.1,0.0013371414679182805,0.1,1.0,0.25,0.02864856022866681,0.02246245799217717,0.7407407407407407,100,0
0.07393623251179698,168,0.05101020845673119,0.1,0.0023166235320978106,0.1,1.0,0.25,0.049557142301653465,0.02256683658042501,0.7407407407407407,400,0
0.041148976716784025,178,0.0,0.1,-0.0007821427883731346,0.1,2.0,0.25,0.02231520872570922,0.02246245799217717,0.7407407407407407,25,0
0.053037374243697054,178,0.005750915991770439,0.1,-0.001011530073576311,0.1,2.0,0.25,0.02879194869190638,0.02246245799217717,0.7407407407407407,100,0
0.07500775779183454,178,0.05100574034672119,0.1,-0.0006961508649521006,0.1,2.0,0.25,0.04974981342138626,0.02256683658042501,0.7407407407407407,400,0
0.04205433385533459,188,0.0,0.15,-0.002559888035071795,0.1,0.0,0.03,0.022508661929894886,0.02246245799217717,0.7407407407407407,25,0
0.053756973009322945,188,0.005748386014900021,0.15,-0.0022827871252134404,0.1,0.0,0.03,0.028947525717790565,0.02246245799217717,0.7407407407407407,100,0
0.07540725908277703,188,0.05100436364888794,0.15,-0.001352135263498661,0.1,0.0,0.03,0.049836879197408965,0.02256683658042501,0.7407407407407407,400,0
0.04172499210991016,198,0.0,0.15,-0.0023694577582387363,0.1,1.0,0.03,0.022465457684412972,0.02246245799217717,0.7407407407407407,25,0
0.05348497638867753,198,0.005748997810625844,0.15,-0.002177665469948601,0.1,1.0,0.03,0.0289142521718665,0.02246245799217717,0.7407407407407407,100,0
0.0752859752797747,198,0.05100456821193568,0.15,-0.0014090881514272212,0.1,1.0,0.03,0.04982681220332116,0.02256683658042501,0.7407407407407407,400,0
0.041482487057032016,208,0.0,0.15,-0.0021889361314170377,0.1,2.0,0.03,0.0224294489415292,0.02246245799217717,0.7407407407407407,25,0
0.05327780681714545,208,0.005749522171883142,0.15,-0.002074031056188558,0.1,2.0,0.03,0.028885608177857413,0.02246245799217717,0.7407407407407407,100,0
0.07517988169864687,208,0.05100478092385585,0.15,-0.0014533124869561707,0.1,2.0,0.03,0.04981618979330737,0.02256683658042501,0.7407407407407407,400,0
0.043696158209943735,218,0.0,0.15,-0.004120581932784498,0.1,0.0,0.05,0.022573133201940845,0.02246245799217717,0.7407407407407407,25,0
0.05567318822719761,218,0.005749593776476125,0.15,-0.00434813007498154,0.1,0.0,0.05,0.029054075683795144,0.02246245799217717,0.7407407407407407,100,0
0.0775558637760668,218,0.05100432270791303,0.15,-0.004082488132375046,0.1,0.0,0.05,0.05001098416911501,0.02256683658042501,0.7407407407407407,400,0
0.042875225630630176,228,0.0,0.15,-0.003916781636893204,0.1,1.0,0.05,0.022527353716112253,0.02246245799217717,0.7407407407407407,25,0
0.05486192722577399,228,0.00575016879901984,0.15,-0.004243854733805083,0.1,1.0,0.05,0.02901296120785951,0.02246245799217717,0.7407407407407407,100,0
0.0768525610994136,228,0.05100480620558119,0.15,-0.0041036524014673665,0.1,1.0,0.05,0.04997996527114085,0.02256683658042501,0.7407407407407407,400,0
0.042262649976011216,238,0.0,0.15,-0.0037155607686182716,0.1,2.0,0.05,0.02248603394450505,0.02246245799217717,0.7407407407407407,25,0
0.05423553381614324,238,0.005750703331010487,0.15,-0.00412995939925995,0.1,2.0,0.05,0.028974160402150125,0.02246245799217717,0.7407407407407407,100,0
0.07628613452987891,238,0.051005283766358524,0.15,-0.004104323268308768,0.1,2.0,0.05,0.04994865295290178,0.02256683658042501,0.7407407407407407,400,0
0.04345003479639417,248,0.0,0.15,-0.003128232634153947,0.1,0.0,0.08,0.022468836868426226,0.02246245799217717,0.7407407407407407,25,0
0.05577687850438772,248,0.005749991849799837,0.15,-0.003752167714187618,0.1,0.0,0.08,0.02897226100891319,0.02246245799217717,0.7407407407407407,100,0
0.07800184846967866,248,0.051004442431855264,0.15,-0.0039557327925292185,0.1,0.0,0.08,0.049961290838548736,0.02256683658042501,0.7407407407407407,400,0
0.05773945018233069,256,0.0,0.15,-0.02823592910670065,0.03,1.0,0.08,0.0238295206219934,0.02246245799217717,0.7407407407407407,25,0
0.07313372797658717,256,0.005743723759140449,0.15,-0.0342328054594972,0.03,1.0,0.08,0.03062446514992186,0.02246245799217717,0.7407407407407407,100,0
0.09668688878621101,256,0.050997658979917045,0.15,-0.03671254366593379,0.03,1.0,0.08,0.0517502661837372,0.02256683658042501,0.7407407407407407,400,0
0.04276996309802273,257,0.0,0.15,-0.02091550304200048,0.03,1.0,0.08,0.0238295206219934,0.02246245799217717,0.7407407407407407,25,1
0.05417313183450901,257,0.005743723759140449,0.15,-0.02535763367370163,0.03,1.0,0.08,0.03062446514992186,0.02246245799217717,0.7407407407407407,100,1
0.07161991761941557,257,0.050997658979917045,0.15,-0.02719447678958058,0.03,1.0,0.08,0.0517502661837372,0.02256683658042501,0.7407407407407407,400,1
0.0429710908985019,258,0.0,0.15,-0.0034279303848778093,0.1,1.0,0.08,0.022461994000427567,0.02246245799217717,0.7407407407407407,25,0
0.05522879721440896,258,0.0057508338988910565,0.15,-0.004155969986877457,0.1,1.0,0.08,0.028966496914914,0.02246245799217717,0.7407407407407407,100,0
0.07747030445957555,258,0.051005307224030356,0.15,-0.00446002059729293,0.1,1.0,0.08,0.04995962529193554,0.02256683658042501,0.7407407407407407,400,0
0.04246546708579221,268,0.0,0.15,-0.0035834035687878807,0.1,2.0,0.08,0.022445063741869168,0.02246245799217717,0.7407407407407407,25,0
0.05463771726444223,268,0.005751659308349815,0.15,-0.0043956577871735,0.1,2.0,0.08,0.02894842867867052,0.02246245799217717,0.7407407407407407,100,0
0.07686610206226532,268,0.051006184589966565,0.15,-0.004788456810370479,0.1,2.0,0.08,0.04994363860177954,0.02256683658042501,0.7407407407407407,400,0
0.04227924193064889,278,0.0,0.15,-0.001708138901115602,0.1,0.0,0.1,0.022384970935074508,0.02246245799217717,0.7407407407407407,25,0
0.054474649115447166,278,0.005749794097339385,0.15,-0.002178107720673789,0.1,0.0,0.1,0.028880139599121963,0.02246245799217717,0.7407407407407407,100,0
0.07664926590030423,278,0.0510041989830932,0.15,-0.002323518641995013,0.1,0.0,0.1,0.049865262941500635,0.02256683658042501,0.7407407407407407,400,0
0.04240264113919802,288,0.0,0.15,-0.0025050303878032423,0.1,1.0,0.1,0.022414034565084555,0.02246245799217717,0.7407407407407407,25,0
0.054620082109178576,288,0.005750219100785503,0.15,-0.0031739736066521257,0.1,1.0,0.1,0.028916058221184763,0.02246245799217717,0.7407407407407407,100,0
0.07686192114657947,288,0.05100459815005297,0.15,-0.003483451045680076,0.1,1.0,0.1,0.04990946904362592,0.02256683658042501,0.7407407407407407,400,0
0.042205371217558414,298,0.0,0.15,-0.0030017775259373776,0.1,2.0,0.1,0.02241717929099237,0.02246245799217717,0.7407407407407407,25,0
0.054374998664153774,298,0.005751115719709283,0.15,-0.0038148272357696844,0.1,2.0,0.1,0.02892059279775752,0.02246245799217717,0.7407407407407407,100,0
0.07661970521462623,298,0.05100556486923461,0.15,-0.004249973744323089,0.1,2.0,0.1,0.049917664597068444,0.02256683658042501,0.7407407407407407,400,0
0.029496099281869744,309,0.0,0.15,0.0012464897218235158,0.1,0.0,0.15,0.022143383121976896,0.02246245799217717,0.7407407407407407,25,1
0.038077156446202534,309,0.005756032372754286,0.15,0.0015156914232168108,0.1,0.0,0.15,0.028579753412931442,0.02246245799217717,0.7407407407407407,100,1
0.053976036525471914,309,0.051012456208700874,0.15,0.0021812142180099004,0.1,0.0,0.15,0.04948389810599125,0.02256683658042501,0.7407407407407407,400,1
0.042123683218204776,316,0.0,0.15,-0.002360168230121207,0.03,1.0,0.15,0.022422436304576788,0.02246245799217717,0.7407407407407407,25,0
0.05472353250575508,316,0.005747007600957481,0.15,-0.0038941394495335515,0.03,1.0,0.15,0.028983910969282392,0.02246245799217717,0.7407407407407407,100,0
0.07543822229131583,316,0.05100482965633399,0.15,-0.0012356096838648176,0.03,1.0,0.15,0.049790714209168266,0.02256683658042501,0.7407407407407407,400,0
0.04106261421297759,318,0.0,0.15,-0.00026146456994443235,0.1,1.0,0.15,0.022289582724717125,0.02246245799217717,0.7407407407407407,25,0
0.05297283105566393,318,0.005751283641323044,0.15,-0.00043140122958311563,0.1,1.0,0.15,0.02876471032146266,0.02246245799217717,0.7407407407407407,100,0
0.07488228328097925,318,0.0510061946278456,0.15,-0.00013700919357484601,0.1,1.0,0.15,0.04972073489575447,0.02256683658042501,0.7407407407407407,400,0
0.04150438925124649,328,0.0,0.15,-0.0015420075311540827,0.1,2.0,0.15,0.02235320766161571,0.02246245799217717,0.7407407407407407,25,0
0.05352619746669519,328,0.005750480170914477,0.15,-0.0020726296507305028,0.1,2.0,0.15,0.028845167396084948,0.02246245799217717,0.7407407407407407,100,0
0.07562396558645744,328,0.05100494510278164,0.15,-0.002176628296782792,0.1,2.0,0.15,0.049825986605278635,0.02256683658042501,0.7407407407407407,400,0
0.040130710994181806,348,0.0,0.15,0.0020502805060569713,0.1,1.0,0.25,0.022131810451410803,0.02246245799217717,0.7407407407407407,25,0
0.05164287444506684,348,0.005757625374562665,0.15,0.0028505293279920906,0.1,1.0,0.25,0.028541060397962215,0.02246245799217717,0.7407407407407407,100,0
0.073164076281178,348,0.05101497961354266,0.15,0.004222782966799346,0.1,1.0,0.25,0.049419489338105624,0.02256683658042501,0.7407407407407407,400,0
0.02972645258828282,349,0.0,0.15,0.0015187263007829417,0.1,1.0,0.25,0.022131810451410803,0.02246245799217717,0.7407407407407407,25,1
0.038253981070419885,349,0.005757625374562665,0.15,0.002111503205920067,0.1,1.0,0.25,0.028541060397962215,0.02246245799217717,0.7407407407407407,100,1
0.054195612060131855,349,0.05101497961354266,0.15,0.00312798738281433,0.1,1.0,0.25,0.049419489338105624,0.02256683658042501,0.7407407407407407,400,1
0.040936067371799875,350,0.0,0.15,-1.901102494252416e-05,0.001,2.0,0.25,0.022274092667035592,0.02246245799217717,0.7407407407407407,25,0
0.052161520908625796,350,0.00575412431918017,0.15,0.001997685447084948,0.001,2.0,0.25,0.028625874195997544,0.02246245799217717,0.7407407407407407,100,0
0.06398429784011594,350,0.05104865523260928,0.15,0.0364211191581711,0.001,2.0,0.25,0.04766526266495465,0.02256683658042501,0.7407407407407407,400,0
0.030323012867999904,351,0.0,0.15,-1.4082240698166043e-05,0.001,2.0,0.25,0.022274092667035592,0.02246245799217717,0.7407407407407407,25,1
0.03863816363601911,351,0.00575412431918017,0.15,0.0014797669978407022,0.001,2.0,0.25,0.028625874195997544,0.02246245799217717,0.7407407407407407,100,1
0.04739577617786366,351,0.05104865523260928,0.15,0.026978606783830444,0.001,2.0,0.25,0.04766526266495465,0.02256683658042501,0.7407407407407407,400,1
0.04093581669237115,352,0.0,0.15,-1.816682799349425e-05,0.003,2.0,0.25,0.022274045537007587,0.02246245799217717,0.7407407407407407,25,0
0.0521878623902835,352,0.005754021833041134,0.15,0.0019089769124515479,0.003,2.0,0.25,0.02863082663754179,0.02246245799217717,0.7407407407407407,100,0
0.0644624387694951,352,0.051046787894192196,0.15,0.03481293872127217,0.003,2.0,0.25,0.047755637020356435,0.02256683658042501,0.7407407407407407,400,0
0.030322827179534186,353,0.0,0.15,-1.3456909624810553e-05,0.003,2.0,0.25,0.022274045537007587,0.02246245799217717,0.7407407407407407,25,1
0.038657675844654446,353,0.005754021833041134,0.15,0.0014140569721863316,0.003,2.0,0.25,0.02863082663754179,0.02246245799217717,0.7407407407407407,100,1
0.04774995464407045,353,0.051046787894192196,0.15,0.02578736201575716,0.003,2.0,0.25,0.047755637020356435,0.02256683658042501,0.7407407407407407,400,1
0.04093400629380818,354,0.0,0.15,-1.2070065482166884e-05,0.01,2.0,0.25,0.02227370516550043,0.02246245799217717,0.7407407407407407,25,0
0.052378099692834926,354,0.005753281681560944,0.15,0.0012683268320485195,0.01,2.0,0.25,0.0286665930053059,0.02246245799217717,0.7407407407407407,100,0
0.06792301311550486,354,0.05103327291769807,0.15,0.023173634027333023,0.01,2.0,0.25,0.048409726968787974,0.02256683658042501,0.7407407407407407,400,0
0.030321486143561616,355,0.0,0.15,-8.940789246049543e-06,0.01,2.0,0.25,0.02227370516550043,0.02246245799217717,0.7407407407407407,25,1
0.0387985923650629,355,0.005753281681560944,0.15,0.0009395013570729773,0.01,2.0,0.25,0.0286665930053059,0.02246245799217717,0.7407407407407407,100,1
0.05031334304852211,355,0.05103327291769807,0.15,0.017165654835061498,0.01,2.0,0.25,0.048409726968787974,0.02256683658042501,0.7407407407407407,400,1
0.040931329460668756,356,0.0,0.15,-3.05546711284311e-06,0.03,2.0,0.25,0.02227320189635919,0.02246245799217717,0.7407407407407407,25,0
0.05265938220971095,356,0.005752187302759178,0.15,0.00032106956632965277,0.03,2.0,0.25,0.02871947671322896,0.02246245799217717,0.7407407407407407,100,0
0.07306389792225369,356,0.051013195632723,0.15,0.005882768789547649,0.03,2.0,0.25,0.04938141569497184,0.02256683658042501,0.7407407407407407,400,0
0.030319503304199077,357,0.0,0.15,-2.2633089724763776e-06,0.03,2.0,0.25,0.02227320189635919,0.02246245799217717,0.7407407407407407,25,1
0.03900694978497107,357,0.005752187302759178,0.15,0.00023782930839233538,0.03,2.0,0.25,0.02871947671322896,0.02246245799217717,0.7407407407407407,100,1
0.05412140586833607,357,0.051013195632723,0.15,0.004357606510776036,0.03,2.0,0.25,0.04938141569497184,0.02256683658042501,0.7407407407407407,400,1
0.04093051770831737,358,0.0,0.15,-3.21781058491956e-07,0.1,2.0,0.25,0.022273049279484137,0.02246245799217717,0.7407407407407407,25,0
0.05274468141016042,358,0.005751855431309022,0.15,3.381286696860507e-05,0.1,2.0,0.25,0.02873551374977407,0.02246245799217717,0.7407407407407407,100,0
0.07462859515081602,358,0.05100708484181084,0.15,0.0006200620894305271,0.1,2.0,0.25,0.04967716218882233,0.02256683658042501,0.7407407407407407,400,0
0.07351402742033519,362,0.0,0.2,-0.027349840067642763,0.003,0.0,0.03,0.021012535433414994,0.02246245799217717,0.7407407407407407,25,0
0.07322812467217574,362,0.0057726894358222595,0.2,-0.017184846303419585,0.003,0.0,0.03,0.02794538841789282,0.02246245799217717,0.7407407407407407,100,0
0.11003065366359206,362,0.051042122943554605,0.2,-0.029557893897837993,0.003,0.0,0.03,0.04834548827628994,0.02256683658042501,0.7407407407407407,400,0
0.06581364395874029,364,0.0,0.2,-0.020886336276889666,0.01,0.0,0.03,0.021310424557768125,0.02246245799217717,0.7407407407407407,25,0
0.06838970791596438,364,0.005767756567164892,0.2,-0.013123604046330829,0.01,0.0,0.03,0.028132562442549636,0.02246245799217717,0.7407407407407407,100,0
0.10171141996518922,364,0.051033676058737196,0.2,-0.022575637628789325,0.01,0.0,0.03,0.04866829165873175,0.02256683658042501,0.7407407407407407,400,0
0.04901569205686928,366,0.0,0.2,-0.006786567565872303,0.03,0.0,0.03,0.02196025286929717,0.02246245799217717,0.7407407407407407,25,0
0.05783497550195133,366,0.005756995793272245,0.2,-0.004264233832505068,0.03,0.0,0.03,0.028540871987726868,0.02246245799217717,0.7407407407407407,100,0
0.08355562607340088,366,0.0510152416806043,0.2,-0.007337646929618095,0.03,0.0,0.03,0.049372773813177194,0.02256683658042501,0.7407407407407407,400,0
0.04186201890852855,368,0.0,0.2,-0.0007819583483292434,0.1,0.0,0.03,0.022236992520081565,0.02246245799217717,0.7407407407407407,25,0
0.05334007625882497,368,0.005752413148016237,0.2,-0.0004913313176263673,0.1,0.0,0.03,0.028714757046446295,0.02246245799217717,0.7407407407407407,100,0
0.07582042205969121,368,0.051007387786879035,0.2,-0.0008455613992568592,0.1,0.0,0.03,0.049672915642343794,0.02256683658042501,0.7407407407407407,400,0
0.05961224012312991,371,0.0,0.2,-0.030915861366884245,0.001,1.0,0.03,0.020810323683714427,0.02246245799217717,0.7407407407407407,25,1
0.05775832162467635,371,0.005776855812526667,0.2,-0.01971540531733842,0.001,1.0,0.03,0.02780461565614073,0.02246245799217717,0.7407407407407407,100,1
0.08341805887630162,371,0.05104376445769786,0.2,-0.02955539420456113,0.001,1.0,0.03,0.04830954357656752,0.02256683658042501,0.7407407407407407,400,1
0.05832103593286172,373,0.0,0.2,-0.029553142200772233,0.003,1.0,0.03,0.02087479737571145,0.02246245799217717,0.7407407407407407,25,1
0.05693490552948516,373,0.005775752115791647,0.2,-0.01884638334430855,0.003,1.0,0.03,0.027845731288763005,0.02246245799217717,0.7407407407407407,100,1
