base_mae,corr_mae,delta_pct,description,geometry_tau,kappa,model,nonharm,nuisance,route,scale,source_kappa,target_curve,target_label,variant,win
0.002504818961791151,0.00209613761197458,-16.315803898431447,tail response coefficient -10%,512.0,0.02147010144323278,residualized,1,none,weak_step_drop,25,0.02147010144323278,wsdcon_18.csv,WSD-con 18e-5,tail_x0.9,1
0.0013816404339982303,0.0012184901180827513,-11.808449716787027,tail response coefficient -10%,512.0,0.024039524082155365,residualized,1,none,weak_step_drop,100,0.024039524082155365,wsdcon_18.csv,WSD-con 18e-5,tail_x0.9,1
0.0025579541942073844,0.002378104999390537,-7.030977928538551,tail response coefficient -10%,512.0,0.039003369467519484,residualized,1,none,weak_step_drop,400,0.039003369467519484,wsdcon_18.csv,WSD-con 18e-5,tail_x0.9,1
0.00744534704076948,0.005684219709436806,-23.654066381177863,tail response coefficient +10%,8192.0,0.017756741800537497,residualized,1,dct4,smooth_decay,25,0.017756741800537497,cosine_72000.csv,Cosine,tail_x1.1,1
0.007265129575917493,0.00445710045181672,-38.650778279424635,tail response coefficient +10%,8192.0,0.02832918972515193,residualized,1,dct4,smooth_decay,100,0.02832918972515193,cosine_72000.csv,Cosine,tail_x1.1,1
0.005612615040270773,0.0032139231922990426,-42.73750882184161,tail response coefficient +10%,8192.0,0.04583514445743976,residualized,1,dct4,smooth_decay,400,0.04583514445743976,cosine_72000.csv,Cosine,tail_x1.1,1
0.003408385839825258,0.0020238032665478717,-40.62282377479808,tail response coefficient +10%,5498.625,0.01734927739663356,residualized,1,none,finite_tail,25,0.01734927739663356,wsd_20000_24000.csv,WSD sharp,tail_x1.1,1
0.0037480705220761528,0.0015352713778024772,-59.03835403416981,tail response coefficient +10%,5498.625,0.02675258686740532,residualized,1,none,finite_tail,100,0.02675258686740532,wsd_20000_24000.csv,WSD sharp,tail_x1.1,1
0.004701998914275349,0.0017352806061070214,-63.09483184186453,tail response coefficient +10%,5498.625,0.03478983690609448,residualized,1,none,finite_tail,400,0.03478983690609448,wsd_20000_24000.csv,WSD sharp,tail_x1.1,1
0.0031360955249893426,0.002076239280176518,-33.79540694368441,tail response coefficient +10%,5498.625,0.016960814246129163,residualized,1,none,finite_tail,25,0.016960814246129163,wsdld_20000_24000.csv,WSD linear,tail_x1.1,1
0.003248313740665229,0.0015845205004140757,-51.22021371957813,tail response coefficient +10%,5498.625,0.02682866623516057,residualized,1,none,finite_tail,100,0.02682866623516057,wsdld_20000_24000.csv,WSD linear,tail_x1.1,1
0.0038535563963712593,0.0017365758838700362,-54.935760496322295,tail response coefficient +10%,5498.625,0.036232689436315677,residualized,1,none,finite_tail,400,0.036232689436315677,wsdld_20000_24000.csv,WSD linear,tail_x1.1,1
0.004487187642230267,0.002100257168326793,-53.19435388525668,tail response coefficient +10%,1535.9999999999993,0.025483621345232913,residualized,1,dct2,full_step_drop,25,0.025483621345232913,wsdcon_3.csv,WSD-con 3e-5,tail_x1.1,1
0.0056693997340904675,0.0029871944514670134,-47.31021639725243,tail response coefficient +10%,1535.9999999999993,0.037278701658680594,residualized,1,dct2,full_step_drop,100,0.037278701658680594,wsdcon_3.csv,WSD-con 3e-5,tail_x1.1,1
0.008173606778800102,0.0033560059070024163,-58.94094250157844,tail response coefficient +10%,1535.9999999999993,0.06494081529428139,residualized,1,dct2,full_step_drop,400,0.06494081529428139,wsdcon_3.csv,WSD-con 3e-5,tail_x1.1,1
0.002926482771138891,0.0021524952759367348,-26.44770380455531,tail response coefficient +10%,733.1839999999999,0.02177060951884738,residualized,1,dct2,medium_step_drop,25,0.02177060951884738,wsdcon_9.csv,WSD-con 9e-5,tail_x1.1,1
0.004934623402238123,0.004471700659171913,-9.381115950130036,tail response coefficient +10%,733.1839999999999,0.02642394262528673,residualized,1,dct2,medium_step_drop,100,0.02642394262528673,wsdcon_9.csv,WSD-con 9e-5,tail_x1.1,1
0.006687305974578527,0.005880035333500985,-12.071686926638957,tail response coefficient +10%,733.1839999999999,0.03886987705273197,residualized,1,dct2,medium_step_drop,400,0.03886987705273197,wsdcon_9.csv,WSD-con 9e-5,tail_x1.1,1
0.002504818961791151,0.00209613761197458,-16.315803898431447,tail response coefficient +10%,512.0,0.02147010144323278,residualized,1,none,weak_step_drop,25,0.02147010144323278,wsdcon_18.csv,WSD-con 18e-5,tail_x1.1,1
0.0013816404339982303,0.0012184901180827513,-11.808449716787027,tail response coefficient +10%,512.0,0.024039524082155365,residualized,1,none,weak_step_drop,100,0.024039524082155365,wsdcon_18.csv,WSD-con 18e-5,tail_x1.1,1
0.0025579541942073844,0.002378104999390537,-7.030977928538551,tail response coefficient +10%,512.0,0.039003369467519484,residualized,1,none,weak_step_drop,400,0.039003369467519484,wsdcon_18.csv,WSD-con 18e-5,tail_x1.1,1
0.00744534704076948,0.005684219709436806,-23.654066381177863,single-step base tau -25%,8192.0,0.017756741800537497,residualized,1,dct4,smooth_decay,25,0.017756741800537497,cosine_72000.csv,Cosine,step_base_x0.75,1
0.007265129575917493,0.00445710045181672,-38.650778279424635,single-step base tau -25%,8192.0,0.02832918972515193,residualized,1,dct4,smooth_decay,100,0.02832918972515193,cosine_72000.csv,Cosine,step_base_x0.75,1
0.005612615040270773,0.0032139231922990426,-42.73750882184161,single-step base tau -25%,8192.0,0.04583514445743976,residualized,1,dct4,smooth_decay,400,0.04583514445743976,cosine_72000.csv,Cosine,step_base_x0.75,1
0.003408385839825258,0.0020137281104399595,-40.918422823186006,single-step base tau -25%,4998.75,0.017772423844906595,residualized,1,none,finite_tail,25,0.017772423844906595,wsd_20000_24000.csv,WSD sharp,step_base_x0.75,1
0.0037480705220761528,0.0015318310132634175,-59.130144317164635,single-step base tau -25%,4998.75,0.02739799774299689,residualized,1,none,finite_tail,100,0.02739799774299689,wsd_20000_24000.csv,WSD sharp,step_base_x0.75,1
0.004701998914275349,0.001743426156472187,-62.921595937014885,single-step base tau -25%,4998.75,0.035615078964422314,residualized,1,none,finite_tail,400,0.035615078964422314,wsd_20000_24000.csv,WSD sharp,step_base_x0.75,1
0.0031360955249893426,0.002070372845202292,-33.982468687418965,single-step base tau -25%,4998.75,0.017418690170498186,residualized,1,none,finite_tail,25,0.017418690170498186,wsdld_20000_24000.csv,WSD linear,step_base_x0.75,1
0.003248313740665229,0.0015768127282992314,-51.457499053760955,single-step base tau -25%,4998.75,0.027549774175833316,residualized,1,none,finite_tail,100,0.027549774175833316,wsdld_20000_24000.csv,WSD linear,step_base_x0.75,1
0.0038535563963712593,0.001748621174844022,-54.62318453440492,single-step base tau -25%,4998.75,0.03719743441702377,residualized,1,none,finite_tail,400,0.03719743441702377,wsdld_20000_24000.csv,WSD linear,step_base_x0.75,1
0.004487187642230267,0.00236283527019247,-47.342623964393205,single-step base tau -25%,1151.9999999999995,0.029009903361636218,residualized,1,dct2,full_step_drop,25,0.029009903361636218,wsdcon_3.csv,WSD-con 3e-5,step_base_x0.75,1
0.0056693997340904675,0.003154517898762425,-44.35887313088712,single-step base tau -25%,1151.9999999999995,0.04241060440642073,residualized,1,dct2,full_step_drop,100,0.04241060440642073,wsdcon_3.csv,WSD-con 3e-5,step_base_x0.75,1
0.008173606778800102,0.004178370885320147,-48.879717383057944,single-step base tau -25%,1151.9999999999995,0.07401541974542726,residualized,1,dct2,full_step_drop,400,0.07401541974542726,wsdcon_3.csv,WSD-con 3e-5,step_base_x0.75,1
0.002926482771138891,0.0023172339867478563,-20.81846475911201,single-step base tau -25%,549.8879999999999,0.020957728117512647,residualized,1,dct2,medium_step_drop,25,0.020957728117512647,wsdcon_9.csv,WSD-con 9e-5,step_base_x0.75,1
0.004934623402238123,0.004462014540162783,-9.577404870673334,single-step base tau -25%,549.8879999999999,0.025327967517976523,residualized,1,dct2,medium_step_drop,100,0.025327967517976523,wsdcon_9.csv,WSD-con 9e-5,step_base_x0.75,1
0.006687305974578527,0.006057214127666176,-9.422207527330361,single-step base tau -25%,549.8879999999999,0.03664674486652403,residualized,1,dct2,medium_step_drop,400,0.03664674486652403,wsdcon_9.csv,WSD-con 9e-5,step_base_x0.75,1
0.002504818961791151,0.0021737404354855504,-13.217662887255221,single-step base tau -25%,384.0,0.022289470835199516,residualized,1,none,weak_step_drop,25,0.022289470835199516,wsdcon_18.csv,WSD-con 18e-5,step_base_x0.75,1
0.0013816404339982303,0.0011930342019345053,-13.65089117419146,single-step base tau -25%,384.0,0.02520811839267962,residualized,1,none,weak_step_drop,100,0.02520811839267962,wsdcon_18.csv,WSD-con 18e-5,step_base_x0.75,1
0.0025579541942073844,0.002361307632373329,-7.687649852345735,single-step base tau -25%,384.0,0.03951330854691599,residualized,1,none,weak_step_drop,400,0.03951330854691599,wsdcon_18.csv,WSD-con 18e-5,step_base_x0.75,1
0.00744534704076948,0.005684219709436806,-23.654066381177863,single-step base tau +25%,8192.0,0.017756741800537497,residualized,1,dct4,smooth_decay,25,0.017756741800537497,cosine_72000.csv,Cosine,step_base_x1.25,1
0.007265129575917493,0.00445710045181672,-38.650778279424635,single-step base tau +25%,8192.0,0.02832918972515193,residualized,1,dct4,smooth_decay,100,0.02832918972515193,cosine_72000.csv,Cosine,step_base_x1.25,1
0.005612615040270773,0.0032139231922990426,-42.73750882184161,single-step base tau +25%,8192.0,0.04583514445743976,residualized,1,dct4,smooth_decay,400,0.04583514445743976,cosine_72000.csv,Cosine,step_base_x1.25,1
0.003408385839825258,0.0020137281104399595,-40.918422823186006,single-step base tau +25%,4998.75,0.017772423844906595,residualized,1,none,finite_tail,25,0.017772423844906595,wsd_20000_24000.csv,WSD sharp,step_base_x1.25,1
0.0037480705220761528,0.0015318310132634175,-59.130144317164635,single-step base tau +25%,4998.75,0.02739799774299689,residualized,1,none,finite_tail,100,0.02739799774299689,wsd_20000_24000.csv,WSD sharp,step_base_x1.25,1
0.004701998914275349,0.001743426156472187,-62.921595937014885,single-step base tau +25%,4998.75,0.035615078964422314,residualized,1,none,finite_tail,400,0.035615078964422314,wsd_20000_24000.csv,WSD sharp,step_base_x1.25,1
0.0031360955249893426,0.002070372845202292,-33.982468687418965,single-step base tau +25%,4998.75,0.017418690170498186,residualized,1,none,finite_tail,25,0.017418690170498186,wsdld_20000_24000.csv,WSD linear,step_base_x1.25,1
0.003248313740665229,0.0015768127282992314,-51.457499053760955,single-step base tau +25%,4998.75,0.027549774175833316,residualized,1,none,finite_tail,100,0.027549774175833316,wsdld_20000_24000.csv,WSD linear,step_base_x1.25,1
0.0038535563963712593,0.001748621174844022,-54.62318453440492,single-step base tau +25%,4998.75,0.03719743441702377,residualized,1,none,finite_tail,400,0.03719743441702377,wsdld_20000_24000.csv,WSD linear,step_base_x1.25,1
0.004487187642230267,0.002084776715071921,-53.53934621651516,single-step base tau +25%,1919.999999999999,0.022993632708618948,residualized,1,dct2,full_step_drop,25,0.022993632708618948,wsdcon_3.csv,WSD-con 3e-5,step_base_x1.25,1
0.0056693997340904675,0.003269819331891233,-42.325122848022204,single-step base tau +25%,1919.999999999999,0.033661029711744,residualized,1,dct2,full_step_drop,100,0.033661029711744,wsdcon_3.csv,WSD-con 3e-5,step_base_x1.25,1
0.008173606778800102,0.003326197721128922,-59.3056307803296,single-step base tau +25%,1919.999999999999,0.0585764385990523,residualized,1,dct2,full_step_drop,400,0.0585764385990523,wsdcon_3.csv,WSD-con 3e-5,step_base_x1.25,1
0.002926482771138891,0.002206284784810548,-24.60967798720597,single-step base tau +25%,916.4799999999998,0.022095799191455233,residualized,1,dct2,medium_step_drop,25,0.022095799191455233,wsdcon_9.csv,WSD-con 9e-5,step_base_x1.25,1
0.004934623402238123,0.004670783552167472,-5.346706902718967,single-step base tau +25%,916.4799999999998,0.026861076179665985,residualized,1,dct2,medium_step_drop,100,0.026861076179665985,wsdcon_9.csv,WSD-con 9e-5,step_base_x1.25,1
0.006687305974578527,0.005963938425871862,-10.817024844631185,single-step base tau +25%,916.4799999999998,0.039954613951786344,residualized,1,dct2,medium_step_drop,400,0.039954613951786344,wsdcon_9.csv,WSD-con 9e-5,step_base_x1.25,1
0.002504818961791151,0.002031761192780166,-18.885906575567834,single-step base tau +25%,640.0,0.020366950445545116,residualized,1,none,weak_step_drop,25,0.020366950445545116,wsdcon_18.csv,WSD-con 18e-5,step_base_x1.25,1
0.0013816404339982303,0.001263375877682952,-8.559720272013237,single-step base tau +25%,640.0,0.022300556306206577,residualized,1,none,weak_step_drop,100,0.022300556306206577,wsdcon_18.csv,WSD-con 18e-5,step_base_x1.25,1
0.0025579541942073844,0.0024754212858118757,-3.22652018485744,single-step base tau +25%,640.0,0.03719458478003617,residualized,1,none,weak_step_drop,400,0.03719458478003617,wsdcon_18.csv,WSD-con 18e-5,step_base_x1.25,1
0.00744534704076948,0.005684219709436806,-23.654066381177863,less conservative single-step drop exponent,8192.0,0.017756741800537497,residualized,1,dct4,smooth_decay,25,0.017756741800537497,cosine_72000.csv,Cosine,step_power_2,1
0.007265129575917493,0.00445710045181672,-38.650778279424635,less conservative single-step drop exponent,8192.0,0.02832918972515193,residualized,1,dct4,smooth_decay,100,0.02832918972515193,cosine_72000.csv,Cosine,step_power_2,1
0.005612615040270773,0.0032139231922990426,-42.73750882184161,less conservative single-step drop exponent,8192.0,0.04583514445743976,residualized,1,dct4,smooth_decay,400,0.04583514445743976,cosine_72000.csv,Cosine,step_power_2,1
0.003408385839825258,0.0020137281104399595,-40.918422823186006,less conservative single-step drop exponent,4998.75,0.017772423844906595,residualized,1,none,finite_tail,25,0.017772423844906595,wsd_20000_24000.csv,WSD sharp,step_power_2,1
0.0037480705220761528,0.0015318310132634175,-59.130144317164635,less conservative single-step drop exponent,4998.75,0.02739799774299689,residualized,1,none,finite_tail,100,0.02739799774299689,wsd_20000_24000.csv,WSD sharp,step_power_2,1
0.004701998914275349,0.001743426156472187,-62.921595937014885,less conservative single-step drop exponent,4998.75,0.035615078964422314,residualized,1,none,finite_tail,400,0.035615078964422314,wsd_20000_24000.csv,WSD sharp,step_power_2,1
0.0031360955249893426,0.002070372845202292,-33.982468687418965,less conservative single-step drop exponent,4998.75,0.017418690170498186,residualized,1,none,finite_tail,25,0.017418690170498186,wsdld_20000_24000.csv,WSD linear,step_power_2,1
0.003248313740665229,0.0015768127282992314,-51.457499053760955,less conservative single-step drop exponent,4998.75,0.027549774175833316,residualized,1,none,finite_tail,100,0.027549774175833316,wsdld_20000_24000.csv,WSD linear,step_power_2,1
0.0038535563963712593,0.001748621174844022,-54.62318453440492,less conservative single-step drop exponent,4998.75,0.03719743441702377,residualized,1,none,finite_tail,400,0.03719743441702377,wsdld_20000_24000.csv,WSD linear,step_power_2,1
0.004487187642230267,0.002100257168326793,-53.19435388525668,less conservative single-step drop exponent,1535.9999999999995,0.025483621345232913,residualized,1,dct2,full_step_drop,25,0.025483621345232913,wsdcon_3.csv,WSD-con 3e-5,step_power_2,1
0.0056693997340904675,0.0029871944514670134,-47.31021639725243,less conservative single-step drop exponent,1535.9999999999995,0.037278701658680594,residualized,1,dct2,full_step_drop,100,0.037278701658680594,wsdcon_3.csv,WSD-con 3e-5,step_power_2,1
0.008173606778800102,0.0033560059070024163,-58.94094250157844,less conservative single-step drop exponent,1535.9999999999995,0.06494081529428139,residualized,1,dct2,full_step_drop,400,0.06494081529428139,wsdcon_3.csv,WSD-con 3e-5,step_power_2,1
0.002926482771138891,0.002165585529381629,-26.00040052383925,less conservative single-step drop exponent,880.6399999999999,0.02205824743361079,residualized,1,dct2,medium_step_drop,25,0.02205824743361079,wsdcon_9.csv,WSD-con 9e-5,step_power_2,1
0.004934623402238123,0.004626349873674112,-6.247154107529096,less conservative single-step drop exponent,880.6399999999999,0.026805036741468537,residualized,1,dct2,medium_step_drop,100,0.026805036741468537,wsdcon_9.csv,WSD-con 9e-5,step_power_2,1
0.006687305974578527,0.005920214291120491,-11.470862651927384,less conservative single-step drop exponent,880.6399999999999,0.039794490322753104,residualized,1,dct2,medium_step_drop,400,0.039794490322753104,wsdcon_9.csv,WSD-con 9e-5,step_power_2,1
0.002504818961791151,0.00209613761197458,-16.315803898431447,less conservative single-step drop exponent,512.0,0.02147010144323278,residualized,1,none,weak_step_drop,25,0.02147010144323278,wsdcon_18.csv,WSD-con 18e-5,step_power_2,1
0.0013816404339982303,0.0012184901180827513,-11.808449716787027,less conservative single-step drop exponent,512.0,0.024039524082155365,residualized,1,none,weak_step_drop,100,0.024039524082155365,wsdcon_18.csv,WSD-con 18e-5,step_power_2,1
0.0025579541942073844,0.002378104999390537,-7.030977928538551,less conservative single-step drop exponent,512.0,0.039003369467519484,residualized,1,none,weak_step_drop,400,0.039003369467519484,wsdcon_18.csv,WSD-con 18e-5,step_power_2,1
0.00744534704076948,0.005684219709436806,-23.654066381177863,more conservative single-step drop exponent,8192.0,0.017756741800537497,residualized,1,dct4,smooth_decay,25,0.017756741800537497,cosine_72000.csv,Cosine,step_power_4,1
0.007265129575917493,0.00445710045181672,-38.650778279424635,more conservative single-step drop exponent,8192.0,0.02832918972515193,residualized,1,dct4,smooth_decay,100,0.02832918972515193,cosine_72000.csv,Cosine,step_power_4,1
0.005612615040270773,0.0032139231922990426,-42.73750882184161,more conservative single-step drop exponent,8192.0,0.04583514445743976,residualized,1,dct4,smooth_decay,400,0.04583514445743976,cosine_72000.csv,Cosine,step_power_4,1
0.003408385839825258,0.0020137281104399595,-40.918422823186006,more conservative single-step drop exponent,4998.75,0.017772423844906595,residualized,1,none,finite_tail,25,0.017772423844906595,wsd_20000_24000.csv,WSD sharp,step_power_4,1
0.0037480705220761528,0.0015318310132634175,-59.130144317164635,more conservative single-step drop exponent,4998.75,0.02739799774299689,residualized,1,none,finite_tail,100,0.02739799774299689,wsd_20000_24000.csv,WSD sharp,step_power_4,1
0.004701998914275349,0.001743426156472187,-62.921595937014885,more conservative single-step drop exponent,4998.75,0.035615078964422314,residualized,1,none,finite_tail,400,0.035615078964422314,wsd_20000_24000.csv,WSD sharp,step_power_4,1
0.0031360955249893426,0.002070372845202292,-33.982468687418965,more conservative single-step drop exponent,4998.75,0.017418690170498186,residualized,1,none,finite_tail,25,0.017418690170498186,wsdld_20000_24000.csv,WSD linear,step_power_4,1
0.003248313740665229,0.0015768127282992314,-51.457499053760955,more conservative single-step drop exponent,4998.75,0.027549774175833316,residualized,1,none,finite_tail,100,0.027549774175833316,wsdld_20000_24000.csv,WSD linear,step_power_4,1
0.0038535563963712593,0.001748621174844022,-54.62318453440492,more conservative single-step drop exponent,4998.75,0.03719743441702377,residualized,1,none,finite_tail,400,0.03719743441702377,wsdld_20000_24000.csv,WSD linear,step_power_4,1
0.004487187642230267,0.002100257168326793,-53.19435388525668,more conservative single-step drop exponent,1535.999999999999,0.025483621345232913,residualized,1,dct2,full_step_drop,25,0.025483621345232913,wsdcon_3.csv,WSD-con 3e-5,step_power_4,1
0.0056693997340904675,0.0029871944514670134,-47.31021639725243,more conservative single-step drop exponent,1535.999999999999,0.037278701658680594,residualized,1,dct2,full_step_drop,100,0.037278701658680594,wsdcon_3.csv,WSD-con 3e-5,step_power_4,1
0.008173606778800102,0.0033560059070024163,-58.94094250157844,more conservative single-step drop exponent,1535.999999999999,0.06494081529428139,residualized,1,dct2,full_step_drop,400,0.06494081529428139,wsdcon_3.csv,WSD-con 3e-5,step_power_4,1
0.002926482771138891,0.0022156417086001555,-24.289945239011246,more conservative single-step drop exponent,644.7103999999999,0.021460654364695537,residualized,1,dct2,medium_step_drop,25,0.021460654364695537,wsdcon_9.csv,WSD-con 9e-5,step_power_4,1
0.004934623402238123,0.004432949627613135,-10.166404479771462,more conservative single-step drop exponent,644.7103999999999,0.026017779765187536,residualized,1,dct2,medium_step_drop,100,0.026017779765187536,wsdcon_9.csv,WSD-con 9e-5,step_power_4,1
0.006687305974578527,0.005945353536600834,-11.094937794056236,more conservative single-step drop exponent,644.7103999999999,0.03800691860828576,residualized,1,dct2,medium_step_drop,400,0.03800691860828576,wsdcon_9.csv,WSD-con 9e-5,step_power_4,1
0.002504818961791151,0.00209613761197458,-16.315803898431447,more conservative single-step drop exponent,512.0,0.02147010144323278,residualized,1,none,weak_step_drop,25,0.02147010144323278,wsdcon_18.csv,WSD-con 18e-5,step_power_4,1
0.0013816404339982303,0.0012184901180827513,-11.808449716787027,more conservative single-step drop exponent,512.0,0.024039524082155365,residualized,1,none,weak_step_drop,100,0.024039524082155365,wsdcon_18.csv,WSD-con 18e-5,step_power_4,1
0.0025579541942073844,0.002378104999390537,-7.030977928538551,more conservative single-step drop exponent,512.0,0.039003369467519484,residualized,1,none,weak_step_drop,400,0.039003369467519484,wsdcon_18.csv,WSD-con 18e-5,step_power_4,1
