dct_performance_coef,dct_performance_delta_pct,dct_performance_lambda,dct_performance_locality_factor,dct_performance_mae,dct_performance_max_abs_error,dct_performance_signed_mean_error,group,mpl_mae,observation_bracket_coef,observation_bracket_delta_pct,observation_bracket_lambda,observation_bracket_locality_factor,observation_bracket_mae,observation_bracket_max_abs_error,observation_bracket_signed_mean_error,old_mpl_ld_coef,old_mpl_ld_delta_pct,old_mpl_ld_lambda,old_mpl_ld_locality_factor,old_mpl_ld_mae,old_mpl_ld_max_abs_error,old_mpl_ld_signed_mean_error,scale,test_curve,test_label
0.04304751774595571,-8.454255360764273,20.0,0.9998554913294798,0.0012648330235404482,0.01200317715262722,0.00013891607248580495,core_wsd,0.0013816404339982303,0.03271892621544682,-12.798603668230202,18.05070782708191,0.9998554913294798,0.0012048097507307812,0.00787233756883543,0.00021386857344712958,0.022826637792579752,-11.069072007184754,20.0,0.9998554913294798,0.0012287056594785862,0.005072973556530247,0.0003398642978393018,100,wsdcon_18.csv,WSD-con 18e-5
0.05859414941329983,0.0,7.221202285244404,0.0,0.0032781062167547585,0.011040706124245236,-0.001261744913024676,extra_control,0.0032781062167547585,0.08195747501285224,0.0,9.02600304324791,0.0,0.0032781062167547585,0.011040706124245236,-0.001261744913024676,0.08721492309568091,0.0,7.221202285244404,0.0,0.0032781062167547585,0.011040706124245236,-0.001261744913024676,100,cosine_24000.csv,Cosine 24k
0.05859491356579989,0.0,7.220283130832764,0.0,0.001848699219840022,0.005072973556530247,0.001748744377653359,extra_control,0.001848699219840022,0.08196476967207476,0.0,9.025353913540956,0.0,0.001848699219840022,0.005072973556530247,0.001748744377653359,0.0872277965935752,0.0,7.220283130832764,0.0,0.001848699219840022,0.005072973556530247,0.001748744377653359,100,constant_24000.csv,Constant 24k
0.05859491356579989,0.0,7.220283130832764,0.0,0.004776169698442608,0.02485172586036155,0.003909710168899828,extra_control,0.004776169698442608,0.08196476967207476,0.0,9.025353913540956,0.0,0.004776169698442608,0.02485172586036155,0.003909710168899828,0.0872277965935752,0.0,7.220283130832764,0.0,0.004776169698442608,0.02485172586036155,0.003909710168899828,100,constant_72000.csv,Constant 72k
0.08289225770142289,-55.496099264423194,7.2284552974545955,0.8168498168498168,0.0020925729293970003,0.015512964752626424,-0.001012169990572159,core_wsd,0.004701998914275349,0.07877182557247302,-45.754761348105674,9.031125300869606,0.8168498168498168,0.0025506105324581427,0.015512964752626424,-0.0004619742995794845,0.08350339968216844,-55.78524111153603,7.2284552974545955,0.8168498168498168,0.002078977482885039,0.015512964752626424,-0.0010323453114561177,400,wsd_20000_24000.csv,WSD sharp
0.08289862148646569,-48.635212883823876,7.223478858982098,0.8168498168498168,0.0019793710393978857,0.015512964752626424,-0.0010405398544079776,core_wsd,0.0038535563963712593,0.07880917466977902,-40.36643710622706,9.02761081624502,0.8168498168498168,0.002298012977277065,0.015512964752626424,-0.0006756808915457844,0.08356887445918465,-48.9553088257335,7.223478858982098,0.8168498168498168,0.0019670359617539024,0.015512964752626424,-0.0010562105778490934,400,wsdld_20000_24000.csv,WSD linear
0.060556933821865,-60.7492450122068,20.0,0.9998554913294798,0.0032082023704124844,0.05262086820786749,-0.0022497518256431102,core_wsd,0.008173606778800102,0.031783300219353904,-35.96635695800162,18.05070782708191,0.9998554913294798,0.00523385818839344,0.02672834020119197,0.0005909670529374702,0.02219923356201039,-23.637651686007377,20.0,0.9998554913294798,0.006241558078243447,0.03449311106344588,0.0019999806227218244,400,wsdcon_3.csv,WSD-con 3e-5
0.060556933821865,-13.804834686373468,20.0,0.9998554913294798,0.0057641344398159855,0.03998527324030743,-0.005290477254182718,core_wsd,0.006687305974578527,0.031783300219353904,-9.167725077722555,18.05070782708191,0.9998554913294798,0.006074232147723053,0.019846640346226074,-0.004487925305496309,0.02219923356201039,-6.088652316491361,20.0,0.9998554913294798,0.0062801391644464865,0.020978435604618095,-0.0040936011182532515,400,wsdcon_9.csv,WSD-con 9e-5
0.060556933821865,-6.428329763028651,20.0,0.9998554913294798,0.0023935204634165114,0.02295728770485095,-0.001932879576200335,core_wsd,0.0025579541942073844,0.031783300219353904,-4.665186792735431,18.05070782708191,0.9998554913294798,0.0024386208529749995,0.015512964752626424,-0.0016738347165749803,0.02219923356201039,-3.001762892643167,20.0,0.9998554913294798,0.0024811704743948576,0.015512964752626424,-0.0015516938012176786,400,wsdcon_18.csv,WSD-con 18e-5
0.08290153067889618,0.0,7.221202285244404,0.0,0.007134640765897494,0.023203365846596213,-0.007134640765897494,extra_control,0.007134640765897494,0.07882626972788319,0.0,9.02600304324791,0.0,0.007134640765897494,0.023203365846596213,-0.007134640765897494,0.0835988512853818,0.0,7.221202285244404,0.0,0.007134640765897494,0.023203365846596213,-0.007134640765897494,400,cosine_24000.csv,Cosine 24k
