step,linear_pred_loss,optimized_pred_loss
0,27.161722682267726,27.161722682267726
100,5.614428393012449,5.612176921851126
200,4.8157177216899365,4.8126892621920945
301,4.449233829203049,4.445699724678797
401,4.229789208998141,4.225898792852373
502,4.0768595442155275,4.072702690230746
602,3.9641363447236166,3.9597815622944132
702,3.875793861563382,3.8712908567092468
803,3.8034270972631856,3.7988143310619935
903,3.743758271009377,3.739069122245834
1004,3.6925223312005446,3.6877832847919017
1104,3.6486826265551295,3.643917150201525
1204,3.6102586762573288,3.6054865260165796
1305,3.5758849361300724,3.571123589897551
1405,3.5454548594688693,3.5407195635224813
1506,3.5177498070167488,3.5130546416675412
1606,3.4928490534987424,3.488205911793416
1707,3.46987748120087,3.465298101692697
1807,3.448990581395231,3.444484431094874
1907,3.4297087661140946,3.425285025929999
2008,3.4116601181858943,3.407328165063539
2108,3.395034357845136,3.390801085395649
2209,3.379356148944157,3.3752298288252036
2309,3.3648165034424187,3.3608027675140053
2409,3.351153765482233,3.3472588074600855
2510,3.3381558876288597,3.3343867595551777
2610,3.3260043052711596,3.3223651902259883
2711,3.314389003809797,3.3108863390779666
2811,3.3034821525756803,3.3001193631333794
2912,3.293014076448647,3.289797097804831
3012,3.283147135781858,3.2800787570303793
3112,3.273735538009058,3.2708197342492116
3213,3.264656149901779,3.2618982606438935
3313,3.256056999512089,3.2534590349657906
3414,3.247737226284972,3.2453042055069883
3514,3.2398359266143566,3.237569428938106
3614,3.2322460018119887,3.230149062975947
3715,3.2248750486545763,3.222952293639549
3815,3.2178499701658527,3.216102434236389
3916,3.211012683110648,3.2094447728312083
4016,3.2044827441689243,3.2030951858169403
4116,3.198176847525882,3.1969720182149204
4217,3.192021888063932,3.1910039180746423
4317,3.1861275370813833,3.1852967541051562
4418,3.1803645169905623,3.1797248943057292
4518,3.174836578538556,3.1743882126656118
4619,3.169423453237992,3.169170178276125
4719,3.1642234615089304,3.164165166539809
4819,3.1591740284937884,3.1593124476936594
4920,3.1542192085373326,3.154557994772332
5020,3.1494500080764194,3.1499887764661314
5121,3.1447643322618477,3.1455066298759706
5221,3.1402487887987296,3.1411940686534767
5321,3.1358506257995837,3.1370002882898365
5422,3.131522175075599,3.1328796270538004
5522,3.1273440911110675,3.1289085692460046
5623,3.1232280066225098,3.1250028342491856
5723,3.119250976305885,3.121235260585655
5824,3.115329219591664,3.1175262076297647
5924,3.1115364584295833,3.1139451384612777
6024,3.1078297252206726,3.110451141292605
6125,3.104169716358361,3.107007012029475
6225,3.1006256075463736,3.1036776101701418
6326,3.0971233580592217,3.1003931484505065
6426,3.0937293724416794,3.0972156802527904
6526,3.090405833662638,3.094109503586834
6627,3.087117898598051,3.0910419255721187
6727,3.083928170627547,3.088071151330047
6828,3.0807704477868234,3.085135324080954
6928,3.0777050037803697,3.0822902913808603
7028,3.0746981379115517,3.0795045148567572
7129,3.0717186049350818,3.076748939652043
7229,3.068823466299992,3.07407616306097
7330,3.0659529481522747,3.071430829868635
7430,3.063162133177148,3.0688635359545335
7531,3.060393505360253,3.0663212085063587
7631,3.0577002888142633,3.0638525644419845
7731,3.055053312425758,3.061430645808281
7832,3.0524253284493628,3.0590304377092603
7932,3.049866981278964,3.0566980501732344
8033,3.047325752217574,3.0543854601690863
8133,3.0448506862777043,3.0521371627447436
8233,3.0424152028098344,3.049928816844582
8334,3.039994360435624,3.0477377362382563
8434,3.0376349747049867,3.0456061658498172
8535,3.035288767797242,3.043490363497353
8635,3.033001167294609,3.041431174063797
8736,3.030725417519287,3.039386390243224
8836,3.028505631790958,3.037395532854996
8936,3.0263182024511166,3.0354372611584792
9037,3.0241408552510243,3.033491577277634
9137,3.022015861568311,3.031596147260788
9238,3.0198998984408187,3.0297122219446537
9338,3.017834084507347,3.0278763077814066
9438,3.0157965755805787,3.026068840309976
9539,3.0137666905693745,3.024271424295767
9639,3.0117839268979796,3.02251893793614
9740,3.009807947255553,3.0207756330237334
9840,3.007877231019594,3.0190753658106195
9941,3.005952529598168,3.0173834811941056
10041,3.0040713519771924,3.01573286307859
10141,3.002213939933614,3.0141060430284576
10242,3.00036150854377,3.012486527721178
10342,2.9985501959490257,3.010905828887589
10443,2.996743243613635,3.009331786033726
10543,2.9949759251196926,3.007795046441116
10643,2.9932297532959686,3.0062794153767394
10744,2.9914871052832517,3.0047695614081404
10844,2.9897820297725257,3.003294910012246
10945,2.9880799749936724,3.0018255043141346
11045,2.986414214937201,3.000389998340068
11145,2.9847673865063884,2.9989733204980595
11246,2.9831228990360383,2.9975611669766797
11346,2.981512925956741,2.9961810978520447
11447,2.9799048842022438,2.9948051155703106
11547,2.9783302492928376,2.993460088467219
11648,2.97675716809854,2.9921187429540073
11748,2.97521644584256,2.990807283346921
11848,2.9736920910756472,2.989512001417314
11949,2.9721687787710582,2.9882198475725397
12049,2.9706763585564806,2.98695608297657
12150,2.969184672234143,2.985695110886915
12250,2.9677229613604355,2.9844615923428233
12350,2.9662760943377195,2.9832426696748118
12451,2.964829543182378,2.9820260797869587
12551,2.9634116805354123,2.98083563047946
12652,2.9619938813945077,2.9796472329797585
12752,2.9606039642155424,2.9784841522778596
12853,2.959213877734183,2.977322863182277
12953,2.957850905768099,2.9761861079971568
13053,2.9565009838738527,2.975062077249377
13154,2.9551505774573212,2.973939480221462
13254,2.953826203999541,2.97284031285682
13355,2.952501155941772,2.9717423607661004
13455,2.9512014605219843,2.970667142443259
13555,2.949913732921842,2.969603513885157
13656,2.9486250737635866,2.9685408005251013
13756,2.9473608061218033,2.9674998403095234
13857,2.946095452310944,2.9664596101861425
13957,2.9448538840124066,2.965440514602454
14057,2.94362333783045,2.9644320109576654
14158,2.9423914970649556,2.9634239850731356
14258,2.9411825837416816,2.9624362162725304
14359,2.939972250889576,2.961448771040351
14459,2.938784303261045,2.9604810302583395
14560,2.937594821675119,2.959513466786493
14660,2.9364272061008765,2.9585650763776403
14760,2.935269479791676,2.9576260725478707
14861,2.9341100663604855,2.9566870481976775
14961,2.932971781640297,2.9557664421999617
15062,2.931831718774555,2.9548456925923117
15162,2.9307123174092338,2.953942886380653
15262,2.929602111299714,2.953048720805019
15363,2.9284900062167734,2.95215424059778
15463,2.9273978979335182,2.9512770241855626
15564,2.92630381960603,2.9503993924014473
15664,2.925229316106907,2.949538592423345
15765,2.9241527786657793,2.9486772769913867
15865,2.92309541055017,2.947832379761257
15965,2.9220463996299846,2.9469952124401155
16066,2.92099527160748,2.9461573965235712
16166,2.919962734628622,2.9453354050115474
16267,2.918928032842212,2.944512684863211
16367,2.9179115541449265,2.9437054159120604
16467,2.916902915924321,2.9429053025267122
16568,2.915892052349564,2.942104344839959
16668,2.9148988863288166,2.9413183006117714
16769,2.913903461361115,2.9405313448345076
16869,2.9129253990648296,2.939758953002251
16970,2.9119450493892036,2.9389855827347424
17070,2.910981739646693,2.9382264530882174
17170,2.910025643811032,2.9374737786745833
17271,2.9090672271395497,2.9367200287518336
17371,2.9081253885778064,2.935980045495039
17472,2.9071812126113077,2.9352389400751595
17572,2.906253319943154,2.934511296305442
17672,2.9053322541211943,2.933789655377797
17773,2.9044088342426573,2.9330668150001955
17873,2.9035012753169243,2.9323570075281724
17974,2.9025913564147365,2.931645945700985
18074,2.901697028567226,2.9309476300270054
18174,2.900809184720426,2.9302549233550623
18275,2.8999189794458133,2.929560907084739
