step,linear_pred_loss,optimized_pred_loss
18375,2.899043978202009,2.928879231519385
18476,2.898166619323876,2.928196197656107
18576,2.8973042169391583,2.927525266795641
18677,2.8964394643978624,2.9268529485710153
18777,2.8955894291423983,2.926192457455055
18877,2.894745463977212,2.925537066847525
18978,2.8938991665432314,2.924880237861342
19078,2.893067243064597,2.9242349037283235
19179,2.89223300362136,2.923588058299267
19279,2.891412918382975,2.922952482854314
19379,2.89059865037026,2.922321692245107
19480,2.88978209720071,2.9216893615013055
19580,2.888979382753603,2.9210679237647406
19681,2.8881744079407663,2.920444939888064
19781,2.8873830699165723,2.919832694163515
19882,2.8865894996782413,2.9192188075964927
19982,2.885809371046528,2.918615383130342
20082,2.8850347600918242,2.918016329912626
20183,2.884257965381442,2.9174156761907377
20283,2.8834943322202147,2.916825053611163
20384,2.8827285519145316,2.916232713052068
20484,2.881975754084355,2.9156504120851494
20584,2.881228296900301,2.915072193121636
20685,2.880478753910736,2.9144917011303835
20785,2.8797419368177364,2.913920856425096
20886,2.8790030793614694,2.9133482985933394
20986,2.878276784073599,2.912784764260438
21086,2.8775556824749255,2.9122227294866385
21187,2.876832615596603,2.911658541817871
21287,2.8761218769752683,2.911103602875072
21388,2.8754092281647514,2.9099439155048468
21488,2.8747087589361415,2.90773401750303
21589,2.8740064388366586,2.9053363630255142
21689,2.873316155724759,2.9028996027675733
21789,2.872630912610932,2.8977426873787784
21890,2.8719439160042346,2.8901318949039747
21990,2.8712687544679416,2.8822285517804804
22091,2.8705919107164264,2.874111171352574
22191,2.8699267752349926,2.867435903605504
22291,2.8692666109423066,2.8613332045756867
22392,2.8686048817429346,2.8552968724781937
22492,2.8679546836991614,2.8494172455595077
22593,2.8673030070621626,2.8438739921662664
22693,2.8666627524726187,2.8385198775326157
22794,2.866021112933037,2.833192836850078
22894,2.865390794378469,2.8281688049085734
22994,2.8647654216226934,2.823903436316023
23095,2.864138820192345,2.8197944452596686
23195,2.8635234053352283,2.81583690774324
23296,2.86290687891388,2.811993861980702
23396,2.8623014623476157,2.808387706466684
23496,2.8617010426026646,2.8049004683878036
23597,2.8610997105520344,2.8015085345473487
23697,2.8605093972625153,2.799361415033476
23798,2.859918324574334,2.798394526231962
23898,2.859338229326879,2.797726301278823
23999,2.858757547781623,2.797191564869514
