adiabatic_factor,amplitude_scale,base_mae,corr_mae,delta_pct,effective_tau_steps,fitted_residual_params,group,nonharm,scale,test_curve,test_label,uses_target_loss,win
0.8168498168498168,0.75,0.0038535563963712593,0.003201614140622591,-16.917937320511946,256.0,0,core_wsd,1,400,wsdld_20000_24000.csv,WSD linear,0,1
0.9998554913294798,0.75,0.008173606778800102,0.007612644850971069,-6.86308924579051,130.0,0,core_wsd,1,400,wsdcon_3.csv,WSD-con 3e-5,0,1
0.9998554913294798,0.75,0.006687305974578527,0.006268205666367457,-6.267102324976015,130.0,0,core_wsd,1,400,wsdcon_9.csv,WSD-con 9e-5,0,1
0.9998554913294798,0.75,0.0025579541942073844,0.0023243360039902324,-9.133009134651127,130.0,0,core_wsd,1,400,wsdcon_18.csv,WSD-con 18e-5,0,1
0.0,0.75,0.007134640765897494,0.007134640765897494,0.0,256.0,0,extra_control,1,400,cosine_24000.csv,Cosine 24k,0,0
0.0,0.75,0.001679822173746335,0.001679822173746335,0.0,128.0,0,extra_control,1,400,constant_24000.csv,Constant 24k,0,0
0.0,0.75,0.004118245803084534,0.004118245803084534,0.0,128.0,0,extra_control,1,400,constant_72000.csv,Constant 72k,0,0
0.8168498168498168,1.0,0.003408385839825258,0.0028126899175170404,-17.477361727883423,256.0,0,core_wsd,1,25,wsd_20000_24000.csv,WSD sharp,0,1
0.8168498168498168,1.0,0.0031360955249893426,0.002528403286744869,-19.377351021427792,256.0,0,core_wsd,1,25,wsdld_20000_24000.csv,WSD linear,0,1
0.9998554913294798,1.0,0.004487187642230267,0.003946790390501208,-12.043116865522151,130.0,0,core_wsd,1,25,wsdcon_3.csv,WSD-con 3e-5,0,1
0.9998554913294798,1.0,0.002926482771138891,0.002641443188221297,-9.740005501780757,130.0,0,core_wsd,1,25,wsdcon_9.csv,WSD-con 9e-5,0,1
0.9998554913294798,1.0,0.002504818961791151,0.002293148454145496,-8.450531191056342,130.0,0,core_wsd,1,25,wsdcon_18.csv,WSD-con 18e-5,0,1
0.0,1.0,0.004428106847791531,0.004428106847791531,0.0,256.0,0,extra_control,1,25,cosine_24000.csv,Cosine 24k,0,0
0.0,1.0,0.003761619732988638,0.003761619732988638,0.0,128.0,0,extra_control,1,25,constant_24000.csv,Constant 24k,0,0
0.0,1.0,0.0015795124507172926,0.0015795124507172926,0.0,128.0,0,extra_control,1,25,constant_72000.csv,Constant 72k,0,0
0.8168498168498168,1.0,0.0037480705220761528,0.002957866925660198,-21.08294365758733,256.0,0,core_wsd,1,100,wsd_20000_24000.csv,WSD sharp,0,1
0.8168498168498168,1.0,0.003248313740665229,0.0025059266490955086,-22.85453779528345,256.0,0,core_wsd,1,100,wsdld_20000_24000.csv,WSD linear,0,1
0.9998554913294798,1.0,0.0056693997340904675,0.005041396816968526,-11.077061886212036,130.0,0,core_wsd,1,100,wsdcon_3.csv,WSD-con 3e-5,0,1
0.9998554913294798,1.0,0.004934623402238123,0.004624132743663764,-6.2920841828281056,130.0,0,core_wsd,1,100,wsdcon_9.csv,WSD-con 9e-5,0,1
0.9998554913294798,1.0,0.0013816404339982303,0.0012653245996598833,-8.41867619650859,130.0,0,core_wsd,1,100,wsdcon_18.csv,WSD-con 18e-5,0,1
0.0,1.0,0.0032781062167547585,0.0032781062167547585,0.0,256.0,0,extra_control,1,100,cosine_24000.csv,Cosine 24k,0,0
0.0,1.0,0.001848699219840022,0.001848699219840022,0.0,128.0,0,extra_control,1,100,constant_24000.csv,Constant 24k,0,0
0.0,1.0,0.004776169698442608,0.004776169698442608,0.0,128.0,0,extra_control,1,100,constant_72000.csv,Constant 72k,0,0
0.8168498168498168,1.0,0.004701998914275349,0.00377928904440882,-19.623778879768906,256.0,0,core_wsd,1,400,wsd_20000_24000.csv,WSD sharp,0,1
0.8168498168498168,1.0,0.0038535563963712593,0.002987769755480256,-22.467210852455153,256.0,0,core_wsd,1,400,wsdld_20000_24000.csv,WSD linear,0,1
0.9998554913294798,1.0,0.008173606778800102,0.007432257528230927,-9.070038119426227,130.0,0,core_wsd,1,400,wsdcon_3.csv,WSD-con 3e-5,0,1
0.9998554913294798,1.0,0.006687305974578527,0.006131286705620363,-8.314548056748784,130.0,0,core_wsd,1,400,wsdcon_9.csv,WSD-con 9e-5,0,1
0.9998554913294798,1.0,0.0025579541942073844,0.002296486768436446,-10.22173994995863,130.0,0,core_wsd,1,400,wsdcon_18.csv,WSD-con 18e-5,0,1
0.0,1.0,0.007134640765897494,0.007134640765897494,0.0,256.0,0,extra_control,1,400,cosine_24000.csv,Cosine 24k,0,0
0.0,1.0,0.001679822173746335,0.001679822173746335,0.0,128.0,0,extra_control,1,400,constant_24000.csv,Constant 24k,0,0
0.0,1.0,0.004118245803084534,0.004118245803084534,0.0,128.0,0,extra_control,1,400,constant_72000.csv,Constant 72k,0,0
0.8168498168498168,1.25,0.003408385839825258,0.002748393360364445,-19.363784221526092,256.0,0,core_wsd,1,25,wsd_20000_24000.csv,WSD sharp,0,1
0.8168498168498168,1.25,0.0031360955249893426,0.0023978994605431195,-23.538698313366325,256.0,0,core_wsd,1,25,wsdld_20000_24000.csv,WSD linear,0,1
0.9998554913294798,1.25,0.004487187642230267,0.003928705427878922,-12.446152442908831,130.0,0,core_wsd,1,25,wsdcon_3.csv,WSD-con 3e-5,0,1
