step,baseline_pred_loss,optimized_pred_loss
1,24.09719581546405,24.09719581546405
301,4.2177188981252405,4.2177188981252405
602,3.7412654884418672,3.7412654884418672
902,3.5225953419775022,3.5225953419775022
1203,3.388613097714159,3.388613097714159
1504,3.295612837792074,3.295612837792074
1804,3.2262323507072956,3.2262323507072956
2105,3.1715010575186486,3.1715010575186486
2405,3.1270963678461747,3.1270963678461747
2706,3.0898743830663635,3.0898743830663635
3007,3.0581534444220004,3.0581534444220004
3307,3.030766918989131,3.030766918989131
3608,3.006650077546772,3.006650077546772
3909,2.9852551121880473,2.9852551121880473
4209,2.9661587373197795,2.9661587373197795
4510,2.948863905672436,2.948863905672436
4810,2.933197871812251,2.933197871812251
5111,2.9188266078733123,2.9188266078733123
5412,2.905619209004665,2.905619209004665
5712,2.8934631512896534,2.8934631512896534
6013,2.8821526161047397,2.8821526161047397
6314,2.8716253389303157,2.8716253389303157
6614,2.8618250530735345,2.8618250530735345
6915,2.8526120423472574,2.8526120423472574
7215,2.843984188981359,2.843984188981359
7516,2.835829192288515,2.835829192288515
7817,2.828129103190919,2.828129103190919
8117,2.8208660095162483,2.8208660095162483
8418,2.813955250359611,2.813955250359611
8719,2.8073897039417535,2.8073897039417535
9019,2.801161336938765,2.801161336938765
9320,2.7952035617328588,2.7952035617328588
9620,2.7895337106858107,2.7895337106858107
9921,2.784093976344065,2.784093976344065
10222,2.7788856725842264,2.7788856725842264
10522,2.7739088104286145,2.7739088104286145
10823,2.7691155742718445,2.7691155742718445
11124,2.7645095970804183,2.7645095970804183
11424,2.760093228482515,2.760093228482515
11725,2.7558260356265887,2.7558260356265887
12025,2.751726375191832,2.751726375191832
12326,2.7477577215070172,2.7477577215070172
12627,2.743925528982786,2.743925528982786
12927,2.740234115574919,2.740234115574919
13228,2.736651721771359,2.736651721771359
13529,2.733184241722657,2.733184241722657
13829,2.7298365379766434,2.7298365379766434
14130,2.7265806356530513,2.7265806356530513
14430,2.7234329416893317,2.7234329416893317
14731,2.7203675914816685,2.7203675914816685
15032,2.7173906808303694,2.7173906808303694
15332,2.7145074379913705,2.7145074379913705
15633,2.7116946868925655,2.7116946868925655
15934,2.708958468405333,2.708958468405333
16234,2.706304043068189,2.706304043068189
16535,2.7037104709069144,2.7037104709069144
16835,2.7011919547817187,2.7011919547817187
17136,2.6987288450414413,2.6987288450414413
17437,2.6963269487354484,2.6963269487354484
17737,2.6939914173249173,2.6939914173249173
18038,2.691704293640682,2.691704293640682
18339,2.6894712009514183,2.6894712009514183
18639,2.6872971698910324,2.6872971698910324
18940,2.685165696615756,2.685165696615756
19240,2.6830890506992975,2.6830890506992975
19541,2.6810515865870483,2.6810515865870483
19842,2.6790585935121745,2.6790585935121745
20142,2.677114857799827,2.677114857799827
20443,2.675205883963761,2.675205883963761
20744,2.673336757513228,2.673336757513228
21044,2.6715121058776967,2.6715121058776967
21345,2.669718443875563,2.669718443875563
21645,2.6679664376180914,2.6679664376180914
21946,2.6662432084126197,2.6662432084126197
22247,2.6645535098343798,2.6645535098343798
22547,2.6629017019338734,2.6629017019338734
22848,2.661275732058202,2.661275732058202
23149,2.659680162967564,2.659680162967564
23449,2.658119196887467,2.658119196887467
23750,2.6565815190635216,2.6565815190635216
24050,2.6550764806902363,2.6550764806902363
24351,2.6535932155302175,2.6535932155302175
24652,2.6521359863272402,2.6521359863272402
24952,2.650708742374574,2.650708742374574
25253,2.6493012359184256,2.6493012359184256
25554,2.6479175603922807,2.6479175603922807
25854,2.6465615209590023,2.6465615209590023
26155,2.6452234291930954,2.6452234291930954
26455,2.643911555192069,2.643911555192069
26756,2.6426165544294467,2.6426165544294467
27057,2.641342257918626,2.641342257918626
27357,2.640092243477787,2.640092243477787
27658,2.638857644541629,2.638857644541629
27959,2.63764214520217,2.63764214520217
28259,2.636449195586278,2.636449195586278
28560,2.635270365518105,2.635270365518105
28860,2.6341130296047806,2.6341130296047806
29161,2.6329690291646717,2.6329690291646717
29462,2.6318418212434995,2.6318418212434995
29762,2.6307346556845044,2.6307346556845044
30063,2.6296397523786346,2.6296397523786346
30364,2.6285604421395625,2.6285604421395625
30664,2.6274998626039348,2.6274998626039348
30965,2.626450582710553,2.626450582710553
31265,2.625419228313915,2.625419228313915
31566,2.6243985871347073,2.6243985871347073
31867,2.623391793996712,2.623391793996712
32167,2.6224018113471135,2.6224018113471135
32468,2.621421733493585,2.621421733493585
32769,2.6204545866722375,2.6204545866722375
33069,2.6195032343922917,2.6195032343922917
33370,2.618561056489504,2.618561056489504
33670,2.617634046319977,2.617634046319977
33971,2.6167157624861526,2.6167157624861526
34272,2.615809061681731,2.615809061681731
34572,2.614916654236782,2.614916654236782
34873,2.614032352375305,2.614032352375305
35174,2.6131589182888155,2.6131589182888155
35474,2.6122989757943427,2.6122989757943427
35775,2.6114465730151886,2.6114465730151886
36075,2.6106071624315668,2.6106071624315668
36376,2.6097749441433233,2.6097749441433233
36677,2.60895253125502,2.60895253125502
36977,2.6081424150337056,2.6081424150337056
37278,2.6073390056107906,2.6073390056107906
37579,2.606544834555221,2.606544834555221
37879,2.6057623176643405,2.6057623176643405
38180,2.6049860627923382,2.6049860627923382
38480,2.604221060787099,2.604221060787099
38781,2.6034620468845096,2.6034620468845096
39082,2.60271142398157,2.60271142398157
39382,2.6019714901544204,2.6019714901544204
39683,2.6012371587802607,2.6012371587802607
39984,2.600510762808581,2.600510762808581
40284,2.599794532240453,2.599794532240453
40585,2.599083550464877,2.599083550464877
40885,2.5983824071636024,2.5983824071636024
41186,2.5976862924608266,2.5976862924608266
41487,2.596997426662589,2.596997426662589
41787,2.596317935870728,2.596317935870728
42088,2.5956431645423894,2.5956431645423894
42389,2.594975270664674,2.594975270664674
42689,2.5943163190044225,2.5943163190044225
42990,2.5936618028058382,2.5936618028058382
43290,2.593015959650158,2.593015959650158
43591,2.592374371763812,2.592374371763812
43892,2.5917390985115762,2.5917390985115762
44192,2.5911121119473504,2.5911121119473504
44493,2.590489131293072,2.590489131293072
44794,2.589872157641077,2.589872157641077
45094,2.589263110149457,2.589263110149457
45395,2.5886578373451252,2.5886578373451252
45695,2.5880602648949393,2.5880602648949393
45996,2.5874663190778056,2.5874663190778056
46297,2.586877913690278,2.586877913690278
46597,2.586296884256335,2.586296884256335
46898,2.5857192776152793,2.5857192776152793
47199,2.5851469520106862,2.5851469520106862
47499,2.5845817022227844,2.5845817022227844
47800,2.5840196830424755,2.5840196830424755
48100,2.583464544085197,2.583464544085197
48401,2.5829125154740282,2.5829125154740282
48702,2.5823653762377976,2.5823653762377976
49002,2.5818248471238054,2.5818248471238054
49303,2.5812872575278023,2.5812872575278023
49603,2.580756099520836,2.580756099520836
49904,2.5802277733714525,2.5802277733714525
50205,2.5797039840185856,2.5797039840185856
50505,2.5791863825166454,2.5791863825166454
50806,2.5786714607875685,2.5786714607875685
51107,2.5781608734619574,2.5781608734619574
51407,2.5776562471075986,2.5776562471075986
51708,2.5771541496524595,2.5771541496524595
52008,2.5766578551889565,2.5766578551889565
52309,2.576164007940786,2.576164007940786
52610,2.5756741903355684,2.5756741903355684
52910,2.575189972500816,2.575189972500816
53211,2.57470806257246,2.57470806257246
53512,2.5742300206449307,2.5742300206449307
53812,2.5737573804410805,2.5737573804410805
54113,2.5732869077838236,2.5732869077838236
54413,2.5728217040154884,2.5728217040154884
54714,2.572358607310927,2.572358607310927
55015,2.571899112042468,2.571899112042468
55315,2.571444706889957,2.571444706889957
55616,2.57099226885228,2.57099226885228
55917,2.5705433078134527,2.5705433078134527
56217,2.570099240495392,2.570099240495392
56518,2.569657034838677,2.569657034838677
56818,2.5692196329019996,2.5692196329019996
57119,2.568784001476944,2.568784001476944
57420,2.568351613735255,2.568351613735255
57720,2.567923834804614,2.567923834804614
58021,2.567497714304305,2.567497714304305
58322,2.5670747318623635,2.5670747318623635
58622,2.5666561046909298,2.5666561046909298
58923,2.5662390873761582,2.5662390873761582
59223,2.5658263975570454,2.5658263975570454
59524,2.565415107173687,2.565415107173687
59825,2.5650067507767838,2.5650067507767838
60125,2.564602342944494,2.564602342944494
60426,2.5641993105918384,2.5641993105918384
60727,2.5637989520685918,2.5637989520685918
61027,2.5634021228220454,2.5634021228220454
61328,2.5630066778463614,2.5630066778463614
61628,2.5626142699105823,2.5626142699105823
61929,2.56222266516709,2.56222266516709
62230,2.5618330265869385,2.5618330265869385
62530,2.5614442328320925,2.5614442328320925
62831,2.5610563798593393,2.5610563798593393
63132,2.5606615535959585,2.5606615535959585
63432,2.5602639750381417,2.5602639750381417
63733,2.55979019806365,2.55979019806365
64033,2.558847495383778,2.558847495383778
64334,2.557844945721577,2.557844945721577
64635,2.551448569615804,2.551448569615804
64935,2.540752962812598,2.540752962812598
65236,2.5299788411336297,2.5299788411336297
65537,2.522449086033292,2.522449086033292
65837,2.5153113700581793,2.5153113700581793
66138,2.5081122236709286,2.5081122236709286
66438,2.500862381573902,2.500862381573902
66739,2.493657938582513,2.493657938582513
67040,2.4871182912807988,2.4871182912807988
67340,2.480725833089308,2.480725833089308
67641,2.4746230121828896,2.4746230121828896
67942,2.4688643509202377,2.4688643509202377
68242,2.463217404442753,2.463217404442753
68543,2.458010001100168,2.458010001100168
68843,2.4529436762135086,2.4529436762135086
69144,2.4482426984439507,2.4482426984439507
69445,2.4440491156520014,2.4440491156520014
69745,2.439974400760047,2.439974400760047
70046,2.435883142037099,2.435883142037099
70347,2.4318510722718303,2.4318510722718303
70647,2.4286119574066314,2.4286119574066314
70948,2.4266817556549216,2.4266817556549216
71248,2.424970621627172,2.424970621627172
71549,2.424192600383741,2.424192600383741
71850,2.423742363818297,2.423742363818297
72150,2.4233906624433548,2.437941960083545
72451,2.423092474821354,2.484696023767213
72752,2.422830832844661,2.5353795175946403
73052,2.4225965758206933,2.5473833697616906
73353,2.4223820265205855,2.5496969968541583
73653,2.422184520693968,2.550654463594655
73954,2.4219998221670904,2.5510949340379185
74255,2.421826445847315,2.551276664272044
74555,2.4216632628159704,2.551311303194819
74856,2.421507887349027,2.5512548431334583
75157,2.4213598356196506,2.5511381631807626
75457,2.4212187177152313,2.5509806109967914
75758,2.421082890904516,2.550793070430877
76058,2.4209526717929015,2.5505847118861067
76359,2.4208266933458735,2.550359650863349
76660,2.4207049696581597,2.550122482410257
76960,2.4205875164380126,2.5498769090415614
