mode,tau,scale,train,test,kappa,delta_pct,win,corr_mae
probe_to_wsd,1280,100,wsdcon_3.csv+wsdcon_9.csv+wsdcon_18.csv,wsd_20000_24000.csv,0.026315958455848158,-30.37248416846481,1,0.002609688396135677
probe_to_wsd,1280,100,wsdcon_3.csv+wsdcon_9.csv+wsdcon_18.csv,wsdld_20000_24000.csv,0.026315958455848158,-29.28498610980439,1,0.002297045512908549
probe_to_wsd,1280,400,wsdcon_3.csv+wsdcon_9.csv+wsdcon_18.csv,wsd_20000_24000.csv,0.041930735055735184,-38.594269159494765,1,0.002887296797423399
probe_to_wsd,1280,400,wsdcon_3.csv+wsdcon_9.csv+wsdcon_18.csv,wsdld_20000_24000.csv,0.041930735055735184,-39.32350009125211,1,0.002338203143327756
probe3_to_wsd,1280,25,wsdcon_3.csv,wsd_20000_24000.csv,0.028160286179767104,-33.11977376751685,1,0.0022795361605510533
probe3_to_wsd,1280,25,wsdcon_3.csv,wsdld_20000_24000.csv,0.028160286179767104,-32.27297759961514,1,0.0021239841187069993
probe3_to_wsd,1280,100,wsdcon_3.csv,wsd_20000_24000.csv,0.03744645231047518,-43.00672519954794,1,0.0021361481323616
probe3_to_wsd,1280,100,wsdcon_3.csv,wsdld_20000_24000.csv,0.03744645231047518,-41.67124817488901,1,0.0018947008602936007
probe3_to_wsd,1280,400,wsdcon_3.csv,wsd_20000_24000.csv,0.057598364814644615,-47.226005876536426,1,0.002481432630704994
probe3_to_wsd,1280,400,wsdcon_3.csv,wsdld_20000_24000.csv,0.057598364814644615,-47.56508349785277,1,0.0020206090788004237
probe9_to_wsd,1280,25,wsdcon_9.csv,wsd_20000_24000.csv,0.014793303390103589,-18.885673481596122,1,0.002764689219122902
probe9_to_wsd,1280,25,wsdcon_9.csv,wsdld_20000_24000.csv,0.014793303390103589,-17.151688073761495,1,0.0025982022028479775
probe9_to_wsd,1280,100,wsdcon_9.csv,wsd_20000_24000.csv,0.013239759785258237,-15.280628868095569,1,0.003175341775883204
probe9_to_wsd,1280,100,wsdcon_9.csv,wsdld_20000_24000.csv,0.013239759785258237,-14.733500284967816,1,0.0027697234264276688
probe9_to_wsd,1280,400,wsdcon_9.csv,wsd_20000_24000.csv,0.025323131145128505,-23.41408818153147,1,0.003601068742192266
probe9_to_wsd,1280,400,wsdcon_9.csv,wsdld_20000_24000.csv,0.025323131145128505,-23.855088475943752,1,0.002934287108546506
self_fit,1536,25,cosine_72000.csv,cosine_72000.csv,0.34762324981468845,-84.59439151549813,1,0.001147001015413392
self_fit,1536,25,wsd_20000_24000.csv,wsd_20000_24000.csv,0.02923627950752572,-35.13084399817073,1,0.002210991127580505
self_fit,1536,25,wsdld_20000_24000.csv,wsdld_20000_24000.csv,0.02923281778728674,-35.37873205943131,1,0.0020265846920755476
self_fit,1536,25,wsdcon_3.csv,wsdcon_3.csv,0.026328445418889443,-54.73979065232333,1,0.002030910520696496
self_fit,1536,25,wsdcon_9.csv,wsdcon_9.csv,0.012989699498744147,-18.52090515493684,1,0.0023844716727206895
self_fit,1536,25,wsdcon_18.csv,wsdcon_18.csv,0.022948593546607377,-40.30032333021721,1,0.0014953688213527271
self_fit,1536,100,cosine_72000.csv,cosine_72000.csv,0.3703796271726921,-87.25215870444066,1,0.0009261471882547048
self_fit,1536,100,wsd_20000_24000.csv,wsd_20000_24000.csv,0.04613015548727486,-49.76769339954097,1,0.0018827422762507184
self_fit,1536,100,wsdld_20000_24000.csv,wsdld_20000_24000.csv,0.0448322592708338,-50.593200220949754,1,0.0016048878660458474
self_fit,1536,100,wsdcon_3.csv,wsdcon_3.csv,0.03475980296646558,-44.66462439061668,1,0.0031371836376563396
self_fit,1536,100,wsdcon_9.csv,wsdcon_9.csv,0.010296651554581012,-2.7675993371596097,1,0.004798052797666458
self_fit,1536,100,wsdcon_18.csv,wsdcon_18.csv,0.008304386967018795,2.4156608342032815,0,0.0014150161808318417
self_fit,1536,400,cosine_72000.csv,cosine_72000.csv,0.24535087131918945,-43.509626231829124,1,0.003170587214417534
self_fit,1536,400,wsd_20000_24000.csv,wsd_20000_24000.csv,0.06181298956212281,-50.59971696242527,1,0.002322800772075713
self_fit,1536,400,wsdld_20000_24000.csv,wsdld_20000_24000.csv,0.057730582534765255,-49.3222504737693,1,0.0019528956584050686
self_fit,1536,400,wsdcon_3.csv,wsdcon_3.csv,0.05428317162440374,-52.89435569767322,1,0.0038502301358924454
self_fit,1536,400,wsdcon_9.csv,wsdcon_9.csv,0.021185485931386503,-3.755353837960973,1,0.0064361739730059995
self_fit,1536,400,wsdcon_18.csv,wsdcon_18.csv,0.010686341627977965,1.7783310366364713,0,0.0026034430875459184
probe_to_wsd,1536,25,wsdcon_3.csv+wsdcon_9.csv+wsdcon_18.csv,wsd_20000_24000.csv,0.02148134829530293,-31.033637410660297,1,0.0023506397367375983
probe_to_wsd,1536,25,wsdcon_3.csv+wsdcon_9.csv+wsdcon_18.csv,wsdld_20000_24000.csv,0.02148134829530293,-27.733083671283275,1,0.002266359529032678
probe_to_wsd,1536,100,wsdcon_3.csv+wsdcon_9.csv+wsdcon_18.csv,wsd_20000_24000.csv,0.02365034354746907,-30.88889754397275,1,0.0025903328586362054
probe_to_wsd,1536,100,wsdcon_3.csv+wsdcon_9.csv+wsdcon_18.csv,wsdld_20000_24000.csv,0.02365034354746907,-29.306111891307463,1,0.002296359281245162
probe_to_wsd,1536,400,wsdcon_3.csv+wsdcon_9.csv+wsdcon_18.csv,wsd_20000_24000.csv,0.0383973094401527,-40.06961294495154,1,0.002817926148649393
probe_to_wsd,1536,400,wsdcon_3.csv+wsdcon_9.csv+wsdcon_18.csv,wsdld_20000_24000.csv,0.0383973094401527,-40.282921104483464,1,0.002301231313504249
probe3_to_wsd,1536,25,wsdcon_3.csv,wsd_20000_24000.csv,0.026328445418889443,-35.19656087809597,1,0.0022087512427507584
probe3_to_wsd,1536,25,wsdcon_3.csv,wsdld_20000_24000.csv,0.026328445418889443,-33.59477544319817,1,0.002082531275684986
probe3_to_wsd,1536,100,wsdcon_3.csv,wsd_20000_24000.csv,0.03475980296646558,-45.283522127560346,1,0.0020508121778552314
probe3_to_wsd,1536,100,wsdcon_3.csv,wsdld_20000_24000.csv,0.03475980296646558,-43.072299267468715,1,0.0018491903251395938
probe3_to_wsd,1536,400,wsdcon_3.csv,wsd_20000_24000.csv,0.05428317162440374,-50.52881790314594,1,0.0023261344450732583
probe3_to_wsd,1536,400,wsdcon_3.csv,wsdld_20000_24000.csv,0.05428317162440374,-49.503971208655514,1,0.0019458929474023279
