base_mae,basis_dim,coef,corr_mae,delta_pct,denominator,fit_start,group,lambda,lambda_rule,locality,locality_factor,n_cal,nonharm,projection,q_rule,ridge,role,source_dot,source_full_norm,source_perp_norm,source_retention,target_density_projection,target_drop_total,target_effective_drop_count,target_post_warmup_horizon,target_q2,target_qinf,target_support_projection,target_support_span,test_curve,test_label,test_scale,train_scale,variant,win
0.0025579541942073844,4,0.03271892621544682,0.002435875013612987,-4.772531926914548,0.0020340057005119217,8000,core_wsd,18.05070782708191,halflife,support_projection,0.9998554913294798,500,1,mpl_ld4,q2,0.002,current_formula,6.655048243684779e-05,0.1697216607782859,0.00583144068922264,0.0011805304133082875,0.9999277456647405,0.00011999999999999996,1.0,13840.0,1.0,1.0,0.9998554913294798,2.0,wsdcon_18.csv,WSD-con 18e-5,400,100,current_with_mplld_projection,1
0.007134640765897494,4,0.08196190486713748,0.007134640765897494,0.0,0.002147183289787389,8000,extra_control,9.02560883338251,halflife,support_projection,0.0,500,1,mpl_ld4,q2,0.002,current_formula,0.00017598723252986126,0.3418487165194955,0.01213191204169355,0.0012594780368771032,0.18943053784924493,0.00026999999860331564,17702.83705337249,21840.0,5.648812091446634e-05,7.192290886014244e-05,0.0,21840.0,cosine_24000.csv,Cosine 24k,400,100,current_with_mplld_projection,0
0.001679822173746335,4,0.08196476967207476,0.001679822173746335,0.0,0.002147192561639977,8000,extra_control,9.025353913540956,halflife,support_projection,0.0,500,1,mpl_ld4,q2,0.002,current_formula,0.00017599414375641292,0.34185844500004126,0.012132294162275214,0.0012594856910377646,0.0,0.0,0.0,21840.0,0.0,0.0,0.0,0.0,constant_24000.csv,Constant 24k,400,100,current_with_mplld_projection,0
0.004118245803084534,4,0.08196476967207476,0.004118245803084534,0.0,0.002147192561639977,8000,extra_control,9.025353913540956,halflife,support_projection,0.0,500,1,mpl_ld4,q2,0.002,current_formula,0.00017599414375641292,0.34185844500004126,0.012132294162275214,0.0012594856910377646,0.0,0.0,0.0,69840.0,0.0,0.0,0.0,0.0,constant_72000.csv,Constant 72k,400,100,current_with_mplld_projection,0
0.003408385839825258,4,0.07881628678987389,0.0026531999168953003,-22.15670286227556,0.002158820263196438,8000,core_wsd,9.026941864314445,halflife,support_projection,0.8168498168498168,500,1,mpl_ld4,q2,0.002,current_formula,0.00017015019699188148,0.34181390262458233,0.012602391169791468,0.0013593348951861214,0.8698569499653173,0.0002699827256403192,2842.3242127574727,21840.0,0.00035182474803951123,0.0006394638242375368,0.8168498168498168,4000.0,wsd_20000_24000.csv,WSD sharp,25,400,current_with_mplld_projection,1
0.0031360955249893426,4,0.07882117112934564,0.0023138710241763843,-26.218094897340617,0.0021588382751147783,8000,core_wsd,9.026482506002322,halflife,support_projection,0.8168498168498168,500,1,mpl_ld4,q2,0.002,current_formula,0.00017016216112340332,0.3418314302401501,0.012603105772577585,0.0013593496446268271,0.8168956043956048,0.00026993249999999997,3998.9999999999995,21840.0,0.00025006251562890725,0.00025006251562922964,0.8168498168498168,4000.0,wsdld_20000_24000.csv,WSD linear,25,400,current_with_mplld_projection,1
0.004487187642230267,4,0.031783300219353904,0.0024500343723400505,-45.399333219720006,0.002036467402997324,8000,core_wsd,18.05070782708191,halflife,support_projection,0.9998554913294798,500,1,mpl_ld4,q2,0.002,current_formula,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,0.9999277456647405,0.00026999999999999995,1.0,13840.0,1.0,1.0,0.9998554913294798,2.0,wsdcon_3.csv,WSD-con 3e-5,25,400,current_with_mplld_projection,1
0.002926482771138891,4,0.031783300219353904,0.0023464068226302535,-19.821608185408547,0.002036467402997324,8000,core_wsd,18.05070782708191,halflife,support_projection,0.9998554913294798,500,1,mpl_ld4,q2,0.002,current_formula,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,0.9999277456647405,0.00020999999999999995,1.0,13840.0,1.0,1.0,0.9998554913294798,2.0,wsdcon_9.csv,WSD-con 9e-5,25,400,current_with_mplld_projection,1
0.002504818961791151,4,0.031783300219353904,0.0021584233907330197,-13.829165953392097,0.002036467402997324,8000,core_wsd,18.05070782708191,halflife,support_projection,0.9998554913294798,500,1,mpl_ld4,q2,0.002,current_formula,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,0.9999277456647405,0.00011999999999999996,1.0,13840.0,1.0,1.0,0.9998554913294798,2.0,wsdcon_18.csv,WSD-con 18e-5,25,400,current_with_mplld_projection,1
0.004428106847791531,4,0.07883046212310667,0.004428106847791531,0.0,0.0021588725412547763,8000,extra_control,9.02560883338251,halflife,support_projection,0.0,500,1,mpl_ld4,q2,0.002,current_formula,0.00017018492009199967,0.34186477164293966,0.012604465131641889,0.0013593777030796318,0.18943053784924493,0.00026999999860331564,17702.83705337249,21840.0,5.648812091446634e-05,7.192290886014244e-05,0.0,21840.0,cosine_24000.csv,Cosine 24k,25,400,current_with_mplld_projection,0
0.003761619732988638,4,0.07883317335826752,0.003761619732988638,0.0,0.0021588825415218256,8000,extra_control,9.025353913540956,halflife,support_projection,0.0,500,1,mpl_ld4,q2,0.002,current_formula,0.00017019156165592726,0.34187450119553464,0.01260486182081445,0.0013593858914163763,0.0,0.0,0.0,21840.0,0.0,0.0,0.0,0.0,constant_24000.csv,Constant 24k,25,400,current_with_mplld_projection,0
0.0015795124507172926,4,0.07883317335826752,0.0015795124507172926,0.0,0.0021588825415218256,8000,extra_control,9.025353913540956,halflife,support_projection,0.0,500,1,mpl_ld4,q2,0.002,current_formula,0.00017019156165592726,0.34187450119553464,0.01260486182081445,0.0013593858914163763,0.0,0.0,0.0,69840.0,0.0,0.0,0.0,0.0,constant_72000.csv,Constant 72k,25,400,current_with_mplld_projection,0
0.0037480705220761528,4,0.07881628678987389,0.0016879988250290583,-54.96352549700606,0.002158820263196438,8000,core_wsd,9.026941864314445,halflife,support_projection,0.8168498168498168,500,1,mpl_ld4,q2,0.002,current_formula,0.00017015019699188148,0.34181390262458233,0.012602391169791468,0.0013593348951861214,0.8698569499653173,0.0002699827256403192,2842.3242127574727,21840.0,0.00035182474803951123,0.0006394638242375368,0.8168498168498168,4000.0,wsd_20000_24000.csv,WSD sharp,100,400,current_with_mplld_projection,1
