mean_delta,median_delta,nonharm,rows,test_curve,test_label,wins,worst_delta
-38.7827310729828,-39.417859222497086,3,3,wsd_20000_24000.csv,WSD sharp,3,-29.5084918638418
-26.792269754107906,-31.681286986452008,3,3,wsdld_20000_24000.csv,WSD linear,3,-16.880609023662686
-56.0252621784691,-53.648417795957,3,3,wsdcon_3.csv,WSD-con 3e-5,3,-51.656394971662564
-27.400776438510064,-27.05781630628096,3,3,wsdcon_9.csv,WSD-con 9e-5,3,-26.297552437348294
-17.760046572386475,-16.55928857422423,3,3,wsdcon_18.csv,WSD-con 18e-5,3,-13.156629475377601
