base_config_id,base_mae,channel,config_id,corr_mae,delta_pct,fit_start_step,kappa,max_mode,nuisance_lambda,raw_map,response_lambda,retention_power,rho,rho_smooth,rho_step,ridge_tau,scale,shrink,smooth_lambda,source_corr,source_dot,source_full_l2,source_l2,source_retention,step_lambda,target_factor,target_retention,test_curve,test_label,train_curve,win
1580,0.004303325702859985,smooth,20,0.003523378133972033,-18.124297874306837,8000,0.04760199790385298,12,0.02,0.06426269717020153,7.0,0.0,0.35,0.35,0.0,0.05,25,0.7407407407407407,7.0,0.3779581964335631,0.0003105135898570404,0.1947793544677751,0.002331941445511329,0.01197222083358497,20.0,1.0,0.17518561557655415,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
1580,0.003860602372604268,smooth,20,0.0034986146590615086,-9.37645679626341,8000,0.04760199790385298,12,0.02,0.06426269717020153,7.0,0.0,0.35,0.35,0.0,0.05,25,0.7407407407407407,7.0,0.3779581964335631,0.0003105135898570404,0.1947793544677751,0.002331941445511329,0.01197222083358497,20.0,1.0,0.22005000471832278,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
1580,0.008591406057766149,step,20,0.004673978404124401,-45.597049275777316,8000,0.05423917340587864,12,0.02,0.05423917340587864,20.0,0.0,0.0,0.35,0.0,0.05,25,1.0,7.0,0.4038633561910452,0.0001680406024519155,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.38740718093876747,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
1580,0.006052212378600692,step,20,0.004364764391595045,-27.88150648797615,8000,0.05423917340587864,12,0.02,0.05423917340587864,20.0,0.0,0.0,0.35,0.0,0.05,25,1.0,7.0,0.4038633561910452,0.0001680406024519155,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.6966606946155736,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
1580,0.004134387912738256,step,20,0.003515866908731456,-14.960400839531918,8000,0.05423917340587864,12,0.02,0.05423917340587864,20.0,0.0,0.0,0.35,0.0,0.05,25,1.0,7.0,0.4038633561910452,0.0001680406024519155,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.8336059969555624,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
1580,0.004344890305179187,smooth,20,0.0026356454678801624,-39.33919425449186,8000,0.06440622275565551,12,0.02,0.08694840072013495,7.0,0.0,0.35,0.35,0.0,0.05,100,0.7407407407407407,7.0,0.4043598202890488,0.00042012958106054716,0.1947793544677751,0.002331941445511329,0.01197222083358497,20.0,1.0,0.17711808489103906,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
1580,0.0036178807709199698,smooth,20,0.0026403750012041157,-27.018739190437437,8000,0.06440622275565551,12,0.02,0.08694840072013495,7.0,0.0,0.35,0.35,0.0,0.05,100,0.7407407407407407,7.0,0.4043598202890488,0.00042012958106054716,0.1947793544677751,0.002331941445511329,0.01197222083358497,20.0,1.0,0.2223430495187658,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
1580,0.007928074250295227,step,20,0.004092387721694482,-48.381062128144315,8000,0.07382164125389525,12,0.02,0.07382164125389525,20.0,0.0,0.0,0.35,0.0,0.05,100,1.0,7.0,0.43463696782614847,0.00022870984735451802,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.4223534000775548,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
1580,0.0062566970131816045,step,20,0.004702932645579746,-24.833620108635422,8000,0.07382164125389525,12,0.02,0.07382164125389525,20.0,0.0,0.0,0.35,0.0,0.05,100,1.0,7.0,0.43463696782614847,0.00022870984735451802,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.7295470445133029,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
1580,0.0026712241180200675,step,20,0.002030802298231093,-23.97484417232876,8000,0.07382164125389525,12,0.02,0.07382164125389525,20.0,0.0,0.0,0.35,0.0,0.05,100,1.0,7.0,0.43463696782614847,0.00022870984735451802,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.8538245542947901,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
1580,0.007276453411883992,smooth,20,0.003907392728245308,-46.300862424767175,8000,0.0857890334414951,12,0.02,0.1158151951460184,7.0,0.0,0.35,0.35,0.0,0.05,400,0.7407407407407407,7.0,0.4347297617679002,0.0005610536801189533,0.19480460880987743,0.0023443874692917754,0.012034558543631873,20.0,1.0,0.174837799151775,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
1580,0.006065618893503333,smooth,20,0.0038588011039199298,-36.38240101017634,8000,0.0857890334414951,12,0.02,0.1158151951460184,7.0,0.0,0.35,0.35,0.0,0.05,400,0.7407407407407407,7.0,0.4347297617679002,0.0005610536801189533,0.19480460880987743,0.0023443874692917754,0.012034558543631873,20.0,1.0,0.2205649383019635,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
1580,0.015378430871178581,step,20,0.00522394197236155,-66.03072175489648,8000,0.09913392859805616,12,0.02,0.09913392859805616,20.0,0.0,0.0,0.35,0.0,0.05,400,1.0,7.0,0.4704383261380906,0.0003074204982763568,0.023414032104357954,0.0006010623973433931,0.025671033278865277,20.0,1.0,0.4223534000775548,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
1580,0.009032886016726277,step,20,0.00628258100881112,-30.447688621581104,8000,0.09913392859805616,12,0.02,0.09913392859805616,20.0,0.0,0.0,0.35,0.0,0.05,400,1.0,7.0,0.4704383261380906,0.0003074204982763568,0.023414032104357954,0.0006010623973433931,0.025671033278865277,20.0,1.0,0.7295470445133029,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
1580,0.004868849724276598,step,20,0.004041994420796266,-16.98255954291511,8000,0.09913392859805616,12,0.02,0.09913392859805616,20.0,0.0,0.0,0.35,0.0,0.05,400,1.0,7.0,0.4704383261380906,0.0003074204982763568,0.023414032104357954,0.0006010623973433931,0.025671033278865277,20.0,1.0,0.8538245542947901,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
1580,0.004303325702859985,smooth,21,0.003523378133972033,-18.124297874306837,8000,0.04760199790385298,12,0.02,0.06426269717020153,7.0,0.0,0.35,0.35,0.2,0.05,25,0.7407407407407407,7.0,0.3779581964335631,0.0003105135898570404,0.1947793544677751,0.002331941445511329,0.01197222083358497,20.0,1.0,0.17518561557655415,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
1580,0.003860602372604268,smooth,21,0.0034986146590615086,-9.37645679626341,8000,0.04760199790385298,12,0.02,0.06426269717020153,7.0,0.0,0.35,0.35,0.2,0.05,25,0.7407407407407407,7.0,0.3779581964335631,0.0003105135898570404,0.1947793544677751,0.002331941445511329,0.01197222083358497,20.0,1.0,0.22005000471832278,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
1580,0.008591406057766149,step,21,0.004005165481579159,-53.38172291415893,8000,0.04519931117156553,12,0.02,0.05423917340587864,20.0,0.0,0.2,0.35,0.2,0.05,25,0.8333333333333334,7.0,0.4038633561910452,0.0001680406024519155,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.38740718093876747,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
1580,0.006052212378600692,step,21,0.004468949945934792,-26.16006071207897,8000,0.04519931117156553,12,0.02,0.05423917340587864,20.0,0.0,0.2,0.35,0.2,0.05,25,0.8333333333333334,7.0,0.4038633561910452,0.0001680406024519155,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.6966606946155736,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
1580,0.004134387912738256,step,21,0.003618952694207927,-12.46702606067146,8000,0.04519931117156553,12,0.02,0.05423917340587864,20.0,0.0,0.2,0.35,0.2,0.05,25,0.8333333333333334,7.0,0.4038633561910452,0.0001680406024519155,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.8336059969555624,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
