mean_delta,median_delta,nonharm,pair_config_id,rows,smooth_config_id,smooth_fit_start_step,smooth_lambda,smooth_max_mode,smooth_nuisance_lambda,smooth_retention_power,smooth_rho,step_config_id,step_fit_start_step,step_lambda,step_max_mode,step_nuisance_lambda,step_retention_power,step_rho,wins,worst_delta
-33.32873720511578,-29.50843188343083,15,15066,15,2010,12000,4.0,12,0.05,0.25,0.2,1851,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873720511578,-29.50843188343083,15,15068,15,2010,12000,4.0,12,0.05,0.25,0.2,1861,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873720511578,-29.50843188343083,15,15070,15,2010,12000,4.0,12,0.05,0.25,0.2,1871,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873720511578,-29.50843188343083,15,33657,15,8510,12000,4.0,12,0.05,0.25,0.2,1821,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873720511578,-29.50843188343083,15,33660,15,8510,12000,4.0,12,0.05,0.25,0.2,1831,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873720511578,-29.50843188343083,15,33663,15,8510,12000,4.0,12,0.05,0.25,0.2,1841,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873720511578,-29.50843188343083,15,33666,15,8510,12000,4.0,12,0.05,0.25,0.2,1851,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873720511578,-29.50843188343083,15,33668,15,8510,12000,4.0,12,0.05,0.25,0.2,1861,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873720511578,-29.50843188343083,15,33670,15,8510,12000,4.0,12,0.05,0.25,0.2,1871,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873693490012,-29.508441345732173,15,14457,15,1910,12000,4.0,16,0.05,0.25,0.2,1821,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873693490012,-29.508441345732173,15,14460,15,1910,12000,4.0,16,0.05,0.25,0.2,1831,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873693490012,-29.508441345732173,15,14463,15,1910,12000,4.0,16,0.05,0.25,0.2,1841,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873693490012,-29.508441345732173,15,14466,15,1910,12000,4.0,16,0.05,0.25,0.2,1851,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873693490012,-29.508441345732173,15,14468,15,1910,12000,4.0,16,0.05,0.25,0.2,1861,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873693490012,-29.508441345732173,15,14470,15,1910,12000,4.0,16,0.05,0.25,0.2,1871,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873693490012,-29.508441345732173,15,33057,15,8410,12000,4.0,16,0.05,0.25,0.2,1821,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873693490012,-29.508441345732173,15,33060,15,8410,12000,4.0,16,0.05,0.25,0.2,1831,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873693490012,-29.508441345732173,15,33063,15,8410,12000,4.0,16,0.05,0.25,0.2,1841,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873693490012,-29.508441345732173,15,33066,15,8410,12000,4.0,16,0.05,0.25,0.2,1851,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873693490012,-29.508441345732173,15,33068,15,8410,12000,4.0,16,0.05,0.25,0.2,1861,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.32873693490012,-29.508441345732173,15,33070,15,8410,12000,4.0,16,0.05,0.25,0.2,1871,5000,20.0,8,0.02,0.0,0.2,15,-13.859311154838016
-33.328235779216236,-29.5084918638418,15,15642,15,2110,12000,4.0,8,0.05,0.25,0.2,1721,5000,20.0,12,0.02,0.0,0.2,15,-13.855793009042227
-33.328235779216236,-29.5084918638418,15,15645,15,2110,12000,4.0,8,0.05,0.25,0.2,1731,5000,20.0,12,0.02,0.0,0.2,15,-13.855793009042227
-33.328235779216236,-29.5084918638418,15,15648,15,2110,12000,4.0,8,0.05,0.25,0.2,1741,5000,20.0,12,0.02,0.0,0.2,15,-13.855793009042227
-33.328235779216236,-29.5084918638418,15,15651,15,2110,12000,4.0,8,0.05,0.25,0.2,1751,5000,20.0,12,0.02,0.0,0.2,15,-13.855793009042227
-33.328235779216236,-29.5084918638418,15,15653,15,2110,12000,4.0,8,0.05,0.25,0.2,1761,5000,20.0,12,0.02,0.0,0.2,15,-13.855793009042227
-33.328235779216236,-29.5084918638418,15,15655,15,2110,12000,4.0,8,0.05,0.25,0.2,1771,5000,20.0,12,0.02,0.0,0.2,15,-13.855793009042227
-33.328235779216236,-29.5084918638418,15,34242,15,8610,12000,4.0,8,0.05,0.25,0.2,1721,5000,20.0,12,0.02,0.0,0.2,15,-13.855793009042227
-33.328235779216236,-29.5084918638418,15,34245,15,8610,12000,4.0,8,0.05,0.25,0.2,1731,5000,20.0,12,0.02,0.0,0.2,15,-13.855793009042227
