base_config_id,config_id,fit_start_step,max_mode,mean_delta,median_delta,nonharm,nuisance_lambda,retention_power,rho_smooth,rho_step,ridge_tau,rows,smooth_lambda,step_lambda,wins,worst_delta
187,6901,5000,16,-30.94249127751228,-24.198591866462372,15,0.05,0.25,0.0,0.2,0.05,15,4.0,20.0,15,-10.681863968087535
1235,10501,5000,16,-30.94249127751228,-24.198591866462372,15,0.05,0.25,0.0,0.2,0.05,15,4.0,20.0,15,-10.681863968087535
434,420,3000,8,-30.895033019895557,-28.191263668201582,15,0.015,0.0,0.35,0.0,0.05,15,7.0,20.0,15,-7.450213434109942
466,220,3000,12,-30.88543747141522,-28.17935575917704,15,0.015,0.0,0.35,0.0,0.05,15,7.0,20.0,15,-7.443015824518174
474,320,3000,16,-30.884614057026145,-28.178468712624436,15,0.015,0.0,0.35,0.0,0.05,15,7.0,20.0,15,-7.44221226528331
1564,122,8000,8,-30.879072648002865,-25.262668359408114,15,0.02,0.0,0.35,0.35,0.05,15,7.0,20.0,15,-9.369748240836817
1580,22,8000,12,-30.876775222285243,-25.257989565113135,15,0.02,0.0,0.35,0.35,0.05,15,7.0,20.0,15,-9.37645679626341
1563,1862,5000,8,-30.87251945467137,-26.480819749265493,15,0.02,0.0,0.9,0.35,0.05,15,7.0,20.0,15,-12.319387693189277
1565,3561,12000,8,-30.86497012188293,-26.42654504390658,15,0.02,0.0,0.9,0.2,0.05,15,7.0,20.0,15,-10.966988111594322
1579,1762,5000,12,-30.864853093819132,-26.4741469622109,15,0.02,0.0,0.9,0.35,0.05,15,7.0,20.0,15,-12.316260452481986
1581,3461,12000,12,-30.860812231839905,-26.424101420024527,15,0.02,0.0,0.9,0.2,0.05,15,7.0,20.0,15,-10.963857896148067
