base_mae,corr_mae,delta_pct,feature,group_id,kappa,method,mode,nuisance,scale,target_factor_value,target_mode,target_retention,tau,tau_mode,test_curve,test_label,train_curves,train_retention_power,win
0.003408385839825258,0.00238249519208915,-30.099017421944918,step_tau3072,probe,0.014523978112329286,step_tau3072__dct4__none__R0p0__Tgate_0p01,group,dct4,25,1.0,gate_0p01,0.07358562677890826,0.0,none,wsd_20000_24000.csv,WSD sharp,wsdcon_3+wsdcon_9+wsdcon_18,0.0,1
0.0031360955249893426,0.0023330385023287103,-25.606905665392997,step_tau3072,probe,0.014523978112329286,step_tau3072__dct4__none__R0p0__Tgate_0p01,group,dct4,25,1.0,gate_0p01,0.07565419019920482,0.0,none,wsdld_20000_24000.csv,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,0.0,1
0.0037480705220761528,0.0021168358596677043,-43.5219842529768,step_tau3072,probe,0.023229943063247317,step_tau3072__dct4__none__R0p0__Tgate_0p01,group,dct4,100,1.0,gate_0p01,0.07463264497303101,0.0,none,wsd_20000_24000.csv,WSD sharp,wsdcon_3+wsdcon_9+wsdcon_18,0.0,1
0.003248313740665229,0.001971399428067355,-39.31006714691211,step_tau3072,probe,0.023229943063247317,step_tau3072__dct4__none__R0p0__Tgate_0p01,group,dct4,100,1.0,gate_0p01,0.07757392097092633,0.0,none,wsdld_20000_24000.csv,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,0.0,1
0.004701998914275349,0.0019099057677944582,-59.380982373348665,step_tau3072,probe,0.04022425295156023,step_tau3072__dct4__none__R0p0__Tgate_0p01,group,dct4,400,1.0,gate_0p01,0.0740227898326461,0.0,none,wsd_20000_24000.csv,WSD sharp,wsdcon_3+wsdcon_9+wsdcon_18,0.0,1
0.0038535563963712593,0.001763203417840231,-54.24477452826253,step_tau3072,probe,0.04022425295156023,step_tau3072__dct4__none__R0p0__Tgate_0p01,group,dct4,400,1.0,gate_0p01,0.074838635962888,0.0,none,wsdld_20000_24000.csv,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,0.0,1
