cosine_to_wsd_mean,feature,method,nuisance,offdiag_mean_delta,offdiag_tests,offdiag_wins,offdiag_worst_delta,probe_to_wsd_mean,probe_to_wsd_worst,self_mean_delta,self_tests,self_wins,self_worst_delta,target_mode,tau_mode,train_retention_power
-0.15576378620485073,step_tau3072,step_tau3072__fourier2__none__R1p0__Tdrop_linear,fourier2,-2.951347032541183,90,65,5.819939187584122,-8.622722902735255,-3.8603850374072435,-3.2880080773498452,18,12,2.7182604329799798,drop_linear,none,1.0
-3.7907330967657784,step_tau1536,step_tau1536__dct2__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,dct2,-7.351412709376348,90,76,6.6684868915864115,-10.823200220866196,-5.412070241994393,-10.521965566250111,18,16,0.4588198252492459,sqrt_retention_drop_sqrt,eb_q75,0.5
-2.9253861525462352,step_tau1536,step_tau1536__dct4__eb_q75__R0p5__Tdrop_sqrt,dct4,-7.775246779781161,90,78,6.284414409558581,-15.808183701848101,-8.096584545166863,-9.348703721421696,18,16,1.965990326205791,drop_sqrt,eb_q75,0.5
-3.1185160735437356,step_tau2048,step_tau2048__dct4__eb_q75__R0p5__Tdrop_linear,dct4,-7.589305211558792,90,74,6.072455249216091,-16.240691805099793,-8.046234234276783,-9.163001365064854,18,15,2.978165482221451,drop_linear,eb_q75,0.5
-0.003174855137721977,step_tau2048,step_tau2048__fourier2__eb_q75__R1p0__Tdrop_sqrt,fourier2,-3.7998032864753992,90,72,6.245367303942451,-10.460764383018612,-4.863362991393705,-4.43567909845794,18,14,2.562462407331134,drop_sqrt,eb_q75,1.0
-0.12902207821957612,step_tau2048,step_tau2048__fourier2__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,fourier2,-2.665741826898778,90,72,6.245367303942451,-5.188466756967586,-1.6499340296397436,-4.435679098457944,18,14,2.562462407331134,sqrt_retention_drop_sqrt,eb_q75,0.5
-0.17106911701526561,step_tau2048,step_tau2048__fourier2__none__R1p0__Tdrop_sqrt,fourier2,-3.844688754130649,90,72,6.257148012080305,-10.48326826345381,-4.870181014400621,-4.455401480256432,18,14,2.5858430785775433,drop_sqrt,none,1.0
-6.952031522444376,step_tau2048,step_tau2048__fourier2__none__R0p5__Tsqrt_retention_drop_sqrt,fourier2,-3.878907988579892,90,71,6.257148012080305,-5.199628332935138,-1.6522470974067893,-4.4554014802564295,18,14,2.5858430785775433,sqrt_retention_drop_sqrt,none,0.5
-12.186871660970468,step_tau512,step_tau512__dct4__none__R0p5__Tdrop_linear,dct4,-5.849573597082743,90,83,7.318369678373138,-9.34978086021701,-5.961271193736306,-6.184918699868767,18,17,0.0,drop_linear,none,0.5
-3.8428527479790127,step_tau768,step_tau768__fourier2__eb_q75__R0p0__Tnone,fourier2,-10.684822651491253,90,74,7.348937226779806,-17.61693225570744,-10.33424989198668,-13.397628876728621,18,16,0.0,none,eb_q75,0.0
-3.8428527479790127,step_tau768,step_tau768__fourier2__eb_q75__R0p0__Tgate_0p01,fourier2,-10.132501434087182,90,59,7.348937226779806,-17.61693225570744,-10.33424989198668,-13.297796976643236,18,15,0.0,gate_0p01,eb_q75,0.0
-3.8428527479790127,step_tau768,step_tau768__fourier2__eb_q75__R0p0__Tgate_0p03,fourier2,-10.132501434087182,90,59,7.348937226779806,-17.61693225570744,-10.33424989198668,-13.297796976643236,18,15,0.0,gate_0p03,eb_q75,0.0
-3.8428527479790127,step_tau768,step_tau768__fourier2__eb_q75__R0p0__Tgate_0p05,fourier2,-10.132501434087182,90,59,7.348937226779806,-17.61693225570744,-10.33424989198668,-13.297796976643236,18,15,0.0,gate_0p05,eb_q75,0.0
-15.830074633726502,step_tau768,step_tau768__dct2__none__R0p5__Tdrop_linear,dct2,-11.952903901523722,90,83,7.4514759274946,-15.593983164202447,-10.785420792413603,-14.480913733641358,18,17,0.0,drop_linear,none,0.5
-0.00323982432292406,step_tau3072,step_tau3072__fourier2__eb_q75__R1p0__Tsqrt_retention,fourier2,-0.7794180979270391,90,65,6.551658535274307,-2.168565626432038,-0.6865197183482885,-1.4781036920723145,18,12,2.9764850683418054,sqrt_retention,eb_q75,1.0
-15.629742500924158,step_tau1536,step_tau1536__dct4__none__R0p5__Tdrop_linear,dct4,-8.969483298745123,90,79,7.350731182386139,-15.849358292067604,-8.108924197243383,-9.785544286992824,18,16,0.6094018507345034,drop_linear,none,0.5
-0.04818048610000236,step_tau3072,step_tau3072__fourier2__none__R1p0__Tsqrt_retention,fourier2,-0.7943382310886381,90,65,6.560567028562558,-2.1731842103687082,-0.6903713294899583,-1.4812324671415844,18,12,2.9931707431829047,sqrt_retention,none,1.0
-0.33503483537375606,step_tau3072,step_tau3072__dct2__eb_q75__R1p0__Tsqrt_retention_drop_sqrt,dct2,-2.8891101804334105,90,71,7.138597107719358,-5.670907200183399,-1.576100273789538,-5.170352184799382,18,14,1.4528095131870922,sqrt_retention_drop_sqrt,eb_q75,1.0
-0.036791067204341076,step_tau1024,step_tau1024__fourier2__eb_q75__R0p5__Tnone,fourier2,-7.410302629408312,90,77,7.638923768861416,-15.98510736362909,-8.571046762166812,-9.064225651898973,18,15,0.017752842863560936,none,eb_q75,0.5
-0.036791067204341076,step_tau1024,step_tau1024__fourier2__eb_q75__R0p5__Tgate_0p01,fourier2,-6.986418439186004,90,62,7.638923768861416,-15.98510736362909,-8.571046762166812,-9.063220990482998,18,14,0.017752842863560936,gate_0p01,eb_q75,0.5
-0.036791067204341076,step_tau1024,step_tau1024__fourier2__eb_q75__R0p5__Tgate_0p03,fourier2,-6.986418439186004,90,62,7.638923768861416,-15.98510736362909,-8.571046762166812,-9.063220990482998,18,14,0.017752842863560936,gate_0p03,eb_q75,0.5
-0.036791067204341076,step_tau1024,step_tau1024__fourier2__eb_q75__R0p5__Tgate_0p05,fourier2,-6.986418439186004,90,62,7.638923768861416,-15.98510736362909,-8.571046762166812,-9.063220990482998,18,14,0.017752842863560936,gate_0p05,eb_q75,0.5
-0.6663929187134358,step_tau3072,step_tau3072__dct2__none__R1p0__Tsqrt_retention_drop_sqrt,dct2,-2.9334143161706447,90,71,7.195050798458458,-5.692993056468837,-1.5928571899812116,-5.194990448360321,18,14,1.469461484915091,sqrt_retention_drop_sqrt,none,1.0
-0.1111732941256068,step_tau3072,step_tau3072__dct4__eb_q75__R1p0__Tdrop_sqrt,dct4,-2.614349100892339,90,66,6.668111982188596,-6.769767547523966,-3.3071751967626795,-3.0808809995577042,18,13,3.46228241724571,drop_sqrt,eb_q75,1.0
-0.8220516736320812,step_tau3072,step_tau3072__dct4__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,dct4,-2.0745659147381446,90,65,6.668111982188596,-4.363957923360974,-2.1192436635055323,-3.0808809995577042,18,13,3.46228241724571,sqrt_retention_drop_sqrt,eb_q75,0.5
-0.3123309347951871,step_tau3072,step_tau3072__dct4__none__R1p0__Tdrop_sqrt,dct4,-2.644582799660225,90,66,6.678821577727745,-6.788807276148743,-3.3139221348254533,-3.105008880851459,18,13,3.4921171165854803,drop_sqrt,none,1.0
-2.3094788100415506,step_tau3072,step_tau3072__dct4__none__R0p5__Tsqrt_retention_drop_sqrt,dct4,-2.2093623650238587,90,65,6.678821577727745,-4.376226223468517,-2.1235671132434186,-3.105008880851459,18,13,3.4921171165854803,sqrt_retention_drop_sqrt,none,0.5
-1.8708830530305072,step_tau512,step_tau512__dct2__eb_q75__R0p5__Tsqrt_retention,dct2,-6.7248549186240405,90,83,8.172991427840582,-6.752519196150292,-4.467732802638125,-8.904658821324208,18,17,0.0,sqrt_retention,eb_q75,0.5
-0.34116537043125117,step_tau2048,step_tau2048__dct2__eb_q75__R1p0__Tsqrt_retention,dct2,-3.907475825792803,90,76,7.649792713915371,-6.902830888900205,-2.815949587546407,-6.306283412595189,18,15,1.5875675472046158,sqrt_retention,eb_q75,1.0
-0.8372869211627313,step_tau2048,step_tau2048__dct2__none__R1p0__Tsqrt_retention,dct2,-3.982780569552205,90,76,7.75088674516613,-6.92778935082165,-2.8427666719828215,-6.3359483778021355,18,15,1.6199121968119012,sqrt_retention,none,1.0
-17.73679322659177,step_tau1024,step_tau1024__dct2__none__R0p5__Tdrop_linear,dct2,-13.017888215345495,90,82,8.324460294166336,-17.8585892596107,-11.121671530244814,-15.932505926549384,18,17,0.0,drop_linear,none,0.5
-0.004715465213104657,step_tau2304,step_tau2304__fourier2__eb_q75__R1p0__Tdrop_sqrt,fourier2,-3.5102773553627213,90,70,7.341274708102974,-9.95562874027192,-4.569792088706448,-4.076395079789762,18,13,3.2103444363302813,drop_sqrt,eb_q75,1.0
-0.1657794893126859,step_tau2304,step_tau2304__fourier2__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,fourier2,-2.40887211094043,90,68,7.341274708102974,-4.98200975789676,-1.5833144812255506,-4.076395079789758,18,13,3.2103444363302813,sqrt_retention_drop_sqrt,eb_q75,0.5
-0.16963361553283818,step_tau2304,step_tau2304__fourier2__none__R1p0__Tdrop_sqrt,fourier2,-3.5529705257859145,90,70,7.3543357585062585,-9.976929631497303,-4.576120711226405,-4.095053933260646,18,13,3.2372299621344025,drop_sqrt,none,1.0
-5.963732713976673,step_tau2304,step_tau2304__fourier2__none__R0p5__Tsqrt_retention_drop_sqrt,fourier2,-3.503407624551501,90,68,7.3543357585062585,-4.992668113318164,-1.585507184851298,-4.095053933260646,18,13,3.2372299621344025,sqrt_retention_drop_sqrt,none,0.5
-10.230512024631532,step_tau768,step_tau768__dct4__none__R0p5__Tsqrt_retention_drop_sqrt,dct4,-4.581794780689757,90,84,8.553575192872875,-4.504466425832867,-1.753625970712347,-4.801900788262142,18,17,0.0,sqrt_retention_drop_sqrt,none,0.5
-6.458067719441037,step_tau512,step_tau512__dct4__eb_q75__R0p0__Tsqrt_retention,dct4,-5.777039521292429,90,83,8.880910500992378,-4.576368788530693,-1.9130963579177984,-6.3571477677035375,18,17,0.0,sqrt_retention,eb_q75,0.0
-0.12319788634274816,step_tau2048,step_tau2048__dct4__eb_q75__R1p0__Tnone,dct4,-3.345970389440055,90,77,7.704826862678749,-8.255233125658128,-4.102113312652278,-3.988805988807144,18,15,3.6605991382292924,none,eb_q75,1.0
-0.12319788634274816,step_tau2048,step_tau2048__dct4__eb_q75__R1p0__Tgate_0p01,dct4,-3.0734700997556264,90,62,7.704826862678749,-8.255233125658128,-4.102113312652278,-3.9830820089146948,18,13,3.6605991382292924,gate_0p01,eb_q75,1.0
-0.12319788634274816,step_tau2048,step_tau2048__dct4__eb_q75__R1p0__Tgate_0p03,dct4,-3.0734700997556264,90,62,7.704826862678749,-8.255233125658128,-4.102113312652278,-3.9830820089146948,18,13,3.6605991382292924,gate_0p03,eb_q75,1.0
-0.12319788634274816,step_tau2048,step_tau2048__dct4__eb_q75__R1p0__Tgate_0p05,dct4,-3.0734700997556264,90,62,7.704826862678749,-8.255233125658128,-4.102113312652278,-3.9830820089146948,18,13,3.6605991382292924,gate_0p05,eb_q75,1.0
-0.9726815301982087,step_tau2048,step_tau2048__dct4__eb_q75__R0p5__Tsqrt_retention,dct4,-2.7559743681391753,90,76,7.704826862678749,-4.641134243835174,-2.077585431736484,-3.988805988807144,18,15,3.6605991382292924,sqrt_retention,eb_q75,0.5
-0.5026508772416061,step_tau2048,step_tau2048__dct4__none__R1p0__Tnone,dct4,-3.4034619563320776,90,76,7.718335970127943,-8.277834720094486,-4.109655605041618,-4.023172622253133,18,15,3.6980499302745162,none,none,1.0
-0.5026508772416061,step_tau2048,step_tau2048__dct4__none__R1p0__Tgate_0p01,dct4,-3.129630286543882,90,61,7.718335970127943,-8.277834720094486,-4.109655605041618,-3.999880424987559,18,13,3.6980499302745162,gate_0p01,none,1.0
-0.5026508772416061,step_tau2048,step_tau2048__dct4__none__R1p0__Tgate_0p03,dct4,-3.129630286543882,90,61,7.718335970127943,-8.277834720094486,-4.109655605041618,-3.999880424987559,18,13,3.6980499302745162,gate_0p03,none,1.0
-0.5026508772416061,step_tau2048,step_tau2048__dct4__none__R1p0__Tgate_0p05,dct4,-3.129630286543882,90,61,7.718335970127943,-8.277834720094486,-4.109655605041618,-3.999880424987559,18,13,3.6980499302745162,gate_0p05,none,1.0
-0.6333207884518521,step_tau2048,step_tau2048__dct2__eb_q75__R1p0__Tdrop_sqrt,dct2,-6.7782039916644745,90,73,8.395669181618693,-12.46013506852219,-4.921268221630815,-10.04985535523234,18,15,1.7820205033406422,drop_sqrt,eb_q75,1.0
-3.1067204912635518,step_tau2304,step_tau2304__dct4__eb_q75__R0p5__Tdrop_linear,dct4,-7.409701433898767,90,69,7.768307419550724,-16.249911885028975,-7.973049743836603,-8.988660799130546,18,13,3.9823647022223962,drop_linear,eb_q75,0.5
-1.5542928725595964,step_tau2048,step_tau2048__dct2__none__R1p0__Tdrop_sqrt,dct2,-6.90482634574289,90,73,8.502551156566597,-12.50519480358228,-4.968134850926653,-10.134609529672431,18,15,1.8162169834516906,drop_sqrt,none,1.0
-0.35620578970604333,step_tau2048,step_tau2048__fourier2__eb_q75__R0p5__Tdrop_linear,fourier2,-7.184773709530377,90,70,8.042419289229796,-18.19542186444515,-8.597105933948123,-8.6968064453085,18,13,3.2382954866228886,drop_linear,eb_q75,0.5
-12.723636362099526,step_tau2048,step_tau2048__dct4__none__R0p5__Tdrop_linear,dct4,-8.458455361340334,90,73,8.228242229147176,-16.285153993406226,-8.06102832858916,-9.649794365851335,18,15,3.0109434316638595,drop_linear,none,0.5
-0.0010444233379776808,step_tau1536,step_tau1536__fourier2__eb_q75__R1p0__Tnone,fourier2,-4.419022915375241,90,75,8.53427680111636,-11.42076498586056,-5.532355893539853,-5.338173794760117,18,15,2.1459708129047073,none,eb_q75,1.0
-0.0010444233379776808,step_tau1536,step_tau1536__fourier2__eb_q75__R1p0__Tgate_0p01,fourier2,-4.113543814137038,90,60,8.53427680111636,-11.42076498586056,-5.532355893539853,-5.338141850102946,18,14,2.1459708129047073,gate_0p01,eb_q75,1.0
-0.0010444233379776808,step_tau1536,step_tau1536__fourier2__eb_q75__R1p0__Tgate_0p03,fourier2,-4.113543814137038,90,60,8.53427680111636,-11.42076498586056,-5.532355893539853,-5.338141850102946,18,14,2.1459708129047073,gate_0p03,eb_q75,1.0
-0.0010444233379776808,step_tau1536,step_tau1536__fourier2__eb_q75__R1p0__Tgate_0p05,fourier2,-2.83014749960033,90,47,8.53427680111636,-5.823708329617698,0.0,-5.117617087429629,18,11,2.1459708129047073,gate_0p05,eb_q75,1.0
-0.06260927050923959,step_tau1536,step_tau1536__fourier2__eb_q75__R0p5__Tsqrt_retention,fourier2,-3.2443659922904398,90,73,8.53427680111636,-5.613298949625803,-1.8207462598318958,-5.338173794760113,18,15,2.1459708129047073,sqrt_retention,eb_q75,0.5
-0.16417641790603676,step_tau1536,step_tau1536__fourier2__none__R1p0__Tnone,fourier2,-4.470485278047961,90,75,8.554255952421453,-11.445989686756022,-5.540456786702586,-5.360007146592099,18,15,2.186370614386801,none,none,1.0
-0.16417641790603676,step_tau1536,step_tau1536__fourier2__none__R1p0__Tgate_0p01,fourier2,-4.163843307018903,90,60,8.554255952421453,-11.445989686756022,-5.540456786702586,-5.3549856584706355,18,14,2.186370614386801,gate_0p01,none,1.0
-0.16417641790603676,step_tau1536,step_tau1536__fourier2__none__R1p0__Tgate_0p03,fourier2,-4.163843307018903,90,60,8.554255952421453,-11.445989686756022,-5.540456786702586,-5.3549856584706355,18,14,2.186370614386801,gate_0p03,none,1.0
-0.16417641790603676,step_tau1536,step_tau1536__fourier2__none__R1p0__Tgate_0p05,fourier2,-2.87229011948292,90,47,8.554255952421453,-5.836578727680177,0.0,-5.125794137544476,18,11,2.186370614386801,gate_0p05,none,1.0
-4.007557666077337,step_tau1024,step_tau1024__fourier2__eb_q75__R0p0__Tsqrt_retention,fourier2,-7.081965480810563,90,75,9.295372145810665,-7.932093120485898,-2.821627560762119,-9.064225651898973,18,15,0.017752842863560936,sqrt_retention,eb_q75,0.0
-2.345607125400214,step_tau768,step_tau768__dct2__eb_q75__R0p5__Tsqrt_retention,dct2,-7.75773017129358,90,82,9.55598115921723,-8.769782018133096,-5.756309988852292,-10.363007273082227,18,17,0.0,sqrt_retention,eb_q75,0.5
-0.33454163610115994,step_tau2304,step_tau2304__dct2__eb_q75__R1p0__Tsqrt_retention,dct2,-3.554971360876075,90,73,8.96694641622846,-6.568625967852809,-2.427175185692676,-6.006391722654491,18,14,1.8506518814800366,sqrt_retention,eb_q75,1.0
-11.471940110706347,step_tau2304,step_tau2304__dct4__none__R0p5__Tdrop_linear,dct4,-8.144985325457837,90,67,8.337674335008316,-16.29489327565772,-7.988527025684311,-9.437474782492155,18,13,4.021454266432878,drop_linear,none,0.5
-0.7762686626267482,step_tau2304,step_tau2304__dct2__none__R1p0__Tsqrt_retention,dct2,-3.6175579517755687,90,72,9.072179106323297,-6.593046589832969,-2.4513040767789374,-6.034968172056168,18,14,1.8791761438690102,sqrt_retention,none,1.0
-0.6234807983890164,step_tau3072,step_tau3072__dct2__eb_q75__R1p0__Tdrop_linear,dct2,-5.490198151497635,90,71,9.104941802791199,-10.135233263672061,-2.690937337895183,-8.850820906548593,18,14,1.797015118257561,drop_linear,eb_q75,1.0
-1.2401184221723909,step_tau3072,step_tau3072__dct2__none__R1p0__Tdrop_linear,dct2,-5.572436423560657,90,71,9.173802153116783,-10.174714537686596,-2.7195470730738136,-8.921508953139849,18,14,1.817326644248718,drop_linear,none,1.0
-13.138219001162915,step_tau512,step_tau512__dct2__none__R0p5__Tdrop_linear,dct2,-9.570096355735643,90,83,9.998118591555993,-11.745365372981379,-8.519472323615208,-12.056579539875665,18,17,0.0,drop_linear,none,0.5
-0.15331796003008233,step_tau1536,step_tau1536__fourier2__eb_q75__R0p5__Tdrop_sqrt,fourier2,-7.423901179494237,90,72,9.207818006222412,-17.797668894361365,-8.791485568965808,-9.0967949025537,18,15,2.397595959838572,drop_sqrt,eb_q75,0.5
-0.12022640331157779,step_tau2304,step_tau2304__dct4__eb_q75__R1p0__Tnone,dct4,-3.0967444484187627,90,74,8.873967388660953,-7.8429502686556924,-3.8692327596728804,-3.7001783944397837,18,14,4.469429842291728,none,eb_q75,1.0
-0.12022640331157779,step_tau2304,step_tau2304__dct4__eb_q75__R1p0__Tgate_0p01,dct4,-2.8175419902206635,90,59,8.873967388660953,-7.8429502686556924,-3.8692327596728804,-3.694272813415511,18,12,4.469429842291728,gate_0p01,eb_q75,1.0
-0.12022640331157779,step_tau2304,step_tau2304__dct4__eb_q75__R1p0__Tgate_0p03,dct4,-2.8175419902206635,90,59,8.873967388660953,-7.8429502686556924,-3.8692327596728804,-3.694272813415511,18,12,4.469429842291728,gate_0p03,eb_q75,1.0
-0.12022640331157779,step_tau2304,step_tau2304__dct4__eb_q75__R1p0__Tgate_0p05,dct4,-2.8175419902206635,90,59,8.873967388660953,-7.8429502686556924,-3.8692327596728804,-3.694272813415511,18,12,4.469429842291728,gate_0p05,eb_q75,1.0
-0.925404929207152,step_tau2304,step_tau2304__dct4__eb_q75__R0p5__Tsqrt_retention,dct4,-2.499810394594748,90,72,8.873967388660953,-4.56681564974681,-2.097221627535506,-3.7001783944397837,18,14,4.469429842291728,sqrt_retention,eb_q75,0.5
-0.4439504189062582,step_tau2304,step_tau2304__dct4__none__R1p0__Tnone,dct4,-3.1441119503382726,90,74,8.889910813887415,-7.864662239122383,-3.876743713182229,-3.7311925194824616,18,14,4.511807024306647,none,none,1.0
-0.4439504189062582,step_tau2304,step_tau2304__dct4__none__R1p0__Tgate_0p01,dct4,-2.863574388366085,90,59,8.889910813887415,-7.864662239122383,-3.876743713182229,-3.7094388768622917,18,12,4.511807024306647,gate_0p01,none,1.0
-0.4439504189062582,step_tau2304,step_tau2304__dct4__none__R1p0__Tgate_0p03,dct4,-2.863574388366085,90,59,8.889910813887415,-7.864662239122383,-3.876743713182229,-3.7094388768622917,18,12,4.511807024306647,gate_0p03,none,1.0
-0.4439504189062582,step_tau2304,step_tau2304__dct4__none__R1p0__Tgate_0p05,dct4,-2.863574388366085,90,59,8.889910813887415,-7.864662239122383,-3.876743713182229,-3.7094388768622917,18,12,4.511807024306647,gate_0p05,none,1.0
-3.8271990735013754,step_tau2048,step_tau2048__dct2__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,dct2,-6.429655039721925,90,71,10.099570390192802,-10.863013469855195,-4.465198767142953,-10.04985535523234,18,15,1.7820205033406422,sqrt_retention_drop_sqrt,eb_q75,0.5
-3.41716898864974,step_tau2304,step_tau2304__dct4__none__R0p5__Tsqrt_retention,dct4,-2.6986910861484414,90,70,9.491220762986385,-4.579454182720937,-2.101292753550066,-3.7311925194824616,18,14,4.511807024306647,sqrt_retention,none,0.5
-19.192877003189622,step_tau1536,step_tau1536__dct2__none__R0p5__Tdrop_linear,dct2,-13.057012232614266,90,74,10.928754104257443,-19.642035858903494,-9.71640104278968,-17.043263699792625,18,16,0.38513012280736447,drop_linear,none,0.5
-0.01047443660780282,step_tau3072,step_tau3072__fourier2__eb_q75__R1p0__Tdrop_sqrt,fourier2,-2.8230199828696536,90,65,9.622132785487004,-8.60504516963697,-3.839327730322284,-3.2079153016691246,18,12,4.374942552828354,drop_sqrt,eb_q75,1.0
-0.2708782830476523,step_tau3072,step_tau3072__fourier2__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,fourier2,-1.8259383506177884,90,64,9.622132785487004,-4.459538385828589,-1.4265563760487598,-3.2079153016691246,18,12,4.374942552828354,sqrt_retention_drop_sqrt,eb_q75,0.5
-4.028319455165885,step_tau3072,step_tau3072__fourier2__none__R0p5__Tsqrt_retention_drop_sqrt,fourier2,-2.5661743294645607,90,64,9.634313021752572,-4.469038680453684,-1.4345598467216503,-3.224149627523516,18,12,4.408335183262513,sqrt_retention_drop_sqrt,none,0.5
-0.15576876925817995,step_tau3072,step_tau3072__fourier2__none__R1p0__Tdrop_sqrt,fourier2,-2.8586683856702786,90,65,9.634313021752728,-8.623382284132694,-3.860867676033186,-3.224149627523516,18,12,4.408335183262513,drop_sqrt,none,1.0
-0.6225264033660379,step_tau2304,step_tau2304__dct2__eb_q75__R1p0__Tdrop_sqrt,dct2,-6.33741103949829,90,70,10.425761721072258,-11.829611154529072,-4.211202692818894,-9.764453429575568,18,14,2.142449693822246,drop_sqrt,eb_q75,1.0
-1.4445060532374303,step_tau2304,step_tau2304__dct2__none__R1p0__Tdrop_sqrt,dct2,-6.447080078233984,90,70,10.54169615425744,-11.873599127017807,-4.253066853146203,-9.845289678631689,18,14,2.17387475944697,drop_sqrt,none,1.0
-0.48016865873579856,step_tau2304,step_tau2304__fourier2__eb_q75__R0p5__Tdrop_linear,fourier2,-6.98710969372248,90,66,10.02984272142231,-18.160766982290603,-8.45968877699812,-8.409531153802881,18,12,4.271287043280725,drop_linear,eb_q75,0.5
-3.968567457845588,step_tau2048,step_tau2048__dct4__none__R0p5__Tsqrt_retention,dct4,-3.0052913148527534,90,76,10.414565812665577,-4.653837698188433,-2.0814053546873823,-4.023172622253133,18,15,3.6980499302745162,sqrt_retention,none,0.5
-0.6366853951443799,step_tau1536,step_tau1536__dct2__eb_q75__R1p0__Tnone,dct2,-7.568151805643073,90,77,11.102121332996928,-13.62635350122099,-6.696843650732099,-10.820273561724534,18,16,1.657629266733851,none,eb_q75,1.0
-0.6366853951443799,step_tau1536,step_tau1536__dct2__eb_q75__R1p0__Tgate_0p01,dct2,-7.037688728853754,90,62,11.102121332996928,-13.62635350122099,-6.696843650732099,-10.794281324105235,18,14,1.657629266733851,gate_0p01,eb_q75,1.0
-0.6366853951443799,step_tau1536,step_tau1536__dct2__eb_q75__R1p0__Tgate_0p03,dct2,-7.037688728853754,90,62,11.102121332996928,-13.62635350122099,-6.696843650732099,-10.794281324105235,18,14,1.657629266733851,gate_0p03,eb_q75,1.0
-0.6366853951443799,step_tau1536,step_tau1536__dct2__eb_q75__R1p0__Tgate_0p05,dct2,-7.037688728853754,90,62,11.102121332996928,-13.62635350122099,-6.696843650732099,-10.794281324105235,18,14,1.657629266733851,gate_0p05,eb_q75,1.0
-1.817161193874206,step_tau1536,step_tau1536__dct2__none__R1p0__Tnone,dct2,-7.737042470568766,90,77,11.133613260245689,-13.670938600501525,-6.7513387361536665,-10.917594591214478,18,16,1.700099695287216,none,none,1.0
-1.817161193874206,step_tau1536,step_tau1536__dct2__none__R1p0__Tgate_0p01,dct2,-7.203878468017668,90,62,11.133613260245689,-13.670938600501525,-6.7513387361536665,-10.843501014808773,18,14,1.700099695287216,gate_0p01,none,1.0
-1.817161193874206,step_tau1536,step_tau1536__dct2__none__R1p0__Tgate_0p03,dct2,-7.203878468017668,90,62,11.133613260245689,-13.670938600501525,-6.7513387361536665,-10.843501014808773,18,14,1.700099695287216,gate_0p03,none,1.0
-1.817161193874206,step_tau1536,step_tau1536__dct2__none__R1p0__Tgate_0p05,dct2,-7.203878468017668,90,62,11.133613260245689,-13.670938600501525,-6.7513387361536665,-10.843501014808773,18,14,1.700099695287216,gate_0p05,none,1.0
-7.104600159586553,step_tau2048,step_tau2048__dct2__eb_q75__R0p5__Tdrop_linear,dct2,-11.153522834716485,90,70,11.13726256208607,-19.608104557660194,-7.803563278685477,-16.399607308319613,18,14,1.9876064882812905,drop_linear,eb_q75,0.5
-3.099575690562006,step_tau1024,step_tau1024__dct2__eb_q75__R0p5__Tsqrt_retention,dct2,-7.899761083762864,90,78,11.983378492626628,-9.918810580342122,-6.036151118281918,-10.86062092870853,18,17,0.0,sqrt_retention,eb_q75,0.5
-10.819120574404158,step_tau1536,step_tau1536__dct2__none__R0p5__Tsqrt_retention_drop_sqrt,dct2,-8.011169072505842,90,76,11.875157243272438,-10.858601058971546,-5.456110575848183,-10.618456489498893,18,16,0.4772724881288104,sqrt_retention_drop_sqrt,none,0.5
-3.8097775472586863,step_tau2304,step_tau2304__dct2__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,dct2,-6.005068099791182,90,69,11.352977560857314,-10.746193876836802,-4.010512362622032,-9.764453429575568,18,14,2.142449693822246,sqrt_retention_drop_sqrt,eb_q75,0.5
-14.843797388202347,S10_current,S10_current__dct2__eb_q75__R0p5__Tdrop_sqrt,dct2,-12.12301149321649,90,84,12.103227672764483,-13.130906791432965,-8.279462163190065,-17.950304696792912,18,18,-1.6999062887562033,drop_sqrt,eb_q75,0.5
-14.843322534134485,S10_current,S10_current__dct2__eb_q75__R0p5__Tdrop_linear,dct2,-12.158048422183633,90,86,12.103227672764483,-13.129931224716056,-8.278427165728353,-17.37270296601012,18,18,-1.6999062883262361,drop_linear,eb_q75,0.5
-9.392699889423822,step_tau2048,step_tau2048__dct2__none__R0p5__Tsqrt_retention_drop_sqrt,dct2,-6.912642341758116,90,69,11.540105339040284,-10.90225201696666,-4.507722118020285,-10.134609529672431,18,15,1.8162169834516906,sqrt_retention_drop_sqrt,none,0.5
-14.248530653503977,step_tau768,step_tau768__dct4__eb_q75__R0p0__Tdrop_linear,dct4,-11.446250348092965,90,82,12.153817555244473,-16.68174326625593,-9.998004898228318,-14.43026895636613,18,17,0.0,drop_linear,eb_q75,0.0
-8.840188533669684,step_tau2304,step_tau2304__dct2__none__R0p5__Tsqrt_retention_drop_sqrt,dct2,-6.422931172679757,90,67,11.495133354198561,-10.78609374105521,-4.050381432051797,-9.845289678631689,18,14,2.17387475944697,sqrt_retention_drop_sqrt,none,0.5
-0.3350455535032844,step_tau3072,step_tau3072__dct2__eb_q75__R1p0__Tsqrt_retention,dct2,-2.7599654552068746,90,71,11.822666537493465,-5.671350210138411,-1.5762973232710253,-5.268460808005777,18,14,2.2359242850040317,sqrt_retention,eb_q75,1.0
