feature,group_id,mean_delta,method,nuisance,target_group,target_mode,tau_mode,tests,train_retention_power,wins,worst_delta
S10_current,probe3,-11.702599610944374,S10_current__dct2__eb_q75__R0p5__Tnone,dct2,wsd,none,eb_q75,6,0.5,6,-8.280497290050626
S10_current,probe3,-16.252692522053902,S10_current__dct2__eb_q75__R0p5__Tnone,dct2,probe,none,eb_q75,9,0.5,9,-5.620736330192855
S10_current,probe3,-2.3913398981985448,S10_current__dct2__eb_q75__R0p5__Tnone,dct2,cosine,none,eb_q75,3,0.5,3,-1.7674458581312114
S10_current,wsd,-28.452986099726484,S10_current__dct2__eb_q75__R0p5__Tnone,dct2,wsd,none,eb_q75,6,0.5,6,-17.235381597180965
S10_current,wsd,-2.284696274949956,S10_current__dct2__eb_q75__R0p5__Tnone,dct2,probe,none,eb_q75,9,0.5,3,10.701735940094315
S10_current,wsd,-5.6747910332564215,S10_current__dct2__eb_q75__R0p5__Tnone,dct2,cosine,none,eb_q75,3,0.5,3,-3.6788374840544202
S10_current,cosine,-7.512263605252265,S10_current__dct2__eb_q75__R0p5__Tsqrt_retention,dct2,wsd,sqrt_retention,eb_q75,6,0.5,6,-4.6700707024637245
S10_current,cosine,-12.591920880368185,S10_current__dct2__eb_q75__R0p5__Tsqrt_retention,dct2,probe,sqrt_retention,eb_q75,9,0.5,9,-5.636492479482779
S10_current,cosine,-0.4392267067278688,S10_current__dct2__eb_q75__R0p5__Tsqrt_retention,dct2,cosine,sqrt_retention,eb_q75,3,0.5,3,-0.2620070011498332
S10_current,probe,-6.558899545389039,S10_current__dct2__eb_q75__R0p5__Tsqrt_retention,dct2,wsd,sqrt_retention,eb_q75,6,0.5,6,-4.945821486413959
