feature,group_id,mean_delta,method,nuisance,target_group,target_mode,tau_mode,tests,train_retention_power,wins,worst_delta
step_tau1024,cosine,620.9009303908592,step_tau1024__none__eb_q75__R0p0__Tgate_0p05,none,probe,gate_0p05,eb_q75,9,0.0,0,1193.9015457886053
step_tau1024,cosine,-71.64965963808267,step_tau1024__none__eb_q75__R0p0__Tgate_0p05,none,cosine,gate_0p05,eb_q75,3,0.0,3,-42.84008424135497
step_tau1024,probe,-30.20032565846634,step_tau1024__none__eb_q75__R0p0__Tgate_0p05,none,wsd,gate_0p05,eb_q75,6,0.0,6,-25.26148091150643
step_tau1024,probe,-11.585941292205824,step_tau1024__none__eb_q75__R0p0__Tgate_0p05,none,probe,gate_0p05,eb_q75,9,0.0,7,23.583092285981987
step_tau1024,probe,-5.834169549926789,step_tau1024__none__eb_q75__R0p0__Tgate_0p05,none,cosine,gate_0p05,eb_q75,3,0.0,3,-4.46329133919674
step_tau1024,probe3,-37.4081968715534,step_tau1024__none__eb_q75__R0p0__Tgate_0p05,none,wsd,gate_0p05,eb_q75,6,0.0,6,-29.93257460139118
step_tau1024,probe3,-5.699185710777751,step_tau1024__none__eb_q75__R0p0__Tgate_0p05,none,probe,gate_0p05,eb_q75,9,0.0,5,48.19016597450174
step_tau1024,probe3,-7.606522774575974,step_tau1024__none__eb_q75__R0p0__Tgate_0p05,none,cosine,gate_0p05,eb_q75,3,0.0,3,-5.313533137630944
step_tau1024,wsd,-40.972648860646416,step_tau1024__none__eb_q75__R0p0__Tgate_0p05,none,wsd,gate_0p05,eb_q75,6,0.0,6,-30.688119239774025
step_tau1024,wsd,6.597832971501052,step_tau1024__none__eb_q75__R0p0__Tgate_0p05,none,probe,gate_0p05,eb_q75,9,0.0,4,90.4463573056557
step_tau1024,wsd,-10.084726399413725,step_tau1024__none__eb_q75__R0p0__Tgate_0p05,none,cosine,gate_0p05,eb_q75,3,0.0,3,-6.6978539098697
step_tau1024,cosine,345.4491572277129,step_tau1024__none__eb_q75__R0p0__Tnone,none,wsd,none,eb_q75,6,0.0,0,472.2556027936351
step_tau1024,cosine,620.9009303908592,step_tau1024__none__eb_q75__R0p0__Tnone,none,probe,none,eb_q75,9,0.0,0,1193.9015457886053
step_tau1024,cosine,-71.64965963808267,step_tau1024__none__eb_q75__R0p0__Tnone,none,cosine,none,eb_q75,3,0.0,3,-42.84008424135497
step_tau1024,probe,-30.20032565846634,step_tau1024__none__eb_q75__R0p0__Tnone,none,wsd,none,eb_q75,6,0.0,6,-25.26148091150643
step_tau1024,probe,-11.585941292205824,step_tau1024__none__eb_q75__R0p0__Tnone,none,probe,none,eb_q75,9,0.0,7,23.583092285981987
step_tau1024,probe,-5.834169549926789,step_tau1024__none__eb_q75__R0p0__Tnone,none,cosine,none,eb_q75,3,0.0,3,-4.46329133919674
step_tau1024,probe3,-37.4081968715534,step_tau1024__none__eb_q75__R0p0__Tnone,none,wsd,none,eb_q75,6,0.0,6,-29.93257460139118
step_tau1024,probe3,-5.699185710777751,step_tau1024__none__eb_q75__R0p0__Tnone,none,probe,none,eb_q75,9,0.0,5,48.19016597450174
step_tau1024,probe3,-7.606522774575974,step_tau1024__none__eb_q75__R0p0__Tnone,none,cosine,none,eb_q75,3,0.0,3,-5.313533137630944
step_tau1024,wsd,-40.972648860646416,step_tau1024__none__eb_q75__R0p0__Tnone,none,wsd,none,eb_q75,6,0.0,6,-30.688119239774025
step_tau1024,wsd,6.597832971501052,step_tau1024__none__eb_q75__R0p0__Tnone,none,probe,none,eb_q75,9,0.0,4,90.4463573056557
step_tau1024,wsd,-10.084726399413725,step_tau1024__none__eb_q75__R0p0__Tnone,none,cosine,none,eb_q75,3,0.0,3,-6.6978539098697
step_tau1024,cosine,345.4491572277129,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention,none,wsd,sqrt_retention,eb_q75,6,0.0,0,472.2556027936351
step_tau1024,cosine,620.9009303908592,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention,none,probe,sqrt_retention,eb_q75,9,0.0,0,1193.9015457886053
step_tau1024,cosine,-71.64965963808267,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention,none,cosine,sqrt_retention,eb_q75,3,0.0,3,-42.84008424135497
step_tau1024,probe,-30.20032565846634,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention,none,wsd,sqrt_retention,eb_q75,6,0.0,6,-25.26148091150643
step_tau1024,probe,-11.585941292205824,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention,none,probe,sqrt_retention,eb_q75,9,0.0,7,23.583092285981987
step_tau1024,probe,-5.834169549926789,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention,none,cosine,sqrt_retention,eb_q75,3,0.0,3,-4.46329133919674
step_tau1024,probe3,-37.4081968715534,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention,none,wsd,sqrt_retention,eb_q75,6,0.0,6,-29.93257460139118
step_tau1024,probe3,-5.699185710777751,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention,none,probe,sqrt_retention,eb_q75,9,0.0,5,48.19016597450174
step_tau1024,probe3,-7.606522774575974,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention,none,cosine,sqrt_retention,eb_q75,3,0.0,3,-5.313533137630944
step_tau1024,wsd,-40.972648860646416,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention,none,wsd,sqrt_retention,eb_q75,6,0.0,6,-30.688119239774025
step_tau1024,wsd,6.597832971501052,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention,none,probe,sqrt_retention,eb_q75,9,0.0,4,90.4463573056557
step_tau1024,wsd,-10.084726399413725,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention,none,cosine,sqrt_retention,eb_q75,3,0.0,3,-6.6978539098697
step_tau1024,cosine,345.4138517579018,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention_drop_sqrt,none,wsd,sqrt_retention_drop_sqrt,eb_q75,6,0.0,0,472.23773824679427
step_tau1024,cosine,505.45392597316794,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention_drop_sqrt,none,probe,sqrt_retention_drop_sqrt,eb_q75,9,0.0,0,907.4319990150735
step_tau1024,cosine,-71.6496596370707,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention_drop_sqrt,none,cosine,sqrt_retention_drop_sqrt,eb_q75,3,0.0,3,-42.84008423827189
step_tau1024,probe,-30.198051908337007,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention_drop_sqrt,none,wsd,sqrt_retention_drop_sqrt,eb_q75,6,0.0,6,-25.258323029012164
step_tau1024,probe,-15.834573955265975,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention_drop_sqrt,none,probe,sqrt_retention_drop_sqrt,eb_q75,9,0.0,7,5.797480073901529
step_tau1024,probe,-5.83416954846799,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention_drop_sqrt,none,cosine,sqrt_retention_drop_sqrt,eb_q75,3,0.0,3,-4.463291338067865
step_tau1024,probe3,-37.40616826873654,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention_drop_sqrt,none,wsd,sqrt_retention_drop_sqrt,eb_q75,6,0.0,6,-29.92942145077171
step_tau1024,probe3,-13.440010840018402,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention_drop_sqrt,none,probe,sqrt_retention_drop_sqrt,eb_q75,9,0.0,6,18.08599871657126
step_tau1024,probe3,-7.606522772685594,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention_drop_sqrt,none,cosine,sqrt_retention_drop_sqrt,eb_q75,3,0.0,3,-5.313533136287008
step_tau1024,wsd,-40.973184597966146,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention_drop_sqrt,none,wsd,sqrt_retention_drop_sqrt,eb_q75,6,0.0,6,-30.688286527796937
step_tau1024,wsd,-5.37954532012796,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention_drop_sqrt,none,probe,sqrt_retention_drop_sqrt,eb_q75,9,0.0,4,46.25679293733948
step_tau1024,wsd,-10.084726396904735,step_tau1024__none__eb_q75__R0p0__Tsqrt_retention_drop_sqrt,none,cosine,sqrt_retention_drop_sqrt,eb_q75,3,0.0,3,-6.697853908175599
step_tau1024,cosine,345.3785500183949,step_tau1024__none__eb_q75__R0p5__Tdrop_linear,none,wsd,drop_linear,eb_q75,6,0.5,0,472.21987427144194
step_tau1024,cosine,422.95159467340824,step_tau1024__none__eb_q75__R0p5__Tdrop_linear,none,probe,drop_linear,eb_q75,9,0.5,0,792.339161192907
step_tau1024,cosine,-71.64965963605879,step_tau1024__none__eb_q75__R0p5__Tdrop_linear,none,cosine,drop_linear,eb_q75,3,0.5,3,-42.840084235188755
step_tau1024,probe,-30.1957783994461,step_tau1024__none__eb_q75__R0p5__Tdrop_linear,none,wsd,drop_linear,eb_q75,6,0.5,6,-25.255165541278124
step_tau1024,probe,-17.270112705809048,step_tau1024__none__eb_q75__R0p5__Tdrop_linear,none,probe,drop_linear,eb_q75,9,0.5,9,-0.4710531455761946
step_tau1024,probe,-5.8341695470091866,step_tau1024__none__eb_q75__R0p5__Tdrop_linear,none,cosine,drop_linear,eb_q75,3,0.5,3,-4.4632913369387905
step_tau1024,probe3,-37.40413988990362,step_tau1024__none__eb_q75__R0p5__Tdrop_linear,none,wsd,drop_linear,eb_q75,6,0.5,6,-29.926268694320722
step_tau1024,probe3,-17.39365983775512,step_tau1024__none__eb_q75__R0p5__Tdrop_linear,none,probe,drop_linear,eb_q75,9,0.5,6,3.254768703622224
step_tau1024,probe3,-7.606522770795302,step_tau1024__none__eb_q75__R0p5__Tdrop_linear,none,cosine,drop_linear,eb_q75,3,0.5,3,-5.313533134943116
step_tau1024,wsd,-40.97372027676335,step_tau1024__none__eb_q75__R0p5__Tdrop_linear,none,wsd,drop_linear,eb_q75,6,0.5,6,-30.68845381046801
step_tau1024,wsd,-12.088715797696148,step_tau1024__none__eb_q75__R0p5__Tdrop_linear,none,probe,drop_linear,eb_q75,9,0.5,5,18.184234466435356
step_tau1024,wsd,-10.084726394395675,step_tau1024__none__eb_q75__R0p5__Tdrop_linear,none,cosine,drop_linear,eb_q75,3,0.5,3,-6.697853906481532
step_tau1024,cosine,345.4138517579018,step_tau1024__none__eb_q75__R0p5__Tdrop_sqrt,none,wsd,drop_sqrt,eb_q75,6,0.5,0,472.23773824679427
step_tau1024,cosine,505.45392597316794,step_tau1024__none__eb_q75__R0p5__Tdrop_sqrt,none,probe,drop_sqrt,eb_q75,9,0.5,0,907.4319990150735
step_tau1024,cosine,-71.6496596370707,step_tau1024__none__eb_q75__R0p5__Tdrop_sqrt,none,cosine,drop_sqrt,eb_q75,3,0.5,3,-42.84008423827189
step_tau1024,probe,-30.198051908337007,step_tau1024__none__eb_q75__R0p5__Tdrop_sqrt,none,wsd,drop_sqrt,eb_q75,6,0.5,6,-25.258323029012164
step_tau1024,probe,-15.834573955265975,step_tau1024__none__eb_q75__R0p5__Tdrop_sqrt,none,probe,drop_sqrt,eb_q75,9,0.5,7,5.797480073901529
step_tau1024,probe,-5.83416954846799,step_tau1024__none__eb_q75__R0p5__Tdrop_sqrt,none,cosine,drop_sqrt,eb_q75,3,0.5,3,-4.463291338067865
step_tau1024,probe3,-37.40616826873654,step_tau1024__none__eb_q75__R0p5__Tdrop_sqrt,none,wsd,drop_sqrt,eb_q75,6,0.5,6,-29.92942145077171
step_tau1024,probe3,-13.440010840018402,step_tau1024__none__eb_q75__R0p5__Tdrop_sqrt,none,probe,drop_sqrt,eb_q75,9,0.5,6,18.08599871657126
step_tau1024,probe3,-7.606522772685594,step_tau1024__none__eb_q75__R0p5__Tdrop_sqrt,none,cosine,drop_sqrt,eb_q75,3,0.5,3,-5.313533136287008
step_tau1024,wsd,-40.973184597966146,step_tau1024__none__eb_q75__R0p5__Tdrop_sqrt,none,wsd,drop_sqrt,eb_q75,6,0.5,6,-30.688286527796937
step_tau1024,wsd,-5.37954532012796,step_tau1024__none__eb_q75__R0p5__Tdrop_sqrt,none,probe,drop_sqrt,eb_q75,9,0.5,4,46.25679293733948
step_tau1024,wsd,-10.084726396904735,step_tau1024__none__eb_q75__R0p5__Tdrop_sqrt,none,cosine,drop_sqrt,eb_q75,3,0.5,3,-6.697853908175599
step_tau1024,cosine,345.4491572277129,step_tau1024__none__eb_q75__R0p5__Tgate_0p01,none,wsd,gate_0p01,eb_q75,6,0.5,0,472.2556027936351
step_tau1024,cosine,620.9009303908592,step_tau1024__none__eb_q75__R0p5__Tgate_0p01,none,probe,gate_0p01,eb_q75,9,0.5,0,1193.9015457886053
step_tau1024,cosine,-71.64965963808267,step_tau1024__none__eb_q75__R0p5__Tgate_0p01,none,cosine,gate_0p01,eb_q75,3,0.5,3,-42.84008424135497
step_tau1024,probe,-30.20032565846634,step_tau1024__none__eb_q75__R0p5__Tgate_0p01,none,wsd,gate_0p01,eb_q75,6,0.5,6,-25.26148091150643
step_tau1024,probe,-11.585941292205824,step_tau1024__none__eb_q75__R0p5__Tgate_0p01,none,probe,gate_0p01,eb_q75,9,0.5,7,23.583092285981987
step_tau1024,probe,-5.834169549926789,step_tau1024__none__eb_q75__R0p5__Tgate_0p01,none,cosine,gate_0p01,eb_q75,3,0.5,3,-4.46329133919674
step_tau1024,probe3,-37.4081968715534,step_tau1024__none__eb_q75__R0p5__Tgate_0p01,none,wsd,gate_0p01,eb_q75,6,0.5,6,-29.93257460139118
step_tau1024,probe3,-5.699185710777751,step_tau1024__none__eb_q75__R0p5__Tgate_0p01,none,probe,gate_0p01,eb_q75,9,0.5,5,48.19016597450174
step_tau1024,probe3,-7.606522774575974,step_tau1024__none__eb_q75__R0p5__Tgate_0p01,none,cosine,gate_0p01,eb_q75,3,0.5,3,-5.313533137630944
step_tau1024,wsd,-40.972648860646416,step_tau1024__none__eb_q75__R0p5__Tgate_0p01,none,wsd,gate_0p01,eb_q75,6,0.5,6,-30.688119239774025
step_tau1024,wsd,6.597832971501052,step_tau1024__none__eb_q75__R0p5__Tgate_0p01,none,probe,gate_0p01,eb_q75,9,0.5,4,90.4463573056557
step_tau1024,wsd,-10.084726399413725,step_tau1024__none__eb_q75__R0p5__Tgate_0p01,none,cosine,gate_0p01,eb_q75,3,0.5,3,-6.6978539098697
step_tau1024,cosine,345.4491572277129,step_tau1024__none__eb_q75__R0p5__Tgate_0p03,none,wsd,gate_0p03,eb_q75,6,0.5,0,472.2556027936351
step_tau1024,cosine,620.9009303908592,step_tau1024__none__eb_q75__R0p5__Tgate_0p03,none,probe,gate_0p03,eb_q75,9,0.5,0,1193.9015457886053
step_tau1024,cosine,-71.64965963808267,step_tau1024__none__eb_q75__R0p5__Tgate_0p03,none,cosine,gate_0p03,eb_q75,3,0.5,3,-42.84008424135497
step_tau1024,probe,-30.20032565846634,step_tau1024__none__eb_q75__R0p5__Tgate_0p03,none,wsd,gate_0p03,eb_q75,6,0.5,6,-25.26148091150643
step_tau1024,probe,-11.585941292205824,step_tau1024__none__eb_q75__R0p5__Tgate_0p03,none,probe,gate_0p03,eb_q75,9,0.5,7,23.583092285981987
step_tau1024,probe,-5.834169549926789,step_tau1024__none__eb_q75__R0p5__Tgate_0p03,none,cosine,gate_0p03,eb_q75,3,0.5,3,-4.46329133919674
step_tau1024,probe3,-37.4081968715534,step_tau1024__none__eb_q75__R0p5__Tgate_0p03,none,wsd,gate_0p03,eb_q75,6,0.5,6,-29.93257460139118
step_tau1024,probe3,-5.699185710777751,step_tau1024__none__eb_q75__R0p5__Tgate_0p03,none,probe,gate_0p03,eb_q75,9,0.5,5,48.19016597450174
step_tau1024,probe3,-7.606522774575974,step_tau1024__none__eb_q75__R0p5__Tgate_0p03,none,cosine,gate_0p03,eb_q75,3,0.5,3,-5.313533137630944
step_tau1024,wsd,-40.972648860646416,step_tau1024__none__eb_q75__R0p5__Tgate_0p03,none,wsd,gate_0p03,eb_q75,6,0.5,6,-30.688119239774025
step_tau1024,wsd,6.597832971501052,step_tau1024__none__eb_q75__R0p5__Tgate_0p03,none,probe,gate_0p03,eb_q75,9,0.5,4,90.4463573056557
step_tau1024,wsd,-10.084726399413725,step_tau1024__none__eb_q75__R0p5__Tgate_0p03,none,cosine,gate_0p03,eb_q75,3,0.5,3,-6.6978539098697
step_tau1024,cosine,345.4491572277129,step_tau1024__none__eb_q75__R0p5__Tgate_0p05,none,wsd,gate_0p05,eb_q75,6,0.5,0,472.2556027936351
step_tau1024,cosine,620.9009303908592,step_tau1024__none__eb_q75__R0p5__Tgate_0p05,none,probe,gate_0p05,eb_q75,9,0.5,0,1193.9015457886053
step_tau1024,cosine,-71.64965963808267,step_tau1024__none__eb_q75__R0p5__Tgate_0p05,none,cosine,gate_0p05,eb_q75,3,0.5,3,-42.84008424135497
step_tau1024,probe,-30.20032565846634,step_tau1024__none__eb_q75__R0p5__Tgate_0p05,none,wsd,gate_0p05,eb_q75,6,0.5,6,-25.26148091150643
step_tau1024,probe,-11.585941292205824,step_tau1024__none__eb_q75__R0p5__Tgate_0p05,none,probe,gate_0p05,eb_q75,9,0.5,7,23.583092285981987
step_tau1024,probe,-5.834169549926789,step_tau1024__none__eb_q75__R0p5__Tgate_0p05,none,cosine,gate_0p05,eb_q75,3,0.5,3,-4.46329133919674
step_tau1024,probe3,-37.4081968715534,step_tau1024__none__eb_q75__R0p5__Tgate_0p05,none,wsd,gate_0p05,eb_q75,6,0.5,6,-29.93257460139118
step_tau1024,probe3,-5.699185710777751,step_tau1024__none__eb_q75__R0p5__Tgate_0p05,none,probe,gate_0p05,eb_q75,9,0.5,5,48.19016597450174
step_tau1024,probe3,-7.606522774575974,step_tau1024__none__eb_q75__R0p5__Tgate_0p05,none,cosine,gate_0p05,eb_q75,3,0.5,3,-5.313533137630944
step_tau1024,wsd,-40.972648860646416,step_tau1024__none__eb_q75__R0p5__Tgate_0p05,none,wsd,gate_0p05,eb_q75,6,0.5,6,-30.688119239774025
step_tau1024,wsd,6.597832971501052,step_tau1024__none__eb_q75__R0p5__Tgate_0p05,none,probe,gate_0p05,eb_q75,9,0.5,4,90.4463573056557
step_tau1024,wsd,-10.084726399413725,step_tau1024__none__eb_q75__R0p5__Tgate_0p05,none,cosine,gate_0p05,eb_q75,3,0.5,3,-6.6978539098697
step_tau1024,cosine,345.4491572277129,step_tau1024__none__eb_q75__R0p5__Tnone,none,wsd,none,eb_q75,6,0.5,0,472.2556027936351
step_tau1024,cosine,620.9009303908592,step_tau1024__none__eb_q75__R0p5__Tnone,none,probe,none,eb_q75,9,0.5,0,1193.9015457886053
step_tau1024,cosine,-71.64965963808267,step_tau1024__none__eb_q75__R0p5__Tnone,none,cosine,none,eb_q75,3,0.5,3,-42.84008424135497
step_tau1024,probe,-30.20032565846634,step_tau1024__none__eb_q75__R0p5__Tnone,none,wsd,none,eb_q75,6,0.5,6,-25.26148091150643
step_tau1024,probe,-11.585941292205824,step_tau1024__none__eb_q75__R0p5__Tnone,none,probe,none,eb_q75,9,0.5,7,23.583092285981987
step_tau1024,probe,-5.834169549926789,step_tau1024__none__eb_q75__R0p5__Tnone,none,cosine,none,eb_q75,3,0.5,3,-4.46329133919674
step_tau1024,probe3,-37.4081968715534,step_tau1024__none__eb_q75__R0p5__Tnone,none,wsd,none,eb_q75,6,0.5,6,-29.93257460139118
step_tau1024,probe3,-5.699185710777751,step_tau1024__none__eb_q75__R0p5__Tnone,none,probe,none,eb_q75,9,0.5,5,48.19016597450174
step_tau1024,probe3,-7.606522774575974,step_tau1024__none__eb_q75__R0p5__Tnone,none,cosine,none,eb_q75,3,0.5,3,-5.313533137630944
step_tau1024,wsd,-40.972648860646416,step_tau1024__none__eb_q75__R0p5__Tnone,none,wsd,none,eb_q75,6,0.5,6,-30.688119239774025
step_tau1024,wsd,6.597832971501052,step_tau1024__none__eb_q75__R0p5__Tnone,none,probe,none,eb_q75,9,0.5,4,90.4463573056557
step_tau1024,wsd,-10.084726399413725,step_tau1024__none__eb_q75__R0p5__Tnone,none,cosine,none,eb_q75,3,0.5,3,-6.6978539098697
step_tau1024,cosine,345.4491572277129,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention,none,wsd,sqrt_retention,eb_q75,6,0.5,0,472.2556027936351
step_tau1024,cosine,620.9009303908592,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention,none,probe,sqrt_retention,eb_q75,9,0.5,0,1193.9015457886053
step_tau1024,cosine,-71.64965963808267,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention,none,cosine,sqrt_retention,eb_q75,3,0.5,3,-42.84008424135497
step_tau1024,probe,-30.20032565846634,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention,none,wsd,sqrt_retention,eb_q75,6,0.5,6,-25.26148091150643
step_tau1024,probe,-11.585941292205824,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention,none,probe,sqrt_retention,eb_q75,9,0.5,7,23.583092285981987
step_tau1024,probe,-5.834169549926789,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention,none,cosine,sqrt_retention,eb_q75,3,0.5,3,-4.46329133919674
step_tau1024,probe3,-37.4081968715534,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention,none,wsd,sqrt_retention,eb_q75,6,0.5,6,-29.93257460139118
step_tau1024,probe3,-5.699185710777751,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention,none,probe,sqrt_retention,eb_q75,9,0.5,5,48.19016597450174
step_tau1024,probe3,-7.606522774575974,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention,none,cosine,sqrt_retention,eb_q75,3,0.5,3,-5.313533137630944
step_tau1024,wsd,-40.972648860646416,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention,none,wsd,sqrt_retention,eb_q75,6,0.5,6,-30.688119239774025
step_tau1024,wsd,6.597832971501052,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention,none,probe,sqrt_retention,eb_q75,9,0.5,4,90.4463573056557
step_tau1024,wsd,-10.084726399413725,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention,none,cosine,sqrt_retention,eb_q75,3,0.5,3,-6.6978539098697
step_tau1024,cosine,345.4138517579018,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,none,wsd,sqrt_retention_drop_sqrt,eb_q75,6,0.5,0,472.23773824679427
step_tau1024,cosine,505.45392597316794,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,none,probe,sqrt_retention_drop_sqrt,eb_q75,9,0.5,0,907.4319990150735
step_tau1024,cosine,-71.6496596370707,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,none,cosine,sqrt_retention_drop_sqrt,eb_q75,3,0.5,3,-42.84008423827189
step_tau1024,probe,-30.198051908337007,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,none,wsd,sqrt_retention_drop_sqrt,eb_q75,6,0.5,6,-25.258323029012164
step_tau1024,probe,-15.834573955265975,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,none,probe,sqrt_retention_drop_sqrt,eb_q75,9,0.5,7,5.797480073901529
step_tau1024,probe,-5.83416954846799,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,none,cosine,sqrt_retention_drop_sqrt,eb_q75,3,0.5,3,-4.463291338067865
step_tau1024,probe3,-37.40616826873654,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,none,wsd,sqrt_retention_drop_sqrt,eb_q75,6,0.5,6,-29.92942145077171
step_tau1024,probe3,-13.440010840018402,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,none,probe,sqrt_retention_drop_sqrt,eb_q75,9,0.5,6,18.08599871657126
step_tau1024,probe3,-7.606522772685594,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,none,cosine,sqrt_retention_drop_sqrt,eb_q75,3,0.5,3,-5.313533136287008
step_tau1024,wsd,-40.973184597966146,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,none,wsd,sqrt_retention_drop_sqrt,eb_q75,6,0.5,6,-30.688286527796937
step_tau1024,wsd,-5.37954532012796,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,none,probe,sqrt_retention_drop_sqrt,eb_q75,9,0.5,4,46.25679293733948
step_tau1024,wsd,-10.084726396904735,step_tau1024__none__eb_q75__R0p5__Tsqrt_retention_drop_sqrt,none,cosine,sqrt_retention_drop_sqrt,eb_q75,3,0.5,3,-6.697853908175599
step_tau1024,cosine,345.3785500183949,step_tau1024__none__eb_q75__R1p0__Tdrop_linear,none,wsd,drop_linear,eb_q75,6,1.0,0,472.21987427144194
step_tau1024,cosine,422.95159467340824,step_tau1024__none__eb_q75__R1p0__Tdrop_linear,none,probe,drop_linear,eb_q75,9,1.0,0,792.339161192907
step_tau1024,cosine,-71.64965963605879,step_tau1024__none__eb_q75__R1p0__Tdrop_linear,none,cosine,drop_linear,eb_q75,3,1.0,3,-42.840084235188755
step_tau1024,probe,-30.1957783994461,step_tau1024__none__eb_q75__R1p0__Tdrop_linear,none,wsd,drop_linear,eb_q75,6,1.0,6,-25.255165541278124
step_tau1024,probe,-17.270112705809048,step_tau1024__none__eb_q75__R1p0__Tdrop_linear,none,probe,drop_linear,eb_q75,9,1.0,9,-0.4710531455761946
step_tau1024,probe,-5.8341695470091866,step_tau1024__none__eb_q75__R1p0__Tdrop_linear,none,cosine,drop_linear,eb_q75,3,1.0,3,-4.4632913369387905
step_tau1024,probe3,-37.40413988990362,step_tau1024__none__eb_q75__R1p0__Tdrop_linear,none,wsd,drop_linear,eb_q75,6,1.0,6,-29.926268694320722
step_tau1024,probe3,-17.39365983775512,step_tau1024__none__eb_q75__R1p0__Tdrop_linear,none,probe,drop_linear,eb_q75,9,1.0,6,3.254768703622224
step_tau1024,probe3,-7.606522770795302,step_tau1024__none__eb_q75__R1p0__Tdrop_linear,none,cosine,drop_linear,eb_q75,3,1.0,3,-5.313533134943116
step_tau1024,wsd,-40.97372027676335,step_tau1024__none__eb_q75__R1p0__Tdrop_linear,none,wsd,drop_linear,eb_q75,6,1.0,6,-30.68845381046801
step_tau1024,wsd,-12.088715797696148,step_tau1024__none__eb_q75__R1p0__Tdrop_linear,none,probe,drop_linear,eb_q75,9,1.0,5,18.184234466435356
step_tau1024,wsd,-10.084726394395675,step_tau1024__none__eb_q75__R1p0__Tdrop_linear,none,cosine,drop_linear,eb_q75,3,1.0,3,-6.697853906481532
step_tau1024,cosine,345.4138517579018,step_tau1024__none__eb_q75__R1p0__Tdrop_sqrt,none,wsd,drop_sqrt,eb_q75,6,1.0,0,472.23773824679427
step_tau1024,cosine,505.45392597316794,step_tau1024__none__eb_q75__R1p0__Tdrop_sqrt,none,probe,drop_sqrt,eb_q75,9,1.0,0,907.4319990150735
step_tau1024,cosine,-71.6496596370707,step_tau1024__none__eb_q75__R1p0__Tdrop_sqrt,none,cosine,drop_sqrt,eb_q75,3,1.0,3,-42.84008423827189
step_tau1024,probe,-30.198051908337007,step_tau1024__none__eb_q75__R1p0__Tdrop_sqrt,none,wsd,drop_sqrt,eb_q75,6,1.0,6,-25.258323029012164
step_tau1024,probe,-15.834573955265975,step_tau1024__none__eb_q75__R1p0__Tdrop_sqrt,none,probe,drop_sqrt,eb_q75,9,1.0,7,5.797480073901529
step_tau1024,probe,-5.83416954846799,step_tau1024__none__eb_q75__R1p0__Tdrop_sqrt,none,cosine,drop_sqrt,eb_q75,3,1.0,3,-4.463291338067865
step_tau1024,probe3,-37.40616826873654,step_tau1024__none__eb_q75__R1p0__Tdrop_sqrt,none,wsd,drop_sqrt,eb_q75,6,1.0,6,-29.92942145077171
