dct_effective_kappa,dct_modes,dct_projected_kappa,dct_retention,raw_kappa,scale
0.003069781532490851,4,0.030032376304145722,0.010448057262806633,0.4814157232423704,25
0.010798244203424824,4,0.10564169792179863,0.010448057262806633,0.5358652541815775,100
0.013761247367774005,4,0.1343358077499521,0.010493781599033134,0.3423761046470629,400
