alpha,cap,estimator,max_kappa,mean_delta_pct,mean_kappa,test_curve,test_label,tests,train_curve,train_label,wins
0.5,0.03,alpha_0p50_cap_0p03,0.03,-30.867042420011003,0.024554182647382166,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-11.225863798031526,0.024554182647382166,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-9.494528282932077,0.024554182647382166,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-3.8815243645990685,0.026566230297904017,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-20.92966475906778,0.026566230297904017,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-17.386681407637838,0.026566230297904017,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-28.57868368643582,0.026566230297904017,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-8.648649654923801,0.026566230297904017,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,2
0.5,0.03,alpha_0p50_cap_0p03,0.03,-9.301895544003957,0.026566230297904017,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.5,0.03,alpha_0p50_cap_0p03,0.026355400498795593,-2.7249185632545228,0.01887889514573138,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.026355400498795593,-14.56307939175384,0.01887889514573138,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.026355400498795593,-12.168856214879199,0.01887889514573138,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.026355400498795593,-30.56781356821323,0.01887889514573138,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.026355400498795593,-11.987424952272528,0.01887889514573138,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.026355400498795593,-9.649937879202353,0.01887889514573138,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-2.973849923628587,0.020710256009776978,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-15.907041112523409,0.020710256009776978,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-13.308405419362566,0.020710256009776978,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-31.787799590340224,0.020710256009776978,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-12.299892810963073,0.020710256009776978,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.03,-10.00628553540224,0.020710256009776978,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.027876019715167843,-3.2223456790624216,0.022228445457164996,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.027876019715167843,-17.51001173130619,0.022228445457164996,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.027876019715167843,-14.500155008033039,0.022228445457164996,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.027876019715167843,-29.54331748852456,0.022228445457164996,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.027876019715167843,-9.959964174900398,0.022228445457164996,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.5,0.03,alpha_0p50_cap_0p03,0.027876019715167843,-12.146967095607742,0.022228445457164996,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.5,,alpha_0p50_nocap,0.008872855850635438,-0.7675856711656048,0.004957778311912262,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,2
0.5,,alpha_0p50_nocap,0.008872855850635438,-4.272656284804155,0.004957778311912262,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,2
0.5,,alpha_0p50_nocap,0.008872855850635438,-3.4594314458736437,0.004957778311912262,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,2
0.5,,alpha_0p50_nocap,0.008872855850635438,-11.641849481008604,0.004957778311912262,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,2
0.5,,alpha_0p50_nocap,0.008872855850635438,-5.288351950940054,0.004957778311912262,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,2
0.5,,alpha_0p50_nocap,0.008872855850635438,-4.480096193303784,0.004957778311912262,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,2
0.5,,alpha_0p50_nocap,0.04828972806831262,-4.3073844301911075,0.03065075867015304,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,3
0.5,,alpha_0p50_nocap,0.04828972806831262,-23.15073771763565,0.03065075867015304,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,3
0.5,,alpha_0p50_nocap,0.04828972806831262,-19.523989887280447,0.03065075867015304,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,3
0.5,,alpha_0p50_nocap,0.04828972806831262,-27.946573924991835,0.03065075867015304,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.5,,alpha_0p50_nocap,0.04828972806831262,-8.736326736863848,0.03065075867015304,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.5,,alpha_0p50_nocap,0.04828972806831262,-7.578497205965674,0.03065075867015304,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.5,,alpha_0p50_nocap,0.05271901553143667,-4.787823484562058,0.03413923547504957,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,3
0.5,,alpha_0p50_nocap,0.05271901553143667,-25.87721447165067,0.03413923547504957,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,3
0.5,,alpha_0p50_nocap,0.05271901553143667,-21.79729334851137,0.03413923547504957,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,3
0.5,,alpha_0p50_nocap,0.05271901553143667,-22.956874996892846,0.03413923547504957,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.5,,alpha_0p50_nocap,0.05271901553143667,-5.109712750942437,0.03413923547504957,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,1
0.5,,alpha_0p50_nocap,0.05271901553143667,-6.383118642873605,0.03413923547504957,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,2
0.5,,alpha_0p50_nocap,0.026355400498795593,-2.7249185632545228,0.01887889514573138,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
0.5,,alpha_0p50_nocap,0.026355400498795593,-14.56307939175384,0.01887889514573138,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
0.5,,alpha_0p50_nocap,0.026355400498795593,-12.168856214879199,0.01887889514573138,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
0.5,,alpha_0p50_nocap,0.026355400498795593,-30.56781356821323,0.01887889514573138,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.5,,alpha_0p50_nocap,0.026355400498795593,-11.987424952272528,0.01887889514573138,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.5,,alpha_0p50_nocap,0.026355400498795593,-9.649937879202353,0.01887889514573138,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.5,,alpha_0p50_nocap,0.030319283291837206,-2.987316423301016,0.020816683773722713,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
0.5,,alpha_0p50_nocap,0.030319283291837206,-15.977747413000229,0.020816683773722713,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
0.5,,alpha_0p50_nocap,0.030319283291837206,-13.370390266265355,0.020816683773722713,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
0.5,,alpha_0p50_nocap,0.030319283291837206,-31.841091254111152,0.020816683773722713,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.5,,alpha_0p50_nocap,0.030319283291837206,-12.298701488965909,0.020816683773722713,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.5,,alpha_0p50_nocap,0.030319283291837206,-10.009139233105513,0.020816683773722713,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.5,,alpha_0p50_nocap,0.027876019715167843,-3.2223456790624216,0.022228445457164996,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
0.5,,alpha_0p50_nocap,0.027876019715167843,-17.51001173130619,0.022228445457164996,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
0.5,,alpha_0p50_nocap,0.027876019715167843,-14.500155008033039,0.022228445457164996,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
0.5,,alpha_0p50_nocap,0.027876019715167843,-29.54331748852456,0.022228445457164996,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.5,,alpha_0p50_nocap,0.027876019715167843,-9.959964174900398,0.022228445457164996,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.5,,alpha_0p50_nocap,0.027876019715167843,-12.146967095607742,0.022228445457164996,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.003708643445299414,-0.32083261759172643,0.002072233827443982,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,2
0.75,0.03,alpha_0p75_cap_0p03,0.003708643445299414,-1.7858690585537351,0.002072233827443982,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,2
0.75,0.03,alpha_0p75_cap_0p03,0.003708643445299414,-1.445960350554202,0.002072233827443982,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,2
0.75,0.03,alpha_0p75_cap_0p03,0.003708643445299414,-5.294258116486739,0.002072233827443982,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,2
0.75,0.03,alpha_0p75_cap_0p03,0.003708643445299414,-2.2737878897643893,0.002072233827443982,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,2
0.75,0.03,alpha_0p75_cap_0p03,0.003708643445299414,-2.028733062641704,0.002072233827443982,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,2
0.75,0.03,alpha_0p75_cap_0p03,0.03,-2.807651084476133,0.019623455852725985,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,3
0.75,0.03,alpha_0p75_cap_0p03,0.03,-14.921922939918959,0.019623455852725985,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,3
0.75,0.03,alpha_0p75_cap_0p03,0.03,-12.534168865723146,0.019623455852725985,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,3
0.75,0.03,alpha_0p75_cap_0p03,0.03,-30.40047772415208,0.019623455852725985,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.75,0.03,alpha_0p75_cap_0p03,0.03,-11.03518644996727,0.019623455852725985,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.75,0.03,alpha_0p75_cap_0p03,0.03,-9.201705632945815,0.019623455852725985,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.75,0.03,alpha_0p75_cap_0p03,0.03,-3.052628573461547,0.02121103416078073,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,3
0.75,0.03,alpha_0p75_cap_0p03,0.03,-16.3093437179478,0.02121103416078073,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,3
0.75,0.03,alpha_0p75_cap_0p03,0.03,-13.648247661896718,0.02121103416078073,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,3
0.75,0.03,alpha_0p75_cap_0p03,0.03,-31.700404900921175,0.02121103416078073,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.75,0.03,alpha_0p75_cap_0p03,0.03,-11.954354610029023,0.02121103416078073,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.75,0.03,alpha_0p75_cap_0p03,0.03,-9.863476224360413,0.02121103416078073,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.75,0.03,alpha_0p75_cap_0p03,0.020439723490804928,-2.1228246931600268,0.014651046549173138,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.020439723490804928,-11.303119430832398,0.014651046549173138,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.020439723490804928,-9.44437251375136,0.014651046549173138,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.020439723490804928,-26.43489198966837,0.014651046549173138,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.020439723490804928,-10.286492490487934,0.014651046549173138,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.020439723490804928,-8.535819957785478,0.014651046549173138,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.02744747391920017,-2.7028777000432602,0.01880311585102717,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.02744747391920017,-14.426110484780713,0.01880311585102717,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.02744747391920017,-12.074053254916363,0.01880311585102717,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.02744747391920017,-30.512160779862825,0.01880311585102717,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.02744747391920017,-11.830245470423941,0.01880311585102717,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.02744747391920017,-9.564512939497275,0.01880311585102717,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.026582590794023985,-3.066946140358869,0.021142764637279137,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.026582590794023985,-16.64792537417584,0.021142764637279137,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.026582590794023985,-13.788540336677679,0.021142764637279137,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.026582590794023985,-29.998494343312718,0.021142764637279137,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.026582590794023985,-10.878745390962054,0.021142764637279137,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.75,0.03,alpha_0p75_cap_0p03,0.026582590794023985,-11.787295150492668,0.021142764637279137,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.75,,alpha_0p75_nocap,0.003708643445299414,-0.32083261759172643,0.002072233827443982,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,2
0.75,,alpha_0p75_nocap,0.003708643445299414,-1.7858690585537351,0.002072233827443982,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,2
0.75,,alpha_0p75_nocap,0.003708643445299414,-1.445960350554202,0.002072233827443982,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,2
0.75,,alpha_0p75_nocap,0.003708643445299414,-5.294258116486739,0.002072233827443982,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,2
0.75,,alpha_0p75_nocap,0.003708643445299414,-2.2737878897643893,0.002072233827443982,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,2
0.75,,alpha_0p75_nocap,0.003708643445299414,-2.028733062641704,0.002072233827443982,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,2
0.75,,alpha_0p75_nocap,0.03192505735525676,-2.888376638182448,0.02026514163781157,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,3
0.75,,alpha_0p75_nocap,0.03192505735525676,-15.34554565143896,0.02026514163781157,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,3
0.75,,alpha_0p75_nocap,0.03192505735525676,-12.907894608645988,0.02026514163781157,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,3
0.75,,alpha_0p75_nocap,0.03192505735525676,-30.69754240037295,0.02026514163781157,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.75,,alpha_0p75_nocap,0.03192505735525676,-11.02800360253464,0.02026514163781157,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.75,,alpha_0p75_nocap,0.03192505735525676,-9.194305144565474,0.02026514163781157,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.75,,alpha_0p75_nocap,0.035688816624451995,-3.2873590443792273,0.023107306368931397,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,3
0.75,,alpha_0p75_nocap,0.035688816624451995,-17.551808712363137,0.023107306368931397,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,3
0.75,,alpha_0p75_nocap,0.035688816624451995,-14.752660064737285,0.023107306368931397,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,3
0.75,,alpha_0p75_nocap,0.035688816624451995,-32.218711105050964,0.023107306368931397,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.75,,alpha_0p75_nocap,0.035688816624451995,-11.758802223536847,0.023107306368931397,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.75,,alpha_0p75_nocap,0.035688816624451995,-9.674735165138335,0.023107306368931397,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.75,,alpha_0p75_nocap,0.020439723490804928,-2.1228246931600268,0.014651046549173138,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
0.75,,alpha_0p75_nocap,0.020439723490804928,-11.303119430832398,0.014651046549173138,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
0.75,,alpha_0p75_nocap,0.020439723490804928,-9.44437251375136,0.014651046549173138,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
0.75,,alpha_0p75_nocap,0.020439723490804928,-26.43489198966837,0.014651046549173138,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.75,,alpha_0p75_nocap,0.020439723490804928,-10.286492490487934,0.014651046549173138,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.75,,alpha_0p75_nocap,0.020439723490804928,-8.535819957785478,0.014651046549173138,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.75,,alpha_0p75_nocap,0.02744747391920017,-2.7028777000432602,0.01880311585102717,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
0.75,,alpha_0p75_nocap,0.02744747391920017,-14.426110484780713,0.01880311585102717,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
0.75,,alpha_0p75_nocap,0.02744747391920017,-12.074053254916363,0.01880311585102717,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
0.75,,alpha_0p75_nocap,0.02744747391920017,-30.512160779862825,0.01880311585102717,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.75,,alpha_0p75_nocap,0.02744747391920017,-11.830245470423941,0.01880311585102717,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.75,,alpha_0p75_nocap,0.02744747391920017,-9.564512939497275,0.01880311585102717,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.75,,alpha_0p75_nocap,0.026582590794023985,-3.066946140358869,0.021142764637279137,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
0.75,,alpha_0p75_nocap,0.026582590794023985,-16.64792537417584,0.021142764637279137,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
0.75,,alpha_0p75_nocap,0.026582590794023985,-13.788540336677679,0.021142764637279137,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
0.75,,alpha_0p75_nocap,0.026582590794023985,-29.998494343312718,0.021142764637279137,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.75,,alpha_0p75_nocap,0.026582590794023985,-10.878745390962054,0.021142764637279137,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.75,,alpha_0p75_nocap,0.026582590794023985,-11.787295150492668,0.021142764637279137,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
1.0,0.03,alpha_1p00_cap_0p03,0.0015501250596083218,-0.13410042992924032,0.0008661446247577052,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,2
1.0,0.03,alpha_1p00_cap_0p03,0.0015501250596083218,-0.7464509386449417,0.0008661446247577052,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,2
1.0,0.03,alpha_1p00_cap_0p03,0.0015501250596083218,-0.6043771550578447,0.0008661446247577052,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,2
1.0,0.03,alpha_1p00_cap_0p03,0.0015501250596083218,-2.261807712126903,0.0008661446247577052,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,2
1.0,0.03,alpha_1p00_cap_0p03,0.0015501250596083218,-0.9626369338312957,0.0008661446247577052,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,2
1.0,0.03,alpha_1p00_cap_0p03,0.0015501250596083218,-0.8686277904575324,0.0008661446247577052,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,2
1.0,0.03,alpha_1p00_cap_0p03,0.021106130183516852,-1.9249329900505987,0.01339874476975265,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,3
1.0,0.03,alpha_1p00_cap_0p03,0.021106130183516852,-10.146471782359848,0.01339874476975265,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,3
1.0,0.03,alpha_1p00_cap_0p03,0.021106130183516852,-8.533927206948551,0.01339874476975265,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,3
1.0,0.03,alpha_1p00_cap_0p03,0.021106130183516852,-23.710376923321892,0.01339874476975265,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,3
1.0,0.03,alpha_1p00_cap_0p03,0.021106130183516852,-8.599479964629264,0.01339874476975265,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,3
1.0,0.03,alpha_1p00_cap_0p03,0.021106130183516852,-7.51972891210368,0.01339874476975265,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,3
1.0,0.03,alpha_1p00_cap_0p03,0.024160004112638467,-2.2452975326286944,0.01564045066646904,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,3
1.0,0.03,alpha_1p00_cap_0p03,0.024160004112638467,-11.890154257379896,0.01564045066646904,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,3
1.0,0.03,alpha_1p00_cap_0p03,0.024160004112638467,-9.984882583081196,0.01564045066646904,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,3
1.0,0.03,alpha_1p00_cap_0p03,0.024160004112638467,-26.944814690577385,0.01564045066646904,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,3
1.0,0.03,alpha_1p00_cap_0p03,0.024160004112638467,-9.944763260964727,0.01564045066646904,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,3
1.0,0.03,alpha_1p00_cap_0p03,0.024160004112638467,-8.501393063097213,0.01564045066646904,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,3
