alpha,cap,cap_saturated,estimator,kappa,orth_corr,orth_feature_retention,scale,tau,train_curve,train_label
1.0,0.03,0,alpha_1p00_cap_0p03,0.011329505469515689,0.7670813357573183,0.6456084819189877,25,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.0,0.03,0,alpha_1p00_cap_0p03,0.014776632582028888,0.8085129712834455,0.6716357435070672,100,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.0,0.03,0,alpha_1p00_cap_0p03,0.0248476791912822,0.7978561342066719,0.6716357435070672,400,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.0,0.03,0,alpha_1p00_cap_0p03,0.019777328781636686,0.6344838213159744,0.801642156408999,25,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.0,0.03,0,alpha_1p00_cap_0p03,0.015204630155691054,0.599510621488333,0.8269250945987962,100,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.0,0.03,0,alpha_1p00_cap_0p03,0.025349176121368444,0.5667220505077348,0.8269250945987962,400,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.25,,0,alpha_1p25_nocap,0.0004381682380062284,0.05660829382076779,0.030521552634579834,25,0.030898198785299612,cosine_72000.csv,Cosine
1.25,,0,alpha_1p25_nocap,0.0006479155345794394,0.1164218063154714,0.030521552634579834,100,0.030898198785299612,cosine_72000.csv,Cosine
1.25,,0,alpha_1p25_nocap,0.0,-0.06920030328255317,0.03064561373023567,400,0.030898198785299612,cosine_72000.csv,Cosine
1.25,,0,alpha_1p25_nocap,0.004798306518616181,0.6382815799137878,0.18600000963731753,25,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.25,,0,alpha_1p25_nocap,0.007825112408091854,0.8664946579254105,0.19446912064096752,100,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.25,,0,alpha_1p25_nocap,0.013953576539157273,0.8713709901394882,0.19103269631809874,400,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.25,,0,alpha_1p25_nocap,0.006207976211882842,0.6399229454560205,0.20518042801494696,25,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.25,,0,alpha_1p25_nocap,0.009196185582111742,0.8680632812390924,0.21295494892368566,100,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.25,,0,alpha_1p25_nocap,0.016355425983017462,0.8674836992552977,0.21001940528935797,400,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.25,,0,alpha_1p25_nocap,0.006193049546728199,0.8887798661764775,0.3658893468630305,25,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.25,,0,alpha_1p25_nocap,0.007984499860790535,0.8915096135371119,0.3617608660639815,100,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.25,,0,alpha_1p25_nocap,0.012293790520617773,0.8746054734974097,0.3617608660639815,400,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.25,,0,alpha_1p25_nocap,0.010155545593621099,0.7670813357573183,0.6456084819189877,25,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.25,,0,alpha_1p25_nocap,0.013377006095590496,0.8085129712834455,0.6716357435070672,100,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.25,,0,alpha_1p25_nocap,0.022494134178263573,0.7978561342066719,0.6716357435070672,400,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.25,,0,alpha_1p25_nocap,0.01871383389277354,0.6344838213159744,0.801642156408999,25,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.25,,0,alpha_1p25_nocap,0.014499145349050379,0.599510621488333,0.8269250945987962,100,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.25,,0,alpha_1p25_nocap,0.024172991075671012,0.5667220505077348,0.8269250945987962,400,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.25,0.03,0,alpha_1p25_cap_0p03,0.0004381682380062284,0.05660829382076779,0.030521552634579834,25,0.030898198785299612,cosine_72000.csv,Cosine
1.25,0.03,0,alpha_1p25_cap_0p03,0.0006479155345794394,0.1164218063154714,0.030521552634579834,100,0.030898198785299612,cosine_72000.csv,Cosine
1.25,0.03,0,alpha_1p25_cap_0p03,0.0,-0.06920030328255317,0.03064561373023567,400,0.030898198785299612,cosine_72000.csv,Cosine
1.25,0.03,0,alpha_1p25_cap_0p03,0.004798306518616181,0.6382815799137878,0.18600000963731753,25,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.25,0.03,0,alpha_1p25_cap_0p03,0.007825112408091854,0.8664946579254105,0.19446912064096752,100,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.25,0.03,0,alpha_1p25_cap_0p03,0.013953576539157273,0.8713709901394882,0.19103269631809874,400,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.25,0.03,0,alpha_1p25_cap_0p03,0.006207976211882842,0.6399229454560205,0.20518042801494696,25,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.25,0.03,0,alpha_1p25_cap_0p03,0.009196185582111742,0.8680632812390924,0.21295494892368566,100,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.25,0.03,0,alpha_1p25_cap_0p03,0.016355425983017462,0.8674836992552977,0.21001940528935797,400,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.25,0.03,0,alpha_1p25_cap_0p03,0.006193049546728199,0.8887798661764775,0.3658893468630305,25,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.25,0.03,0,alpha_1p25_cap_0p03,0.007984499860790535,0.8915096135371119,0.3617608660639815,100,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.25,0.03,0,alpha_1p25_cap_0p03,0.012293790520617773,0.8746054734974097,0.3617608660639815,400,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.25,0.03,0,alpha_1p25_cap_0p03,0.010155545593621099,0.7670813357573183,0.6456084819189877,25,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.25,0.03,0,alpha_1p25_cap_0p03,0.013377006095590496,0.8085129712834455,0.6716357435070672,100,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.25,0.03,0,alpha_1p25_cap_0p03,0.022494134178263573,0.7978561342066719,0.6716357435070672,400,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.25,0.03,0,alpha_1p25_cap_0p03,0.01871383389277354,0.6344838213159744,0.801642156408999,25,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.25,0.03,0,alpha_1p25_cap_0p03,0.014499145349050379,0.599510621488333,0.8269250945987962,100,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.25,0.03,0,alpha_1p25_cap_0p03,0.024172991075671012,0.5667220505077348,0.8269250945987962,400,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.5,,0,alpha_1p50_nocap,0.0001831439382286162,0.05660829382076779,0.030521552634579834,25,0.030898198785299612,cosine_72000.csv,Cosine
1.5,,0,alpha_1p50_nocap,0.0002708133368642091,0.1164218063154714,0.030521552634579834,100,0.030898198785299612,cosine_72000.csv,Cosine
1.5,,0,alpha_1p50_nocap,0.0,-0.06920030328255317,0.03064561373023567,400,0.030898198785299612,cosine_72000.csv,Cosine
1.5,,0,alpha_1p50_nocap,0.003151129338290403,0.6382815799137878,0.18600000963731753,25,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.5,,0,alpha_1p50_nocap,0.005196408057596901,0.8664946579254105,0.19446912064096752,100,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.5,,0,alpha_1p50_nocap,0.009224916957357533,0.8713709901394882,0.19103269631809874,400,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.5,,0,alpha_1p50_nocap,0.004178149994232629,0.6399229454560205,0.20518042801494696,25,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.5,,0,alpha_1p50_nocap,0.006247117308315373,0.8680632812390924,0.21295494892368566,100,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.5,,0,alpha_1p50_nocap,0.011072016289352756,0.8674836992552977,0.21001940528935797,400,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.5,,0,alpha_1p50_nocap,0.004816615686889894,0.8887798661764775,0.3658893468630305,25,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.5,,0,alpha_1p50_nocap,0.006192316044462578,0.8915096135371119,0.3617608660639815,100,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.5,,0,alpha_1p50_nocap,0.009534352509907383,0.8746054734974097,0.3617608660639815,400,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.5,,0,alpha_1p50_nocap,0.009103231079381414,0.7670813357573183,0.6456084819189877,25,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.5,,0,alpha_1p50_nocap,0.012109950700073206,0.8085129712834455,0.6716357435070672,100,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.5,,0,alpha_1p50_nocap,0.020363514376314482,0.7978561342066719,0.6716357435070672,400,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.5,,0,alpha_1p50_nocap,0.017707526776390977,0.6344838213159744,0.801642156408999,25,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.5,,0,alpha_1p50_nocap,0.01382639457193258,0.599510621488333,0.8269250945987962,100,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.5,,0,alpha_1p50_nocap,0.023051380240003073,0.5667220505077348,0.8269250945987962,400,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.5,0.03,0,alpha_1p50_cap_0p03,0.0001831439382286162,0.05660829382076779,0.030521552634579834,25,0.030898198785299612,cosine_72000.csv,Cosine
1.5,0.03,0,alpha_1p50_cap_0p03,0.0002708133368642091,0.1164218063154714,0.030521552634579834,100,0.030898198785299612,cosine_72000.csv,Cosine
1.5,0.03,0,alpha_1p50_cap_0p03,0.0,-0.06920030328255317,0.03064561373023567,400,0.030898198785299612,cosine_72000.csv,Cosine
1.5,0.03,0,alpha_1p50_cap_0p03,0.003151129338290403,0.6382815799137878,0.18600000963731753,25,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.5,0.03,0,alpha_1p50_cap_0p03,0.005196408057596901,0.8664946579254105,0.19446912064096752,100,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.5,0.03,0,alpha_1p50_cap_0p03,0.009224916957357533,0.8713709901394882,0.19103269631809874,400,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.5,0.03,0,alpha_1p50_cap_0p03,0.004178149994232629,0.6399229454560205,0.20518042801494696,25,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.5,0.03,0,alpha_1p50_cap_0p03,0.006247117308315373,0.8680632812390924,0.21295494892368566,100,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.5,0.03,0,alpha_1p50_cap_0p03,0.011072016289352756,0.8674836992552977,0.21001940528935797,400,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.5,0.03,0,alpha_1p50_cap_0p03,0.004816615686889894,0.8887798661764775,0.3658893468630305,25,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.5,0.03,0,alpha_1p50_cap_0p03,0.006192316044462578,0.8915096135371119,0.3617608660639815,100,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.5,0.03,0,alpha_1p50_cap_0p03,0.009534352509907383,0.8746054734974097,0.3617608660639815,400,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.5,0.03,0,alpha_1p50_cap_0p03,0.009103231079381414,0.7670813357573183,0.6456084819189877,25,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.5,0.03,0,alpha_1p50_cap_0p03,0.012109950700073206,0.8085129712834455,0.6716357435070672,100,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.5,0.03,0,alpha_1p50_cap_0p03,0.020363514376314482,0.7978561342066719,0.6716357435070672,400,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.5,0.03,0,alpha_1p50_cap_0p03,0.017707526776390977,0.6344838213159744,0.801642156408999,25,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.5,0.03,0,alpha_1p50_cap_0p03,0.01382639457193258,0.599510621488333,0.8269250945987962,100,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.5,0.03,0,alpha_1p50_cap_0p03,0.023051380240003073,0.5667220505077348,0.8269250945987962,400,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
