alpha,cap,cap_saturated,estimator,kappa,orth_corr,orth_feature_retention,scale,tau,train_curve,train_label
0.5,,0,alpha_0p50_nocap,0.013164132074861909,0.8887798661764775,0.3658893468630305,25,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
0.5,,0,alpha_0p50_nocap,0.017117152863536645,0.8915096135371119,0.3617608660639815,100,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
0.5,,0,alpha_0p50_nocap,0.026355400498795593,0.8746054734974097,0.3617608660639815,400,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
0.5,,0,alpha_0p50_nocap,0.014100234638063053,0.7670813357573183,0.6456084819189877,25,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
0.5,,0,alpha_0p50_nocap,0.01803053339126788,0.8085129712834455,0.6716357435070672,100,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
0.5,,0,alpha_0p50_nocap,0.030319283291837206,0.7978561342066719,0.6716357435070672,400,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
0.5,,0,alpha_0p50_nocap,0.022089066343158444,0.6344838213159744,0.801642156408999,25,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
0.5,,0,alpha_0p50_nocap,0.016720250313168705,0.599510621488333,0.8269250945987962,100,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
0.5,,0,alpha_0p50_nocap,0.027876019715167843,0.5667220505077348,0.8269250945987962,400,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
0.5,0.03,0,alpha_0p50_cap_0p03,0.0060004790851013465,0.05660829382076779,0.030521552634579834,25,0.030898198785299612,cosine_72000.csv,Cosine
0.5,0.03,0,alpha_0p50_cap_0p03,0.008872855850635438,0.1164218063154714,0.030521552634579834,100,0.030898198785299612,cosine_72000.csv,Cosine
0.5,0.03,0,alpha_0p50_cap_0p03,0.0,-0.06920030328255317,0.03064561373023567,400,0.030898198785299612,cosine_72000.csv,Cosine
0.5,0.03,0,alpha_0p50_cap_0p03,0.016941554704404626,0.6382815799137878,0.18600000963731753,25,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
0.5,0.03,0,alpha_0p50_cap_0p03,0.02672099323774187,0.8664946579254105,0.19446912064096752,100,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
0.5,0.03,1,alpha_0p50_cap_0p03,0.03,0.8713709901394882,0.19103269631809874,400,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
0.5,0.03,0,alpha_0p50_cap_0p03,0.020363296999888605,0.6399229454560205,0.20518042801494696,25,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
0.5,0.03,0,alpha_0p50_cap_0p03,0.02933539389382345,0.8680632812390924,0.21295494892368566,100,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
0.5,0.03,1,alpha_0p50_cap_0p03,0.03,0.8674836992552977,0.21001940528935797,400,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
0.5,0.03,0,alpha_0p50_cap_0p03,0.013164132074861909,0.8887798661764775,0.3658893468630305,25,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
0.5,0.03,0,alpha_0p50_cap_0p03,0.017117152863536645,0.8915096135371119,0.3617608660639815,100,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
0.5,0.03,0,alpha_0p50_cap_0p03,0.026355400498795593,0.8746054734974097,0.3617608660639815,400,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
0.5,0.03,0,alpha_0p50_cap_0p03,0.014100234638063053,0.7670813357573183,0.6456084819189877,25,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
0.5,0.03,0,alpha_0p50_cap_0p03,0.01803053339126788,0.8085129712834455,0.6716357435070672,100,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
0.5,0.03,1,alpha_0p50_cap_0p03,0.03,0.7978561342066719,0.6716357435070672,400,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
0.5,0.03,0,alpha_0p50_cap_0p03,0.022089066343158444,0.6344838213159744,0.801642156408999,25,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
0.5,0.03,0,alpha_0p50_cap_0p03,0.016720250313168705,0.599510621488333,0.8269250945987962,100,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
0.5,0.03,0,alpha_0p50_cap_0p03,0.027876019715167843,0.5667220505077348,0.8269250945987962,400,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
0.75,,0,alpha_0p75_nocap,0.002508058037032532,0.05660829382076779,0.030521552634579834,25,0.030898198785299612,cosine_72000.csv,Cosine
0.75,,0,alpha_0p75_nocap,0.003708643445299414,0.1164218063154714,0.030521552634579834,100,0.030898198785299612,cosine_72000.csv,Cosine
0.75,,0,alpha_0p75_nocap,0.0,-0.06920030328255317,0.03064561373023567,400,0.030898198785299612,cosine_72000.csv,Cosine
0.75,,0,alpha_0p75_nocap,0.011125806544075745,0.6382815799137878,0.18600000963731753,25,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
0.75,,0,alpha_0p75_nocap,0.017744561014102208,0.8664946579254105,0.19446912064096752,100,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
0.75,,0,alpha_0p75_nocap,0.03192505735525676,0.8713709901394882,0.19103269631809874,400,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
0.75,,0,alpha_0p75_nocap,0.013705095886125724,0.6399229454560205,0.20518042801494696,25,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
0.75,,0,alpha_0p75_nocap,0.019928006596216474,0.8680632812390924,0.21295494892368566,100,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
0.75,,0,alpha_0p75_nocap,0.035688816624451995,0.8674836992552977,0.21001940528935797,400,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
0.75,,0,alpha_0p75_nocap,0.010238342932290619,0.8887798661764775,0.3658893468630305,25,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
0.75,,0,alpha_0p75_nocap,0.01327507322442387,0.8915096135371119,0.3617608660639815,100,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
0.75,,0,alpha_0p75_nocap,0.020439723490804928,0.8746054734974097,0.3617608660639815,400,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
0.75,,0,alpha_0p75_nocap,0.01263917265699737,0.7670813357573183,0.6456084819189877,25,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
0.75,,0,alpha_0p75_nocap,0.01632270097688397,0.8085129712834455,0.6716357435070672,100,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
0.75,,0,alpha_0p75_nocap,0.02744747391920017,0.7978561342066719,0.6716357435070672,400,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
0.75,,0,alpha_0p75_nocap,0.020901261386529518,0.6344838213159744,0.801642156408999,25,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
0.75,,0,alpha_0p75_nocap,0.015944441731283905,0.599510621488333,0.8269250945987962,100,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
0.75,,0,alpha_0p75_nocap,0.026582590794023985,0.5667220505077348,0.8269250945987962,400,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
0.75,0.03,0,alpha_0p75_cap_0p03,0.002508058037032532,0.05660829382076779,0.030521552634579834,25,0.030898198785299612,cosine_72000.csv,Cosine
0.75,0.03,0,alpha_0p75_cap_0p03,0.003708643445299414,0.1164218063154714,0.030521552634579834,100,0.030898198785299612,cosine_72000.csv,Cosine
0.75,0.03,0,alpha_0p75_cap_0p03,0.0,-0.06920030328255317,0.03064561373023567,400,0.030898198785299612,cosine_72000.csv,Cosine
0.75,0.03,0,alpha_0p75_cap_0p03,0.011125806544075745,0.6382815799137878,0.18600000963731753,25,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
0.75,0.03,0,alpha_0p75_cap_0p03,0.017744561014102208,0.8664946579254105,0.19446912064096752,100,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
0.75,0.03,1,alpha_0p75_cap_0p03,0.03,0.8713709901394882,0.19103269631809874,400,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
0.75,0.03,0,alpha_0p75_cap_0p03,0.013705095886125724,0.6399229454560205,0.20518042801494696,25,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
0.75,0.03,0,alpha_0p75_cap_0p03,0.019928006596216474,0.8680632812390924,0.21295494892368566,100,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
0.75,0.03,1,alpha_0p75_cap_0p03,0.03,0.8674836992552977,0.21001940528935797,400,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
0.75,0.03,0,alpha_0p75_cap_0p03,0.010238342932290619,0.8887798661764775,0.3658893468630305,25,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
0.75,0.03,0,alpha_0p75_cap_0p03,0.01327507322442387,0.8915096135371119,0.3617608660639815,100,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
0.75,0.03,0,alpha_0p75_cap_0p03,0.020439723490804928,0.8746054734974097,0.3617608660639815,400,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
0.75,0.03,0,alpha_0p75_cap_0p03,0.01263917265699737,0.7670813357573183,0.6456084819189877,25,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
0.75,0.03,0,alpha_0p75_cap_0p03,0.01632270097688397,0.8085129712834455,0.6716357435070672,100,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
0.75,0.03,0,alpha_0p75_cap_0p03,0.02744747391920017,0.7978561342066719,0.6716357435070672,400,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
0.75,0.03,0,alpha_0p75_cap_0p03,0.020901261386529518,0.6344838213159744,0.801642156408999,25,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
0.75,0.03,0,alpha_0p75_cap_0p03,0.015944441731283905,0.599510621488333,0.8269250945987962,100,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
0.75,0.03,0,alpha_0p75_cap_0p03,0.026582590794023985,0.5667220505077348,0.8269250945987962,400,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.0,,0,alpha_1p00_nocap,0.0010483088146647935,0.05660829382076779,0.030521552634579834,25,0.030898198785299612,cosine_72000.csv,Cosine
1.0,,0,alpha_1p00_nocap,0.0015501250596083218,0.1164218063154714,0.030521552634579834,100,0.030898198785299612,cosine_72000.csv,Cosine
1.0,,0,alpha_1p00_nocap,0.0,-0.06920030328255317,0.03064561373023567,400,0.030898198785299612,cosine_72000.csv,Cosine
1.0,,0,alpha_1p00_nocap,0.007306506009393355,0.6382815799137878,0.18600000963731753,25,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.0,,0,alpha_1p00_nocap,0.011783598116347747,0.8664946579254105,0.19446912064096752,100,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.0,,0,alpha_1p00_nocap,0.021106130183516852,0.8713709901394882,0.19103269631809874,400,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.0,,0,alpha_1p00_nocap,0.009223931333365501,0.6399229454560205,0.20518042801494696,25,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.0,,0,alpha_1p00_nocap,0.01353741655340315,0.8680632812390924,0.21295494892368566,100,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.0,,0,alpha_1p00_nocap,0.024160004112638467,0.8674836992552977,0.21001940528935797,400,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.0,,0,alpha_1p00_nocap,0.007962823937276918,0.8887798661764775,0.3658893468630305,25,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.0,,0,alpha_1p00_nocap,0.010295378590046922,0.8915096135371119,0.3617608660639815,100,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.0,,0,alpha_1p00_nocap,0.01585186673219612,0.8746054734974097,0.3617608660639815,400,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.0,,0,alpha_1p00_nocap,0.011329505469515689,0.7670813357573183,0.6456084819189877,25,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.0,,0,alpha_1p00_nocap,0.014776632582028888,0.8085129712834455,0.6716357435070672,100,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.0,,0,alpha_1p00_nocap,0.0248476791912822,0.7978561342066719,0.6716357435070672,400,0.02145866287055983,wsdcon_9.csv,WSD-con 9e-5
1.0,,0,alpha_1p00_nocap,0.019777328781636686,0.6344838213159744,0.801642156408999,25,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.0,,0,alpha_1p00_nocap,0.015204630155691054,0.599510621488333,0.8269250945987962,100,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.0,,0,alpha_1p00_nocap,0.025349176121368444,0.5667220505077348,0.8269250945987962,400,0.03560141728027274,wsdcon_18.csv,WSD-con 18e-5
1.0,0.03,0,alpha_1p00_cap_0p03,0.0010483088146647935,0.05660829382076779,0.030521552634579834,25,0.030898198785299612,cosine_72000.csv,Cosine
1.0,0.03,0,alpha_1p00_cap_0p03,0.0015501250596083218,0.1164218063154714,0.030521552634579834,100,0.030898198785299612,cosine_72000.csv,Cosine
1.0,0.03,0,alpha_1p00_cap_0p03,0.0,-0.06920030328255317,0.03064561373023567,400,0.030898198785299612,cosine_72000.csv,Cosine
1.0,0.03,0,alpha_1p00_cap_0p03,0.007306506009393355,0.6382815799137878,0.18600000963731753,25,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.0,0.03,0,alpha_1p00_cap_0p03,0.011783598116347747,0.8664946579254105,0.19446912064096752,100,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.0,0.03,0,alpha_1p00_cap_0p03,0.021106130183516852,0.8713709901394882,0.19103269631809874,400,0.07351091520805572,wsd_20000_24000.csv,WSD sharp
1.0,0.03,0,alpha_1p00_cap_0p03,0.009223931333365501,0.6399229454560205,0.20518042801494696,25,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.0,0.03,0,alpha_1p00_cap_0p03,0.01353741655340315,0.8680632812390924,0.21295494892368566,100,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.0,0.03,0,alpha_1p00_cap_0p03,0.024160004112638467,0.8674836992552977,0.21001940528935797,400,0.07506249912819138,wsdld_20000_24000.csv,WSD linear
1.0,0.03,0,alpha_1p00_cap_0p03,0.007962823937276918,0.8887798661764775,0.3658893468630305,25,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.0,0.03,0,alpha_1p00_cap_0p03,0.010295378590046922,0.8915096135371119,0.3617608660639815,100,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
1.0,0.03,0,alpha_1p00_cap_0p03,0.01585186673219612,0.8746054734974097,0.3617608660639815,400,0.02145866287055983,wsdcon_3.csv,WSD-con 3e-5
