alpha,base_mae,cap,corr_mae,delta_pct,estimator,kappa,scale,test_curve,test_label,train_curve,train_label,win
0.0,0.005612615040270773,,0.005386201539400056,-4.034010870978855,alpha_0p00_nocap,0.03065474283818566,400,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.0,0.004701998914275349,,0.003744400587568166,-20.36577090224112,alpha_0p00_nocap,0.03065474283818566,400,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0,0.0038535563963712593,,0.003165553935568896,-17.853701620929385,alpha_0p00_nocap,0.03065474283818566,400,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.0,0.008173606778800102,,0.0051630370880073485,-36.832817778820406,alpha_0p00_nocap,0.03065474283818566,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0,0.006687305974578527,,0.006139906406113658,-8.185651599400156,alpha_0p00_nocap,0.03065474283818566,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0,0.0025579541942073844,,0.0023781135537327383,-7.030643507295952,alpha_0p00_nocap,0.03065474283818566,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0,0.00744534704076948,0.03,0.007104504643522665,-4.577924915795317,alpha_0p00_cap_0p03,0.03,25,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.0,0.003408385839825258,0.03,0.0024765307546488566,-27.340070313875486,alpha_0p00_cap_0p03,0.03,25,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0,0.0031360955249893426,0.03,0.002463477891782212,-21.447613054115,alpha_0p00_cap_0p03,0.03,25,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.0,0.004487187642230267,0.03,0.004499920167834441,0.28375291205440245,alpha_0p00_cap_0p03,0.03,25,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,0
0.0,0.002926482771138891,0.03,0.0029828555483020704,1.9262979341320818,alpha_0p00_cap_0p03,0.03,25,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,0
0.0,0.002504818961791151,0.03,0.0019498494402122508,-22.156073155165323,alpha_0p00_cap_0p03,0.03,25,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.0,0.007265129575917493,0.03,0.006924400945329565,-4.689918149806682,alpha_0p00_cap_0p03,0.03,100,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.0,0.0037480705220761528,0.03,0.002818822228051241,-24.792711037629502,alpha_0p00_cap_0p03,0.03,100,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0,0.003248313740665229,0.03,0.0025796295439096018,-20.585579169415013,alpha_0p00_cap_0p03,0.03,100,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.0,0.0056693997340904675,0.03,0.004962184624574027,-12.474250232593597,alpha_0p00_cap_0p03,0.03,100,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
