attenuation,nuisance,rationale,route,source_drop_norm,source_families,target_curve,target_decay_span,target_drop_norm,target_family,target_label,tau,train_curves
1.0,dct4,long smooth decay borrows only from a different-family full-step probe,smooth_from_full_step,0.8999999999999999,single_step,cosine_72000.csv,69839.0,0.899999999544725,smooth_decay,Cosine,8192.0,wsdcon_3
1.0,dct4,"finite WSD tails borrow from single-step probes, not from paired WSD tails",finite_tail_from_steps,0.6666666666666666,single_step,wsd_20000_24000.csv,3999.0,0.8999424188010638,finite_tail,WSD sharp,3072.0,wsdcon_18+wsdcon_3+wsdcon_9
1.0,dct4,"finite WSD tails borrow from single-step probes, not from paired WSD tails",finite_tail_from_steps,0.6666666666666666,single_step,wsdld_20000_24000.csv,3999.0,0.899775,finite_tail,WSD linear,3072.0,wsdcon_18+wsdcon_3+wsdcon_9
1.0,dct2,single-step targets borrow from finite WSD tails with target/source drop-squared attenuation,full_step_from_finite_tail,0.8998587094005319,finite_tail,wsdcon_3.csv,1.0,0.8999999999999999,single_step,WSD-con 3e-5,1536.0,wsd_20000_24000+wsdld_20000_24000
0.6051282543218014,dct2,single-step targets borrow from finite WSD tails with target/source drop-squared attenuation,medium_step_from_finite_tail,0.8998587094005319,finite_tail,wsdcon_9.csv,1.0,0.7,single_step,WSD-con 9e-5,768.0,wsd_20000_24000+wsdld_20000_24000
0.19759289937038402,none,single-step targets borrow from finite WSD tails with target/source drop-squared attenuation,weak_step_from_finite_tail,0.8998587094005319,finite_tail,wsdcon_18.csv,1.0,0.3999999999999999,single_step,WSD-con 18e-5,512.0,wsd_20000_24000+wsdld_20000_24000
0.0,none,short smooth cosine is a safety control with no stable cross-family transfer,short_smooth_no_transfer,0.0,none,cosine_24000.csv,21839.0,0.8999999953443857,short_smooth,Cosine 24k,0.0,none
0.0,none,zero positive LR drop implies zero LR-drop transient,no_lr_drop,0.0,none,constant_24000.csv,0.0,0.0,no_drop,Constant 24k,0.0,none
0.0,none,zero positive LR drop implies zero LR-drop transient,no_lr_drop,0.0,none,constant_72000.csv,0.0,0.0,no_drop,Constant 72k,0.0,none
