step,dS,probe_loss,nclip,lp1,lp2,lp3,lp4,lp5,lp6,lp7,lp8,lp9,lp10,lp11,lp12,lp13,lp14,lp15,lp16,res_p,lr1,lr2,lr3,lr4,lr5,lr6,lr7,lr8,lr9,lr10,lr11,lr12,lr13,lr14,lr15,lr16,res_r
3000,0,1.1809988915920258,0,7157.552354580954,4420.219302818289,3821.630404920093,3414.689145607862,3349.2799735628987,3191.9112928366285,3135.8528998957877,3038.8519821466734,2932.967170379191,2845.2806674443223,2746.7332763315685,2630.9806704576426,2582.8257653670826,2472.6451500307603,2388.6948380055405,2335.029257278638,1.3957020797698715e-15,13.697858136445952,10.964529413667954,8.882363360663103,7.165706278962429,5.707137773174376,4.468489997440985,3.7221913881341675,3.6507165245934616,3.428606705581421,3.032403332771121,2.753182932386636,2.5365409209318157,2.277999772817212,2.0174384748854233,1.6433079327573945,1.247913346059909,0.27851240964848695
3010,10,1.1782727241516113,0,5060.43618318144,4342.553811972898,3903.997399164921,3492.2735896019567,3391.338453030075,3163.4754536235937,2998.1369066856355,2861.7914322498787,2767.0748651491913,2657.5231538187873,2600.2006715812113,2523.689264461464,2486.3208553669347,2416.301582563322,2345.495788070777,2292.149893978915,1.5984844215391957e-18,9.526723348505403,7.522429268638471,6.005055618691333,4.7798286194039905,3.831568945939051,3.747551366276808,3.3743376898811483,3.1607245759807556,3.063513683003402,2.5980296009912793,2.432582170547353,2.2464263951822496,2.0160437459698772,1.7797189137792087,1.471926639590119,1.204069390321377,0.2934161302280624
3025,25,1.1776059567928314,0,4270.167064603131,4223.327668998342,3560.856417474481,3468.059957990366,3282.659382257948,3125.683330810498,3007.4798709047504,2885.7115978895235,2833.594936038769,2699.848366071993,2582.6168728307975,2539.3198279314647,2485.11893733668,2335.371219860269,2297.0488865508114,2225.830119826641,6.933018617269185e-19,10.349399874004055,8.19076429858569,6.55351162850935,5.218859484223366,4.154785033099737,3.6635071764984346,3.3945018528159023,3.3777636629584284,2.967637994433314,2.7817911990004163,2.5842119518539572,2.256636640764973,2.0760497810750023,1.81296189744092,1.5139076208594893,1.1866371308226675,0.29344953979444777
3050,50,1.1774083971977234,0,5251.353241462308,4088.4943646051024,4036.386130037367,3544.472413056372,3344.677362994734,3219.3430908577748,3086.4469747131866,2968.4306687381013,2939.565857228691,2873.5958992337805,2838.7716412051973,2774.037225071088,2694.7010405305286,2582.063030586414,2539.80918343341,2422.0557638074274,1.4705316329550232e-16,8.600249802377691,6.782688192575598,5.405602423132565,4.290081725687296,3.740429965110868,3.4968818701190902,3.2729044037246564,3.0384392299078646,2.9229282061253015,2.4722405205691165,2.396534368637576,2.1498664042971725,1.9380907156086224,1.7261128698041979,1.3937618192531382,1.148632133445575,0.2965758699752049
3100,100,1.174543172121048,0,19123.594953750446,14023.67592141992,9091.816733464251,8330.792420852102,7224.569321175369,6270.643531159502,5973.578873546797,5186.366217045426,5020.5221749516395,4748.002530793749,4646.297509384721,4581.367403044171,4400.82043375412,4162.311272391285,3974.0895177240513,3867.97102652534,2.596878782128972e-28,10.330677455311449,8.181574936153408,6.550934929454457,5.216099112616454,4.110587303706532,3.5958392033380018,3.4726993451299446,3.215640246616292,3.138545343115657,2.6710853115948927,2.5380174844542935,2.267955899073014,2.06790355934521,1.8340350555573743,1.4996790222817098,1.190868173139381,0.2944068436993609
3200,200,1.171334058046341,0,4721.662262244023,3668.218081871302,3245.625482508825,3127.6009487340075,2955.1708577808276,2805.5945124792283,2760.4764994655643,2708.902478773474,2503.5242683165043,2457.8045371530693,2380.697270619778,2318.345924367798,2310.7416975584374,2259.8552739550623,2220.4538822813843,2110.3813259098006,1.2861652607112775e-17,10.9170496249795,8.66555574633795,6.9561422627037155,5.562276261583199,4.439824136261755,3.7861646408699645,3.6107502437094947,3.2386463274538166,2.9468438171868163,2.8875840329598654,2.5525579612035667,2.27514759907539,2.08492926862033,1.8720214962269761,1.5145807942198903,1.140388373268523,0.2884610218443706
3400,400,1.1669167876243591,0,6395.905874731825,4590.893674435318,4142.020920679957,3829.1255652453033,3362.6607153814102,3126.3647361560456,3056.803236409317,2943.6933427251015,2842.0147708964882,2803.5144764723227,2581.4159982613173,2508.2124508417905,2458.82332903263,2388.296038049886,2354.2456569333713,2288.508654197108,6.838629687623952e-26,9.763341861494277,7.722383610141492,6.174621187371996,4.91013093531319,3.8758244011820553,3.740015647872134,3.324990687646601,3.204148941562452,2.9156662416003236,2.711163831495343,2.557447816901566,2.1313087220650457,1.9599890081857965,1.795648666287719,1.4467094076810054,1.1283778028945401,0.29595263535027705
3800,800,1.1560799777507782,0,4181.536543751884,3663.1968961249363,3651.486026962319,3203.5112729830917,3048.349858194444,2972.8101057466974,2818.825072403367,2755.445808039712,2648.0763252463194,2540.2444138846677,2514.138517465502,2366.5664311034775,2351.9750668627753,2332.741995497438,2254.4372192545015,2200.996956305236,1.608517918595408e-17,10.81205548066925,8.626901633948364,6.9646097071076225,5.603188784957202,4.482528072382631,3.660823592899449,3.2297462384151854,3.076303229395207,2.6557417494558306,2.516281551433607,2.406877458746961,2.064007504571364,1.8978471226592202,1.6641584096831403,1.4217978484573008,1.0257086974892573,0.28126394805173127
4600,1600,1.1357391774654388,0,55135.83470973794,28096.819952755865,19710.644321647615,17062.98405481811,15337.498340262206,12841.192691073502,10358.118422571048,9385.193103631867,9312.719665564071,8125.635809222508,7184.756224853433,6176.516570849957,5430.69934218106,5387.752163325889,5265.888059101154,5106.355241508396,2.057414488206784e-30,6.456432529571461,5.071391944971459,4.0342880188690176,3.256608810610557,2.881710701516449,2.6744104255910637,2.6314099947175986,2.3770829567729455,2.1608146423255663,2.126550441775543,1.7572042791959526,1.6363030455274126,1.5035038175847288,1.3399625196191722,1.119780684785393,0.8773496127631176,0.27345528948522124
5400,2400,1.131096601486206,0,10140.31254962274,4988.6895867257535,4398.537040558627,3891.0404077345934,3702.85275898887,3265.712192480501,3232.042395315255,3121.5824992546577,3013.36939031096,2947.733313779329,2931.2207479994913,2860.9385611167504,2846.0748410846013,2647.1713683436005,2601.1050233161036,2546.2823365310765,1.0463260931774666e-19,2.619672473442431,2.6174655158093714,2.483249437571073,2.1933954138632745,2.0984609895035624,1.9696182904087218,1.89391733753567,1.7530467813382042,1.5343858775642554,1.4845131631988953,1.3685111793229006,1.2658689055213665,1.14486871176598,0.9994150085178939,0.8568654113482964,0.7176184113719116,0.1867867637174303
