step,dS,probe_loss,nclip,lp1,lp2,lp3,lp4,lp5,lp6,lp7,lp8,lp9,lp10,lp11,lp12,lp13,lp14,lp15,lp16,res_p,lr1,lr2,lr3,lr4,lr5,lr6,lr7,lr8,lr9,lr10,lr11,lr12,lr13,lr14,lr15,lr16,res_r
3000,0,1.1809988915920258,0,7157.536816988853,4420.216931006988,3821.577614947247,3414.700533246211,3349.2230834430607,3191.825762372269,3135.9168313821756,3038.670093466507,2932.9578992549204,2845.2411638167205,2746.703218898026,2630.952320510701,2582.775526916708,2472.567380890341,2388.624835009486,2334.9730211676056,1.4138013665718055e-15,13.699174985177262,10.965698013617102,8.88335177935296,7.166539007045237,5.707795785007628,4.469048705429016,3.7221723278873653,3.650502042053606,3.4290253702750335,3.0323340460661488,2.7534847697539147,2.5365374444425246,2.2781261411832117,2.0174699600493264,1.6433969414618095,1.247919386262365,0.27850609999288256
3010,10,1.1724044680595398,0,7054.806990029143,5155.231742708569,4425.297637808086,4176.387716459617,3926.854974488409,3733.438864991634,3577.5668080788078,3426.1281354936236,3193.7928027376643,3018.9413476310765,2942.8202591256463,2900.6302274997265,2884.963128367492,2786.2257278242023,2743.5454109842,2683.0033454871946,8.976133338788061e-21,11.050015742370606,8.763954136727643,7.0283750581416795,5.612293633146613,4.477750997821616,3.7095438455295984,3.6574385230197413,3.4268612663877724,3.030017521055302,2.9379207180104703,2.695771612199368,2.3498761173619385,2.16060970157749,1.9163623472001754,1.583555461260247,1.2227736433703058,0.2902108857406487
3025,25,1.1605170965194702,0,9268.346700705377,6552.326561490074,5490.9484075876135,5211.248629481484,4678.021165518875,4551.839696968368,4343.873420321902,4144.331622224581,3951.371806273408,3900.3097216091364,3715.7597565886135,3571.7686866063264,3553.7695954509886,3505.194752631092,3390.1757606018723,3205.2903510531123,2.716443685119252e-22,9.303049916307806,7.336869087287922,5.847921899025304,4.634118902821414,3.720124219462827,3.637647031486139,3.48752384119328,3.100665408997506,2.986022984508668,2.8048572759331756,2.687643727471438,2.2169338152063,2.0640304408254115,1.8554584304141697,1.5255668030073786,1.194373907407094,0.30054182511581395
3050,50,1.1474199891090393,0,8497.140987922998,6674.899588678294,6094.699435323458,5550.936992124843,5431.497646525001,5278.451921259304,5191.964758634488,4977.619464388096,4927.584109756071,4825.241785678429,4655.757065144717,4499.531852570591,4451.132198729447,4201.120424875967,4074.7911990694715,3926.8703258026335,1.7071449996549934e-14,10.125499695256261,8.01263469882594,6.410253940250093,5.099189217576882,4.025147734732595,3.6563411043790226,3.4463703546574567,3.292205417235755,3.00138640097593,2.8095429716118048,2.6851939806759177,2.2454494954414024,2.0813960544618997,1.8519858880796467,1.536887428715174,1.173891669593085,0.2955403240964245
3100,100,1.1352362036705017,0,10846.726127710624,8217.334578550492,7674.468322944733,7040.695055357318,6749.59310003493,6576.2196143555975,6458.398989300066,5826.6610407522185,5623.535788672044,5513.981065311297,5449.4158144935445,5119.153168404516,4966.780856660918,4767.8659700909975,4612.722193228931,4504.171857809772,5.217213540985432e-20,10.575674952333044,8.379698534081134,6.71278246750773,5.347245224425017,4.223378066508664,3.633069796577081,3.435131348859726,3.416178285789017,3.0136429498903694,2.8709971007784763,2.7350096403334767,2.3002677096864113,2.0742039234840917,1.861953472395265,1.5732885498411464,1.1674577177277592,0.29397315040637995
3200,200,1.12303626537323,0,11062.691450622799,9065.391405265238,8149.859559658872,7168.507305647147,6877.747990872718,6612.237714361439,6096.975881653493,5860.9989994782645,5763.519645529682,5579.576450929504,5416.2527842731115,5217.802728740071,5071.469851256766,5001.186067747954,4902.313649835048,4773.42763200349,1.9154992448542814e-19,10.55849381911292,8.367308333533911,6.704107434867257,5.341568901990052,4.2213429838958865,3.615994817249106,3.451646285560481,3.404621058175996,2.9723415504240727,2.84261385474493,2.6671889415692522,2.274559599587701,2.0526567350764826,1.8408101600425324,1.552469525922487,1.1556382241899312,0.2936190366949092
3400,400,1.110550582408905,0,12340.496139048966,9841.27257694246,8542.310165958668,7463.893218607302,7370.740056042958,7075.608183581645,6484.763394730719,6375.853901294745,6207.373012331329,6096.974382685103,5791.213428384822,5525.25988369911,5369.5869942259405,5274.201245776889,5222.970562387558,4994.940591556808,2.9845705679824012e-18,10.79499406696634,8.577049892497259,6.893910417351971,5.523582236618144,4.386798215042948,3.6034357762051346,3.430580672060533,3.402792479856305,2.9949184317245403,2.695807983127333,2.6609177703718516,2.1744714474445934,2.0087498681870786,1.81787278276589,1.465562041290208,1.150861500971386,0.2867341520485554
3800,800,1.0951551795005798,0,13596.709583198619,12035.652644530866,9724.608316356089,8517.423469094972,7776.761211621906,7240.463155134676,6855.472137875096,6693.587321234668,6557.781811211297,6226.028040979667,6053.978501791014,5696.56477046333,5639.164132547066,5617.582799329222,5447.5385104254965,5074.250763436371,1.3708479746206076e-24,10.917800166549815,8.663015764515205,6.950438418974199,5.544905654941823,4.366080810853806,3.588388423922877,3.3921506988554584,3.349683095374509,2.946018889086929,2.6929695132604965,2.6387828409765834,2.1769330059018253,2.0352540142843565,1.808919844999713,1.4462901770692314,1.171272931764246,0.29235987823892173
4600,1600,1.078103482723236,0,15568.491227937759,14886.329297630034,11727.969719993123,10169.83132121382,8833.609991137286,7763.223248377303,7500.122783033607,7172.695503156324,6915.226314382543,6680.656056565206,6637.808270706211,6453.50429304787,6329.615975765164,6160.761732880888,6136.811569210194,5986.983457520317,8.278984356420484e-27,11.33272347821619,8.998053364140137,7.2243433867697044,5.768830811273037,4.542818076908125,3.579447986478726,3.5344189447811094,3.3841530705489253,3.106901085005732,2.8184891739162494,2.755724041960885,2.307256013597325,2.143986975670532,1.8085915112368172,1.564257252683503,1.188970252056888,0.29136301807416026
5400,2400,1.0644894242286682,0,17596.55030724149,16855.110389137415,12877.725478132681,11866.864610953198,9727.361838284607,8258.208242341889,7994.6706948870915,7600.102498439199,7174.873265631002,6829.753379168887,6673.966235074669,6556.808447542252,6424.321945446712,6275.874040491391,5955.893904057363,5914.0078902369005,2.741145194330967e-28,10.778166024872332,8.529863632779774,6.825427224767203,5.434791647536172,4.284154159845528,3.6302225622113373,3.4171211014697893,3.4007137045375218,3.1057964818729533,2.83218113361266,2.74248198038423,2.2903499910649616,2.148081844523042,1.8544241878429917,1.5835877460507735,1.1879907890502135,0.2946185054745415
6200,3200,1.053613543510437,0,19478.64665121488,18880.699666015807,14966.470915644753,13873.861994332887,10717.990865838992,10165.749910184457,9067.289323833811,8709.335312694591,8588.529448844281,8232.077659804509,8163.513174306612,7921.464450716439,7425.602211264118,7311.068959648941,7148.012517940965,6897.419064089482,6.080238561834885e-29,9.689412441313785,7.647608511323696,6.125458197822049,4.974576106513118,4.0970136522142555,3.6436957581443954,3.4189620782099293,3.340809157369581,2.9267562862350327,2.85901772430416,2.5924590588563428,2.2795240038326483,2.1040543967220695,1.8490825848526256,1.4876238745389638,1.1954339934528984,0.2688457604531404
6999,3999,1.0446076095104218,0,21341.07097233832,20892.223532680247,15942.26576392179,15271.027525051686,11571.80611409003,9767.245195303496,9547.912617947995,8953.432483018682,8704.001697487238,8488.03483988361,8395.915677519644,8059.99038868003,7930.540179941635,7484.093474299832,7333.220236676053,7171.060790242259,7.304697794306867e-30,6.818448840265553,5.336238513684,4.372652897561668,3.7053796636726877,3.682134220213261,3.4708135134631894,3.1678588871048605,3.067358857404878,2.9592639151886844,2.781598502789754,2.411835250794024,2.3173138295154687,2.01846441438552,1.7442592305156082,1.4709524740534567,1.2397111997386072,0.22195135463135368
