step,dS,probe_loss,nclip,lp1,lp2,lp3,lp4,lp5,lp6,lp7,lp8,lp9,lp10,lp11,lp12,lp13,lp14,lp15,lp16,res_p,lr1,lr2,lr3,lr4,lr5,lr6,lr7,lr8,lr9,lr10,lr11,lr12,lr13,lr14,lr15,lr16,res_r
3000,0,1.1809988915920258,0,7157.552354580954,4420.219302818289,3821.630404920093,3414.689145607862,3349.2799735628987,3191.9112928366285,3135.8528998957877,3038.8519821466734,2932.967170379191,2845.2806674443223,2746.7332763315685,2630.9806704576426,2582.8257653670826,2472.6451500307603,2388.6948380055405,2335.029257278638,1.3957020797698715e-15,13.697858136445952,10.964529413667954,8.882363360663103,7.165706278962429,5.707137773174376,4.468489997440985,3.7221913881341675,3.6507165245934616,3.428606705581421,3.032403332771121,2.753182932386636,2.5365409209318157,2.277999772817212,2.0174384748854233,1.6433079327573945,1.247913346059909,0.27851240964848695
3010,10,1.1673498451709747,0,4755.875062440456,4330.082842205677,3971.1232703727937,3286.40487955486,3145.101960832348,3005.03652297508,2975.724844673293,2881.8570453865173,2712.3713040739776,2618.496142401005,2566.029977927744,2534.3089860397868,2461.6119524978008,2363.642462282467,2280.4829562566442,2256.505801018367,2.4482975894952243e-18,8.994961521452803,7.086508780364513,5.641704666271748,4.46377508503734,3.7173462736069736,3.4884456220437006,3.4795659227107842,3.111680724473152,2.919393541612077,2.790733832392191,2.6282194816897317,2.204865609971243,2.038451097597257,1.8225633957267564,1.5294859281700641,1.1955040514245785,0.30284294992922484
3025,25,1.1542034149169922,0,5658.688304211703,4940.492096483608,3635.206262136509,3281.7460826357196,3174.952450275923,3077.51675003632,3015.248812746221,2779.0715435759707,2713.3930367225585,2634.451937981877,2622.73370227471,2509.1053503954076,2399.440901937247,2322.144993966464,2291.6857479397354,2215.507982544532,4.449508155383871e-18,10.112348401673497,7.997099486276239,6.393298940538423,5.0818444051018306,4.006913427424082,3.650463568128788,3.3951022308527996,3.2777189703171636,2.987856671651235,2.791416569256035,2.6992272287903214,2.24137329572242,2.0844041376222013,1.8316978354195332,1.5462457663984193,1.193208007637535,0.2965265552255987
3050,50,1.145121455192566,0,7882.644756588898,5163.079358558136,3842.707820971005,3692.55211416789,3367.710011431003,3236.4955012232635,3150.7879745233886,3072.480355057644,2953.9190713082153,2789.6684274432855,2743.6173797183,2722.1941586712273,2669.1428438848825,2606.8472401208473,2491.9961629989193,2432.3286846715187,4.877785416778363e-20,10.93268124978035,8.679249746070315,6.967309565773227,5.561941105423846,4.389392706487341,3.6075460190771755,3.4929029901255686,3.436124512495873,3.006323064056609,2.9431199204068683,2.635276484414336,2.359089784440125,2.04096590202851,1.8474289135577815,1.5635385438873937,1.17427307193517,0.29149902903477526
3100,100,1.1375961899757385,0,18800.776133493015,10227.320061841643,9024.338805262843,5423.2740423672485,5155.417233897136,4851.193105156219,4638.746843251718,4352.192387257812,4291.312571981196,3994.1447415658167,3898.051223050684,3554.0575095279173,3506.454375710572,3411.8952442568593,3342.696394934765,3185.7786539982394,1.558880833461022e-23,13.270918353313391,10.605130863409888,8.576009764322796,6.9073285330886955,5.512752117208259,4.3724344188546675,3.739379685299115,3.5146974960020185,3.4275122872244386,3.0970521346221878,2.7605243915494992,2.5940538558003348,2.1906223531138553,1.9927830597507925,1.6615322038119582,1.2321880214506997,0.28016267014447366
3200,200,1.127315878868103,0,5458.330321790947,4315.190372339946,4018.565126128364,3433.5579703474646,3410.566050927113,3309.6320622447915,3083.5676931731955,2961.0548775649645,2854.601542906272,2756.582352738076,2676.4871195775063,2598.69071506875,2507.365693598848,2476.634509077247,2420.0199335194866,2310.5975500119,8.38386058348093e-18,12.291405711406073,9.793909755718332,7.893689540512526,6.332877909191684,5.029707899931485,3.99622081822839,3.5770371543549393,3.3160794664815816,3.22455371942003,2.978650701851808,2.698349574165031,2.494454537909287,2.088467879358827,1.9121207793548347,1.611741788003441,1.1807415332805316,0.28521262915945056
3400,400,1.1194226145744324,0,5854.378856478223,4988.474884466626,4386.6493193796805,3643.063950843082,3432.457292227845,3293.800145915371,3116.3985234092274,3084.8335397287037,3047.228050678694,2964.679380609474,2861.183306718615,2710.2259472526653,2628.1285170693227,2581.32856341886,2505.7732993547334,2494.095639850679,5.683600523875004e-20,10.747089288224243,8.527972636372533,6.842522358092473,5.460284258661316,4.318940775006068,3.6037056570370174,3.4612058827185295,3.3876109693296392,2.9708684920453776,2.830516824310226,2.6121444714018236,2.2708337774727863,2.0040374747043526,1.8184440077235666,1.5214014322258433,1.1518902328303455,0.29169412734443195
3800,800,1.1100873351097107,0,6220.342800188643,5928.467621557148,4434.683788191391,4051.0530797428232,3730.703878635563,3640.381022350889,3456.0404657086187,3319.5414780690294,3255.697162125229,3068.116490857955,2889.590275417778,2793.040467819779,2752.0587199207916,2622.942343543466,2566.143365965917,2405.6501539352384,5.687834478237273e-24,10.698333182371085,8.47171855558244,6.7820837141061086,5.403956846751125,4.297958975002731,3.5855200447068145,3.4705234095736444,3.347705074851385,2.898388171201264,2.766456546249842,2.597205523489984,2.2455426840855583,2.0589426676181466,1.834842924748176,1.5125447827205498,1.1589548738911777,0.2928864714011302
4600,1600,1.0895992815494537,0,18695.587326573823,13884.017898662096,10548.894977074737,9238.633783507112,8450.210463893038,7223.913161963605,6915.54868069912,6607.2020508987425,5729.253259964215,5456.63902746283,5319.28380913768,4752.337446083733,4576.8762018058615,4530.721595407148,4268.111979983214,4201.873111509965,1.8001981726517362e-27,9.168498513807805,7.221920094698177,5.749289977507414,4.566292372936908,3.694081928109173,3.5325870693648294,3.2812686004997684,3.180854598796924,2.8471793367353024,2.7083938844738187,2.2817749190634022,2.0631238945164423,1.9221054279197554,1.6825637806764515,1.404613988789148,1.1093451183038134,0.29506980993550386
5400,2400,1.0828482508659363,0,9430.853722457616,7247.480794707365,6287.656501863496,5707.208615456424,4956.912707583126,4648.2048379619755,4281.458374518474,3873.251899845805,3755.2446675762003,3661.637006791762,3492.7907022287463,3371.5796583194906,3336.8035472057245,3256.897298548611,3230.159852398339,3183.735633644417,5.193620111057765e-25,7.46909988397833,5.867793257534615,4.6870264846918905,3.7576950865113825,3.433007256298805,3.23710948308478,2.9705001779415157,2.855131094227094,2.5915600033725417,2.318419663375843,2.189442395519517,1.9526114892987012,1.7472089515289706,1.615953945572975,1.2693737600261348,1.0602485904447458,0.2911744568409893
